Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;0.0000000000000000e+00;8.7041924533297542e-07;1.8629553007914017e-15;6.8728422765375703e-08;6.5678477936035604e-07;1.2388691076176532e-15;4.4491593517638578e-07
3000000;0.0000000000000000e+00;1.2996844332715228e-06;1.3765617006883033e-15;4.2805648507168342e-08;8.5144585391297595e-07;1.2355846931318048e-15;2.5646616927801648e-07
5000000;0.0000000000000000e+00;4.8633769560869530e-07;9.0783727533937375e-16;6.6803151953204158e-08;6.2516240972072929e-07;1.6452981607356211e-15;1.8336374283571488e-07
7000000;0.0000000000000000e+00;5.7799417401662731e-07;1.1221831341966211e-15;2.6975983905201228e-08;8.5301793396500078e-07;2.0919214478688272e-15;1.4280953998414221e-07
9000000;0.0000000000000000e+00;7.6136060664048530e-07;1.4344855005126961e-15;3.8873842750736065e-08;1.1291826918753456e-06;1.8739424352224661e-15;1.7580609087494384e-07
11000000;0.0000000000000000e+00;5.1034826164226173e-07;7.0558597725818418e-16;3.2939708170612330e-08;6.5159000218238968e-07;1.0387899722942758e-15;1.0386570228619479e-07
13000000;0.0000000000000000e+00;9.3945511449567752e-07;1.3559813450468628e-15;6.6457923664757132e-08;7.3416781341482520e-07;1.3615838784548617e-15;1.5805490483154131e-07
15000000;0.0000000000000000e+00;9.4070128800212072e-07;6.1779752559068362e-16;6.6897309782854481e-08;1.2085136096546651e-06;1.0433672313510035e-15;1.1156675973069624e-07
17000000;0.0000000000000000e+00;8.4543782861313019e-07;1.5113508377390884e-15;4.7849384260919020e-08;6.0135885165161630e-07;7.6531160362873129e-16;1.0722108589107543e-07
19000000;0.0000000000000000e+00;5.5623904004621297e-07;8.7187952715491385e-16;6.4303974382036532e-08;3.6125429170401740e-07;1.0057844837729382e-15;2.1888541048447267e-07
21000000;0.0000000000000000e+00;5.3629024085155273e-07;1.3286887624779396e-15;5.6621636481465616e-08;5.6141367691638185e-07;1.7265754556394469e-15;1.3895808646104436e-07
23000000;0.0000000000000000e+00;7.9523596156489636e-07;1.3002402577055132e-15;6.7676121115770986e-08;7.3010849151927863e-07;1.5415389907650645e-15;2.7937819584355113e-07
25000000;0.0000000000000000e+00;7.3633644992286000e-07;8.3500860058366575e-16;5.2902839942445881e-08;7.4685476350244482e-07;1.3926631935460148e-15;1.1577012177075187e-07
27000000;0.0000000000000000e+00;7.6629339060799446e-07;1.8756635125207959e-15;5.5978232519716541e-08;1.0846612577343250e-06;1.5914894306366311e-15;1.0129599013258353e-07
29000000;0.0000000000000000e+00;1.3538132829400320e-06;1.3650485932223716e-15;4.7562347816195192e-08;4.9388095562887347e-07;2.7258735499525074e-15;1.3949124459023855e-07
31000000;0.0000000000000000e+00;8.1462305444868689e-07;1.2747011216969634e-15;5.2097193687132865e-08;4.5197332218084701e-07;9.7032947041435454e-16;1.6006439027841259e-07
33000000;0.0000000000000000e+00;5.5842190868302575e-07;1.5882882787031098e-15;4.8492935932433197e-08;4.6745203355681419e-07;1.1456982438772202e-15;6.0462757466155975e-08
35000000;0.0000000000000000e+00;7.3566732588058388e-07;8.7514237370264786e-16;3.6409725598776605e-08;7.8240740552717699e-07;6.9274143038820183e-16;1.1597427632240116e-07
37000000;0.0000000000000000e+00;5.5973158670091080e-07;1.0567717583795654e-15;4.8837105271898826e-08;5.5154814746525073e-07;9.4067371982099078e-16;1.1932816162363285e-07
39000000;0.0000000000000000e+00;6.1708000929132406e-07;1.2434388532718597e-15;5.5183847666022060e-08;4.0566136912638911e-07;1.6562944880836608e-15;1.5866570692258836e-07
41000000;0.0000000000000000e+00;1.1116992505070942e-06;8.1846817191315868e-16;4.9498734256556261e-08;4.6682217559445629e-07;1.3002143031522847e-15;2.2413839386410997e-07
43000000;0.0000000000000000e+00;6.5428230018447264e-07;8.5288653784868912e-16;2.6533184202249911e-08;7.1841543479995364e-07;4.8054372252154974e-16;9.1653439371078276e-08
45000000;0.0000000000000000e+00;3.6052051331459720e-07;1.1772498261057152e-15;4.0068141597637126e-08;4.0028650768702940e-07;1.5499430432473376e-15;1.4288967703075259e-07
47000000;0.0000000000000000e+00;6.0308393679043924e-07;6.4040521183177088e-16;2.4849414748260749e-08;2.9006982650821067e-07;1.0623624565153976e-15;3.2232669374966039e-07
49000000;0.0000000000000000e+00;1.2523735660271687e-06;6.8154788952964936e-16;4.1606252841879503e-08;1.4670356418540541e-06;1.4067176282583854e-15;2.0109755165458291e-07
51000000;0.0000000000000000e+00;6.9657625542453945e-07;2.0320287699702199e-15;2.4053444773900228e-08;1.2792989465119136e-06;1.4263771835396810e-15;2.2872958620727470e-07
53000000;0.0000000000000000e+00;7.1165780217739022e-07;1.9182533348557853e-15;3.9367996806651185e-08;5.5123111604972413e-07;1.1038135545712220e-15;1.4272293601703696e-07
55000000;0.0000000000000000e+00;1.7728444085992427e-06;1.4954138439449302e-15;3.4268045061221633e-08;1.1049076389184452e-06;1.9278018037542908e-15;2.8421606686308794e-07
57000000;0.0000000000000000e+00;3.3176444841024827e-07;2.3883453029147262e-15;1.7505936055529281e-08;3.9058139564777149e-07;1.9493268839189835e-15;3.3470364966329461e-07
59000000;0.0000000000000000e+00;5.3004964056300552e-07;3.2317403731786683e-15;3.8689855152970724e-08;1.6582057856937174e-06;3.2046767438324528e-15;4.0404271854950031e-07
61000000;0.0000000000000000e+00;1.1171775345417603e-06;2.0920900941153907e-15;2.0269983768085301e-08;8.6514545603195000e-07;1.4974732383066734e-15;4.9880776831191100e-07
63000000;0.0000000000000000e+00;8.4153839999698231e-07;3.0513541020698198e-15;4.5215506352760550e-08;1.9619154950100422e-06;3.0177881524793819e-15;8.6752362376696249e-07
65000000;0.0000000000000000e+00;1.1554294027030595e-06;1.9300111501142166e-15;2.3099802827671542e-08;1.0070867107179730e-06;1.2350653649430336e-15;4.6127768328679707e-07
67000000;0.0000000000000000e+00;1.2254314386589201e-06;1.8512014987888799e-15;1.4442080114833557e-08;1.1071717651239850e-06;1.7021500485995262e-15;2.9506658373480331e-07
69000000;0.0000000000000000e+00;1.2861744731962128e-06;2.2153018933444298e-15;2.8990248731785095e-08;6.2451253668356561e-07;4.1074013654191038e-15;5.7835773513542970e-07
71000000;0.0000000000000000e+00;7.0450413263949923e-07;1.7091036024683638e-15;3.3135616942717624e-08;1.0931650330624724e-06;2.5833503763664112e-15;2.1409096560571899e-07
73000000;0.0000000000000000e+00;7.9640382278339865e-07;2.2375365135756922e-15;2.5173340910849775e-08;1.1685421853825685e-06;1.6890514780794245e-15;3.6932532215702642e-07
75000000;0.0000000000000000e+00;1.0815009167055516e-06;1.9095602608742947e-15;6.9068282506717055e-09;7.3287735557677228e-07;1.1214225379965137e-15;5.0469410787924299e-07
77000000;0.0000000000000000e+00;5.8898111081297987e-07;1.1942648714484970e-15;3.8260750744371483e-08;6.1078307858903536e-07;2.2821878659811013e-15;3.1048400780639182e-07
79000000;0.0000000000000000e+00;1.0150876440292249e-06;1.2123017151698436e-15;1.6353492117258886e-08;7.3143815156830734e-07;2.4875623235535010e-15;3.1667650232340498e-07
81000000;0.0000000000000000e+00;5.3358168887717845e-07;1.2620547849533010e-15;2.9620918816719876e-08;2.9576288208137702e-07;2.2697216951788275e-15;1.4027565188143438e-07
83000000;0.0000000000000000e+00;4.5742677980179070e-07;7.7038932631868957e-16;3.3791488727080659e-08;4.2663046980105717e-07;6.5779569803429544e-16;3.3151791129291097e-07
85000000;0.0000000000000000e+00;6.1837512920093185e-07;1.3294223679955663e-15;2.4868749605238729e-08;7.0372402402167413e-07;9.5410617339955420e-16;1.9906543777130001e-07
87000000;0.0000000000000000e+00;1.0045485662766080e-06;6.0275904811714603e-16;1.6005398288372239e-08;8.6629077465524548e-07;1.5644163351929165e-15;2.0470583763390257e-07
