Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;0.0000000000000000e+00;1.1636875687431121e-06;4.1437756141837093e-15;2.1121266268749315e-07;1.6345757007086584e-06;2.4876639874771135e-15;4.9337813831860203e-07
3000000;0.0000000000000000e+00;4.1767450239341500e-06;4.0689185749714102e-15;2.9556142218845340e-07;4.3159746829889467e-06;6.1868099986252837e-15;4.9744591080388126e-07
5000000;0.0000000000000000e+00;3.2317922066391164e-06;2.4185527097803292e-15;1.1736422516002104e-07;2.8026792904473464e-06;3.3452877224145447e-15;3.5444584244955104e-07
7000000;0.0000000000000000e+00;9.8726972645327267e-07;2.9247743276738886e-15;1.7185750852738346e-07;1.1591652875472007e-06;6.0645299036509524e-15;4.5260687254132595e-07
9000000;0.0000000000000000e+00;1.3751707019589303e-06;5.5426068865090776e-15;1.0500689444581088e-07;1.6454423687487254e-06;6.9021098682816184e-15;2.7285431151445529e-07
11000000;0.0000000000000000e+00;1.1570630067631595e-06;1.7904698120119812e-15;6.8183816269624938e-08;9.9692875021794924e-07;2.4965218270280429e-15;2.7185447297694939e-07
13000000;0.0000000000000000e+00;1.7369954422523644e-06;4.1952946527275027e-15;6.3149839759325747e-08;1.6297512801565297e-06;3.0150143662852911e-15;2.8508819336373345e-07
15000000;0.0000000000000000e+00;1.2714478938961240e-06;2.3542331748970957e-15;9.1576351997235118e-08;1.6183494524430957e-06;2.2212328057515145e-15;6.2926814024383738e-07
17000000;0.0000000000000000e+00;2.1832903752733014e-06;6.9435101752017290e-15;1.7612248468611366e-07;1.6053921898088894e-06;2.5124366497169193e-15;1.2744203728528464e-06
19000000;0.0000000000000000e+00;8.2033035110772998e-07;1.5693886748654780e-15;8.6567943619716849e-08;1.0964715225908138e-06;1.8741111754707655e-15;3.6173913698407340e-07
21000000;0.0000000000000000e+00;9.6977226454538777e-07;1.3272172418912938e-15;7.3331703683212744e-08;1.2553225791164693e-06;1.7575454093086831e-15;4.4148667045150886e-07
23000000;0.0000000000000000e+00;2.3887916669178800e-06;3.3328924454013862e-15;3.2984077921250835e-07;2.3838271704564305e-06;1.6153546103510662e-15;5.7351956970893274e-07
25000000;0.0000000000000000e+00;3.5303685813438526e-06;4.8099241965624352e-15;1.8281236737354541e-07;3.0813102854795633e-06;4.0828194489676695e-15;9.6941291532150060e-07
27000000;0.0000000000000000e+00;9.0584388471752248e-07;2.8248820212478690e-15;7.2235314691199398e-08;1.3922463471826621e-06;2.0495340346805067e-15;4.0985777607615046e-07
29000000;0.0000000000000000e+00;7.6934136976622888e-07;3.1171768696257897e-15;8.2715967058480634e-08;8.1590171482879333e-07;2.0386423317941753e-15;5.6189324196626555e-07
31000000;0.0000000000000000e+00;8.4812883516435549e-07;2.4614171861472721e-15;7.5039906460642846e-08;2.1571310606789160e-06;3.0263038801337932e-15;7.9009549950042235e-07
33000000;0.0000000000000000e+00;8.5649485550891280e-07;2.4283778351453545e-15;7.7702372891050301e-08;7.1392700580539617e-07;1.7546956886815569e-15;5.1186998612657710e-07
35000000;0.0000000000000000e+00;2.9519177628179699e-06;3.1015764151960229e-15;5.9039017092777151e-07;4.1101951875259266e-06;4.5093654838375221e-15;2.6923511243695312e-06
37000000;0.0000000000000000e+00;8.8644570237651311e-07;1.8164930698218463e-15;5.6125153437913910e-08;9.5478624434091490e-07;1.9744386672172857e-15;3.8383323945127053e-07
39000000;0.0000000000000000e+00;8.6262137476812128e-07;2.0781714053119864e-15;8.9429895146552480e-08;1.1995416048840206e-06;4.1044412368796992e-15;5.9535865745002723e-07
41000000;0.0000000000000000e+00;1.5124007866165966e-06;1.8670664019166879e-15;5.9402941919658105e-08;1.0349171712518440e-06;2.4013962181139375e-15;5.8716543956774369e-07
43000000;0.0000000000000000e+00;6.1761143056817835e-07;1.5218856701462429e-15;4.0876783303011925e-08;9.4523277605142926e-07;2.4813986521664825e-15;4.2835409399647488e-07
45000000;0.0000000000000000e+00;8.3482619424884026e-07;1.1276452508291275e-15;3.6014972602071826e-08;5.5345377538635608e-07;2.3407605085989015e-15;4.5524274457816547e-07
47000000;0.0000000000000000e+00;7.6881852911776356e-07;4.3053032865710924e-15;3.8484723617741603e-08;1.5347184089070505e-06;1.6039324204868861e-15;5.3188796881306112e-07
49000000;0.0000000000000000e+00;2.6306171000276764e-06;1.3945973024130018e-15;6.1009960137973120e-08;1.0355136644700708e-06;4.0145583154334087e-15;5.3501154270578640e-07
51000000;0.0000000000000000e+00;1.9512406828022139e-06;3.2953352313150659e-15;3.6530685326934210e-08;1.8112824201745249e-06;4.0594400054001745e-15;8.9392887228568732e-07
53000000;0.0000000000000000e+00;1.1478081037654511e-06;2.4182643539992775e-15;4.4940575677213951e-08;1.1835692751074455e-06;3.9193936537678404e-15;9.5454904364336139e-07
55000000;0.0000000000000000e+00;1.3668883890897998e-06;4.5399189106218748e-15;7.6250714322219519e-08;1.4838229342264046e-06;4.7719228387658539e-15;6.7570056717562200e-07
57000000;0.0000000000000000e+00;5.2750876207551079e-06;3.5528142995173720e-15;3.7716847513322408e-08;3.2824865344215225e-06;1.3627574629460016e-14;1.3228464839538489e-06
59000000;0.0000000000000000e+00;4.6581366135252037e-06;8.1416889111715888e-15;8.5281056855022810e-08;5.5286956015690415e-06;7.3705260670202840e-15;2.6534510723991474e-06
61000000;0.0000000000000000e+00;1.6932875949991605e-06;5.0284605569012656e-15;7.9168950305940746e-08;2.4572302770529527e-06;2.2119816196534185e-15;6.0371541816122696e-07
63000000;0.0000000000000000e+00;8.9453023964019709e-06;5.3777461793383660e-15;1.1342708805116267e-07;4.8787093297025340e-06;5.4857365198511070e-15;3.4719729736019779e-06
65000000;0.0000000000000000e+00;2.0218906429566727e-06;4.7912069823383689e-15;4.3500875264990443e-08;1.4562422845763320e-06;6.1758275680535193e-15;1.1677162712682669e-06
67000000;0.0000000000000000e+00;1.5451987602187325e-06;2.8828234968923617e-15;4.8950609912330026e-08;1.1555485426051899e-06;4.2341346821762661e-15;1.3728242076770703e-06
69000000;0.0000000000000000e+00;7.5467614814946772e-06;8.5401710715637399e-15;8.3171507898996046e-08;2.7197998435496805e-06;4.7042071444578937e-15;3.2633320847297554e-06
71000000;0.0000000000000000e+00;7.4172844179068248e-06;2.1105351452342879e-14;5.5617036615854395e-08;2.2798931336339952e-06;2.2121824347378002e-14;1.4912837659251606e-05
73000000;0.0000000000000000e+00;6.9339902497934519e-06;9.3517851705960899e-15;6.4372276852008337e-08;3.0029440937284829e-06;9.9637929059922691e-15;2.1299912142666414e-06
75000000;0.0000000000000000e+00;1.8160986886691914e-06;2.5268560948675953e-15;3.5045769605139823e-08;1.8887734357312570e-06;2.9720865210779729e-15;8.4355152103446521e-07
77000000;0.0000000000000000e+00;1.5032701717634498e-06;2.1974770037101794e-15;2.5627120603424575e-08;1.2902498317026619e-06;3.4964948891092972e-15;7.4037525513170278e-07
79000000;0.0000000000000000e+00;1.1382394293985040e-06;1.6104990323083035e-15;2.2184779897086416e-08;1.1058973174647087e-06;2.0957065626956802e-15;6.9441698936709188e-07
