Num rows;Error TRSV fp64;Error TRSV fp32;Error TRSV Acc<fp64, fp64>;Error TRSV Acc<fp64, fp32>;Error TRSV Acc<fp32, fp32>;Error CUBLAS TRSV fp64;Error CUBLAS TRSV fp32
1700;+0.0000000000000000e+00;+3.3410785153071771e-06;+0.0000000000000000e+00;+7.5973179843487884e-07;+3.3410785153071771e-06;+8.2653484237335954e-15;+3.7259827103229607e-06
1750;+0.0000000000000000e+00;+3.2989665368890020e-06;+0.0000000000000000e+00;+7.5769055490995204e-07;+3.2989665368890020e-06;+9.5763003015424335e-15;+3.7552306172906848e-06
1800;+0.0000000000000000e+00;+3.2856661134489867e-06;+0.0000000000000000e+00;+7.8627298056441249e-07;+3.2856661134489867e-06;+8.5623628718346294e-15;+3.8677042104950620e-06
1850;+0.0000000000000000e+00;+3.6687442421555935e-06;+0.0000000000000000e+00;+8.0234388576354904e-07;+3.6687442421555935e-06;+9.7954182887062962e-15;+3.7954090879812260e-06
1900;+0.0000000000000000e+00;+3.5241996254957844e-06;+0.0000000000000000e+00;+8.3691553493986258e-07;+3.5241996254957844e-06;+1.0000432567881528e-14;+4.0510131546030925e-06
1950;+0.0000000000000000e+00;+3.8158957502168872e-06;+0.0000000000000000e+00;+8.7194199674965936e-07;+3.8158957502168872e-06;+9.7533475985833851e-15;+4.3359873626458196e-06
2000;+0.0000000000000000e+00;+3.7674141542857415e-06;+0.0000000000000000e+00;+8.7922680143643871e-07;+3.7674141542857415e-06;+1.0038871779017749e-14;+4.1421087676220795e-06
2050;+0.0000000000000000e+00;+4.1104445770469238e-06;+0.0000000000000000e+00;+8.5142333475584504e-07;+4.1104445770469238e-06;+1.1275126223945908e-14;+4.2098290871011739e-06
2100;+0.0000000000000000e+00;+3.8020851141019383e-06;+0.0000000000000000e+00;+8.6476441014247299e-07;+3.8020851141019383e-06;+1.2039734876658838e-14;+4.3686592097797819e-06
2150;+0.0000000000000000e+00;+4.1482349802472487e-06;+0.0000000000000000e+00;+9.3628352918541912e-07;+4.1482349802472487e-06;+1.1430133626425297e-14;+4.5512562899974492e-06
2200;+0.0000000000000000e+00;+4.0617459331556559e-06;+0.0000000000000000e+00;+9.6981659124053973e-07;+4.0617459331556559e-06;+1.2660066590433344e-14;+4.8624995053209796e-06
2250;+0.0000000000000000e+00;+4.6947925240341574e-06;+0.0000000000000000e+00;+1.0010071560986263e-06;+4.6947925240341574e-06;+1.3699273240043328e-14;+4.8762361836282304e-06
2300;+0.0000000000000000e+00;+5.1396772377973583e-06;+0.0000000000000000e+00;+1.0452077185657803e-06;+5.1396772377973583e-06;+1.3570963059318010e-14;+5.6733226941841000e-06
2350;+0.0000000000000000e+00;+4.8801611105286460e-06;+0.0000000000000000e+00;+1.0684815282030953e-06;+4.8801611105286460e-06;+1.3393322940886318e-14;+5.3242892683875333e-06
2400;+0.0000000000000000e+00;+4.9230940972263878e-06;+0.0000000000000000e+00;+1.0813077529740931e-06;+4.9230940972263878e-06;+1.3627194369883360e-14;+5.8223379676409137e-06
2450;+0.0000000000000000e+00;+5.2036225560454159e-06;+0.0000000000000000e+00;+1.1668637436952422e-06;+5.2036225560454159e-06;+1.4676356102562488e-14;+5.8503767117066320e-06
2500;+0.0000000000000000e+00;+5.6808768253210282e-06;+0.0000000000000000e+00;+1.1938711799237310e-06;+5.6808768253210282e-06;+1.4924494653047649e-14;+5.9445579012889512e-06
2550;+0.0000000000000000e+00;+5.8004731581348206e-06;+0.0000000000000000e+00;+1.2453550937451775e-06;+5.8004731581348206e-06;+1.5086334007749305e-14;+6.3430391954252309e-06
2600;+0.0000000000000000e+00;+5.9186522857631201e-06;+0.0000000000000000e+00;+1.2874522999795343e-06;+5.9186522857631201e-06;+1.5886955777768147e-14;+5.7898881650306215e-06
2650;+0.0000000000000000e+00;+6.3265027673489232e-06;+0.0000000000000000e+00;+1.3714877767711960e-06;+6.3265027673489232e-06;+1.5212884738510372e-14;+6.4198088482978488e-06
2700;+0.0000000000000000e+00;+5.8916342426549911e-06;+0.0000000000000000e+00;+1.3745046654430158e-06;+5.8916342426549911e-06;+1.6119828422479321e-14;+6.7149862104200773e-06
2750;+0.0000000000000000e+00;+5.9739576513107397e-06;+0.0000000000000000e+00;+1.3848658472945243e-06;+5.9739576513107397e-06;+1.6690051215103556e-14;+7.2133452762805800e-06
2800;+0.0000000000000000e+00;+5.7589903745168564e-06;+0.0000000000000000e+00;+1.3602923507891712e-06;+5.7589903745168564e-06;+1.6968636318097102e-14;+6.1005772768350261e-06
2850;+0.0000000000000000e+00;+6.0119310558694705e-06;+0.0000000000000000e+00;+1.4027293547275000e-06;+6.0119310558694705e-06;+1.7696391864530551e-14;+7.1986859409802370e-06
2900;+0.0000000000000000e+00;+6.3238180189926170e-06;+0.0000000000000000e+00;+1.4211088145977997e-06;+6.3238180189926170e-06;+1.6525512793394186e-14;+6.6909759701375936e-06
2950;+0.0000000000000000e+00;+6.9140471123910141e-06;+0.0000000000000000e+00;+1.4504932220837041e-06;+6.9140471123910141e-06;+1.9142210368811801e-14;+7.0373913544145942e-06
3000;+0.0000000000000000e+00;+6.5465505771963057e-06;+0.0000000000000000e+00;+1.4687357217330216e-06;+6.5465505771963057e-06;+1.7281098717998115e-14;+7.2706205514678849e-06
3050;+0.0000000000000000e+00;+7.2889157218648718e-06;+0.0000000000000000e+00;+1.5490334023624420e-06;+7.2889157218648718e-06;+2.1205737240415540e-14;+7.6021823752521252e-06
3100;+0.0000000000000000e+00;+7.5083442536707079e-06;+0.0000000000000000e+00;+1.5662824949521656e-06;+7.5083442536707079e-06;+1.8128657819412939e-14;+7.6290129267285278e-06
3150;+0.0000000000000000e+00;+7.3645560167014342e-06;+0.0000000000000000e+00;+1.5868188439151505e-06;+7.3645560167014342e-06;+1.9904690173976243e-14;+8.3093487246285225e-06
3200;+0.0000000000000000e+00;+6.5290948230562509e-06;+0.0000000000000000e+00;+1.5850184632863446e-06;+6.5290948230562509e-06;+1.8447525158895721e-14;+7.1534949328054250e-06
3250;+0.0000000000000000e+00;+7.4041864442504919e-06;+0.0000000000000000e+00;+1.5512847058860094e-06;+7.4041864442504919e-06;+1.8549159623332979e-14;+8.1809484428886740e-06
3300;+0.0000000000000000e+00;+7.1883223012292077e-06;+0.0000000000000000e+00;+1.5813419663973355e-06;+7.1883223012292077e-06;+2.2067597280668318e-14;+8.5069164422612181e-06
3350;+0.0000000000000000e+00;+7.3114328494265675e-06;+0.0000000000000000e+00;+1.5544215872036686e-06;+7.3114328494265675e-06;+1.9092574811039548e-14;+8.2630386392089338e-06
3400;+0.0000000000000000e+00;+7.9363022919152764e-06;+0.0000000000000000e+00;+1.5667791898982181e-06;+7.9363022919152764e-06;+2.1635606667893729e-14;+7.7622801611997233e-06
3450;+0.0000000000000000e+00;+7.4258142055381597e-06;+0.0000000000000000e+00;+1.6049990185018585e-06;+7.4258142055381597e-06;+1.8943848131902593e-14;+8.0235054366926275e-06
3500;+0.0000000000000000e+00;+8.6584270471230980e-06;+0.0000000000000000e+00;+1.5826189699535190e-06;+8.6584270471230980e-06;+2.1875164484419499e-14;+8.9125867331911602e-06
3550;+0.0000000000000000e+00;+7.9720657191642542e-06;+0.0000000000000000e+00;+1.6624126427725079e-06;+7.9720657191642542e-06;+2.1399542295159382e-14;+8.4614059497433750e-06
3600;+0.0000000000000000e+00;+9.0700384589341926e-06;+0.0000000000000000e+00;+1.6733757539887146e-06;+9.0700384589341926e-06;+2.2780062097263470e-14;+8.5629584665316842e-06
3650;+0.0000000000000000e+00;+8.9209710805696965e-06;+0.0000000000000000e+00;+1.7027278261930066e-06;+8.9209710805696965e-06;+2.3137768475492093e-14;+9.1936179638398624e-06
3700;+0.0000000000000000e+00;+8.1677590205410262e-06;+0.0000000000000000e+00;+1.7314610893881544e-06;+8.1677590205410262e-06;+2.2899427086442108e-14;+8.8837643973147963e-06
3750;+0.0000000000000000e+00;+8.3447689249822275e-06;+0.0000000000000000e+00;+1.7494958176496473e-06;+8.3447689249822275e-06;+2.3050375163369770e-14;+8.3079184049700856e-06
3800;+0.0000000000000000e+00;+8.4872833805143145e-06;+0.0000000000000000e+00;+1.7672776997603403e-06;+8.4872833805143145e-06;+2.2817099902076852e-14;+9.5444283177211805e-06
3850;+0.0000000000000000e+00;+8.5922759233691970e-06;+0.0000000000000000e+00;+1.7670932370369538e-06;+8.5922759233691970e-06;+2.6042937402776598e-14;+9.6149035282267610e-06
3900;+0.0000000000000000e+00;+9.2557537591929220e-06;+0.0000000000000000e+00;+1.8358752976474990e-06;+9.2557537591929220e-06;+2.4745339858862221e-14;+9.5565661181759679e-06
3950;+0.0000000000000000e+00;+9.1264902690960933e-06;+0.0000000000000000e+00;+1.8721346747573938e-06;+9.1264902690960933e-06;+2.5325659043129607e-14;+8.9845807622341773e-06
4000;+0.0000000000000000e+00;+9.7057012843923322e-06;+0.0000000000000000e+00;+1.9198532136337734e-06;+9.7057012843923322e-06;+2.5603584988500807e-14;+9.3367582248108369e-06
4050;+0.0000000000000000e+00;+1.0143403610835137e-05;+0.0000000000000000e+00;+1.9648408536935185e-06;+1.0143403610835137e-05;+2.5333999031796854e-14;+1.0676929198222752e-05
4100;+0.0000000000000000e+00;+1.0170754022728616e-05;+0.0000000000000000e+00;+2.0262822125679875e-06;+1.0170754022728616e-05;+2.7476490186459876e-14;+1.0896952995999318e-05
4150;+0.0000000000000000e+00;+1.0459213132049426e-05;+0.0000000000000000e+00;+2.0234892387464197e-06;+1.0459213132049426e-05;+3.0310163447490046e-14;+1.1439751326714068e-05
4200;+0.0000000000000000e+00;+1.0558523953137841e-05;+0.0000000000000000e+00;+2.0575293622929622e-06;+1.0558523953137841e-05;+2.8840688349838079e-14;+1.1186217949061638e-05
4250;+0.0000000000000000e+00;+1.1847136533913863e-05;+0.0000000000000000e+00;+2.0497107805046527e-06;+1.1847136533913863e-05;+2.8109545520934771e-14;+1.0715856549051898e-05
4300;+0.0000000000000000e+00;+1.1116098700268834e-05;+0.0000000000000000e+00;+2.0714777622808092e-06;+1.1116098700268834e-05;+3.0399626461937761e-14;+1.2645616855184958e-05
4350;+0.0000000000000000e+00;+1.1480563842302795e-05;+0.0000000000000000e+00;+2.0908116773782992e-06;+1.1480563842302795e-05;+2.9618206279421455e-14;+1.0837814781584680e-05
4400;+0.0000000000000000e+00;+1.1235895470842049e-05;+0.0000000000000000e+00;+2.0832831045368293e-06;+1.1235895470842049e-05;+2.9659282382819360e-14;+1.2679765251242375e-05
4450;+0.0000000000000000e+00;+1.0841215081565896e-05;+0.0000000000000000e+00;+2.1249326443668441e-06;+1.0841215081565896e-05;+3.0040934622618844e-14;+1.1968744352476660e-05
4500;+0.0000000000000000e+00;+1.1813409410331072e-05;+0.0000000000000000e+00;+2.2271103267648049e-06;+1.1813409410331072e-05;+3.0641678731176868e-14;+1.1960406285563698e-05
4550;+0.0000000000000000e+00;+1.1982603861435017e-05;+0.0000000000000000e+00;+2.2238084222588491e-06;+1.1982603861435017e-05;+3.1635895596098451e-14;+1.3129556175321798e-05
4600;+0.0000000000000000e+00;+1.2698077585687747e-05;+0.0000000000000000e+00;+2.2818232959469149e-06;+1.2698077585687747e-05;+3.1195982514108351e-14;+1.3987600860050158e-05
4650;+0.0000000000000000e+00;+1.2261364626688111e-05;+0.0000000000000000e+00;+2.2556997519973630e-06;+1.2261364626688111e-05;+3.3013489150734866e-14;+1.3146080602701203e-05
4700;+0.0000000000000000e+00;+1.2760692088534382e-05;+0.0000000000000000e+00;+2.3060491379501595e-06;+1.2760692088534382e-05;+3.5655522381693632e-14;+1.4108617079208172e-05
4750;+0.0000000000000000e+00;+1.3697801719516654e-05;+0.0000000000000000e+00;+2.3665013988865050e-06;+1.3697801719516654e-05;+3.6723984851793145e-14;+1.4347073338844122e-05
4800;+0.0000000000000000e+00;+1.3636106835150032e-05;+0.0000000000000000e+00;+2.3795792627690348e-06;+1.3636106835150032e-05;+3.7247609634262280e-14;+1.4134333378071751e-05
4850;+0.0000000000000000e+00;+1.4054374785357810e-05;+0.0000000000000000e+00;+2.4643523553842075e-06;+1.4054374785357810e-05;+3.6311331220197710e-14;+1.4346184487105905e-05
4900;+0.0000000000000000e+00;+1.3253031205026356e-05;+0.0000000000000000e+00;+2.3700291952676513e-06;+1.3253031205026356e-05;+3.6023593634928979e-14;+1.4536337914326076e-05
4950;+0.0000000000000000e+00;+1.3807240340646551e-05;+0.0000000000000000e+00;+2.3931224296512993e-06;+1.3807240340646551e-05;+3.5874843236801410e-14;+1.4401867589567444e-05
5000;+0.0000000000000000e+00;+1.4809458183485091e-05;+0.0000000000000000e+00;+2.4925459241196942e-06;+1.4809458183485091e-05;+3.6817039361693038e-14;+1.3626309168371081e-05
5050;+0.0000000000000000e+00;+1.4055716338210199e-05;+0.0000000000000000e+00;+2.4713526505129769e-06;+1.4055716338210199e-05;+4.0714968805088057e-14;+1.5494443740378129e-05
5100;+0.0000000000000000e+00;+1.4852262948093078e-05;+0.0000000000000000e+00;+2.4858380682240025e-06;+1.4852262948093078e-05;+4.0888094756648659e-14;+1.4027436961893280e-05
5150;+0.0000000000000000e+00;+1.5850264958695150e-05;+0.0000000000000000e+00;+2.4703571017005079e-06;+1.5850264958695150e-05;+3.8121265705069575e-14;+1.5037225607809321e-05
5200;+0.0000000000000000e+00;+1.5275762088787298e-05;+0.0000000000000000e+00;+2.5260672202164368e-06;+1.5275762088787298e-05;+3.7224552822890319e-14;+1.5867598106229578e-05
5250;+0.0000000000000000e+00;+1.4660144620174194e-05;+0.0000000000000000e+00;+2.5870555134415893e-06;+1.4660144620174194e-05;+4.1776622849068955e-14;+1.5815976350497802e-05
5300;+0.0000000000000000e+00;+1.6444253908943384e-05;+0.0000000000000000e+00;+2.7064550747514192e-06;+1.6444253908943384e-05;+4.1836383319994720e-14;+1.5918760735356764e-05
5350;+0.0000000000000000e+00;+1.7450164416763137e-05;+0.0000000000000000e+00;+2.7418760059744500e-06;+1.7450164416763137e-05;+4.1372780113926909e-14;+1.7107634630300782e-05
5400;+0.0000000000000000e+00;+1.5677322084493617e-05;+0.0000000000000000e+00;+2.8693142915845320e-06;+1.5677322084493617e-05;+4.0847500283569576e-14;+1.7798817428999016e-05
5450;+0.0000000000000000e+00;+1.6342950653897630e-05;+0.0000000000000000e+00;+2.8490856377890237e-06;+1.6342950653897630e-05;+4.1407279880782235e-14;+1.7153703860140473e-05
5500;+0.0000000000000000e+00;+1.5583789882777542e-05;+0.0000000000000000e+00;+2.9089723388261632e-06;+1.5583789882777542e-05;+4.3469493488261835e-14;+1.6778400374495226e-05
5550;+0.0000000000000000e+00;+1.6831060608246820e-05;+0.0000000000000000e+00;+2.8916869785871198e-06;+1.6831060608246820e-05;+4.2834123503350025e-14;+1.5560794866829248e-05
5600;+0.0000000000000000e+00;+1.6100150009121327e-05;+0.0000000000000000e+00;+2.8510064100592305e-06;+1.6100150009121327e-05;+4.1928648214505784e-14;+1.6811393880822048e-05
5650;+0.0000000000000000e+00;+1.6948599371242164e-05;+0.0000000000000000e+00;+2.8866337161203451e-06;+1.6948599371242164e-05;+4.2982309413396200e-14;+1.6484538706292075e-05
5700;+0.0000000000000000e+00;+1.7482814013284685e-05;+0.0000000000000000e+00;+2.9771982302570061e-06;+1.7482814013284685e-05;+4.5342573951502109e-14;+1.9381721211146139e-05
5750;+0.0000000000000000e+00;+1.7997871190935270e-05;+0.0000000000000000e+00;+2.9023121416935688e-06;+1.7997871190935270e-05;+4.6917916547510596e-14;+1.9215822297449765e-05
5800;+0.0000000000000000e+00;+1.7537974272599979e-05;+0.0000000000000000e+00;+2.9561219703207703e-06;+1.7537974272599979e-05;+4.5869559555095603e-14;+1.8469574839663875e-05
5850;+0.0000000000000000e+00;+1.9276441984845946e-05;+0.0000000000000000e+00;+2.9472839845645268e-06;+1.9276441984845946e-05;+4.7249503608014267e-14;+1.7635030957608574e-05
5900;+0.0000000000000000e+00;+1.6632246235342557e-05;+0.0000000000000000e+00;+2.9532924871622010e-06;+1.6632246235342557e-05;+4.4376535019630761e-14;+1.8274814557342473e-05
5950;+0.0000000000000000e+00;+1.8839429174901425e-05;+0.0000000000000000e+00;+3.0046931400903398e-06;+1.8839429174901425e-05;+4.8480805890775025e-14;+1.9505072982161473e-05
6000;+0.0000000000000000e+00;+1.8878762744884598e-05;+0.0000000000000000e+00;+3.0433469301172191e-06;+1.8878762744884598e-05;+4.7408044343078241e-14;+1.8860681230926083e-05
6050;+0.0000000000000000e+00;+1.8436034940113991e-05;+0.0000000000000000e+00;+3.1450419817340143e-06;+1.8436034940113991e-05;+4.7908708735584963e-14;+1.9051246993243862e-05
6100;+0.0000000000000000e+00;+1.8780342121209160e-05;+0.0000000000000000e+00;+3.1648251742322325e-06;+1.8780342121209160e-05;+4.9032298456106107e-14;+1.9675961847780782e-05
6150;+0.0000000000000000e+00;+1.9481847162131514e-05;+0.0000000000000000e+00;+3.1669967355754192e-06;+1.9481847162131514e-05;+4.9995841069257796e-14;+2.1005615746786458e-05
6200;+0.0000000000000000e+00;+1.9833339954623515e-05;+0.0000000000000000e+00;+3.1678543404635864e-06;+1.9833339954623515e-05;+5.3975030630239038e-14;+1.9097369424556074e-05
6250;+0.0000000000000000e+00;+1.9632203802746449e-05;+0.0000000000000000e+00;+3.1707716164178152e-06;+1.9632203802746449e-05;+5.1329645266282638e-14;+2.0375490603007455e-05
6300;+0.0000000000000000e+00;+1.8356487506755374e-05;+0.0000000000000000e+00;+3.2517749469580416e-06;+1.8356487506755374e-05;+5.0950630604914812e-14;+2.1689689691504061e-05
6350;+0.0000000000000000e+00;+2.0770568657187541e-05;+0.0000000000000000e+00;+3.2339908281736969e-06;+2.0770568657187541e-05;+5.4811446195657946e-14;+2.0805523267789699e-05
6400;+0.0000000000000000e+00;+1.8883530040168327e-05;+0.0000000000000000e+00;+3.2803561896652438e-06;+1.8883530040168327e-05;+5.2133532785004287e-14;+1.9581052732585813e-05
6450;+0.0000000000000000e+00;+2.0612115374135737e-05;+0.0000000000000000e+00;+3.3122990907052696e-06;+2.0612115374135737e-05;+5.1474772202931552e-14;+2.1539803508934449e-05
6500;+0.0000000000000000e+00;+2.1672466851628714e-05;+0.0000000000000000e+00;+3.3604567398996381e-06;+2.1672466851628714e-05;+5.6427733854297060e-14;+2.1279705975278183e-05
6550;+0.0000000000000000e+00;+2.2308454249111593e-05;+0.0000000000000000e+00;+3.4813849271489739e-06;+2.2308454249111593e-05;+5.7071475311778286e-14;+2.3128334914938647e-05
6600;+0.0000000000000000e+00;+2.2314598138490106e-05;+0.0000000000000000e+00;+3.5382908481881208e-06;+2.2314598138490106e-05;+6.0422238967369460e-14;+2.2741996996214757e-05
6650;+0.0000000000000000e+00;+2.2533587943821202e-05;+0.0000000000000000e+00;+3.5387276319298301e-06;+2.2533587943821202e-05;+6.1729057467575130e-14;+2.1818740257525603e-05
6700;+0.0000000000000000e+00;+2.2298100869267239e-05;+0.0000000000000000e+00;+3.5990293361102001e-06;+2.2298100869267239e-05;+5.7146073010733237e-14;+2.3409365434075140e-05
6750;+0.0000000000000000e+00;+2.3477387921689531e-05;+0.0000000000000000e+00;+3.6611235644361156e-06;+2.3477387921689531e-05;+5.6769262351284319e-14;+2.4575778163408281e-05
6800;+0.0000000000000000e+00;+2.2886542937646550e-05;+0.0000000000000000e+00;+3.6446391688041138e-06;+2.2886542937646550e-05;+5.8533569159546940e-14;+2.3907576100867738e-05
6850;+0.0000000000000000e+00;+2.3248702421409881e-05;+0.0000000000000000e+00;+3.6324049153697522e-06;+2.3248702421409881e-05;+5.9635529895835533e-14;+2.3280068827911575e-05
6900;+0.0000000000000000e+00;+2.2901491034251718e-05;+0.0000000000000000e+00;+3.6263266405302905e-06;+2.2901491034251718e-05;+6.1484935835039177e-14;+2.5269292029624615e-05
6950;+0.0000000000000000e+00;+2.3641347803318917e-05;+0.0000000000000000e+00;+3.6822897006764289e-06;+2.3641347803318917e-05;+6.1583342428477556e-14;+2.4456253407507412e-05
7000;+0.0000000000000000e+00;+2.4384633033778089e-05;+0.0000000000000000e+00;+3.6584222691225320e-06;+2.4384633033778089e-05;+6.2201952942058114e-14;+2.4390082053438932e-05
7050;+0.0000000000000000e+00;+2.2790039077989766e-05;+0.0000000000000000e+00;+3.6866606445009325e-06;+2.2790039077989766e-05;+6.7627534773263018e-14;+2.4113403955238808e-05
7100;+0.0000000000000000e+00;+2.4833202460948828e-05;+0.0000000000000000e+00;+3.7023379247612972e-06;+2.4833202460948828e-05;+6.1859235834174470e-14;+2.5355582117436614e-05
7150;+0.0000000000000000e+00;+2.4678267675586757e-05;+0.0000000000000000e+00;+3.6390326064587040e-06;+2.4678267675586757e-05;+6.2833744529401578e-14;+2.5269953291256526e-05
7200;+0.0000000000000000e+00;+2.4557927367149837e-05;+0.0000000000000000e+00;+3.6153785313028087e-06;+2.4557927367149837e-05;+6.9291263742845166e-14;+2.6152186064670479e-05
7250;+0.0000000000000000e+00;+2.3894226540166683e-05;+0.0000000000000000e+00;+3.6817866179732778e-06;+2.3894226540166683e-05;+6.4545303642232344e-14;+2.5700594187528689e-05
