Num rows;Error GEMV fp64;Error GEMV fp32;Error GEMV Acc<fp64, fp64>;Error GEMV Acc<fp64, fp32>;Error GEMV Acc<fp32, fp32>;Error CUBLAS GEMV fp64;Error CUBLAS GEMV fp32
3500;+0.0000000000000000e+00;+3.1041387588132748e-08;+0.0000000000000000e+00;+1.7500942617282166e-08;+3.1041387588132748e-08;+9.4304479443185087e-17;+5.1996538807234777e-08
3600;+0.0000000000000000e+00;+3.0159803748000562e-08;+0.0000000000000000e+00;+1.7081639622121385e-08;+3.0159803748000562e-08;+9.0518919766098932e-17;+5.0875376800144252e-08
3700;+0.0000000000000000e+00;+2.9126508436247090e-08;+0.0000000000000000e+00;+1.7041300695623234e-08;+2.9126508436247090e-08;+8.9532614706824092e-17;+4.9427020288493039e-08
3800;+0.0000000000000000e+00;+2.8399871081567521e-08;+0.0000000000000000e+00;+1.6097529686496095e-08;+2.8399871081567521e-08;+8.7658868993267691e-17;+5.0541866933746702e-08
3900;+0.0000000000000000e+00;+2.8161382868895975e-08;+0.0000000000000000e+00;+1.5934549061157131e-08;+2.8161382868895975e-08;+8.7931535366120084e-17;+4.8228090211395246e-08
4000;+0.0000000000000000e+00;+2.8184343284534960e-08;+0.0000000000000000e+00;+1.5418364103939449e-08;+2.8184343284534960e-08;+8.8584500929274158e-17;+4.7148334695677696e-08
4100;+0.0000000000000000e+00;+3.2040402317237771e-08;+0.0000000000000000e+00;+1.7495827269957743e-08;+3.2040402317237771e-08;+8.8211372178570077e-17;+4.8390802179568877e-08
4200;+0.0000000000000000e+00;+4.7105226014442987e-08;+0.0000000000000000e+00;+2.7448031053831103e-08;+4.7105226014442987e-08;+9.6362622244933448e-17;+5.6155074394657088e-08
4300;+0.0000000000000000e+00;+4.9052451205725645e-08;+0.0000000000000000e+00;+2.8835509942015612e-08;+4.9052451205725645e-08;+9.6348299163570364e-17;+5.7952298727999934e-08
4400;+0.0000000000000000e+00;+4.7967939728233050e-08;+0.0000000000000000e+00;+2.8035081522816074e-08;+4.7967939728233050e-08;+9.8483913833110204e-17;+5.7124563400252687e-08
4500;+0.0000000000000000e+00;+4.7980699268240258e-08;+0.0000000000000000e+00;+2.7714004553753567e-08;+4.7980699268240258e-08;+1.0113463679156725e-16;+5.9693865162762190e-08
4600;+0.0000000000000000e+00;+4.6974015954609985e-08;+0.0000000000000000e+00;+2.7010055423258393e-08;+4.6974015954609985e-08;+1.0000561030305831e-16;+5.7969207166100809e-08
4700;+0.0000000000000000e+00;+4.5041168885159614e-08;+0.0000000000000000e+00;+2.6179466804556735e-08;+4.5041168885159614e-08;+1.0459613015407665e-16;+5.7797224570104111e-08
4800;+0.0000000000000000e+00;+4.4779958871439151e-08;+0.0000000000000000e+00;+2.5878914318554194e-08;+4.4779958871439151e-08;+1.0525932923594007e-16;+6.0145749609170178e-08
4900;+0.0000000000000000e+00;+4.4121784837948473e-08;+0.0000000000000000e+00;+2.5312787173054484e-08;+4.4121784837948473e-08;+1.0859815459921127e-16;+5.9024776716246807e-08
5000;+0.0000000000000000e+00;+4.3137659340067541e-08;+0.0000000000000000e+00;+2.4647281760718314e-08;+4.3137659340067541e-08;+1.0270776719650935e-16;+5.8074613065536184e-08
5100;+0.0000000000000000e+00;+4.2679069604343244e-08;+0.0000000000000000e+00;+2.4397463636875247e-08;+4.2679069604343244e-08;+1.0400678861675396e-16;+5.9535351594217832e-08
5200;+0.0000000000000000e+00;+4.1174719833984460e-08;+0.0000000000000000e+00;+2.3832260301536035e-08;+4.1174719833984460e-08;+1.0582589779170297e-16;+6.0648501410071075e-08
5300;+0.0000000000000000e+00;+4.0406720767756780e-08;+0.0000000000000000e+00;+2.3271519501768035e-08;+4.0406720767756780e-08;+1.0043437015027465e-16;+5.8131150937242725e-08
5400;+0.0000000000000000e+00;+3.9363205754593140e-08;+0.0000000000000000e+00;+2.2769852314270764e-08;+3.9363205754593140e-08;+1.0123221321025740e-16;+5.7519991609647691e-08
5500;+0.0000000000000000e+00;+3.9024637235560459e-08;+0.0000000000000000e+00;+2.2285429295730633e-08;+3.9024637235560459e-08;+1.0442246848351472e-16;+5.7502099612928886e-08
5600;+0.0000000000000000e+00;+3.7439742256783306e-08;+0.0000000000000000e+00;+2.1834756684973070e-08;+3.7439742256783306e-08;+1.0507478584526389e-16;+5.7968922993759068e-08
5700;+0.0000000000000000e+00;+3.7583990355212998e-08;+0.0000000000000000e+00;+2.1736662391942903e-08;+3.7583990355212998e-08;+1.0431809280497859e-16;+5.7473806739894278e-08
5800;+0.0000000000000000e+00;+3.6939719774975423e-08;+0.0000000000000000e+00;+2.1153850235968381e-08;+3.6939719774975423e-08;+1.0268943083536289e-16;+5.6787426867568931e-08
5900;+0.0000000000000000e+00;+3.6729132039556697e-08;+0.0000000000000000e+00;+2.0784462130179588e-08;+3.6729132039556697e-08;+1.0162260931500524e-16;+4.7800184890492438e-08
6000;+0.0000000000000000e+00;+3.5997954232758587e-08;+0.0000000000000000e+00;+2.0532906794181939e-08;+3.5997954232758587e-08;+9.9681783662252153e-17;+4.7305196573366524e-08
6100;+0.0000000000000000e+00;+3.5536081946800806e-08;+0.0000000000000000e+00;+2.0226722748838460e-08;+3.5536081946800806e-08;+1.0269796278720284e-16;+4.6007687518742829e-08
6200;+0.0000000000000000e+00;+3.4488656530433401e-08;+0.0000000000000000e+00;+2.0095645870458721e-08;+3.4488656530433401e-08;+1.0293417174648990e-16;+4.5462098632283293e-08
6300;+0.0000000000000000e+00;+3.3994755871419799e-08;+0.0000000000000000e+00;+1.9558457089302626e-08;+3.3994755871419799e-08;+9.9158129545136476e-17;+4.5779917590204194e-08
6400;+0.0000000000000000e+00;+3.3309594349278286e-08;+0.0000000000000000e+00;+1.9125991055559944e-08;+3.3309594349278286e-08;+9.9026552048341074e-17;+4.4182443721697830e-08
6500;+0.0000000000000000e+00;+3.2979462660609594e-08;+0.0000000000000000e+00;+1.8942814741970739e-08;+3.2979462660609594e-08;+9.6521390049343198e-17;+5.3835466229458335e-08
6600;+0.0000000000000000e+00;+3.2245350777259648e-08;+0.0000000000000000e+00;+1.8746705797780345e-08;+3.2245350777259648e-08;+9.5685629985554767e-17;+5.4765296209812029e-08
6700;+0.0000000000000000e+00;+3.1382542024131833e-08;+0.0000000000000000e+00;+1.8221934129387140e-08;+3.1382542024131833e-08;+1.0036081936200514e-16;+5.4881842510211789e-08
6800;+0.0000000000000000e+00;+3.1653881457319162e-08;+0.0000000000000000e+00;+1.8096956301498683e-08;+3.1653881457319162e-08;+9.8149160841863883e-17;+5.4479470275068648e-08
6900;+0.0000000000000000e+00;+3.1213704849459368e-08;+0.0000000000000000e+00;+1.7708849530635967e-08;+3.1213704849459368e-08;+9.3204090292611147e-17;+5.3401646555365838e-08
7000;+0.0000000000000000e+00;+3.0055110155962180e-08;+0.0000000000000000e+00;+1.7584320919680753e-08;+3.0055110155962180e-08;+9.6370834726722496e-17;+5.2735411372478679e-08
7100;+0.0000000000000000e+00;+2.9874430466610319e-08;+0.0000000000000000e+00;+1.7113113592673293e-08;+2.9874430466610319e-08;+5.5602086305850551e-17;+5.1320956508799522e-08
7200;+0.0000000000000000e+00;+2.9878112668214883e-08;+0.0000000000000000e+00;+1.6922857234261959e-08;+2.9878112668214883e-08;+5.5032969163174114e-17;+5.1318216816297211e-08
7300;+0.0000000000000000e+00;+2.9235540308600827e-08;+0.0000000000000000e+00;+1.6774896648937576e-08;+2.9235540308600827e-08;+5.4771326444546987e-17;+5.0865624332595275e-08
7400;+0.0000000000000000e+00;+2.8968504163398674e-08;+0.0000000000000000e+00;+1.6884611858169988e-08;+2.8968504163398674e-08;+5.3329660988322834e-17;+5.1384386551853251e-08
7500;+0.0000000000000000e+00;+2.8582002343298521e-08;+0.0000000000000000e+00;+1.6194933154690771e-08;+2.8582002343298521e-08;+5.2472707862738673e-17;+5.0540228601069662e-08
7600;+0.0000000000000000e+00;+2.8183300326720375e-08;+0.0000000000000000e+00;+1.6237236086317449e-08;+2.8183300326720375e-08;+5.3867021262370443e-17;+5.0109180179912286e-08
7700;+0.0000000000000000e+00;+2.7796103334573014e-08;+0.0000000000000000e+00;+1.6046440023076468e-08;+2.7796103334573014e-08;+5.2421155039567493e-17;+4.9670217692187960e-08
7800;+0.0000000000000000e+00;+2.8003546743181508e-08;+0.0000000000000000e+00;+1.5510554633522834e-08;+2.8003546743181508e-08;+5.3676396890468064e-17;+4.1242596540027157e-08
7900;+0.0000000000000000e+00;+2.7576551459992348e-08;+0.0000000000000000e+00;+1.5553863233932018e-08;+2.7576551459992348e-08;+5.3194964517448849e-17;+4.1108633462774776e-08
