Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;2.2220799326896667e-01;4.8128001391887665e-02;2.2323200106620789e-01;2.2220799326896667e-01;5.0175998359918594e-02;4.5056000351905823e-02;3.4816000610589981e-02;0.0000000000000000e+00;1.4007936226849855e-07;9.6898421454112065e-16;2.0169766887801235e-08;5.7522236632115714e-07;7.2673816090584039e-16;1.4007936226849855e-07
3000000;5.2531200647354126e-01;5.7344000786542892e-02;5.2633601427078247e-01;5.2121597528457642e-01;5.8368001133203506e-02;8.0895997583866119e-02;5.3247999399900436e-02;0.0000000000000000e+00;6.9254123161056792e-07;9.7344900617220456e-16;1.8213001366206293e-08;1.1106343961939001e-06;3.3097266209854956e-15;3.9121806410263269e-08
5000000;5.2531200647354126e-01;7.0656001567840576e-02;5.2633601427078247e-01;5.2121597528457642e-01;7.1680001914501190e-02;1.1673600226640701e-01;7.1680001914501190e-02;0.0000000000000000e+00;1.8004270010879396e-06;1.5124112176028316e-15;1.9880042867548380e-08;4.0847913300771795e-07;4.3211749074366619e-16;1.7149914535904111e-07
7000000;5.3043198585510254e-01;8.6015999317169189e-02;5.3043198585510254e-01;5.2428799867630005e-01;8.8064000010490417e-02;1.5257599949836731e-01;9.0112000703811646e-02;0.0000000000000000e+00;1.1197421817452633e-06;2.3313431466409103e-15;6.2234821313649058e-09;3.8348905155581900e-07;7.2683051042334261e-15;3.5276407863362518e-07
9000000;5.3452801704406738e-01;1.0342399775981903e-01;5.3555202484130859e-01;5.2736002206802368e-01;1.0751999914646149e-01;1.8841600418090820e-01;1.0751999914646149e-01;0.0000000000000000e+00;1.8494900851486115e-06;2.7027106630075625e-14;1.2643915780717825e-07;7.6535170392325895e-06;2.1621685304060500e-15;1.8083233584946765e-07
11000000;5.3964799642562866e-01;1.2083200365304947e-01;5.3862398862838745e-01;5.2940797805786133e-01;1.2185599654912949e-01;2.2425599396228790e-01;1.2595200538635254e-01;0.0000000000000000e+00;1.7358867516801699e-06;5.1756996229125290e-15;3.2449151986163793e-08;1.2954033320919454e-06;6.5872540655250374e-15;1.2112008297649422e-06
13000000;5.4169601202011108e-01;1.3823999464511871e-01;5.3862398862838745e-01;5.2838397026062012e-01;1.3619199395179749e-01;2.5600001215934753e-01;1.4131200313568115e-01;0.0000000000000000e+00;1.1694515539641303e-06;1.3343649631308374e-14;7.0710148557871817e-08;7.3343742882450788e-07;5.2123631372298333e-15;7.3343742882450788e-07
15000000;5.4169601202011108e-01;1.5564799308776855e-01;5.3759998083114624e-01;4.8435199260711670e-01;1.5257599949836731e-01;2.9081600904464722e-01;1.5769599378108978e-01;0.0000000000000000e+00;2.9105929911978826e-07;6.6921647531353326e-15;1.2552140443649234e-07;1.2059526151593870e-06;5.1585436638751519e-15;3.8259606230584063e-07
17000000;4.9971199035644531e-01;1.7100800573825836e-01;4.9971199035644531e-01;4.8640000820159912e-01;1.7100800573825836e-01;3.2665601372718811e-01;1.7612800002098083e-01;0.0000000000000000e+00;1.2484093961475281e-06;1.3545003962285016e-14;5.7947198225920503e-07;5.8321429543839484e-06;4.1704354304930182e-14;2.1005004993741161e-06
19000000;5.0380802154541016e-01;1.8841600418090820e-01;5.0483202934265137e-01;4.8947200179100037e-01;1.8943999707698822e-01;3.6249598860740662e-01;1.9353599846363068e-01;0.0000000000000000e+00;5.4209609966248660e-07;7.5215487771112714e-15;4.3487599311648508e-08;2.4864794640526730e-06;6.2679573142593928e-16;4.6742908824256665e-07
