Num rows;TRSV fp64;TRSV fp32;TRSV Acc<fp64, fp64>;TRSV Acc<fp64, fp32>;TRSV Acc<fp32, fp32>;CUBLAS TRSV fp64;CUBLAS TRSV fp32
+5200;+7.2079998254776001e-01;+6.5718400478363037e-01;+7.2255998849868774e-01;+6.4697599411010742e-01;+6.5491199493408203e-01;+4.3088001012802124e-01;+4.0515199303627014e-01
+5300;+7.3404800891876221e-01;+6.6780799627304077e-01;+7.3500800132751465e-01;+6.6022402048110962e-01;+6.6864001750946045e-01;+4.3955200910568237e-01;+4.1481599211692810e-01
+5400;+7.4761599302291870e-01;+6.7782402038574219e-01;+7.4793601036071777e-01;+6.7052799463272095e-01;+6.7686402797698975e-01;+4.4806399941444397e-01;+4.2153599858283997e-01
+5500;+7.5814402103424072e-01;+6.9238400459289551e-01;+7.5654399394989014e-01;+6.8163198232650757e-01;+6.9174402952194214e-01;+4.5552000403404236e-01;+4.2928001284599304e-01
+5600;+7.6428800821304321e-01;+7.0486402511596680e-01;+7.6332801580429077e-01;+6.9545602798461914e-01;+7.0585602521896362e-01;+4.6329599618911743e-01;+4.3670400977134705e-01
+5700;+7.8112000226974487e-01;+7.0886397361755371e-01;+7.7868801355361938e-01;+7.0374399423599243e-01;+7.0800000429153442e-01;+4.7190400958061218e-01;+4.4515201449394226e-01
+5800;+8.0425602197647095e-01;+7.2134399414062500e-01;+8.0204802751541138e-01;+7.1311998367309570e-01;+7.1977597475051880e-01;+4.8169600963592529e-01;+4.5347198843955994e-01
+5900;+8.1724798679351807e-01;+7.3334401845932007e-01;+8.1686401367187500e-01;+7.2233599424362183e-01;+7.3241597414016724e-01;+4.8828798532485962e-01;+4.6108800172805786e-01
+6000;+8.2835197448730469e-01;+7.5705599784851074e-01;+8.2870399951934814e-01;+7.4752002954483032e-01;+7.5318402051925659e-01;+4.9737599492073059e-01;+4.6678400039672852e-01
+6100;+8.4188801050186157e-01;+7.6543998718261719e-01;+8.4233599901199341e-01;+7.5702399015426636e-01;+7.6451200246810913e-01;+5.0678402185440063e-01;+4.7462400794029236e-01
+6200;+8.5577601194381714e-01;+7.7491199970245361e-01;+8.5552000999450684e-01;+7.6521599292755127e-01;+7.7369600534439087e-01;+5.1488000154495239e-01;+4.8339200019836426e-01
+6300;+8.6400002241134644e-01;+7.9014402627944946e-01;+8.6451202630996704e-01;+7.7836799621582031e-01;+7.8665602207183838e-01;+5.2447998523712158e-01;+4.9033600091934204e-01
+6400;+8.6841601133346558e-01;+8.0172801017761230e-01;+8.7014400959014893e-01;+7.8956800699234009e-01;+8.0134397745132446e-01;+5.3292798995971680e-01;+4.9632000923156738e-01
+6500;+8.8963198661804199e-01;+8.1014400720596313e-01;+8.8553601503372192e-01;+8.0022400617599487e-01;+8.1007999181747437e-01;+5.4063999652862549e-01;+5.0499200820922852e-01
+6600;+9.1494399309158325e-01;+8.1679999828338623e-01;+9.1084802150726318e-01;+8.0793601274490356e-01;+8.1609600782394409e-01;+5.4819202423095703e-01;+5.1398402452468872e-01
+6700;+9.2720001935958862e-01;+8.3292800188064575e-01;+9.2755198478698730e-01;+8.1811201572418213e-01;+8.3020800352096558e-01;+5.5750399827957153e-01;+5.2195197343826294e-01
+6800;+9.3926399946212769e-01;+8.5136002302169800e-01;+9.3727999925613403e-01;+8.4070402383804321e-01;+8.5347199440002441e-01;+5.6531202793121338e-01;+5.2902400493621826e-01
+6900;+9.5161598920822144e-01;+8.5996800661087036e-01;+9.5292800664901733e-01;+8.5167998075485229e-01;+8.5983997583389282e-01;+5.7644802331924438e-01;+5.3715199232101440e-01
+7000;+9.6566402912139893e-01;+8.7055999040603638e-01;+9.6473598480224609e-01;+8.6063998937606812e-01;+8.7100797891616821e-01;+5.8297598361968994e-01;+5.4329597949981689e-01
+7100;+9.7865599393844604e-01;+8.8428801298141479e-01;+9.7532802820205688e-01;+8.7145602703094482e-01;+8.8528001308441162e-01;+5.9523200988769531e-01;+5.5321598052978516e-01
+7200;+9.7686398029327393e-01;+8.9487999677658081e-01;+9.7638398408889771e-01;+8.8156801462173462e-01;+8.9455997943878174e-01;+6.0118401050567627e-01;+5.5967998504638672e-01
+7300;+9.9276798963546753e-01;+9.0623998641967773e-01;+9.9289602041244507e-01;+8.9472001791000366e-01;+9.0351998805999756e-01;+6.1008000373840332e-01;+5.6838399171829224e-01
+7400;+1.0189440250396729e+00;+9.1350400447845459e-01;+1.0226559638977051e+00;+9.0070402622222900e-01;+9.1388797760009766e-01;+6.1673599481582642e-01;+5.7520002126693726e-01
+7500;+1.0341440439224243e+00;+9.2844802141189575e-01;+1.0343359708786011e+00;+9.1238397359848022e-01;+9.2649602890014648e-01;+6.2617599964141846e-01;+5.8323198556900024e-01
