Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
83000000;1.5001599788665771e+00;7.6595199108123779e-01;1.5001599788665771e+00;7.7004802227020264e-01;7.6800000667572021e-01;1.5042560100555420e+00;7.7209597826004028e-01;0.0000000000000000e+00;5.8119689085692797e-07;1.3472368095036834e-16;2.5630871783578198e-09;1.0151722436158557e-06;1.6166841714044200e-15;1.4722153809800037e-07
85000000;1.5360000133514404e+00;7.8336000442504883e-01;1.5349760055541992e+00;7.8950399160385132e-01;7.8643202781677246e-01;1.5400960445404053e+00;7.9257601499557495e-01;0.0000000000000000e+00;8.6502942667884724e-07;1.2415110561291163e-15;3.1865460476195016e-08;5.3176384019778637e-07;1.2415110561291163e-15;2.1808372938460066e-07
87000000;1.5708160400390625e+00;8.0281597375869751e-01;1.5708160400390625e+00;8.0691200494766235e-01;8.0486398935317993e-01;1.5749119520187378e+00;8.0998402833938599e-01;0.0000000000000000e+00;2.8361887342908437e-07;5.9317720511897395e-16;3.4840713660750224e-08;1.0001529443812122e-06;1.7795316153569217e-15;2.0400397665662573e-07
89000000;1.6066559553146362e+00;8.1919997930526733e-01;1.6056319475173950e+00;8.2432001829147339e-01;8.2329601049423218e-01;1.6128000020980835e+00;8.2841598987579346e-01;0.0000000000000000e+00;1.2911830542684264e-06;8.8466241837155761e-16;5.6314303923940870e-08;2.0511022852496484e-06;5.3079745102293451e-16;3.2364531156667007e-07
91000000;1.6424959897994995e+00;8.3763200044631958e-01;1.6424959897994995e+00;8.4377598762512207e-01;8.4070402383804321e-01;1.6465920209884644e+00;8.4479999542236328e-01;0.0000000000000000e+00;5.7324294027910031e-07;1.3651944462233132e-15;2.3543049728166528e-08;6.1777348924792295e-07;3.2423368097803688e-15;1.1515969815332216e-07
93000000;1.6773120164871216e+00;8.5606402158737183e-01;1.6773120164871216e+00;8.6118400096893311e-01;8.5811197757720947e-01;1.6834559440612793e+00;8.6527997255325317e-01;0.0000000000000000e+00;2.0988481545820109e-07;1.3597993787751292e-16;9.1262043278100330e-09;4.2889583524421221e-07;1.6317592545301551e-15;1.5513355085181744e-07
95000000;1.7131520509719849e+00;8.7244802713394165e-01;1.7131520509719849e+00;8.7859201431274414e-01;8.7654399871826172e-01;1.7203199863433838e+00;8.8371199369430542e-01;0.0000000000000000e+00;1.7472816696722380e-06;3.1797274565154918e-16;4.0178490181325470e-08;7.2301976197769043e-07;1.5898637282577459e-15;2.1588698674231139e-07
97000000;1.7489919662475586e+00;8.9190399646759033e-01;1.7500159740447998e+00;8.9907199144363403e-01;8.9395201206207275e-01;1.7571840286254883e+00;8.9907199144363403e-01;0.0000000000000000e+00;1.8993821513555882e-06;1.4013082381602078e-16;1.8578071820128480e-08;1.8241499881741698e-06;8.4078494289612465e-16;2.8235058090554511e-07
99000000;1.7858560085296631e+00;9.1033601760864258e-01;1.7848320007324219e+00;9.1443198919296265e-01;9.1443198919296265e-01;1.7930239439010620e+00;9.2057597637176514e-01;0.0000000000000000e+00;9.9053936279332676e-07;2.6412277260089753e-15;2.2316592965333774e-08;4.8411138491399646e-07;3.0185459725816862e-15;3.8282578933813044e-07
101000000;1.8196480274200439e+00;9.2569601535797119e-01;1.8216960430145264e+00;9.3184000253677368e-01;9.2876797914505005e-01;1.8278399705886841e+00;9.4003200531005859e-01;0.0000000000000000e+00;1.3436160399229082e-06;1.3554028930706864e-15;3.8969096004657709e-08;3.2486909766049123e-07;2.3041849182201667e-15;8.3424256879169971e-07
103000000;1.8565119504928589e+00;9.4208002090454102e-01;1.8554879426956177e+00;9.4924801588058472e-01;9.4515198469161987e-01;1.8636800050735474e+00;9.5436799526214600e-01;0.0000000000000000e+00;8.4593148634494707e-07;1.9150954438210643e-15;6.1267664382634827e-08;1.7531306370725290e-06;9.0122138532755953e-16;6.0401171281759187e-07
105000000;1.8923519849777222e+00;9.6460801362991333e-01;1.8923519849777222e+00;9.6870398521423340e-01;9.6358400583267212e-01;1.8964480161666870e+00;9.7382402420043945e-01;0.0000000000000000e+00;2.2596100505185929e-07;3.3362627584073476e-16;4.6846762074080455e-08;1.5991702012148303e-06;4.4483503445431302e-16;8.4872445281481372e-07
