Num rows;Error TRSV fp64;Error TRSV fp32;Error TRSV Acc<fp64, fp64>;Error TRSV Acc<fp64, fp32>;Error TRSV Acc<fp32, fp32>;Error CUBLAS TRSV fp64;Error CUBLAS TRSV fp32
3150;+0.0000000000000000e+00;+5.8738609567684436e-06;+0.0000000000000000e+00;+1.3597676082768600e-06;+5.8738609567684436e-06;+1.5716213472751263e-14;+6.1204516265581258e-06
3200;+0.0000000000000000e+00;+6.0425155010557445e-06;+0.0000000000000000e+00;+1.3854884380566759e-06;+6.0425155010557445e-06;+1.6137381406272904e-14;+6.2689655463356357e-06
3250;+0.0000000000000000e+00;+6.1308053083595536e-06;+0.0000000000000000e+00;+1.4083165550907108e-06;+6.1308053083595536e-06;+1.6535357901679902e-14;+6.3108606938464913e-06
3300;+0.0000000000000000e+00;+6.2467028569647519e-06;+0.0000000000000000e+00;+1.4349594420255078e-06;+6.2467028569647519e-06;+1.6963548552326283e-14;+6.4688186138969946e-06
3350;+0.0000000000000000e+00;+6.3752612844054064e-06;+0.0000000000000000e+00;+1.4540123486662618e-06;+6.3752612844054064e-06;+1.7243635261698499e-14;+6.5589062489257111e-06
3400;+0.0000000000000000e+00;+6.5344823183243411e-06;+0.0000000000000000e+00;+1.4838060621198044e-06;+6.5344823183243411e-06;+1.7430768852264794e-14;+6.6984042109982443e-06
3450;+0.0000000000000000e+00;+6.6475926889377758e-06;+0.0000000000000000e+00;+1.5146029181706272e-06;+6.6475926889377758e-06;+1.7746721918235050e-14;+6.8526076178547183e-06
3500;+0.0000000000000000e+00;+6.8449418023606159e-06;+0.0000000000000000e+00;+1.5437427446836335e-06;+6.8449418023606159e-06;+1.8171859546839796e-14;+6.9898912926144419e-06
3550;+0.0000000000000000e+00;+6.9990956130542564e-06;+0.0000000000000000e+00;+1.5623965353629234e-06;+6.9990956130542564e-06;+1.8462030306641961e-14;+7.1405833943546243e-06
3600;+0.0000000000000000e+00;+7.1579968576717901e-06;+0.0000000000000000e+00;+1.5824907070231146e-06;+7.1579968576717901e-06;+1.9037406778723109e-14;+7.3214985158482196e-06
3650;+0.0000000000000000e+00;+7.2476830404100711e-06;+0.0000000000000000e+00;+1.5990568949171344e-06;+7.2476830404100711e-06;+1.9419040720534661e-14;+7.4478599201497653e-06
3700;+0.0000000000000000e+00;+7.3709482781928288e-06;+0.0000000000000000e+00;+1.6256325086068179e-06;+7.3709482781928288e-06;+1.9864661051731574e-14;+7.6065273534068862e-06
3750;+0.0000000000000000e+00;+7.5030865352512945e-06;+0.0000000000000000e+00;+1.6696387298747032e-06;+7.5030865352512945e-06;+2.0242820003608623e-14;+7.7532467607867123e-06
3800;+0.0000000000000000e+00;+7.6206713162891409e-06;+0.0000000000000000e+00;+1.6895028176945023e-06;+7.6206713162891409e-06;+2.0763808506473768e-14;+7.9222426005391717e-06
3850;+0.0000000000000000e+00;+7.7234440019367205e-06;+0.0000000000000000e+00;+1.7023197376422988e-06;+7.7234440019367205e-06;+2.1157893939050122e-14;+8.0518806422176822e-06
3900;+0.0000000000000000e+00;+7.8357251716926690e-06;+0.0000000000000000e+00;+1.7266904846981027e-06;+7.8357251716926690e-06;+2.1517730862654275e-14;+8.1725206703684152e-06
3950;+0.0000000000000000e+00;+8.0910881478470531e-06;+0.0000000000000000e+00;+1.7561753771874581e-06;+8.0910881478470531e-06;+2.2033504612211026e-14;+8.3668307763604395e-06
4000;+0.0000000000000000e+00;+8.2205952802065663e-06;+0.0000000000000000e+00;+1.7829575767615533e-06;+8.2205952802065663e-06;+2.2633032000918332e-14;+8.4643000589808874e-06
4050;+0.0000000000000000e+00;+8.3208278703330657e-06;+0.0000000000000000e+00;+1.7966817193770558e-06;+8.3208278703330657e-06;+2.3191682840893880e-14;+8.6051507890249056e-06
4100;+0.0000000000000000e+00;+8.5132672993606153e-06;+0.0000000000000000e+00;+1.8322005855724506e-06;+8.5132672993606153e-06;+2.3769888760695451e-14;+8.7793040465474793e-06
4150;+0.0000000000000000e+00;+8.6468531652038152e-06;+0.0000000000000000e+00;+1.8596006638671289e-06;+8.6468531652038152e-06;+2.4503986500978142e-14;+8.8832170248429764e-06
4200;+0.0000000000000000e+00;+8.7863765391319652e-06;+0.0000000000000000e+00;+1.8934116646421739e-06;+8.7863765391319652e-06;+2.5045844879803348e-14;+9.0528511015104836e-06
4250;+0.0000000000000000e+00;+8.8850461714072690e-06;+0.0000000000000000e+00;+1.9129533165597158e-06;+8.8850461714072690e-06;+2.5429737366464581e-14;+9.2206664575335251e-06
4300;+0.0000000000000000e+00;+9.0110334475337617e-06;+0.0000000000000000e+00;+1.9277296089870979e-06;+9.0110334475337617e-06;+2.5670551554479625e-14;+9.4047414094302297e-06
4350;+0.0000000000000000e+00;+9.1106768719421110e-06;+0.0000000000000000e+00;+1.9458926332017553e-06;+9.1106768719421110e-06;+2.6025559214557635e-14;+9.5930069176371508e-06
4400;+0.0000000000000000e+00;+9.2660721750992262e-06;+0.0000000000000000e+00;+1.9630795950466492e-06;+9.2660721750992262e-06;+2.6350270712704492e-14;+9.6966681929922056e-06
4450;+0.0000000000000000e+00;+9.5150257058158426e-06;+0.0000000000000000e+00;+1.9799708674694557e-06;+9.5150257058158426e-06;+2.6895884953720500e-14;+9.8487794755316900e-06
4500;+0.0000000000000000e+00;+9.6226388059049548e-06;+0.0000000000000000e+00;+1.9943121957584363e-06;+9.6226388059049548e-06;+2.7329470707859963e-14;+1.0076148055353033e-05
4550;+0.0000000000000000e+00;+9.7591861980668942e-06;+0.0000000000000000e+00;+2.0117603960485497e-06;+9.7591861980668942e-06;+2.8013656130012989e-14;+1.0384674580770949e-05
4600;+0.0000000000000000e+00;+9.9482190708623522e-06;+0.0000000000000000e+00;+2.0316259849745516e-06;+9.9482190708623522e-06;+2.8721504382337559e-14;+1.0597696901414229e-05
4650;+0.0000000000000000e+00;+1.0122686370961566e-05;+0.0000000000000000e+00;+2.0450410581668566e-06;+1.0122686370961566e-05;+2.9287504639766000e-14;+1.0775212243960562e-05
4700;+0.0000000000000000e+00;+1.0355173973171327e-05;+0.0000000000000000e+00;+2.0801065448061151e-06;+1.0355173973171327e-05;+2.9746326928804090e-14;+1.0931470678551143e-05
4750;+0.0000000000000000e+00;+1.0494836673550478e-05;+0.0000000000000000e+00;+2.0974814624269805e-06;+1.0494836673550478e-05;+3.0477737453685541e-14;+1.1129457421658402e-05
4800;+0.0000000000000000e+00;+1.0707793590342882e-05;+0.0000000000000000e+00;+2.1179295149561026e-06;+1.0707793590342882e-05;+3.1015734567763282e-14;+1.1277743202947820e-05
4850;+0.0000000000000000e+00;+1.0917856869511442e-05;+0.0000000000000000e+00;+2.1400816072623493e-06;+1.0917856869511442e-05;+3.1334653801395538e-14;+1.1383754511613606e-05
4900;+0.0000000000000000e+00;+1.1061618048383352e-05;+0.0000000000000000e+00;+2.1624369519389908e-06;+1.1061618048383352e-05;+3.1829111054741940e-14;+1.1549242976904698e-05
4950;+0.0000000000000000e+00;+1.1259032134969653e-05;+0.0000000000000000e+00;+2.1771921903466744e-06;+1.1259032134969653e-05;+3.2425058638090749e-14;+1.1690672150936607e-05
5000;+0.0000000000000000e+00;+1.1443652466982060e-05;+0.0000000000000000e+00;+2.2036138600429364e-06;+1.1443652466982060e-05;+3.3076045538398680e-14;+1.1909768141092253e-05
5050;+0.0000000000000000e+00;+1.1605094556255800e-05;+0.0000000000000000e+00;+2.2422696065579128e-06;+1.1605094556255800e-05;+3.3473128145413981e-14;+1.2132779855974035e-05
5100;+0.0000000000000000e+00;+1.1781315776752229e-05;+0.0000000000000000e+00;+2.2734602627635879e-06;+1.1781315776752229e-05;+3.3977244618200354e-14;+1.2300589606777600e-05
5150;+0.0000000000000000e+00;+1.1980993333808073e-05;+0.0000000000000000e+00;+2.2968433703832623e-06;+1.1980993333808073e-05;+3.4353907171904937e-14;+1.2476070157369105e-05
5200;+0.0000000000000000e+00;+1.2197536666508440e-05;+0.0000000000000000e+00;+2.3224676488257459e-06;+1.2197536666508440e-05;+3.4705637532233845e-14;+1.2666068740886264e-05
5250;+0.0000000000000000e+00;+1.2330806506183569e-05;+0.0000000000000000e+00;+2.3345550724008356e-06;+1.2330806506183569e-05;+3.5236076744244551e-14;+1.2767402644070065e-05
5300;+0.0000000000000000e+00;+1.2514728332284983e-05;+0.0000000000000000e+00;+2.3566074574633752e-06;+1.2514728332284983e-05;+3.5699027812299421e-14;+1.2977028599143198e-05
5350;+0.0000000000000000e+00;+1.2705658920224628e-05;+0.0000000000000000e+00;+2.3866763585465763e-06;+1.2705658920224628e-05;+3.6196424428014634e-14;+1.2995711577763023e-05
5400;+0.0000000000000000e+00;+1.2914468606747155e-05;+0.0000000000000000e+00;+2.4119861613970027e-06;+1.2914468606747155e-05;+3.6685844245579667e-14;+1.3137157266729344e-05
5450;+0.0000000000000000e+00;+1.3028444671405229e-05;+0.0000000000000000e+00;+2.4358035557664648e-06;+1.3028444671405229e-05;+3.7499621326501574e-14;+1.3326579734016121e-05
5500;+0.0000000000000000e+00;+1.3193284744235373e-05;+0.0000000000000000e+00;+2.4667866040169567e-06;+1.3193284744235373e-05;+3.8011917999048731e-14;+1.3588614164689579e-05
5550;+0.0000000000000000e+00;+1.3307934246886856e-05;+0.0000000000000000e+00;+2.4922618550918278e-06;+1.3307934246886856e-05;+3.8495374392768543e-14;+1.3820531666329328e-05
5600;+0.0000000000000000e+00;+1.3494973764220813e-05;+0.0000000000000000e+00;+2.5260056367677970e-06;+1.3494973764220813e-05;+3.8958470815865031e-14;+1.4080053176468243e-05
5650;+0.0000000000000000e+00;+1.3682731498630674e-05;+0.0000000000000000e+00;+2.5415215170540701e-06;+1.3682731498630674e-05;+3.9436300233871407e-14;+1.4271577540630469e-05
5700;+0.0000000000000000e+00;+1.3933842213454216e-05;+0.0000000000000000e+00;+2.5574018004975188e-06;+1.3933842213454216e-05;+4.0137028769089828e-14;+1.4411884898245912e-05
5750;+0.0000000000000000e+00;+1.4115718633851721e-05;+0.0000000000000000e+00;+2.5846882094020276e-06;+1.4115718633851721e-05;+4.0679111351164271e-14;+1.4557571788966508e-05
5800;+0.0000000000000000e+00;+1.4321369134577723e-05;+0.0000000000000000e+00;+2.6027100428957914e-06;+1.4321369134577723e-05;+4.1225873823454592e-14;+1.4712963802245279e-05
5850;+0.0000000000000000e+00;+1.4488907256487699e-05;+0.0000000000000000e+00;+2.6202326317858952e-06;+1.4488907256487699e-05;+4.1778863212695627e-14;+1.4816557825887468e-05
5900;+0.0000000000000000e+00;+1.4750063587316798e-05;+0.0000000000000000e+00;+2.6531991880880401e-06;+1.4750063587316798e-05;+4.2134503038165119e-14;+1.4989943270263176e-05
5950;+0.0000000000000000e+00;+1.4944605786987804e-05;+0.0000000000000000e+00;+2.6685085312233618e-06;+1.4944605786987804e-05;+4.2399891707423483e-14;+1.5146165693606168e-05
6000;+0.0000000000000000e+00;+1.5057738842819945e-05;+0.0000000000000000e+00;+2.6782787261532346e-06;+1.5057738842819945e-05;+4.2800436320357905e-14;+1.5326331612795531e-05
6050;+0.0000000000000000e+00;+1.5257200020768819e-05;+0.0000000000000000e+00;+2.6907837325294718e-06;+1.5257200020768819e-05;+4.3102207889398710e-14;+1.5554653027314458e-05
6100;+0.0000000000000000e+00;+1.5418505080002687e-05;+0.0000000000000000e+00;+2.7087979240777236e-06;+1.5418505080002687e-05;+4.3517658986647436e-14;+1.5711231336709496e-05
6150;+0.0000000000000000e+00;+1.5598133026760606e-05;+0.0000000000000000e+00;+2.7296994742204389e-06;+1.5598133026760606e-05;+4.3904440664726192e-14;+1.5818407006358243e-05
6200;+0.0000000000000000e+00;+1.5847284360763922e-05;+0.0000000000000000e+00;+2.7540444958737996e-06;+1.5847284360763922e-05;+4.4290562400406578e-14;+1.6034692866976137e-05
6250;+0.0000000000000000e+00;+1.6053893846330581e-05;+0.0000000000000000e+00;+2.7797968249611058e-06;+1.6053893846330581e-05;+4.4804287867527371e-14;+1.6217194055927984e-05
6300;+0.0000000000000000e+00;+1.6310124586842614e-05;+0.0000000000000000e+00;+2.7933450902315982e-06;+1.6310124586842614e-05;+4.5186300214033897e-14;+1.6431633116243902e-05
6350;+0.0000000000000000e+00;+1.6429094696579061e-05;+0.0000000000000000e+00;+2.7941595701400238e-06;+1.6429094696579061e-05;+4.5699033790498411e-14;+1.6569407229739638e-05
6400;+0.0000000000000000e+00;+1.6562802295723876e-05;+0.0000000000000000e+00;+2.8106144277602919e-06;+1.6562802295723876e-05;+4.6179441416878037e-14;+1.6689665158822132e-05
6450;+0.0000000000000000e+00;+1.6740180101522335e-05;+0.0000000000000000e+00;+2.8229273195767458e-06;+1.6740180101522335e-05;+4.6554904342012263e-14;+1.6846761371478513e-05
6500;+0.0000000000000000e+00;+1.6936674178567761e-05;+0.0000000000000000e+00;+2.8385449150435612e-06;+1.6936674178567761e-05;+4.7313423595605204e-14;+1.6990796069891435e-05
6550;+0.0000000000000000e+00;+1.7140029460832948e-05;+0.0000000000000000e+00;+2.8563929032063377e-06;+1.7140029460832948e-05;+4.7699870030967574e-14;+1.7122141666959847e-05
6600;+0.0000000000000000e+00;+1.7325952182257131e-05;+0.0000000000000000e+00;+2.8778940764933646e-06;+1.7325952182257131e-05;+4.8281655479721206e-14;+1.7321727952424091e-05
6650;+0.0000000000000000e+00;+1.7497685204994237e-05;+0.0000000000000000e+00;+2.8929011797395775e-06;+1.7497685204994237e-05;+4.8865582430954957e-14;+1.7500007700819764e-05
6700;+0.0000000000000000e+00;+1.7758308271393874e-05;+0.0000000000000000e+00;+2.9213455383347751e-06;+1.7758308271393874e-05;+4.9404555495814411e-14;+1.7668614424321681e-05
6750;+0.0000000000000000e+00;+1.7993467510123356e-05;+0.0000000000000000e+00;+2.9336196864417470e-06;+1.7993467510123356e-05;+4.9781941975268429e-14;+1.7726298891258504e-05
6800;+0.0000000000000000e+00;+1.8105023206441062e-05;+0.0000000000000000e+00;+2.9441498597879122e-06;+1.8105023206441062e-05;+4.9927198393986350e-14;+1.7826418595003192e-05
6850;+0.0000000000000000e+00;+1.8266314497141126e-05;+0.0000000000000000e+00;+2.9546314381305269e-06;+1.8266314497141126e-05;+5.0345434888315335e-14;+1.7951896985539300e-05
6900;+0.0000000000000000e+00;+1.8514680504912229e-05;+0.0000000000000000e+00;+2.9595024829409144e-06;+1.8514680504912229e-05;+5.0823547790406641e-14;+1.8103412290031972e-05
6950;+0.0000000000000000e+00;+1.8770989519718644e-05;+0.0000000000000000e+00;+2.9754701472459830e-06;+1.8770989519718644e-05;+5.1216556306526158e-14;+1.8355614025937225e-05
7000;+0.0000000000000000e+00;+1.9071307506354816e-05;+0.0000000000000000e+00;+2.9885409301184740e-06;+1.9071307506354816e-05;+5.1667500389704233e-14;+1.8631892206431672e-05
7050;+0.0000000000000000e+00;+1.9320594438333383e-05;+0.0000000000000000e+00;+3.0016568755963493e-06;+1.9320594438333383e-05;+5.2055257456872154e-14;+1.8924393186025744e-05
7100;+0.0000000000000000e+00;+1.9565374614181052e-05;+0.0000000000000000e+00;+3.0158797456309331e-06;+1.9565374614181052e-05;+5.2443799954367968e-14;+1.9072028151865055e-05
7150;+0.0000000000000000e+00;+1.9658973387500933e-05;+0.0000000000000000e+00;+3.0362745760276748e-06;+1.9658973387500933e-05;+5.2953991993539316e-14;+1.9267417446108378e-05
7200;+0.0000000000000000e+00;+1.9789742540065940e-05;+0.0000000000000000e+00;+3.0575559487044092e-06;+1.9789742540065940e-05;+5.3411687504065214e-14;+1.9467305451050550e-05
