Num rows;GEMV fp64;GEMV fp32;GEMV Acc<fp64, fp64>;GEMV Acc<fp64, fp32>;GEMV Acc<fp32, fp32>;CUBLAS GEMV fp64;CUBLAS GEMV fp32
+10700;+4.7404798865318298e-01;+2.4265600740909576e-01;+4.7251200675964355e-01;+2.6198399066925049e-01;+2.4214400351047516e-01;+4.8012799024581909e-01;+2.4969600141048431e-01
+10800;+4.8294401168823242e-01;+2.4745599925518036e-01;+4.8105600476264954e-01;+2.6960000395774841e-01;+2.4838399887084961e-01;+4.8502400517463684e-01;+2.5158399343490601e-01
+10900;+4.8950400948524475e-01;+2.5257599353790283e-01;+4.9212801456451416e-01;+2.7446401119232178e-01;+2.5264000892639160e-01;+4.9804800748825073e-01;+2.5641599297523499e-01
+11000;+4.9724799394607544e-01;+2.5734400749206543e-01;+4.9939200282096863e-01;+2.7961599826812744e-01;+2.5763198733329773e-01;+5.0783997774124146e-01;+2.6099199056625366e-01
+11100;+5.0902402400970459e-01;+2.6169601082801819e-01;+5.0908797979354858e-01;+2.8412801027297974e-01;+2.6144000887870789e-01;+5.1459199190139771e-01;+2.6665601134300232e-01
+11200;+5.1792001724243164e-01;+2.6576000452041626e-01;+5.1833599805831909e-01;+2.8975999355316162e-01;+2.6588800549507141e-01;+5.2198398113250732e-01;+2.7372801303863525e-01
+11300;+5.2668797969818115e-01;+2.7225598692893982e-01;+5.2713602781295776e-01;+2.9791998863220215e-01;+2.7215999364852905e-01;+5.3225600719451904e-01;+2.7267199754714966e-01
+11400;+5.3731197118759155e-01;+2.7708798646926880e-01;+5.3625601530075073e-01;+3.0345600843429565e-01;+2.7673599123954773e-01;+5.4252797365188599e-01;+2.7971199154853821e-01
+11500;+5.4531198740005493e-01;+2.8185600042343140e-01;+5.4640001058578491e-01;+3.0908799171447754e-01;+2.8163200616836548e-01;+5.5232000350952148e-01;+2.8521600365638733e-01
+11600;+5.5619198083877563e-01;+2.8684800863265991e-01;+5.5443197488784790e-01;+3.1465598940849304e-01;+2.8703999519348145e-01;+5.5942398309707642e-01;+2.8969600796699524e-01
+11700;+5.6278401613235474e-01;+2.9036799073219299e-01;+5.6435197591781616e-01;+3.1990399956703186e-01;+2.9081600904464722e-01;+5.7196801900863647e-01;+2.9548799991607666e-01
+11800;+5.7647997140884399e-01;+2.9766398668289185e-01;+5.7593601942062378e-01;+3.3286398649215698e-01;+2.9708799719810486e-01;+5.7923197746276855e-01;+2.9907199740409851e-01
+11900;+5.8547198772430420e-01;+3.0172801017761230e-01;+5.8409601449966431e-01;+3.3375999331474304e-01;+3.0179199576377869e-01;+5.8943998813629150e-01;+3.0329599976539612e-01
+12000;+5.9337598085403442e-01;+3.0489599704742432e-01;+5.9289598464965820e-01;+3.2838401198387146e-01;+3.0463999509811401e-01;+5.9964799880981445e-01;+3.0928000807762146e-01
+12100;+6.0425597429275513e-01;+3.1161600351333618e-01;+6.0483199357986450e-01;+3.3644801378250122e-01;+3.1104001402854919e-01;+6.0873597860336304e-01;+3.1270399689674377e-01
+12200;+6.1612802743911743e-01;+3.1692799925804138e-01;+6.1478400230407715e-01;+3.4252798557281494e-01;+3.1651198863983154e-01;+6.1734402179718018e-01;+3.1865599751472473e-01
+12300;+6.2374401092529297e-01;+3.1788799166679382e-01;+6.2233597040176392e-01;+3.3142399787902832e-01;+3.1632000207901001e-01;+6.2614399194717407e-01;+3.2246398925781250e-01
+12400;+6.3359999656677246e-01;+3.2080000638961792e-01;+6.3238400220870972e-01;+3.3699199557304382e-01;+3.2057601213455200e-01;+6.3871997594833374e-01;+3.2899200916290283e-01
+12500;+6.4240002632141113e-01;+3.2729598879814148e-01;+6.4319998025894165e-01;+3.4278398752212524e-01;+3.2483199238777161e-01;+6.4988797903060913e-01;+3.3449599146842957e-01
+12600;+6.5363198518753052e-01;+3.3263999223709106e-01;+6.5414398908615112e-01;+3.4924799203872681e-01;+3.2927998900413513e-01;+6.6019201278686523e-01;+3.4006398916244507e-01
+12700;+6.6147202253341675e-01;+3.3667200803756714e-01;+6.6447997093200684e-01;+3.5414400696754456e-01;+3.3491200208663940e-01;+6.7468798160552979e-01;+3.4303998947143555e-01
+12800;+6.7312002182006836e-01;+3.4275200963020325e-01;+6.7324799299240112e-01;+3.5903999209403992e-01;+3.4134399890899658e-01;+6.7763197422027588e-01;+3.4819200634956360e-01
+12900;+6.8508797883987427e-01;+3.4857600927352905e-01;+6.8508797883987427e-01;+3.6931198835372925e-01;+3.4796801209449768e-01;+6.9568002223968506e-01;+3.5628798604011536e-01
+13000;+6.9625598192214966e-01;+3.5379201173782349e-01;+6.9580799341201782e-01;+3.7411201000213623e-01;+3.5187199711799622e-01;+7.0671999454498291e-01;+3.5964798927307129e-01
+13100;+7.0480000972747803e-01;+3.5839998722076416e-01;+7.0531201362609863e-01;+3.8083198666572571e-01;+3.5791999101638794e-01;+7.1292799711227417e-01;+3.6502400040626526e-01
+13200;+7.1731197834014893e-01;+3.6409598588943481e-01;+7.1727997064590454e-01;+3.8591998815536499e-01;+3.6275199055671692e-01;+7.2460800409317017e-01;+3.7030398845672607e-01
+13300;+7.2716802358627319e-01;+3.6966401338577271e-01;+7.2780799865722656e-01;+3.9126399159431458e-01;+3.6787199974060059e-01;+7.3734402656555176e-01;+3.7750399112701416e-01
+13400;+7.3721599578857422e-01;+3.7561601400375366e-01;+7.3734402656555176e-01;+4.0076801180839539e-01;+3.7468799948692322e-01;+7.4329602718353271e-01;+3.8070398569107056e-01
+13500;+7.4780797958374023e-01;+3.8172799348831177e-01;+7.4812799692153931e-01;+4.0841600298881531e-01;+3.8028800487518311e-01;+7.5449597835540771e-01;+3.8806399703025818e-01
+13600;+7.6102399826049805e-01;+3.8624000549316406e-01;+7.5996798276901245e-01;+4.1471999883651733e-01;+3.8598400354385376e-01;+7.6537597179412842e-01;+3.9456000924110413e-01
+13700;+7.7084797620773315e-01;+3.9225599169731140e-01;+7.7036798000335693e-01;+4.2396798729896545e-01;+3.9196801185607910e-01;+7.7679997682571411e-01;+3.9884799718856812e-01
+13800;+7.8233599662780762e-01;+3.9763200283050537e-01;+7.8207999467849731e-01;+4.3164798617362976e-01;+3.9763200283050537e-01;+7.9056000709533691e-01;+4.0556800365447998e-01
+13900;+7.9478400945663452e-01;+4.0476799011230469e-01;+7.9545599222183228e-01;+4.3820801377296448e-01;+4.0448001027107239e-01;+7.9763197898864746e-01;+4.1043201088905334e-01
+14000;+8.0691200494766235e-01;+4.1113600134849548e-01;+8.0739200115203857e-01;+4.4396799802780151e-01;+4.1104000806808472e-01;+8.0995202064514160e-01;+4.1641598939895630e-01
+14100;+8.1792002916336060e-01;+4.1712000966072083e-01;+8.1673598289489746e-01;+4.5107200741767883e-01;+4.1689598560333252e-01;+8.2374399900436401e-01;+4.2230400443077087e-01
+14200;+8.3052802085876465e-01;+4.2316800355911255e-01;+8.2822400331497192e-01;+4.5817598700523376e-01;+4.2393600940704346e-01;+8.3641600608825684e-01;+4.2886400222778320e-01
