Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
75000000;0.0000000000000000e+00;9.2935360620174864e-07;1.3207359842055768e-15;2.4519050757300575e-07;1.6058492461281953e-15;1.1930027744980540e-07
77000000;0.0000000000000000e+00;5.2795742196092858e-07;1.8743340618868806e-15;3.3792659496790951e-07;2.2191976006368248e-15;3.2472675105506100e-07
79000000;0.0000000000000000e+00;1.0085493775762196e-06;2.6050075926120397e-15;3.8143808569518572e-07;3.0657435072304156e-15;5.5252050262800203e-07
81000000;0.0000000000000000e+00;3.2828654229451156e-05;4.4403931032634372e-14;1.0344508665507409e-05;6.0449428010147856e-14;1.2796911900199457e-05
83000000;0.0000000000000000e+00;5.4759481341203056e-06;6.5664220905782464e-15;1.6586956329422669e-06;9.8198949551142683e-15;1.4978818193141559e-06
85000000;0.0000000000000000e+00;3.4559133114717604e-06;5.8511848747570794e-15;1.3792723694792759e-06;1.6726135183422549e-14;1.3903477449800758e-06
87000000;0.0000000000000000e+00;1.4270439642125410e-06;5.8665163932469172e-15;7.7861200255771420e-07;9.7840348478562370e-15;1.6307025181978490e-06
89000000;0.0000000000000000e+00;1.5222107315820652e-06;3.5086331793430053e-15;9.0070569846362521e-07;1.4646526388632309e-14;5.9761601870224842e-07
91000000;0.0000000000000000e+00;1.1147949157707252e-06;2.4342254079795171e-15;5.2633932004395292e-07;5.0215469470824045e-15;1.2462720814472697e-06
93000000;0.0000000000000000e+00;1.5793079169219930e-06;3.0054816832023412e-15;5.2910976186977005e-07;8.7010760147605883e-15;1.8062879892861450e-06
95000000;0.0000000000000000e+00;1.3872488599576619e-06;4.3029025372551389e-15;4.8866441932898016e-07;7.2252189359206729e-15;2.2525619739756475e-06
97000000;0.0000000000000000e+00;5.2337559489346171e-07;1.7754394135291132e-15;2.4173202674131537e-07;1.9487987806754734e-15;1.4226370639923817e-06
99000000;0.0000000000000000e+00;5.8934394283615690e-07;1.7009481956443951e-15;2.1754752916899397e-07;2.5513384379202602e-15;1.1813498039077906e-06
101000000;0.0000000000000000e+00;1.4791108023604815e-06;2.9253887856955432e-15;3.1437130887392392e-07;4.0401850603131028e-15;1.1298729740673556e-06
103000000;0.0000000000000000e+00;9.0364930726955452e-07;1.6218537606237165e-15;3.1043199205616457e-07;3.3706383689681125e-15;1.7374076021525535e-06
105000000;0.0000000000000000e+00;9.5363818517674252e-07;1.2362005049372406e-15;2.3578783865901634e-07;2.5265116611957291e-15;1.1830066804952557e-06
107000000;0.0000000000000000e+00;1.4035805486197581e-06;1.6232919754443626e-15;2.3590664445827505e-07;2.7440729857696982e-15;1.0649060288056971e-06
109000000;0.0000000000000000e+00;8.4450511945334872e-07;1.2375887687955598e-15;2.0808153441127365e-07;2.0372689620030593e-15;7.1713315407079170e-07
111000000;0.0000000000000000e+00;6.1622325870256249e-07;1.1206092557049368e-15;1.8807377491286524e-07;1.3115222063331052e-15;4.6120800486588223e-07
113000000;0.0000000000000000e+00;7.7773570947084087e-07;1.3340861166080628e-15;1.8673378603107632e-07;1.3227545651062667e-15;4.9404978230778828e-07
115000000;0.0000000000000000e+00;6.3841411725988344e-07;9.2923569421905263e-16;1.6998428399134220e-07;1.5817181311708938e-15;1.5691625755731333e-07
117000000;0.0000000000000000e+00;4.1974534345394352e-07;9.1529734529782949e-16;1.4139800911888831e-07;1.0954726278338490e-15;1.4323460729870890e-07
119000000;0.0000000000000000e+00;3.4879003977573217e-07;9.9380840191622554e-16;1.4661713804060342e-07;9.9391414437414976e-16;9.4568336362224698e-08
121000000;0.0000000000000000e+00;7.9062980089279347e-07;9.8202359520974695e-16;1.4523839154038818e-07;1.1308648687266782e-15;1.5943965760270143e-07
123000000;0.0000000000000000e+00;3.5191452803264597e-07;1.0222867950281585e-15;1.7972823983393435e-07;9.6848641877512654e-16;1.3875112363805019e-07
125000000;0.0000000000000000e+00;3.0560008103331567e-07;8.2943704650804337e-16;1.5399610773747981e-07;9.5024742615303132e-16;9.6617055232444924e-08
127000000;0.0000000000000000e+00;5.6466660442040305e-07;6.0227174231988866e-16;1.3438531245016928e-07;8.2128347349798485e-16;1.0608488921794553e-07
129000000;0.0000000000000000e+00;3.3144260676654934e-07;5.0774645088855761e-16;1.0724328093069615e-07;5.2886974337514553e-16;8.6617203230202494e-08
131000000;0.0000000000000000e+00;4.4435468502101593e-07;3.3599196291059668e-16;1.1146242559401764e-07;5.3762582898547201e-16;2.4650786483143514e-07
133000000;0.0000000000000000e+00;3.1437681734571447e-07;5.1375780283210649e-16;1.3128023452967410e-07;5.7641651256022435e-16;2.0037262979066094e-07
135000000;0.0000000000000000e+00;5.0108890934263781e-07;6.1477050406505521e-16;1.2642204134360954e-07;8.0306004248750885e-16;3.4120227706349921e-07
137000000;0.0000000000000000e+00;3.3364390455709313e-07;5.1362441370127921e-16;1.0977337540676428e-07;6.8478303302636005e-16;2.4898268378782221e-07
139000000;0.0000000000000000e+00;5.2009841998789494e-07;6.7498142578859567e-16;1.1200331414494350e-07;8.1233809776979856e-16;2.9633069882032743e-07
141000000;0.0000000000000000e+00;4.4279222510079764e-07;5.4602138930212482e-16;9.2560280353351083e-08;5.6485974522675276e-16;2.3268981344427779e-07
143000000;0.0000000000000000e+00;3.1540564827074522e-07;3.8236342569544068e-16;8.5153495317651123e-08;7.1259920104529191e-16;1.3526972412042482e-07
145000000;0.0000000000000000e+00;4.2894414696855081e-07;3.9270835917389009e-16;7.3068075972998059e-08;7.2722545975088543e-16;1.1619198584056340e-07
147000000;0.0000000000000000e+00;4.2271156869554272e-07;6.0389990816818365e-16;8.0914319269696242e-08;9.1407185130569983e-16;1.8688204290918053e-07
149000000;0.0000000000000000e+00;4.5202968006904225e-07;4.7541238915724514e-16;8.8914097472794024e-08;4.7541496786525923e-16;1.4047774784518954e-07
151000000;0.0000000000000000e+00;2.6743549971925119e-07;5.2204058426994216e-16;9.0577774831902669e-08;5.7426298196130281e-16;1.4086288009466826e-07
153000000;0.0000000000000000e+00;3.2757907864682566e-07;6.9157754474534489e-16;7.9425771154694556e-08;9.0673175620054978e-16;2.3082300141174116e-07
155000000;0.0000000000000000e+00;3.2745191604615800e-07;3.0684078461475354e-16;7.2155551922780325e-08;4.8813497264212631e-16;1.0900324029241066e-07
157000000;0.0000000000000000e+00;3.5085510476043768e-07;4.4947481279228165e-16;8.1917991232381160e-08;8.8396217052267801e-16;2.0200547882262162e-07
159000000;0.0000000000000000e+00;2.2869594944011726e-07;4.8344074148157849e-16;9.2375860204984754e-08;9.3466964645082123e-16;2.6016841899278361e-07
161000000;0.0000000000000000e+00;2.4202941974551066e-07;3.5266157946995914e-16;8.4441189344739848e-08;6.6122972677122204e-16;3.5209433852249967e-07
163000000;0.0000000000000000e+00;3.9883333919963589e-07;5.1826692085202303e-16;8.1729593403586461e-08;6.0467319427642497e-16;2.5645110076363299e-07
165000000;0.0000000000000000e+00;4.3594484101129207e-07;4.9782524687546386e-16;7.7603059553475057e-08;8.6107858767167668e-16;3.3147660602799155e-07
167000000;0.0000000000000000e+00;3.4379270600433613e-07;5.8403229774091213e-16;7.8686906661862769e-08;6.9268471643584092e-16;1.7927689560251903e-07
169000000;0.0000000000000000e+00;2.4976036438685099e-07;4.0892211213183355e-16;8.3404566595655034e-08;8.1780614064403302e-16;1.6928886193765166e-07
171000000;0.0000000000000000e+00;3.9435996587536358e-07;5.7810337845828382e-16;8.2797926740293635e-08;2.7528522630529146e-16;2.9259441061236793e-07
173000000;0.0000000000000000e+00;2.8946370362984559e-07;5.5040825391143755e-16;8.5844509568429786e-08;1.1283104835893200e-15;2.6977769388029320e-07
175000000;0.0000000000000000e+00;4.1145412122261960e-07;6.2849031048675856e-16;8.5821523640937922e-08;9.0931384105476883e-16;1.7907440492792704e-07
177000000;0.0000000000000000e+00;5.5056902736896909e-07;6.1306743454711928e-16;9.8375509237897501e-08;8.0741870474586338e-16;2.0592667875027350e-07
179000000;0.0000000000000000e+00;6.2626147397007205e-07;5.0537918186648394e-16;9.7844490564001272e-08;5.6484306801658780e-16;1.0466323337431719e-07
181000000;0.0000000000000000e+00;3.2827463498271491e-07;5.0700855841058864e-16;9.4018880689986955e-08;9.9910132442848779e-16;7.4567744274365838e-08
183000000;0.0000000000000000e+00;4.3583722101304668e-07;4.0935162669234797e-16;8.2675848877407691e-08;6.0742898962071979e-16;1.3187104372849312e-07
185000000;0.0000000000000000e+00;3.6460642491362756e-07;8.3643928020737287e-16;9.3098941595156176e-08;5.7789092901118824e-16;1.2271324209850816e-07
187000000;0.0000000000000000e+00;5.2024649969047471e-07;4.3965363373332125e-16;9.0365933930611923e-08;7.4285921253430110e-16;2.0698443654841491e-07
189000000;0.0000000000000000e+00;5.0569178345459880e-07;6.9848629471231605e-16;8.7939255754127504e-08;6.9849667605678155e-16;6.1444394137181781e-08
191000000;0.0000000000000000e+00;4.6604538036983517e-07;5.2911626843913692e-16;8.5466204933131125e-08;5.5771717790829797e-16;8.8152312297868719e-08
193000000;0.0000000000000000e+00;5.1319224296675559e-07;7.6765134341975947e-16;8.1058022361738136e-08;1.0191185178590535e-15;1.0089418178686882e-07
195000000;0.0000000000000000e+00;4.4189052885376168e-07;6.2045884118729319e-16;8.4292611307712502e-08;7.2385997126748737e-16;1.3441945352659198e-07
197000000;0.0000000000000000e+00;5.4548046071712304e-07;4.8999186156831845e-16;7.6327622947659124e-08;6.3342675409694991e-16;5.0776519543563794e-08
199000000;0.0000000000000000e+00;4.5392916317996165e-07;5.1285057003941222e-16;7.3686046041416811e-08;9.4218193017294524e-16;6.9461361498649648e-08
201000000;0.0000000000000000e+00;4.4771250388986063e-07;4.1256069602894255e-16;7.7313231583394726e-08;7.0005037825481814e-16;8.2600062099906515e-08
203000000;0.0000000000000000e+00;2.7275512975660818e-07;4.5812496192195727e-16;7.6630303642237129e-08;6.5622798800125058e-16;7.6386676227302427e-08
205000000;0.0000000000000000e+00;4.1751046801908533e-07;6.4371182525887657e-16;8.1972334809846145e-08;8.5827439744751347e-16;7.1018723555168935e-08
207000000;0.0000000000000000e+00;3.7040243737889502e-07;5.4352664120127975e-16;7.5771366416568965e-08;9.8594728069236455e-16;7.8945955533561267e-08
209000000;0.0000000000000000e+00;3.8445134900738401e-07;5.0352755672423100e-16;7.8045254739749849e-08;9.0377563225084939e-16;6.2064459851488569e-08
211000000;0.0000000000000000e+00;4.2439765274021274e-07;4.6683321868523003e-16;7.1162147286975361e-08;9.9506544875855998e-16;8.5882375971558938e-08
213000000;0.0000000000000000e+00;4.7201352435355814e-07;5.1733843131877677e-16;8.3134634035111387e-08;6.6709594997043406e-16;1.6209836025693300e-07
215000000;0.0000000000000000e+00;3.3120127220522217e-07;4.3220695187017999e-16;8.1814507433166912e-08;1.0940069829381019e-15;2.2456911918960201e-07
217000000;0.0000000000000000e+00;2.0245371504447187e-07;8.0800803488270836e-16;9.5830259696059322e-08;1.0615041869556706e-15;1.4886226906887561e-07
219000000;0.0000000000000000e+00;2.5849770464763729e-07;8.4710670748541098e-16;9.3659560263724540e-08;8.7793135203757329e-16;2.0386619476290026e-07
221000000;0.0000000000000000e+00;3.4239884365206437e-07;6.3564200718061669e-16;1.0393454866728512e-07;9.5342588928923627e-16;2.7793167988214347e-07
223000000;0.0000000000000000e+00;2.8064206226723494e-07;5.0425943806982188e-16;1.1523349033290612e-07;1.2067199805911158e-15;1.8583197207926733e-07
225000000;0.0000000000000000e+00;6.0918524292347478e-07;9.7437837340095919e-16;1.2058390585970479e-07;1.4339609712851589e-15;2.5333418967261124e-07
227000000;0.0000000000000000e+00;3.8156565525096782e-07;1.0188446183675180e-15;1.3099515639979219e-07;1.0572642768520409e-15;3.8185415891968809e-07
229000000;0.0000000000000000e+00;4.5451080812053975e-07;7.5303573861913141e-16;1.3275288683802026e-07;9.8459988545522588e-16;3.5416181690895244e-07
231000000;0.0000000000000000e+00;4.5862211268905542e-07;8.0988063206412668e-16;1.7319051320371149e-07;1.1657837670448027e-15;3.2571641878688801e-07
233000000;0.0000000000000000e+00;7.1113615817639624e-07;6.0205696878663827e-16;1.4257407101447922e-07;8.5115198129229525e-16;5.1111203075643153e-07
235000000;0.0000000000000000e+00;3.9078759425865123e-07;8.8550782732079995e-16;1.2051478296805209e-07;1.1023678674056611e-15;4.9015443584039462e-07
237000000;0.0000000000000000e+00;4.1645170112405409e-07;8.3736470284165270e-16;1.4087058250385856e-07;1.5550837515692018e-15;7.2876423387925776e-07
239000000;0.0000000000000000e+00;4.4796115678212757e-07;7.2380893673381551e-16;1.5558459754685717e-07;1.3159975411345233e-15;5.7755135501768247e-07
241000000;0.0000000000000000e+00;6.1854266878218534e-07;1.5902231933777754e-15;1.6866523356120039e-07;2.5752542094146469e-15;6.9703145131078286e-07
243000000;0.0000000000000000e+00;5.3003611893922481e-07;9.9745974366003681e-16;1.5810940253294813e-07;1.2694921396940112e-15;7.4868067820285669e-07
245000000;0.0000000000000000e+00;4.7939549644304523e-07;8.9756952248480949e-16;1.5112406622775739e-07;1.6280639142330098e-15;7.0222146373149380e-07
247000000;0.0000000000000000e+00;5.5885573459275048e-07;4.8229562485755664e-16;1.5419065656924392e-07;1.8452717044525579e-15;7.1531803848643403e-07
249000000;0.0000000000000000e+00;2.7018220977011777e-07;8.3653489842970464e-16;1.4905330970012415e-07;1.6132806582038059e-15;6.6871837872258349e-07
251000000;0.0000000000000000e+00;5.5639468755240141e-07;9.3706247511867469e-16;1.3134856560391787e-07;2.1039956150520012e-15;6.6293117321002493e-07
253000000;0.0000000000000000e+00;6.6515359469793123e-07;6.7463091217167078e-16;1.3018273970985946e-07;1.0724472331805298e-15;7.8831875680504742e-07
255000000;0.0000000000000000e+00;3.8558820744534426e-07;9.6782658034357359e-16;1.3567916487330335e-07;1.6983236268947862e-15;6.3847345835806790e-07
257000000;0.0000000000000000e+00;4.6253161156749833e-07;8.2339239748004253e-16;1.4649028526155240e-07;1.7055791988310069e-15;6.6782095293745717e-07
259000000;0.0000000000000000e+00;4.1929932657402252e-07;1.0124325713351263e-15;1.7161144601922123e-07;1.6337270935609345e-15;8.7294022603842687e-07
261000000;0.0000000000000000e+00;3.2065566814121143e-07;8.8851185508442860e-16;1.8880785085862705e-07;2.7798087985607370e-15;1.0858907884644812e-06
263000000;0.0000000000000000e+00;2.8939354226701497e-07;6.1607819323047068e-16;1.5289911096556579e-07;2.3410681206073424e-15;7.7596913716300929e-07
265000000;0.0000000000000000e+00;3.7297414732938024e-07;9.0082332655484653e-16;1.5144021467477701e-07;1.8603696815529902e-15;7.9534817435371257e-07
267000000;0.0000000000000000e+00;6.5707837283952837e-07;7.6937600072459322e-16;1.5025336731238199e-07;1.0001760897377415e-15;5.9038156365772196e-07
269000000;0.0000000000000000e+00;4.2143056294523287e-07;1.1198586266497472e-15;1.3946084791571931e-07;1.7950567756879745e-15;6.9838579443458199e-07
271000000;0.0000000000000000e+00;4.2862183591244588e-07;1.0505176925035790e-15;1.4158870466225088e-07;1.3638564797351670e-15;1.0421535090428668e-06
273000000;0.0000000000000000e+00;2.8347090638160670e-07;5.9939622140759087e-16;1.3922183453873138e-07;9.6263617546158707e-16;8.8992752029964344e-07
275000000;0.0000000000000000e+00;5.1293372562560968e-07;5.8546892706936085e-16;1.1127335503970174e-07;1.3708621869027928e-15;7.7191794127729502e-07
277000000;0.0000000000000000e+00;3.2562599445680091e-07;5.0527495385957773e-16;1.1479764663186712e-07;1.0538954339657801e-15;7.2745226731368752e-07
279000000;0.0000000000000000e+00;3.0865551496236071e-07;8.8806885256644552e-16;1.2368101433321181e-07;1.1589314862760715e-15;6.7126607329329299e-07
281000000;0.0000000000000000e+00;3.0494935799139207e-07;9.5059464470227195e-16;1.3480463712879520e-07;1.6553444157795186e-15;9.4604304379520056e-07
283000000;0.0000000000000000e+00;5.1740999289795524e-07;1.1546750397060854e-15;1.3549764139954235e-07;2.1792904670000257e-15;9.6400928898756696e-07
285000000;0.0000000000000000e+00;4.9954152465387270e-07;1.0070632725264123e-15;1.4322304275983996e-07;2.1183029280020504e-15;9.6034402682661583e-07
287000000;0.0000000000000000e+00;4.1023027120583405e-07;6.5066006655650036e-16;1.2093684315253216e-07;2.0407191263654195e-15;8.5559271665050082e-07
289000000;0.0000000000000000e+00;5.6863931912257621e-07;8.0548906452856940e-16;1.1431042569123075e-07;2.4720166154269229e-15;8.4198324207216809e-07
291000000;0.0000000000000000e+00;5.9826432387701698e-07;6.9311302341346936e-16;1.2583171619039415e-07;1.7096326174016958e-15;1.0365143378653943e-06
293000000;0.0000000000000000e+00;4.7332581160457799e-07;1.1124988186189054e-15;1.4394065419276047e-07;2.6357347214318128e-15;1.2042653785864787e-06
295000000;0.0000000000000000e+00;2.6829255855254923e-07;9.1643579428756387e-16;1.6384294234177422e-07;2.1133792263227830e-15;1.0868691957704538e-06
297000000;0.0000000000000000e+00;4.3267731638598390e-07;6.2030580197939478e-16;1.4415688398652496e-07;1.5017725256938356e-15;1.2436376990085386e-06
299000000;0.0000000000000000e+00;4.8061202496820895e-07;9.9336145791184591e-16;1.3886527117252997e-07;1.3244808810184753e-15;9.6546085026854690e-07
301000000;0.0000000000000000e+00;6.9237440388923396e-07;7.4188197960352697e-16;1.3020493015225269e-07;2.1277037650402962e-15;9.3381516950950157e-07
303000000;0.0000000000000000e+00;5.1279933186197153e-07;8.6526653123565870e-16;1.2594712219084301e-07;1.9168650507287718e-15;8.2708313741311884e-07
305000000;0.0000000000000000e+00;5.5077050086004191e-07;4.1363635475929578e-16;1.1890897438887393e-07;1.7297573086650042e-15;8.7891943620460701e-07
307000000;0.0000000000000000e+00;5.0192618232769578e-07;5.6775570773136715e-16;1.2292833672161275e-07;1.9097077072693959e-15;9.7889770490329223e-07
309000000;0.0000000000000000e+00;5.9773621038403867e-07;8.2778813239122548e-16;1.3604264798280916e-07;3.0155110985935404e-15;1.0308752963365598e-06
311000000;0.0000000000000000e+00;5.1909217850964790e-07;7.8577899041448873e-16;1.4764787930722738e-07;2.2945109098333000e-15;1.0910695798050549e-06
313000000;0.0000000000000000e+00;4.8096817046117511e-07;7.2065762713462132e-16;1.4476799545489256e-07;1.8017055337079423e-15;1.0797158420381191e-06
315000000;0.0000000000000000e+00;5.4383935610737447e-07;3.9068233889816242e-16;1.3581005638015205e-07;2.0651431820511335e-15;8.7219603131161388e-07
317000000;0.0000000000000000e+00;4.4252941617341192e-07;9.7645524273337204e-16;1.5963157418918325e-07;2.8335132018626319e-15;7.8005033653167729e-07
319000000;0.0000000000000000e+00;3.8065151429915425e-07;7.3854468554226152e-16;1.5867136395353146e-07;2.8441393794160163e-15;1.0751070244485983e-06
321000000;0.0000000000000000e+00;5.2261812466695065e-07;7.4874905210252875e-16;1.5071220461834277e-07;2.6356819282432493e-15;8.7145155068783326e-07
323000000;0.0000000000000000e+00;3.9751756278227884e-07;8.5379843893290970e-16;1.5151291868257553e-07;2.5004692406369956e-15;8.2362781347706730e-07
325000000;0.0000000000000000e+00;2.9977946676388806e-07;1.0186251505312760e-15;1.3918654477312808e-07;2.6510905314967205e-15;8.2910929013714126e-07
327000000;0.0000000000000000e+00;3.3440504123543090e-07;5.3273399546282563e-16;1.3945634421141882e-07;2.2991135443036860e-15;6.4122526034906380e-07
329000000;0.0000000000000000e+00;4.1945318861123013e-07;5.7398924800343015e-16;1.5320506725833873e-07;1.9485406597468693e-15;6.8193957215430014e-07
331000000;0.0000000000000000e+00;3.5109316187321668e-07;9.5478161315575622e-16;1.4614774379148576e-07;1.6057707265884110e-15;7.2624292922927414e-07
333000000;0.0000000000000000e+00;3.9282507970466470e-07;6.7299896139402419e-16;1.4786607335487097e-07;1.4338013072262953e-15;5.3625542488057464e-07
335000000;0.0000000000000000e+00;5.2859342279323775e-07;4.1134942102447840e-16;1.5308206634319996e-07;9.4022884754223098e-16;7.4250913047669242e-07
337000000;0.0000000000000000e+00;3.7762332336107072e-07;6.2275771684213192e-16;1.7251805930552856e-07;2.0597731337973198e-15;8.6072818118075209e-07
339000000;0.0000000000000000e+00;4.2911164895223471e-07;5.7733759145326477e-16;1.6453555078069459e-07;1.7926776327715526e-15;8.1022868978066588e-07
341000000;0.0000000000000000e+00;4.9128722318854190e-07;5.7993373705387200e-16;1.5812233228376457e-07;1.4275220118740059e-15;8.4292947436868008e-07
343000000;0.0000000000000000e+00;5.1009774316326800e-07;5.8375995767664770e-16;1.4220283733639298e-07;1.1947236168891713e-15;9.2790049731106284e-07
345000000;0.0000000000000000e+00;6.8131933594584070e-07;7.6059352197618724e-16;1.4434931379048994e-07;1.6298659454213451e-15;7.1291467695519161e-07
347000000;0.0000000000000000e+00;5.9169183037875236e-07;4.9639755162566196e-16;1.4621001920515734e-07;1.3014082545732494e-15;7.7902745162022466e-07
349000000;0.0000000000000000e+00;3.8564439926061068e-07;6.0621682088428901e-16;1.6102802220206035e-07;1.8187207112591987e-15;1.0414261476649350e-06
351000000;0.0000000000000000e+00;3.8600999345680087e-07;7.2322725240464626e-16;1.5974171237626478e-07;2.0490952409380804e-15;8.3859054312612522e-07
353000000;0.0000000000000000e+00;4.2368630585962276e-07;8.3514143232333197e-16;1.3355267242094613e-07;1.7714694741437675e-15;7.6760555381971613e-07
355000000;0.0000000000000000e+00;4.6285298758249394e-07;7.5577386288696462e-16;1.4728520494201770e-07;2.2810940117860862e-15;6.5809405430753821e-07
357000000;0.0000000000000000e+00;3.9657380202053365e-07;7.8440936594838591e-16;1.7041808569983956e-07;2.2591051665450592e-15;7.0114446846899949e-07
359000000;0.0000000000000000e+00;4.0145384617437752e-07;9.4037769423080612e-16;1.7629085003643640e-07;1.5564826797516852e-15;6.5389156636766069e-07
