Num rows;TRSV fp64;TRSV fp32;TRSV Acc<fp64, fp64>;TRSV Acc<fp64, fp32>;TRSV Acc<fp32, fp32>;CUBLAS TRSV fp64;CUBLAS TRSV fp32
50;+6.5888002514839172e-02;+6.3263997435569763e-02;+6.5600000321865082e-02;+6.5471999347209930e-02;+6.2976002693176270e-02;+2.8767999261617661e-02;+2.6944000273942947e-02
100;+6.9439999759197235e-02;+6.5439999103546143e-02;+6.9055996835231781e-02;+6.8544000387191772e-02;+6.5600000321865082e-02;+3.4079998731613159e-02;+3.2223999500274658e-02
150;+7.1488000452518463e-02;+6.7263998091220856e-02;+7.1263998746871948e-02;+7.0624001324176788e-02;+6.7167997360229492e-02;+3.7151999771595001e-02;+3.4464001655578613e-02
200;+7.5520001351833344e-02;+6.9856002926826477e-02;+7.5135998427867889e-02;+7.4464000761508942e-02;+6.9600000977516174e-02;+4.2272001504898071e-02;+3.9551999419927597e-02
250;+7.8143998980522156e-02;+7.1552000939846039e-02;+7.7696003019809723e-02;+7.6095998287200928e-02;+7.1231998503208160e-02;+4.5184001326560974e-02;+4.1919998824596405e-02
300;+8.2015998661518097e-02;+7.4496001005172729e-02;+8.1312000751495361e-02;+8.0031998455524445e-02;+7.4528001248836517e-02;+5.1104001700878143e-02;+4.7136001288890839e-02
350;+8.4480002522468567e-02;+7.5967997312545776e-02;+8.3839997649192810e-02;+8.2111999392509460e-02;+7.5967997312545776e-02;+5.3727999329566956e-02;+5.0335999578237534e-02
400;+8.8927999138832092e-02;+7.8815996646881104e-02;+8.7615996599197388e-02;+8.5695996880531311e-02;+7.8079998493194580e-02;+5.9264000505208969e-02;+5.5424001067876816e-02
450;+9.3440003693103790e-02;+8.1696003675460815e-02;+9.1839998960494995e-02;+8.9504003524780273e-02;+8.1664003431797028e-02;+6.4511999487876892e-02;+5.9776000678539276e-02
500;+9.5487996935844421e-02;+8.3071999251842499e-02;+9.3727998435497284e-02;+9.1168001294136047e-02;+8.2783997058868408e-02;+6.8063996732234955e-02;+6.2624000012874603e-02
550;+9.9359996616840363e-02;+8.5631996393203735e-02;+9.7856000065803528e-02;+9.5008000731468201e-02;+8.5727997124195099e-02;+7.4335999786853790e-02;+6.7680001258850098e-02
600;+1.0188800096511841e-01;+8.6879998445510864e-02;+1.0006400197744370e-01;+9.7120001912117004e-02;+8.7168000638484955e-02;+7.5808003544807434e-02;+7.0335999131202698e-02
650;+1.0617599636316299e-01;+9.0432003140449524e-02;+1.0422399640083313e-01;+1.0089600086212158e-01;+8.9919999241828918e-02;+8.2560002803802490e-02;+7.5392000377178192e-02
700;+1.0825599730014801e-01;+9.1679997742176056e-02;+1.0659199953079224e-01;+1.0291200131177902e-01;+9.1328002512454987e-02;+8.4448002278804779e-02;+7.8400000929832458e-02
750;+1.1254400014877319e-01;+9.4687998294830322e-02;+1.1043199896812439e-01;+1.0608000308275223e-01;+9.4368003308773041e-02;+9.0144000947475433e-02;+8.3456002175807953e-02
800;+1.1459200084209442e-01;+9.6064001321792603e-02;+1.1215999722480774e-01;+1.0790400207042694e-01;+9.5679998397827148e-02;+9.3887999653816223e-02;+8.6047999560832977e-02
850;+1.1856000125408173e-01;+9.8591998219490051e-02;+1.1615999788045883e-01;+1.1180800199508667e-01;+9.8655998706817627e-02;+9.8655998706817627e-02;+9.1168001294136047e-02
900;+1.2383999675512314e-01;+1.0147199779748917e-01;+1.2134400010108948e-01;+1.1545599997043610e-01;+1.0156799852848053e-01;+1.0688000172376633e-01;+9.6000000834465027e-02
950;+1.2691199779510498e-01;+1.0288000106811523e-01;+1.2387199699878693e-01;+1.1727999895811081e-01;+1.0284800082445145e-01;+1.0908800363540649e-01;+9.8272003233432770e-02
1000;+1.3222399353981018e-01;+1.0563199967145920e-01;+1.2899200618267059e-01;+1.2060800194740295e-01;+1.0576000064611435e-01;+1.1664000153541565e-01;+1.0355199873447418e-01
1050;+1.3836799561977386e-01;+1.0700800269842148e-01;+1.3545599579811096e-01;+1.2275200337171555e-01;+1.0726399719715118e-01;+1.1958400160074234e-01;+1.0614400357007980e-01
1100;+1.4745600521564484e-01;+1.1017599701881409e-01;+1.4476799964904785e-01;+1.2646399438381195e-01;+1.0963200032711029e-01;+1.2790399789810181e-01;+1.1151999980211258e-01
1150;+1.5609599649906158e-01;+1.1132799834012985e-01;+1.5251199901103973e-01;+1.2841600179672241e-01;+1.1097600311040878e-01;+1.3241599500179291e-01;+1.1404799669981003e-01
1200;+1.6611200571060181e-01;+1.1414399743080139e-01;+1.6243200004100800e-01;+1.3235199451446533e-01;+1.1420799791812897e-01;+1.4079999923706055e-01;+1.2048000097274780e-01
1250;+1.7705599963665009e-01;+1.1836799979209900e-01;+1.7395199835300446e-01;+1.3715200126171112e-01;+1.1836799979209900e-01;+1.4575999975204468e-01;+1.2569600343704224e-01
1300;+1.8195199966430664e-01;+1.2022399902343750e-01;+1.7740799486637115e-01;+1.3926400244235992e-01;+1.1968000233173370e-01;+1.5187199413776398e-01;+1.2934400141239166e-01
1350;+1.8822400271892548e-01;+1.2473600357770920e-01;+1.8499200046062469e-01;+1.4499199390411377e-01;+1.2441600114107132e-01;+1.5993599593639374e-01;+1.3539199531078339e-01
1400;+1.9312000274658203e-01;+1.2656000256538391e-01;+1.8921600282192230e-01;+1.4742399752140045e-01;+1.2678399682044983e-01;+1.6316799819469452e-01;+1.3884800672531128e-01
1450;+1.9916799664497375e-01;+1.3110400736331940e-01;+1.9580799341201782e-01;+1.5283200144767761e-01;+1.3104000687599182e-01;+1.6927999258041382e-01;+1.4575999975204468e-01
1500;+2.0409600436687469e-01;+1.3462400436401367e-01;+1.9865599274635315e-01;+1.5702399611473083e-01;+1.3433599472045898e-01;+1.7251199483871460e-01;+1.5139199793338776e-01
1550;+2.0979200303554535e-01;+1.4127999544143677e-01;+2.0579199492931366e-01;+1.6508799791336060e-01;+1.4105600118637085e-01;+1.8006399273872375e-01;+1.6099199652671814e-01
1600;+2.1366399526596069e-01;+1.4553600549697876e-01;+2.0956799387931824e-01;+1.7071999609470367e-01;+1.4524799585342407e-01;+1.8275199830532074e-01;+1.6659200191497803e-01
1650;+2.1855999529361725e-01;+1.5062400698661804e-01;+2.1420800685882568e-01;+1.7731200158596039e-01;+1.5068799257278442e-01;+1.8998399376869202e-01;+1.7644800245761871e-01
1700;+2.2428800165653229e-01;+1.5654399991035461e-01;+2.2038400173187256e-01;+1.8508799374103546e-01;+1.5571199357509613e-01;+1.9644799828529358e-01;+1.8483200669288635e-01
1750;+2.2828799486160278e-01;+1.6172799468040466e-01;+2.2448000311851501e-01;+1.9238400459289551e-01;+1.6083200275897980e-01;+1.9935999810695648e-01;+1.9088000059127808e-01
1800;+2.3382399976253510e-01;+1.6719999909400940e-01;+2.3004800081253052e-01;+1.9903999567031860e-01;+1.6755199432373047e-01;+2.0729599893093109e-01;+1.9830399751663208e-01
1850;+2.3900799453258514e-01;+1.7177599668502808e-01;+2.3363199830055237e-01;+2.0531199872493744e-01;+1.7151999473571777e-01;+2.1011200547218323e-01;+2.0287999510765076e-01
1900;+2.4534399807453156e-01;+1.7686399817466736e-01;+2.3798400163650513e-01;+2.1126399934291840e-01;+1.7638400197029114e-01;+2.1695999801158905e-01;+2.1094399690628052e-01
1950;+2.4921600520610809e-01;+1.8057599663734436e-01;+2.4332800507545471e-01;+2.1615999937057495e-01;+1.7916800081729889e-01;+2.1855999529361725e-01;+2.1359999477863312e-01
2000;+2.5417599081993103e-01;+1.8569600582122803e-01;+2.4873599410057068e-01;+2.2316800057888031e-01;+1.8400000035762787e-01;+2.2729599475860596e-01;+2.2211199998855591e-01
2050;+2.6096001267433167e-01;+1.9100800156593323e-01;+2.5523200631141663e-01;+2.2944000363349915e-01;+1.8995200097560883e-01;+2.3590399324893951e-01;+2.2841599583625793e-01
2100;+2.6390400528907776e-01;+1.9392000138759613e-01;+2.5795200467109680e-01;+2.3257599771022797e-01;+1.9356800615787506e-01;+2.3830400407314301e-01;+2.3391999304294586e-01
2150;+2.6908800005912781e-01;+1.9596800208091736e-01;+2.6320001482963562e-01;+2.3839999735355377e-01;+1.9798399507999420e-01;+2.4432000517845154e-01;+2.3993599414825439e-01
2200;+2.7411198616027832e-01;+2.0112000405788422e-01;+2.6742398738861084e-01;+2.4185599386692047e-01;+2.0070399343967438e-01;+2.4835200607776642e-01;+2.4294400215148926e-01
2250;+2.7939200401306152e-01;+2.0435200631618500e-01;+2.7263998985290527e-01;+2.4713599681854248e-01;+2.0342400670051575e-01;+2.5724801421165466e-01;+2.4988800287246704e-01
