Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;0.0000000000000000e+00;2.9537131350008399e-07;1.1644531993420052e-16;1.9788306184267829e-08;2.4415891457761338e-07;6.9825597366983533e-16;3.2277416515533162e-08
3000000;0.0000000000000000e+00;4.9276330970732562e-07;2.3284075340898965e-16;2.6801583797720992e-08;5.1343273080577023e-07;3.8820114605861294e-16;4.5509563412362742e-08
5000000;0.0000000000000000e+00;4.3404702355895609e-07;1.8626766935656786e-16;1.8550754977717174e-08;4.5547332393275530e-07;1.0246517690877408e-15;5.0922100066704020e-08
7000000;0.0000000000000000e+00;6.3674436568727308e-07;1.3302875904690722e-16;1.6291994197117679e-08;6.7243117763242553e-07;6.6542906780601336e-16;2.9499210622707450e-08
9000000;0.0000000000000000e+00;3.9029307568921914e-07;2.0695810980776634e-16;1.2414877945007610e-08;4.4508450576113343e-07;1.2415901290080099e-15;1.9061606523501502e-08
11000000;0.0000000000000000e+00;7.5888823554038928e-07;2.5399295887792052e-16;1.6654374584064645e-08;6.2253695250461265e-07;1.5241741490747396e-15;1.6654374584064645e-08
13000000;0.0000000000000000e+00;4.7150196961836995e-07;2.1492260386406241e-16;1.2850319494221704e-08;5.6804439724540748e-07;1.0029143795256800e-15;4.2461067151336058e-08
15000000;0.0000000000000000e+00;5.3446366870476259e-07;4.9669577099376835e-16;1.4172680032955759e-08;5.0831464980588849e-07;9.3131162690477077e-16;1.4591010947452529e-08
17000000;0.0000000000000000e+00;3.8050380690137645e-07;4.3824863685038214e-16;1.2139746470787152e-08;5.3078666160335021e-07;1.2052274133258119e-15;1.3630135803190506e-08
19000000;0.0000000000000000e+00;5.9172509633526471e-07;3.9210962740859010e-16;1.3734240829105921e-08;6.4435310839734418e-07;1.0784056809033979e-15;5.0987999973380302e-08
21000000;0.0000000000000000e+00;5.2382095491871328e-07;1.7740232637113295e-16;1.4612206481457374e-08;5.6843152052140121e-07;9.7565376747387342e-16;3.3442594501705238e-08
23000000;0.0000000000000000e+00;6.4056844505280038e-07;2.4293336387146572e-16;1.5706567928112258e-08;6.8405033642382182e-07;4.8593974203943107e-16;3.7030194066805949e-08
25000000;0.0000000000000000e+00;6.7797422951023858e-07;2.9801370715467920e-16;1.7737530431273931e-08;7.5796871855942578e-07;1.2665659545675211e-15;2.4323774149867552e-08
27000000;0.0000000000000000e+00;6.0372839449919211e-07;2.0695519547543095e-16;1.1163733612589309e-08;5.5439548899887322e-07;1.4486925157501247e-15;3.1397567220556069e-08
29000000;0.0000000000000000e+00;5.3519618615738297e-07;6.4227298670794831e-17;8.5059418156113597e-09;7.2913793176089731e-07;7.0652136239203693e-16;4.4039381278800094e-08
