Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp64, posit32>;DOT Acc<fp64, posit16>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp64, posit32>;Error DOT Acc<fp64, posit16>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
423000000;4.5373439788818359e+00;2.3808000087738037e+00;4.5496320724487305e+00;2.3848960399627686e+00;4.0898561477661133e+00;4.8435201644897461e+00;2.3818240165710449e+00;4.7298560142517090e+00;2.6060800552368164e+00;0.0000000000000000e+00;1.5528525342221771e-06;5.1118933095964492e-15;1.1202845205806144e-07;8.0402214556148687e-09;6.5978540117910694e-04;5.3950500866598190e-06;2.0447573238385796e-15;4.6403327102881391e-06
425000000;4.5608959197998047e+00;2.3910400867462158e+00;4.5731840133666992e+00;2.3992319107055664e+00;4.1072640419006348e+00;4.8701438903808594e+00;2.3941121101379395e+00;4.7513599395751953e+00;2.6132481098175049e+00;0.0000000000000000e+00;6.1936830741169281e-07;1.4930937050966340e-15;6.7716189008326234e-08;1.8169373044176152e-08;1.8622748113574534e-03;2.0144555955317138e-06;9.5984595327640750e-15;4.1902231675284410e-06
427000000;4.5793280601501465e+00;2.4023039340972900e+00;4.5936641693115234e+00;2.4094719886779785e+00;4.1410560607910156e+00;4.9387521743774414e+00;2.4043519496917725e+00;4.7728638648986816e+00;2.6368000507354736e+00;0.0000000000000000e+00;1.1897178342641359e-06;6.3795373026621918e-15;1.2679052087225877e-07;2.0838272654390823e-08;1.5399367835491364e-03;1.0716147994428162e-06;2.6398085390326310e-15;4.1422937047971276e-06
429000000;4.6069760322570801e+00;2.4156160354614258e+00;4.6182398796081543e+00;2.4197120666503906e+00;4.1482238769531250e+00;4.9090561866760254e+00;2.4176640510559082e+00;4.7984638214111328e+00;2.6439681053161621e+00;0.0000000000000000e+00;3.0462490140844092e-06;3.8468768025915320e-16;5.1665371954030462e-08;2.5782487696930535e-08;1.7941570832086425e-03;1.4972918210651895e-06;4.2315644828506858e-15;3.3561073837283663e-06
431000000;4.6223359107971191e+00;2.4248321056365967e+00;4.6397438049316406e+00;2.4319999217987061e+00;4.1441278457641602e+00;5.0237441062927246e+00;2.4268798828125000e+00;4.8138241767883301e+00;2.6603519916534424e+00;0.0000000000000000e+00;5.2807925781389861e-07;4.7546695297305017e-16;6.7537621079274059e-08;1.7550504476893473e-08;4.4188018651765485e-04;8.3333075108478173e-07;7.7659602318931538e-15;3.0456220155451373e-06
433000000;4.6469120979309082e+00;2.4360959529876709e+00;4.6612482070922852e+00;2.4412159919738770e+00;4.1994237899780273e+00;4.9264640808105469e+00;2.4401919841766357e+00;4.8373761177062988e+00;2.6695680618286133e+00;0.0000000000000000e+00;9.2972952903235892e-07;8.3146148621993260e-16;3.6954556232817626e-08;1.8843879567153705e-08;1.6918832157704980e-03;5.2102980176689566e-07;7.4831533759793940e-15;3.7196513190309254e-06
435000000;4.6653442382812500e+00;2.4473600387573242e+00;4.6888961791992188e+00;2.4494080543518066e+00;4.1728000640869141e+00;4.9786877632141113e+00;2.4473600387573242e+00;4.8680958747863770e+00;2.6767361164093018e+00;0.0000000000000000e+00;1.6722747985651318e-06;8.1312284530857455e-16;5.0833071172262747e-08;1.1530072189001444e-08;7.2092946732840312e-04;2.8571745224291514e-06;1.0222115769593508e-14;4.4786162498220207e-06
437000000;4.6919679641723633e+00;2.4586238861083984e+00;4.7042560577392578e+00;2.4647679328918457e+00;4.2270717620849609e+00;5.0309119224548340e+00;2.4606719017028809e+00;4.8885760307312012e+00;2.6951680183410645e+00;0.0000000000000000e+00;3.8952935106701701e-06;3.0395525700525182e-15;8.7649669839411501e-08;2.1140154184324453e-08;1.8490129892616007e-03;3.3513443905514903e-06;7.0922893301225425e-15;4.6568222788363220e-06
439000000;4.7144961357116699e+00;2.4688639640808105e+00;4.7288317680358887e+00;2.4770560264587402e+00;4.2434558868408203e+00;5.0268158912658691e+00;2.4719359874725342e+00;4.9121279716491699e+00;2.6992640495300293e+00;0.0000000000000000e+00;3.3524285113068156e-07;3.9038051196407511e-15;3.5837220437567396e-08;1.4063718011284966e-08;9.2093588279158159e-04;2.4310822659824805e-06;6.6922373479555728e-15;3.0298935273687091e-06
441000000;4.7329277992248535e+00;2.4821760654449463e+00;4.7503361701965332e+00;2.4883201122283936e+00;4.2577919960021973e+00;5.0841598510742188e+00;2.4832000732421875e+00;4.9305601119995117e+00;2.7279360294342041e+00;0.0000000000000000e+00;7.1817013351076885e-07;1.3093141611127386e-15;5.5055823037453216e-08;1.5237445739657882e-08;3.3749322084465004e-04;3.8813672284807682e-06;1.2045690282237196e-14;6.2408634754232298e-06
443000000;4.7523841857910156e+00;2.4924159049987793e+00;4.7769598960876465e+00;2.5006079673767090e+00;4.3028478622436523e+00;5.0493440628051758e+00;2.4944639205932617e+00;4.9541120529174805e+00;2.7258880138397217e+00;0.0000000000000000e+00;2.5150321049745547e-06;7.1377232331362200e-16;6.2529076636998953e-08;1.4111642998549661e-08;4.7748579497246642e-04;8.2893627299248511e-07;7.5659866271243933e-15;7.1901160027430201e-06
445000000;4.7769598960876465e+00;2.5026559829711914e+00;4.7912960052490234e+00;2.5108480453491211e+00;4.2946557998657227e+00;5.1169281005859375e+00;2.5077760219573975e+00;4.9776639938354492e+00;2.7484159469604492e+00;0.0000000000000000e+00;8.3596932562457417e-07;4.5834418077107989e-15;1.0440493596373965e-07;1.1980307845938565e-08;8.0754268124959760e-04;1.7005454224964696e-06;1.2511557366994343e-14;4.7598146883508686e-06
447000000;4.7964158058166504e+00;2.5149440765380859e+00;4.8179202079772949e+00;2.5210878849029541e+00;4.3161602020263672e+00;5.0687999725341797e+00;2.5159680843353271e+00;4.9981441497802734e+00;2.7576320171356201e+00;0.0000000000000000e+00;1.0651360414342663e-06;7.3547191718231623e-15;7.3864378550517934e-08;2.1052323114880765e-08;9.9396976882283692e-04;6.8546923477267164e-07;8.3447775218762808e-15;6.3763333691329914e-06
449000000;4.8199682235717773e+00;2.5282559394836426e+00;4.8332800865173340e+00;2.5333759784698486e+00;4.3683838844299316e+00;5.1302399635314941e+00;2.5282559394836426e+00;5.0227198600769043e+00;2.7678720951080322e+00;0.0000000000000000e+00;4.0303017130742305e-07;4.0589305298094954e-15;8.9029575369488838e-08;1.6411798918420844e-08;3.2354569523898797e-04;5.4361867035796929e-07;1.0343726188869358e-14;6.6966890307451628e-06
451000000;4.8445439338684082e+00;2.5374720096588135e+00;4.8547840118408203e+00;2.5456640720367432e+00;4.3581438064575195e+00;5.1630082130432129e+00;2.5384960174560547e+00;5.0411520004272461e+00;2.7842559814453125e+00;0.0000000000000000e+00;2.9257394958295002e-06;4.0347928040830250e-16;1.0972773563268183e-07;2.5657445146011356e-08;9.4487883409964570e-04;3.4672802189442726e-06;8.6748045287785030e-15;4.6586698097967726e-06
453000000;4.8588800430297852e+00;2.5497601032257080e+00;4.8711681365966797e+00;2.5579519271850586e+00;4.3745279312133789e+00;5.1845121383666992e+00;2.5538558959960938e+00;5.0554881095886230e+00;2.8016641139984131e+00;0.0000000000000000e+00;1.8120930363789894e-06;1.7153523608585758e-15;9.3037168478062089e-08;1.4403823265745858e-08;1.4209744104789863e-04;1.4437239218287907e-06;7.2044799156060194e-15;4.7590459527805785e-06
455000000;4.8824319839477539e+00;2.5589759349822998e+00;4.8998398780822754e+00;2.5661439895629883e+00;4.3939838409423828e+00;5.2336640357971191e+00;2.5651199817657471e+00;5.0872321128845215e+00;2.8067839145660400e+00;0.0000000000000000e+00;4.3683728233411244e-07;2.2077841391306049e-15;3.7280751375560623e-08;2.1984002838148509e-08;1.8184424375420755e-03;8.1248757051857640e-08;1.4350596904348930e-14;5.0155201053271276e-06
457000000;4.9059839248657227e+00;2.5743360519409180e+00;4.9244160652160645e+00;2.5794560909271240e+00;4.4144639968872070e+00;5.2244482040405273e+00;2.5743360519409180e+00;5.1118078231811523e+00;2.8170239925384521e+00;0.0000000000000000e+00;2.5702784015415400e-06;5.1522618333302302e-15;9.7031839591152900e-08;2.6454745646471774e-08;1.3464006935914683e-03;2.2739105969712409e-06;7.9124021011857110e-15;4.8389167127159402e-06
459000000;4.9244160652160645e+00;2.5835518836975098e+00;4.9387521743774414e+00;2.5876479148864746e+00;4.4595198631286621e+00;5.2480001449584961e+00;2.5876479148864746e+00;5.1343359947204590e+00;2.8313601016998291e+00;0.0000000000000000e+00;2.9538557590883908e-06;4.1132619006148245e-15;2.7336642546820747e-08;2.7870624150127614e-08;1.4144932506666640e-03;2.0705394919372171e-06;7.4038714211066842e-15;3.6710162445454127e-06
461000000;4.9479680061340332e+00;2.5958399772644043e+00;4.9664001464843750e+00;2.5999360084533691e+00;4.4533758163452148e+00;5.2643837928771973e+00;2.5968639850616455e+00;5.1476478576660156e+00;2.8446719646453857e+00;0.0000000000000000e+00;6.2978977583685368e-07;1.9904369979542411e-16;1.1823563262231124e-07;1.5340333173968200e-08;2.8926073666843747e-04;1.0572328663849479e-06;5.3741798944764513e-15;4.2858057654662300e-06
463000000;4.9694719314575195e+00;2.6091520786285400e+00;4.9909758567810059e+00;2.6122241020202637e+00;4.4963841438293457e+00;5.3166079521179199e+00;2.6081280708312988e+00;5.1804161071777344e+00;2.8538880348205566e+00;0.0000000000000000e+00;3.8585596327425790e-07;9.7917548470316238e-16;3.5395406287171993e-08;8.4121633362137425e-09;9.0143677230374454e-04;5.6108624176780082e-07;9.6285589329144306e-15;3.1019252799241737e-06
465000000;4.9920001029968262e+00;2.6214399337768555e+00;5.0104317665100098e+00;2.6224639415740967e+00;4.4881920814514160e+00;5.3483519554138184e+00;2.6204159259796143e+00;5.1957759857177734e+00;2.8774399757385254e+00;0.0000000000000000e+00;8.8031864954988183e-08;2.8055111716913074e-15;8.8031864954988183e-08;1.1060065398439494e-08;1.2091506126239938e-03;4.0512604208595676e-07;1.0040776825000469e-14;2.3869646491545104e-06
467000000;5.0124797821044922e+00;2.6296319961547852e+00;5.0247678756713867e+00;2.6357760429382324e+00;4.5025281906127930e+00;5.3749761581420898e+00;2.6306560039520264e+00;5.2193279266357422e+00;2.8774399757385254e+00;0.0000000000000000e+00;3.6059875890987938e-07;1.3067212861142375e-15;4.8802915085006658e-08;9.6588056321569804e-09;1.2954629281772612e-03;1.7636800561218067e-06;2.3230600642030891e-15;2.4652207047277701e-06
469000000;5.0350079536437988e+00;2.6398720741271973e+00;5.0483198165893555e+00;2.6480638980865479e+00;4.5414400100708008e+00;5.3759999275207520e+00;2.6429440975189209e+00;5.2469758987426758e+00;2.8979198932647705e+00;0.0000000000000000e+00;6.7056686865836437e-07;1.4901885284415486e-15;3.0535769205282655e-08;9.4661745105349520e-09;1.1828269399075215e-03;4.3055520636345875e-07;7.4509426422077431e-16;2.7506679418808802e-06
471000000;5.0606079101562500e+00;2.6542079448699951e+00;5.0708479881286621e+00;2.6593279838562012e+00;4.5772800445556641e+00;5.4128642082214355e+00;2.6562559604644775e+00;5.2664318084716797e+00;2.9020159244537354e+00;0.0000000000000000e+00;2.5671686805537419e-06;3.1325023062278587e-15;4.4544625573761135e-08;1.8520975800738381e-08;1.1754141775265979e-03;1.5581190585617496e-06;6.1083794971443245e-15;3.3239558970477361e-06
473000000;5.0790400505065918e+00;2.6644480228424072e+00;5.0964479446411133e+00;2.6705920696258545e+00;4.5690879821777344e+00;5.4292478561401367e+00;2.6664960384368896e+00;5.2889599800109863e+00;2.9204480648040771e+00;0.0000000000000000e+00;1.8543556376862058e-06;4.2975672087790220e-16;6.8343384612534055e-08;8.5645762794155408e-09;7.7239521581412920e-04;1.7774476767942563e-06;7.3058642549243372e-15;3.0677538593985685e-06
475000000;5.1005439758300781e+00;2.6746881008148193e+00;5.1148800849914551e+00;2.6808319091796875e+00;4.5987839698791504e+00;5.4814720153808594e+00;2.6757121086120605e+00;5.3094401359558105e+00;2.9347839355468750e+00;0.0000000000000000e+00;2.3923204807290638e-06;1.2974251022149696e-16;4.5603811843390076e-08;6.6374229974482274e-09;2.8498257347977038e-04;3.0888702786069082e-06;8.3035206541758056e-15;2.4138731246280599e-06
477000000;5.1210241317749023e+00;2.6869759559631348e+00;5.1435518264770508e+00;2.6951680183410645e+00;4.6049280166625977e+00;5.4599680900573730e+00;2.6879999637603760e+00;5.3278717994689941e+00;2.9440000057220459e+00;0.0000000000000000e+00;2.4202955911782612e-06;1.3737305491747366e-15;3.8090984747410684e-08;2.3368679650731119e-08;1.1004996328379784e-03;2.3383493719807390e-06;3.0527345537216365e-15;3.1520473142532620e-06
479000000;5.1466240882873535e+00;2.7002880573272705e+00;5.1548161506652832e+00;2.7043840885162354e+00;4.6499838829040527e+00;5.4824957847595215e+00;2.6972160339355469e+00;5.3514242172241211e+00;2.9532160758972168e+00;0.0000000000000000e+00;1.8311177394031004e-07;4.6454608866703863e-15;9.4039887408629381e-08;1.7299970755971466e-08;3.4265457948649862e-04;5.2946331831313537e-07;1.1613652216675966e-15;3.3896996890808145e-06
481000000;5.1640319824218750e+00;2.7084798812866211e+00;5.1742720603942871e+00;2.7166719436645508e+00;4.6745600700378418e+00;5.4968318939208984e+00;2.7115519046783447e+00;5.3811202049255371e+00;2.9716479778289795e+00;0.0000000000000000e+00;5.5365321588739638e-06;6.9601127717899486e-16;1.1834312632407296e-07;2.1782452103941446e-08;5.5412502808261559e-04;4.2286934268791621e-06;1.8966307303127612e-14;2.6406035380283325e-06
483000000;5.1875839233398438e+00;2.7197439670562744e+00;5.1988477706909180e+00;2.7258880138397217e+00;4.6950402259826660e+00;5.5050239562988281e+00;2.7217919826507568e+00;5.4015998840332031e+00;2.9788160324096680e+00;0.0000000000000000e+00;6.0310853758525121e-06;2.5193493564064407e-15;1.1361180938765447e-07;1.3191195608021046e-08;1.3955647965096809e-03;5.6084086925335936e-06;1.3384043455909216e-14;2.2269952259822465e-06
485000000;5.2101120948791504e+00;2.7330560684204102e+00;5.2203521728515625e+00;2.7392001152038574e+00;4.7360000610351562e+00;5.5459837913513184e+00;2.7361280918121338e+00;5.4179840087890625e+00;2.9951999187469482e+00;0.0000000000000000e+00;1.5865712621972591e-06;6.8522615439644666e-15;3.6419872083945885e-08;1.7679832392094284e-08;1.7513842322133412e-04;2.8496045048380345e-06;1.1689152045586443e-14;3.4988009585505165e-06
487000000;5.2244482040405273e+00;2.7463679313659668e+00;5.2377600669860840e+00;2.7514879703521729e+00;4.7718400955200195e+00;5.5592961311340332e+00;2.7473919391632080e+00;5.4476799964904785e+00;3.0064640045166016e+00;0.0000000000000000e+00;3.4314688519555204e-06;1.7362950555759319e-15;5.2365978248508316e-08;5.8944161257505072e-09;1.5529367064619948e-03;4.7131975281892140e-06;8.4644383959326681e-15;3.4314688519555204e-06
489000000;5.2480001449584961e+00;2.7514879703521729e+00;5.2715520858764648e+00;2.7627520561218262e+00;4.7380480766296387e+00;5.5971841812133789e+00;2.7586560249328613e+00;5.4640641212463379e+00;3.0238718986511230e+00;0.0000000000000000e+00;5.2879209723630308e-07;4.3874960761384292e-15;7.0774510054358160e-08;1.1014344799560583e-08;8.7467738592357730e-04;6.5965426500257309e-07;1.1456239754361454e-14;4.8472436335232124e-06
491000000;5.2746238708496094e+00;2.7627520561218262e+00;5.2879362106323242e+00;2.7729918956756592e+00;4.7779841423034668e+00;5.6637439727783203e+00;2.7709441184997559e+00;5.4906878471374512e+00;3.0330879688262939e+00;0.0000000000000000e+00;3.2114007596779183e-06;7.0828248691038028e-15;1.5080155598530168e-07;1.1502947240821938e-08;1.4193519783968405e-04;3.3041461900928461e-06;1.2610883303526282e-14;5.9010182417108245e-06
493000000;5.2920317649841309e+00;2.7832319736480713e+00;5.3053441047668457e+00;2.7883520126342773e+00;4.8035840988159180e+00;5.6391677856445312e+00;2.7811839580535889e+00;5.5091199874877930e+00;3.0392320156097412e+00;0.0000000000000000e+00;2.1223278754447541e-06;2.9170709399115913e-15;7.9601089515580449e-08;5.5125265648017948e-09;4.2133493484767295e-04;1.5095098396660020e-06;2.0165838236780131e-14;4.7778726971526802e-06
495000000;5.3114881515502930e+00;2.7883520126342773e+00;5.3340158462524414e+00;2.7965440750122070e+00;4.8189439773559570e+00;5.7047038078308105e+00;2.7944960594177246e+00;5.5408639907836914e+00;3.0576639175415039e+00;0.0000000000000000e+00;3.3001444512021850e-06;0.0000000000000000e+00;4.6965915088535293e-08;9.1233700168724601e-09;1.6407028230333454e-04;4.7584658639427864e-06;1.2954829918352070e-14;3.5245015916238159e-06
497000000;5.3381118774414062e+00;2.8016641139984131e+00;5.3473281860351562e+00;2.8078079223632812e+00;4.8373761177062988e+00;5.6913919448852539e+00;2.8057599067687988e+00;5.5592961311340332e+00;3.0689280033111572e+00;0.0000000000000000e+00;3.0099982388332099e-06;9.8934510030421345e-15;7.1718289182269642e-08;1.3039786288430558e-08;1.5305787139454941e-04;2.2189228677733412e-06;2.1681392623688083e-14;3.5750520753045445e-06
499000000;5.3596158027648926e+00;2.8098559379577637e+00;5.3739519119262695e+00;2.8231680393218994e+00;4.8906240463256836e+00;5.6647682189941406e+00;2.8170239925384521e+00;5.5797758102416992e+00;3.0822401046752930e+00;0.0000000000000000e+00;3.2650821105878362e-06;4.3647902391201996e-15;9.8421412797079461e-08;1.2411711625597013e-08;7.4172351365166559e-04;8.5841998026686108e-07;2.1234114676800972e-14;3.5817481803669116e-06
501000000;5.3800959587097168e+00;2.8211200237274170e+00;5.3923840522766113e+00;2.8313601016998291e+00;4.8721919059753418e+00;5.7354240417480469e+00;2.8262400627136230e+00;5.6084480285644531e+00;3.0924799442291260e+00;0.0000000000000000e+00;5.8926850194003081e-06;3.3202507853065136e-15;9.9410301077579557e-08;1.1998828120934461e-08;9.3759409378641530e-04;7.9723220977725693e-06;2.3103411714424491e-14;4.6300482218171497e-06
503000000;5.4015998840332031e+00;2.8364799022674561e+00;5.4200320243835449e+00;2.8456959724426270e+00;4.9408001899719238e+00;5.7538561820983887e+00;2.8385279178619385e+00;5.6227841377258301e+00;3.1098880767822266e+00;0.0000000000000000e+00;6.8164527794470663e-06;4.9896383661819281e-15;8.5130045605435222e-08;1.7900404402344840e-08;6.7387138693861986e-04;6.4043309794159453e-06;1.5096854543832499e-14;4.0689741125729310e-06
505000000;5.4241280555725098e+00;2.8508160114288330e+00;5.4425601959228516e+00;2.8569600582122803e+00;4.9141759872436523e+00;5.7722878456115723e+00;2.8497920036315918e+00;5.6514558792114258e+00;3.1191039085388184e+00;0.0000000000000000e+00;8.4059632641184298e-06;3.7900071816880534e-15;1.6524758503479911e-07;1.2792568525649728e-08;1.1767174893493102e-04;7.7955398804826055e-06;2.8046053144491599e-14;6.1677441907870739e-06
507000000;5.4446082115173340e+00;2.8600320816040039e+00;5.4609918594360352e+00;2.8671998977661133e+00;4.9315838813781738e+00;5.8490881919860840e+00;2.8610560894012451e+00;5.6616959571838379e+00;3.1283199787139893e+00;0.0000000000000000e+00;6.7999160883037009e-06;6.0037859479321207e-15;6.8994892725576266e-08;2.5806814254397324e-08;2.8087165096740734e-04;2.0598307393050216e-06;1.8894267542021674e-14;5.1882870696441503e-06
509000000;5.4691839218139648e+00;2.8702719211578369e+00;5.4814720153808594e+00;2.8794879913330078e+00;4.9500160217285156e+00;5.8193922042846680e+00;2.8692479133605957e+00;5.6934399604797363e+00;3.1477758884429932e+00;0.0000000000000000e+00;3.1058005704398279e-06;1.2662888894144679e-15;4.6549051320471509e-08;4.4384739981844315e-09;8.8598067425273673e-04;3.1737839375313693e-06;2.3806231120991997e-14;3.1058005704398279e-06
511000000;5.4896640777587891e+00;2.8784639835357666e+00;5.5060482025146484e+00;2.8876800537109375e+00;5.0329599380493164e+00;5.8316798210144043e+00;2.8825600147247314e+00;5.7231359481811523e+00;3.1549439430236816e+00;0.0000000000000000e+00;2.6202126997729001e-06;1.8331527685585564e-15;8.9499103137981855e-08;1.5947296721806407e-08;2.7589887812988115e-04;2.4796174999598493e-06;2.0950317354954930e-14;4.8697358967817165e-06
513000000;5.5101442337036133e+00;2.8907520771026611e+00;5.5265278816223145e+00;2.8999679088592529e+00;4.9817600250244141e+00;5.8634238243103027e+00;2.8948481082916260e+00;5.7343997955322266e+00;3.1641600131988525e+00;0.0000000000000000e+00;5.5097244407840328e-06;7.5361740688164732e-15;1.5478711610075972e-07;2.3710794722016043e-08;1.8234165476254725e-04;8.0086951923028943e-06;1.9727043886019593e-14;6.6997105129358719e-06
515000000;5.5316481590270996e+00;2.9030399322509766e+00;5.5521278381347656e+00;2.9102079868316650e+00;5.0042881965637207e+00;5.9340801239013672e+00;2.9081599712371826e+00;5.7661437988281250e+00;3.1815679073333740e+00;0.0000000000000000e+00;3.5350297286520293e-07;3.0946673555093532e-15;7.9915345088432191e-08;1.0380137818575128e-08;7.5205757123718520e-05;1.2925759950980790e-06;2.0989917715628656e-14;3.1138435707638781e-06
517000000;5.5511040687561035e+00;2.9173760414123535e+00;5.5736317634582520e+00;2.9235200881958008e+00;5.0227198600769043e+00;5.9412479400634766e+00;2.9163520336151123e+00;5.7794561386108398e+00;3.1897599697113037e+00;0.0000000000000000e+00;1.7675885005406760e-06;3.1705432694549049e-16;1.0480120172781233e-07;2.2861732517766409e-08;2.0109198316930427e-04;6.1081282648903528e-06;1.1255428606564913e-14;3.5091461149432455e-06
519000000;5.5736317634582520e+00;2.9286398887634277e+00;5.5859198570251465e+00;2.9358079433441162e+00;5.1077117919921875e+00;5.9187197685241699e+00;2.9296638965606689e+00;5.8009600639343262e+00;3.2092161178588867e+00;0.0000000000000000e+00;1.1066389803375959e-05;1.5747304036715128e-14;1.3723560472487731e-07;1.7415666245839744e-08;8.9351745755034487e-06;1.6083964372648112e-05;2.8037882797078159e-14;7.5604966113192971e-06
521000000;5.5971841812133789e+00;2.9429759979248047e+00;5.6084480285644531e+00;2.9460480213165283e+00;5.0810880661010742e+00;5.9504637718200684e+00;2.9399039745330811e+00;5.8286080360412598e+00;3.2215039730072021e+00;0.0000000000000000e+00;9.3007276724902281e-07;5.3467085392711067e-15;1.2010733873024557e-07;2.4136736340024046e-09;2.5090311664657951e-04;7.8612614667121948e-06;2.3603762088001716e-14;7.2613320593892707e-06
523000000;5.6166400909423828e+00;2.9491200447082520e+00;5.6350722312927246e+00;2.9552640914916992e+00;5.0841598510742188e+00;6.0405759811401367e+00;2.9511680603027344e+00;5.8439679145812988e+00;3.2256000041961670e+00;0.0000000000000000e+00;7.5813258224131829e-05;3.1532990725578866e-14;1.4986503342688533e-06;3.3628128496145680e-08;8.4783992853599711e-03;5.2372902931768511e-05;2.5533637105481551e-13;4.1260438200574047e-05
525000000;5.6391677856445312e+00;2.9573121070861816e+00;5.6565761566162109e+00;2.9685759544372559e+00;5.1343359947204590e+00;5.9893760681152344e+00;2.9593598842620850e+00;5.8716158866882324e+00;3.2430078983306885e+00;0.0000000000000000e+00;1.1635454704785332e-05;2.0186112356657741e-14;7.0704809908451478e-07;3.5406443109152032e-08;6.2668732556978380e-03;4.2599273420937648e-05;1.7573791934031444e-13;2.4567402521531298e-05
527000000;5.6627202033996582e+00;2.9716479778289795e+00;5.6811518669128418e+00;2.9808640480041504e+00;5.1189761161804199e+00;6.1245441436767578e+00;2.9767680168151855e+00;5.8972158432006836e+00;3.2593920230865479e+00;0.0000000000000000e+00;8.4987006947608821e-05;1.2339835800589769e-13;1.3558574649759423e-06;5.4245211998690370e-08;1.0625791494680238e-02;6.6292985298549708e-05;9.0410678142934939e-14;4.9566755402023133e-05
529000000;5.6821761131286621e+00;2.9859840869903564e+00;5.6975359916687012e+00;2.9921278953552246e+00;5.1394557952880859e+00;6.0334081649780273e+00;2.9859840869903564e+00;5.9166722297668457e+00;3.2696321010589600e+00;0.0000000000000000e+00;8.5148030023916190e-07;6.5802987391705099e-15;1.3295060830744902e-07;1.3195659652163548e-08;1.3088749069875949e-03;1.5436186728665476e-06;2.2417627908021565e-14;4.0249864396042268e-06
531000000;5.7057280540466309e+00;2.9992959499359131e+00;5.7190399169921875e+00;3.0054399967193604e+00;5.1681280136108398e+00;6.1194238662719727e+00;2.9972479343414307e+00;5.9310078620910645e+00;3.2819199562072754e+00;0.0000000000000000e+00;1.0725250510628190e-04;1.0439749092702037e-14;1.6548688543232194e-06;4.0443453932697309e-08;9.4536180608161824e-03;1.0270368385235137e-04;1.7823223813337679e-13;5.9652339841937446e-05
533000000;5.7241601943969727e+00;3.0085120201110840e+00;5.7466878890991211e+00;3.0156800746917725e+00;5.1763200759887695e+00;6.0887041091918945e+00;3.0105600357055664e+00;5.9607038497924805e+00;3.2962560653686523e+00;0.0000000000000000e+00;3.9472306818229771e-06;4.5008661169918112e-14;6.1198459557191415e-07;1.4907505069883422e-08;2.8231081824488143e-03;9.0763478688922300e-06;1.1931541310138670e-13;1.7367100739998139e-05
535000000;5.7436161041259766e+00;3.0208001136779785e+00;5.7681918144226074e+00;3.0289919376373291e+00;5.2244482040405273e+00;6.1573119163513184e+00;3.0187520980834961e+00;5.9852800369262695e+00;3.3095679283142090e+00;0.0000000000000000e+00;8.8778595590334727e-06;1.1723689353262451e-14;2.0363883102596996e-07;2.1150733084412259e-08;2.8982251323084245e-04;2.2240884613661579e-06;2.1772565941773123e-14;8.2061473133555777e-06
