Random iter;Vector Size;Result DOT fp64;Result DOT fp32;Result DOT Acc<fp64, fp64>;Result DOT Acc<fp64, fp32>;Result DOT Acc<fp32, fp32>;Result CUBLAS DOT fp64;Result CUBLAS DOT fp32
0;49000000;2.7552792918932732e+03;2.7552795410156250e+03;2.7552792918932741e+03;2.7552793771948736e+03;2.7552802734375000e+03;2.7552792918932764e+03;2.7552795410156250e+03
0;51000000;2.2820843692562034e+03;2.2820849609375000e+03;2.2820843692562066e+03;2.2820844673403681e+03;2.2820856933593750e+03;2.2820843692562039e+03;2.2820842285156250e+03
0;53000000;1.1503555707266071e+03;1.1503552246093750e+03;1.1503555707266069e+03;1.1503556738511365e+03;1.1503562011718750e+03;1.1503555707266075e+03;1.1503562011718750e+03
0;55000000;1.6490378787823443e+02;1.6490347290039062e+02;1.6490378787823332e+02;1.6490387138564896e+02;1.6490411376953125e+02;1.6490378787823306e+02;1.6490383911132812e+02
0;57000000;8.8298557893262534e+02;8.8298577880859375e+02;8.8298557893262739e+02;8.8298568724141649e+02;8.8298712158203125e+02;8.8298557893262830e+02;8.8298535156250000e+02
0;59000000;3.0903211383471643e+02;3.0903012084960938e+02;3.0903211383471557e+02;3.0903220687577294e+02;3.0903240966796875e+02;3.0903211383471728e+02;3.0903143310546875e+02
0;61000000;-1.8138739227812101e+02;-1.8138758850097656e+02;-1.8138739227812309e+02;-1.8138729482873939e+02;-1.8138775634765625e+02;-1.8138739227812141e+02;-1.8138769531250000e+02
0;63000000;-9.0380189609643628e+02;-9.0380181884765625e+02;-9.0380189609643378e+02;-9.0380180639365199e+02;-9.0380004882812500e+02;-9.0380189609643651e+02;-9.0380120849609375e+02
0;65000000;-1.7357291532248119e+03;-1.7357296142578125e+03;-1.7357291532248098e+03;-1.7357290947320071e+03;-1.7357303466796875e+03;-1.7357291532248132e+03;-1.7357291259765625e+03
0;67000000;-2.0499477601512058e+03;-2.0499472656250000e+03;-2.0499477601512062e+03;-2.0499477032184550e+03;-2.0499467773437500e+03;-2.0499477601512035e+03;-2.0499477539062500e+03
0;69000000;-1.6433519447450481e+03;-1.6433530273437500e+03;-1.6433519447450531e+03;-1.6433519125897380e+03;-1.6433531494140625e+03;-1.6433519447450515e+03;-1.6433518066406250e+03
0;71000000;-1.2803163860991554e+03;-1.2803171386718750e+03;-1.2803163860991567e+03;-1.2803163603638629e+03;-1.2803187255859375e+03;-1.2803163860991554e+03;-1.2803161621093750e+03
0;73000000;-9.0186217519454408e+02;-9.0186193847656250e+02;-9.0186217519454249e+02;-9.0186217485382372e+02;-9.0186370849609375e+02;-9.0186217519454328e+02;-9.0186260986328125e+02
0;75000000;-1.2218627850192543e+03;-1.2218615722656250e+03;-1.2218627850192513e+03;-1.2218627794820054e+03;-1.2218635253906250e+03;-1.2218627850192524e+03;-1.2218636474609375e+03
0;77000000;-1.2044567465760849e+03;-1.2044584960937500e+03;-1.2044567465760822e+03;-1.2044567203893939e+03;-1.2044577636718750e+03;-1.2044567465760845e+03;-1.2044577636718750e+03
0;79000000;-9.3391199253207719e+02;-9.3391186523437500e+02;-9.3391199253207481e+02;-9.3391197633833713e+02;-9.3391192626953125e+02;-9.3391199253207833e+02;-9.3391363525390625e+02
0;81000000;-1.7475392373841009e+03;-1.7475383300781250e+03;-1.7475392373840980e+03;-1.7475392321573599e+03;-1.7475407714843750e+03;-1.7475392373840982e+03;-1.7475405273437500e+03
0;83000000;-1.7251306119893914e+03;-1.7251300048828125e+03;-1.7251306119893916e+03;-1.7251306166217098e+03;-1.7251291503906250e+03;-1.7251306119893934e+03;-1.7251323242187500e+03
0;85000000;-2.4421584490302002e+03;-2.4421567382812500e+03;-2.4421584490302021e+03;-2.4421584339418860e+03;-2.4421582031250000e+03;-2.4421584490302084e+03;-2.4421601562500000e+03
0;87000000;-1.8871226985299343e+03;-1.8871241455078125e+03;-1.8871226985299404e+03;-1.8871226905024425e+03;-1.8871236572265625e+03;-1.8871226985299388e+03;-1.8871253662109375e+03
0;89000000;-1.0667407797314445e+03;-1.0667401123046875e+03;-1.0667407797314468e+03;-1.0667407754648070e+03;-1.0667408447265625e+03;-1.0667407797314477e+03;-1.0667430419921875e+03
0;91000000;-1.0606304425816161e+03;-1.0606295166015625e+03;-1.0606304425816172e+03;-1.0606304316598266e+03;-1.0606300048828125e+03;-1.0606304425816177e+03;-1.0606318359375000e+03
0;93000000;-5.9389517061470849e+02;-5.9389556884765625e+02;-5.9389517061471020e+02;-5.9389515555461446e+02;-5.9389642333984375e+02;-5.9389517061470860e+02;-5.9389697265625000e+02
0;95000000;-9.9044220344906307e+02;-9.9044311523437500e+02;-9.9044220344906671e+02;-9.9044219609016864e+02;-9.9044238281250000e+02;-9.9044220344906478e+02;-9.9044433593750000e+02
0;97000000;-1.3695784471306292e+03;-1.3695770263671875e+03;-1.3695784471306240e+03;-1.3695784384754413e+03;-1.3695772705078125e+03;-1.3695784471306260e+03;-1.3695798339843750e+03
0;99000000;-1.5492057646026474e+03;-1.5492058105468750e+03;-1.5492057646026456e+03;-1.5492057596239463e+03;-1.5492059326171875e+03;-1.5492057646026451e+03;-1.5492075195312500e+03
0;101000000;-1.0698443128259196e+03;-1.0698411865234375e+03;-1.0698443128259198e+03;-1.0698443012792613e+03;-1.0698432617187500e+03;-1.0698443128259223e+03;-1.0698459472656250e+03
0;103000000;-1.0691022317590882e+03;-1.0691009521484375e+03;-1.0691022317590923e+03;-1.0691022475795326e+03;-1.0691008300781250e+03;-1.0691022317590932e+03;-1.0691038818359375e+03
0;105000000;-1.4225834985534873e+03;-1.4225820312500000e+03;-1.4225834985534864e+03;-1.4225835157814149e+03;-1.4225809326171875e+03;-1.4225834985534855e+03;-1.4225842285156250e+03
0;107000000;-7.3181832987060670e+02;-7.3181634521484375e+02;-7.3181832987060523e+02;-7.3181833922046440e+02;-7.3181573486328125e+02;-7.3181832987060784e+02;-7.3181964111328125e+02
0;109000000;-1.2073317973855226e+03;-1.2073317871093750e+03;-1.2073317973855201e+03;-1.2073317956700944e+03;-1.2073295898437500e+03;-1.2073317973855214e+03;-1.2073330078125000e+03
0;111000000;-5.3480081520523174e+02;-5.3480267333984375e+02;-5.3480081520523447e+02;-5.3480080477087085e+02;-5.3480053710937500e+02;-5.3480081520523458e+02;-5.3480212402343750e+02
0;113000000;-6.7310385537145783e+02;-6.7310424804687500e+02;-6.7310385537145794e+02;-6.7310383471252385e+02;-6.7310284423828125e+02;-6.7310385537145919e+02;-6.7310473632812500e+02
0;115000000;-5.8821535707916200e+02;-5.8821490478515625e+02;-5.8821535707916360e+02;-5.8821533903756108e+02;-5.8821667480468750e+02;-5.8821535707916496e+02;-5.8821655273437500e+02
0;117000000;-2.8334188850368366e+02;-2.8334268188476562e+02;-2.8334188850368730e+02;-2.8334186358221473e+02;-2.8334213256835938e+02;-2.8334188850368446e+02;-2.8334240722656250e+02
0;119000000;3.9513656920468651e+02;3.9513446044921875e+02;3.9513656920468577e+02;3.9513660747841016e+02;3.9513693237304688e+02;3.9513656920468827e+02;3.9513659667968750e+02
0;121000000;7.7677436343213742e+02;7.7677490234375000e+02;7.7677436343213935e+02;7.7677441023364372e+02;7.7677362060546875e+02;7.7677436343213435e+02;7.7677380371093750e+02
0;123000000;1.1386516503247556e+03;1.1386520996093750e+03;1.1386516503247581e+03;1.1386516907820373e+03;1.1386510009765625e+03;1.1386516503247549e+03;1.1386513671875000e+03
0;125000000;1.1014542826407460e+03;1.1014549560546875e+03;1.1014542826407480e+03;1.1014543212135939e+03;1.1014554443359375e+03;1.1014542826407433e+03;1.1014527587890625e+03
0;127000000;1.6490847035483912e+03;1.6490837402343750e+03;1.6490847035483885e+03;1.6490847482482059e+03;1.6490826416015625e+03;1.6490847035483862e+03;1.6490836181640625e+03
0;129000000;1.3477988335353448e+03;1.3477990722656250e+03;1.3477988335353441e+03;1.3477989101833170e+03;1.3477983398437500e+03;1.3477988335353450e+03;1.3477973632812500e+03
0;131000000;9.9598303766142487e+02;9.9598120117187500e+02;9.9598303766142817e+02;9.9598312962691011e+02;9.9598059082031250e+02;9.9598303766142135e+02;9.9598132324218750e+02
0;133000000;8.4028688564529773e+02;8.4028747558593750e+02;8.4028688564530114e+02;8.4028696168794033e+02;8.4028533935546875e+02;8.4028688564529693e+02;8.4028674316406250e+02
0;135000000;2.2053616331361130e+02;2.2053475952148438e+02;2.2053616331360789e+02;2.2053625518618605e+02;2.2053556823730469e+02;2.2053616331360558e+02;2.2053515625000000e+02
0;137000000;3.6947041298236752e+02;3.6946945190429688e+02;3.6947041298236388e+02;3.6947049725891753e+02;3.6947143554687500e+02;3.6947041298236127e+02;3.6946954345703125e+02
0;139000000;1.0916711767930092e+03;1.0916733398437500e+03;1.0916711767930103e+03;1.0916712473040832e+03;1.0916711425781250e+03;1.0916711767930090e+03;1.0916707763671875e+03
0;141000000;-1.1581536314560304e+02;-1.1581460571289062e+02;-1.1581536314560213e+02;-1.1581529083896891e+02;-1.1581527709960938e+02;-1.1581536314560333e+02;-1.1581536865234375e+02
0;143000000;-8.7088630393360972e+02;-8.7088775634765625e+02;-8.7088630393360711e+02;-8.7088624637337352e+02;-8.7088818359375000e+02;-8.7088630393361052e+02;-8.7088604736328125e+02
0;145000000;-5.3298975925625757e+02;-5.3298919677734375e+02;-5.3298975925625643e+02;-5.3298969031103377e+02;-5.3298913574218750e+02;-5.3298975925626246e+02;-5.3298925781250000e+02
0;147000000;-9.4617171954430830e+02;-9.4617065429687500e+02;-9.4617171954431103e+02;-9.4617162953194850e+02;-9.4617199707031250e+02;-9.4617171954431046e+02;-9.4617163085937500e+02
0;149000000;-1.1326605194146316e+03;-1.1326591796875000e+03;-1.1326605194146373e+03;-1.1326604437809531e+03;-1.1326591796875000e+03;-1.1326605194146364e+03;-1.1326608886718750e+03
0;151000000;-3.2296486482861860e+02;-3.2296569824218750e+02;-3.2296486482862167e+02;-3.2296479060419966e+02;-3.2296484375000000e+02;-3.2296486482862019e+02;-3.2296582031250000e+02
0;153000000;9.9892168191700819e+01;9.9891128540039062e+01;9.9892168191701927e+01;9.9892250912481131e+01;9.9892150878906250e+01;9.9892168191701330e+01;9.9891113281250000e+01
0;155000000;-2.6968711435970329e+02;-2.6968453979492188e+02;-2.6968711435970476e+02;-2.6968704410272164e+02;-2.6968734741210938e+02;-2.6968711435970215e+02;-2.6968670654296875e+02
0;157000000;-1.1179464838841795e+03;-1.1179471435546875e+03;-1.1179464838841750e+03;-1.1179464254308875e+03;-1.1179481201171875e+03;-1.1179464838841757e+03;-1.1179458007812500e+03
0;159000000;-1.1560228022948711e+03;-1.1560203857421875e+03;-1.1560228022948663e+03;-1.1560227409241252e+03;-1.1560211181640625e+03;-1.1560228022948695e+03;-1.1560219726562500e+03
0;161000000;-6.3396037685480053e+02;-6.3396081542968750e+02;-6.3396037685480042e+02;-6.3396027984344323e+02;-6.3396179199218750e+02;-6.3396037685480155e+02;-6.3395898437500000e+02
0;163000000;-4.8977343134433255e+02;-4.8977285766601562e+02;-4.8977343134433625e+02;-4.8977334187346207e+02;-4.8977285766601562e+02;-4.8977343134433602e+02;-4.8977136230468750e+02
0;165000000;1.2217777972842555e+01;1.2217163085937500e+01;1.2217777972845575e+01;1.2217876356463240e+01;1.2218750000000000e+01;1.2217777972846079e+01;1.2220703125000000e+01
0;167000000;8.2344903068388771e+02;8.2345092773437500e+02;8.2344903068389169e+02;8.2344913612941741e+02;8.2344995117187500e+02;8.2344903068388703e+02;8.2345092773437500e+02
0;169000000;1.2767102829637413e+03;1.2767062988281250e+03;1.2767102829637386e+03;1.2767103946999357e+03;1.2767072753906250e+03;1.2767102829637438e+03;1.2767124023437500e+03
0;171000000;1.3104590174638672e+03;1.3104592285156250e+03;1.3104590174638697e+03;1.3104591197691816e+03;1.3104577636718750e+03;1.3104590174638715e+03;1.3104611816406250e+03
0;173000000;1.3738189110985043e+03;1.3738175048828125e+03;1.3738189110985040e+03;1.3738190020269863e+03;1.3738176269531250e+03;1.3738189110985054e+03;1.3738225097656250e+03
0;175000000;1.3271674108953584e+03;1.3271641845703125e+03;1.3271674108953600e+03;1.3271674986146477e+03;1.3271660156250000e+03;1.3271674108953621e+03;1.3271708984375000e+03
0;177000000;1.5748693757525455e+03;1.5748690185546875e+03;1.5748693757525452e+03;1.5748694768789446e+03;1.5748698730468750e+03;1.5748693757525452e+03;1.5748728027343750e+03
0;179000000;1.1136113850921029e+03;1.1136094970703125e+03;1.1136113850920995e+03;1.1136114786377518e+03;1.1136108398437500e+03;1.1136113850921026e+03;1.1136151123046875e+03
0;181000000;1.2911253215707652e+03;1.2911271972656250e+03;1.2911253215707670e+03;1.2911253935011757e+03;1.2911282958984375e+03;1.2911253215707670e+03;1.2911290283203125e+03
0;183000000;5.4016738728923019e+02;5.4016601562500000e+02;5.4016738728922996e+02;5.4016747748010482e+02;5.4016778564453125e+02;5.4016738728922792e+02;5.4017077636718750e+02
0;185000000;3.7506961384589846e+02;3.7506994628906250e+02;3.7506961384589954e+02;3.7506969556954800e+02;3.7507028198242188e+02;3.7506961384589840e+02;3.7507360839843750e+02
0;187000000;9.1199997993409056e+02;9.1199945068359375e+02;9.1199997993409033e+02;9.1200006677000579e+02;9.1199987792968750e+02;9.1199997993409420e+02;9.1200207519531250e+02
0;189000000;3.6927889444370976e-02;3.8314819335937500e-02;3.6927889439226647e-02;3.7040921457958120e-02;3.7033081054687500e-02;3.6927889447042617e-02;4.0161132812500000e-02
0;191000000;2.2952290687678149e+02;2.2952444458007812e+02;2.2952290687677896e+02;2.2952299908497025e+02;2.2952278137207031e+02;2.2952290687677919e+02;2.2952587890625000e+02
0;193000000;8.1865484427793007e+01;8.1864807128906250e+01;8.1865484427793234e+01;8.1865603574766837e+01;8.1867095947265625e+01;8.1865484427795536e+01;8.1868164062500000e+01
0;195000000;4.2676613438997094e+02;4.2676629638671875e+02;4.2676613438997083e+02;4.2676626078726184e+02;4.2676724243164062e+02;4.2676613438997583e+02;4.2676843261718750e+02
0;197000000;-1.0492113138911570e+02;-1.0491969299316406e+02;-1.0492113138911660e+02;-1.0492101567301518e+02;-1.0491973876953125e+02;-1.0492113138911714e+02;-1.0491845703125000e+02
0;199000000;-2.4464292105111349e+02;-2.4464147949218750e+02;-2.4464292105110786e+02;-2.4464280712405821e+02;-2.4464147949218750e+02;-2.4464292105110621e+02;-2.4464086914062500e+02
0;201000000;-6.5470847494363426e+01;-6.5471351623535156e+01;-6.5470847494365046e+01;-6.5470708300424747e+01;-6.5470062255859375e+01;-6.5470847494356349e+01;-6.5468750000000000e+01
0;203000000;9.5749895505313839e+02;9.5750085449218750e+02;9.5749895505313953e+02;9.5749907985319805e+02;9.5750103759765625e+02;9.5749895505314157e+02;9.5750122070312500e+02
0;205000000;2.4930971688134350e+03;2.4930976562500000e+03;2.4930971688134377e+03;2.4930972618172609e+03;2.4930961914062500e+03;2.4930971688134441e+03;2.4930988769531250e+03
0;207000000;2.9111696002687863e+03;2.9111694335937500e+03;2.9111696002687859e+03;2.9111696772039904e+03;2.9111694335937500e+03;2.9111696002687863e+03;2.9111716308593750e+03
0;209000000;3.6053790683748098e+03;3.6053813476562500e+03;3.6053790683748107e+03;3.6053791442696338e+03;3.6053823242187500e+03;3.6053790683748107e+03;3.6053803710937500e+03
0;211000000;3.3412817424405289e+03;3.3412846679687500e+03;3.3412817424405284e+03;3.3412818068789347e+03;3.3412846679687500e+03;3.3412817424405339e+03;3.3412832031250000e+03
0;213000000;4.1717625955489402e+03;4.1717680664062500e+03;4.1717625955489393e+03;4.1717626847249567e+03;4.1717690429687500e+03;4.1717625955489402e+03;4.1717641601562500e+03
0;215000000;3.8920727703637831e+03;3.8920778808593750e+03;3.8920727703637795e+03;3.8920728472146866e+03;3.8920771484375000e+03;3.8920727703637795e+03;3.8920739746093750e+03
0;217000000;4.1076442613591580e+03;4.1076469726562500e+03;4.1076442613591571e+03;4.1076443651463660e+03;4.1076474609375000e+03;4.1076442613591535e+03;4.1076455078125000e+03
0;219000000;3.5330468218368314e+03;3.5330468750000000e+03;3.5330468218368346e+03;3.5330469122280761e+03;3.5330517578125000e+03;3.5330468218368269e+03;3.5330483398437500e+03
0;221000000;3.6219538383877689e+03;3.6219562988281250e+03;3.6219538383877721e+03;3.6219539185981353e+03;3.6219536132812500e+03;3.6219538383877666e+03;3.6219553222656250e+03
0;223000000;4.0736072532323765e+03;4.0736110839843750e+03;4.0736072532323788e+03;4.0736073184132470e+03;4.0736118164062500e+03;4.0736072532323788e+03;4.0736086425781250e+03
0;225000000;4.5566401465408380e+03;4.5566342773437500e+03;4.5566401465408344e+03;4.5566401968306418e+03;4.5566381835937500e+03;4.5566401465408453e+03;4.5566416015625000e+03
0;227000000;4.5221243732351695e+03;4.5221206054687500e+03;4.5221243732351722e+03;4.5221243969342513e+03;4.5221240234375000e+03;4.5221243732351659e+03;4.5221254882812500e+03
0;229000000;5.3739337250236840e+03;5.3739355468750000e+03;5.3739337250236831e+03;5.3739337444083876e+03;5.3739277343750000e+03;5.3739337250236822e+03;5.3739365234375000e+03
0;231000000;5.3467541087307764e+03;5.3467495117187500e+03;5.3467541087307836e+03;5.3467541281249714e+03;5.3467475585937500e+03;5.3467541087307745e+03;5.3467568359375000e+03
0;233000000;5.5122721274169489e+03;5.5122626953125000e+03;5.5122721274169489e+03;5.5122721662298445e+03;5.5122626953125000e+03;5.5122721274169426e+03;5.5122744140625000e+03
0;235000000;6.1383677565361841e+03;6.1383666992187500e+03;6.1383677565361813e+03;6.1383677840594337e+03;6.1383676757812500e+03;6.1383677565361841e+03;6.1383725585937500e+03
0;237000000;5.9562904663176014e+03;5.9562993164062500e+03;5.9562904663176014e+03;5.9562905077997966e+03;5.9563002929687500e+03;5.9562904663176068e+03;5.9562929687500000e+03
0;239000000;5.4212769610494952e+03;5.4212817382812500e+03;5.4212769610494988e+03;5.4212769954142659e+03;5.4212802734375000e+03;5.4212769610495097e+03;5.4212807617187500e+03
0;241000000;5.3989791622542380e+03;5.3989794921875000e+03;5.3989791622542407e+03;5.3989791996441891e+03;5.3989799804687500e+03;5.3989791622542580e+03;5.3989843750000000e+03
0;243000000;5.4128971505581858e+03;5.4128906250000000e+03;5.4128971505581749e+03;5.4128972019178609e+03;5.4128950195312500e+03;5.4128971505581931e+03;5.4129023437500000e+03
0;245000000;6.4911912049417697e+03;6.4911875000000000e+03;6.4911912049417724e+03;6.4911912599911648e+03;6.4911860351562500e+03;6.4911912049417933e+03;6.4911972656250000e+03
0;247000000;6.0379397795813820e+03;6.0379384765625000e+03;6.0379397795813757e+03;6.0379398257283065e+03;6.0379409179687500e+03;6.0379397795813893e+03;6.0379462890625000e+03
0;249000000;5.5013204572135892e+03;5.5013227539062500e+03;5.5013204572135819e+03;5.5013204957683365e+03;5.5013247070312500e+03;5.5013204572135928e+03;5.5013281250000000e+03
0;251000000;5.5265419250086588e+03;5.5265439453125000e+03;5.5265419250086616e+03;5.5265419868902663e+03;5.5265444335937500e+03;5.5265419250086670e+03;5.5265488281250000e+03
0;253000000;6.5803460287678345e+03;6.5803481445312500e+03;6.5803460287678317e+03;6.5803460805253198e+03;6.5803520507812500e+03;6.5803460287678154e+03;6.5803520507812500e+03
0;255000000;5.7786488513556114e+03;5.7786420898437500e+03;5.7786488513556105e+03;5.7786489022495498e+03;5.7786396484375000e+03;5.7786488513556233e+03;5.7786562500000000e+03
0;257000000;6.5578368573383077e+03;6.5578403320312500e+03;6.5578368573383086e+03;6.5578369013533329e+03;6.5578403320312500e+03;6.5578368573383241e+03;6.5578447265625000e+03
0;259000000;6.8737963309745173e+03;6.8738017578125000e+03;6.8737963309745292e+03;6.8737963848702011e+03;6.8737998046875000e+03;6.8737963309745337e+03;6.8738046875000000e+03
0;261000000;6.9083390198006346e+03;6.9083452148437500e+03;6.9083390198006355e+03;6.9083390663023365e+03;6.9083437500000000e+03;6.9083390198006309e+03;6.9083471679687500e+03
0;263000000;6.5969629923085859e+03;6.5969560546875000e+03;6.5969629923085849e+03;6.5969630504394918e+03;6.5969619140625000e+03;6.5969629923086086e+03;6.5969716796875000e+03
0;265000000;6.2287264739818756e+03;6.2287187500000000e+03;6.2287264739818729e+03;6.2287265399820535e+03;6.2287114257812500e+03;6.2287264739818629e+03;6.2287353515625000e+03
0;267000000;7.1062574607860442e+03;7.1062524414062500e+03;7.1062574607860415e+03;7.1062575299600676e+03;7.1062504882812500e+03;7.1062574607860370e+03;7.1062666015625000e+03
0;269000000;6.9314810175736447e+03;6.9314858398437500e+03;6.9314810175736466e+03;6.9314810853174658e+03;6.9314868164062500e+03;6.9314810175736493e+03;6.9314912109375000e+03
0;271000000;7.2425515393343067e+03;7.2425527343750000e+03;7.2425515393343076e+03;7.2425515881400606e+03;7.2425527343750000e+03;7.2425515393343012e+03;7.2425605468750000e+03
0;273000000;6.9524625116607331e+03;6.9524697265625000e+03;6.9524625116607358e+03;6.9524625792075149e+03;6.9524667968750000e+03;6.9524625116607294e+03;6.9524726562500000e+03
0;275000000;6.8747105542048566e+03;6.8747128906250000e+03;6.8747105542048621e+03;6.8747106029941242e+03;6.8747128906250000e+03;6.8747105542048466e+03;6.8747192382812500e+03
0;277000000;6.6781113111215918e+03;6.6781083984375000e+03;6.6781113111215882e+03;6.6781113753927139e+03;6.6781079101562500e+03;6.6781113111215936e+03;6.6781201171875000e+03
0;279000000;6.7127432349555829e+03;6.7127480468750000e+03;6.7127432349555902e+03;6.7127433260375146e+03;6.7127514648437500e+03;6.7127432349555993e+03;6.7127500000000000e+03
0;281000000;6.8293554528726072e+03;6.8293715820312500e+03;6.8293554528726117e+03;6.8293555425347113e+03;6.8293666992187500e+03;6.8293554528726308e+03;6.8293623046875000e+03
0;283000000;7.1927560311407224e+03;7.1927705078125000e+03;7.1927560311407105e+03;7.1927561126682513e+03;7.1927690429687500e+03;7.1927560311407160e+03;7.1927631835937500e+03
0;285000000;6.5346591571484414e+03;6.5346606445312500e+03;6.5346591571484387e+03;6.5346592660409106e+03;6.5346635742187500e+03;6.5346591571484569e+03;6.5346665039062500e+03
0;287000000;6.6959636847004758e+03;6.6959609375000000e+03;6.6959636847004795e+03;6.6959637698267297e+03;6.6959560546875000e+03;6.6959636847004867e+03;6.6959707031250000e+03
0;289000000;6.6598435873895851e+03;6.6598452148437500e+03;6.6598435873895987e+03;6.6598436948552717e+03;6.6598437500000000e+03;6.6598435873895887e+03;6.6598500976562500e+03
0;291000000;5.7746686722485001e+03;5.7746567382812500e+03;5.7746686722485028e+03;5.7746687934151023e+03;5.7746577148437500e+03;5.7746686722484974e+03;5.7746762695312500e+03
0;293000000;5.6178279276310968e+03;5.6178330078125000e+03;5.6178279276311014e+03;5.6178280675346996e+03;5.6178339843750000e+03;5.6178279276310877e+03;5.6178359375000000e+03
0;295000000;5.2416936990835638e+03;5.2416987304687500e+03;5.2416936990835611e+03;5.2416938390666755e+03;5.2416943359375000e+03;5.2416936990835566e+03;5.2417006835937500e+03
0;297000000;4.8208550607295565e+03;4.8208491210937500e+03;4.8208550607295574e+03;4.8208552130684920e+03;4.8208515625000000e+03;4.8208550607295565e+03;4.8208623046875000e+03
