Num rows;GEMV fp64;GEMV fp32;GEMV Acc<fp64, fp64>;GEMV Acc<fp64, fp32>;GEMV Acc<fp32, fp32>;CUBLAS GEMV fp64;CUBLAS GEMV fp32
+12100;+6.1145597696304321e-01;+3.1225600838661194e-01;+6.1017602682113647e-01;+3.1545600295066833e-01;+3.1171199679374695e-01;+6.0867202281951904e-01;+3.1446400284767151e-01
+12200;+6.3222402334213257e-01;+3.2028800249099731e-01;+6.3103997707366943e-01;+3.2396799325942993e-01;+3.2022398710250854e-01;+6.1984002590179443e-01;+3.2092800736427307e-01
+12300;+6.3372802734375000e-01;+3.2128000259399414e-01;+6.3164800405502319e-01;+3.2214400172233582e-01;+3.2025599479675293e-01;+6.2604802846908569e-01;+3.2332798838615417e-01
+12400;+6.3948798179626465e-01;+3.2464000582695007e-01;+6.3919997215270996e-01;+3.2652801275253296e-01;+3.2470399141311646e-01;+6.3724797964096069e-01;+3.3043199777603149e-01
+12500;+6.5372800827026367e-01;+3.3081600069999695e-01;+6.5318399667739868e-01;+3.3311998844146729e-01;+3.3145600557327271e-01;+6.4988797903060913e-01;+3.3548799157142639e-01
+12600;+6.6249597072601318e-01;+3.3654400706291199e-01;+6.6179198026657104e-01;+3.3894398808479309e-01;+3.3616000413894653e-01;+6.5920001268386841e-01;+3.4041601419448853e-01
+12700;+6.7919999361038208e-01;+3.4422400593757629e-01;+6.7830401659011841e-01;+3.4828799962997437e-01;+3.4457600116729736e-01;+6.7567998170852661e-01;+3.4479999542236328e-01
+12800;+6.8080002069473267e-01;+3.4380799531936646e-01;+6.7891198396682739e-01;+3.4585601091384888e-01;+3.4390398859977722e-01;+6.8540799617767334e-01;+3.4918400645256042e-01
+12900;+6.9049602746963501e-01;+3.5132798552513123e-01;+6.9040000438690186e-01;+3.5331198573112488e-01;+3.5199999809265137e-01;+6.9923198223114014e-01;+3.5459199547767639e-01
+13000;+7.0617598295211792e-01;+3.5836800932884216e-01;+7.0777601003646851e-01;+3.6124798655509949e-01;+3.5868799686431885e-01;+7.0636802911758423e-01;+3.6118400096893311e-01
+13100;+7.1574401855468750e-01;+3.6348798871040344e-01;+7.1689599752426147e-01;+3.6640000343322754e-01;+3.6384001374244690e-01;+7.1411198377609253e-01;+3.6777600646018982e-01
+13200;+7.3609602451324463e-01;+3.6905598640441895e-01;+7.3644798994064331e-01;+3.7430399656295776e-01;+3.6982399225234985e-01;+7.2441601753234863e-01;+3.6953601241111755e-01
+13300;+7.4950402975082397e-01;+3.7763199210166931e-01;+7.4892801046371460e-01;+3.7961599230766296e-01;+3.7843200564384460e-01;+7.3763197660446167e-01;+3.7696000933647156e-01
+13400;+7.4400001764297485e-01;+3.7910398840904236e-01;+7.4390399456024170e-01;+3.8070398569107056e-01;+3.7897598743438721e-01;+7.4300801753997803e-01;+3.8335999846458435e-01
+13500;+7.5279998779296875e-01;+3.8479998707771301e-01;+7.5097602605819702e-01;+3.8777598738670349e-01;+3.8495999574661255e-01;+7.5356799364089966e-01;+3.8707199692726135e-01
+13600;+7.6086401939392090e-01;+3.9110401272773743e-01;+7.6323199272155762e-01;+3.9324799180030823e-01;+3.9087998867034912e-01;+7.6604801416397095e-01;+3.9446398615837097e-01
+13700;+7.7644801139831543e-01;+3.9606401324272156e-01;+7.7532798051834106e-01;+4.0012800693511963e-01;+3.9555200934410095e-01;+7.7542400360107422e-01;+4.0073600411415100e-01
+13800;+7.9740798473358154e-01;+4.0508800745010376e-01;+7.9667198657989502e-01;+4.0499201416969299e-01;+4.0544000267982483e-01;+7.8918397426605225e-01;+4.0412798523902893e-01
+13900;+8.0403202772140503e-01;+4.0787199139595032e-01;+8.0409598350524902e-01;+4.0854400396347046e-01;+4.0793600678443909e-01;+7.9897600412368774e-01;+4.1020798683166504e-01
+14000;+8.1817597150802612e-01;+4.1382399201393127e-01;+8.1622397899627686e-01;+4.1561600565910339e-01;+4.1331198811531067e-01;+8.1350398063659668e-01;+4.1740798950195312e-01
+14100;+8.3075201511383057e-01;+4.1875201463699341e-01;+8.2979202270507812e-01;+4.2185598611831665e-01;+4.1932800412178040e-01;+8.2473599910736084e-01;+4.2239999771118164e-01
+14200;+8.3190399408340454e-01;+4.2486399412155151e-01;+8.3350402116775513e-01;+4.2934399843215942e-01;+4.2492800951004028e-01;+8.3484798669815063e-01;+4.2963200807571411e-01
+14300;+8.6825597286224365e-01;+4.4182398915290833e-01;+8.6870402097702026e-01;+4.4416001439094543e-01;+4.4128000736236572e-01;+8.4927999973297119e-01;+4.3580800294876099e-01
