Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;5.2703998982906342e-02;4.5887999236583710e-02;5.2671998739242554e-02;4.9056001007556915e-02;4.1792001575231552e-02;3.2095998525619507e-02;0.0000000000000000e+00;2.1006945988087299e-06;1.3265036864329020e-15;1.9770177072535179e-07;6.6325184321645101e-16;1.3885333549021356e-06
3000000;7.1776002645492554e-02;5.4687999188899994e-02;7.2031997144222260e-02;5.8816000819206238e-02;7.7600002288818359e-02;5.0655998289585114e-02;0.0000000000000000e+00;1.4941733759585962e-06;2.4314596162097600e-15;9.0630550223940458e-08;2.2104178329179634e-16;4.0456108461697301e-07
5000000;1.0668800026178360e-01;6.6880002617835999e-02;1.0681600123643875e-01;7.1872003376483917e-02;1.1350400000810623e-01;6.8319998681545258e-02;0.0000000000000000e+00;6.2823351988383570e-07;2.3988974798903749e-16;5.5421956972892287e-08;4.7977949597807498e-16;1.5715619027787893e-08
7000000;1.4271999895572662e-01;8.5440002381801605e-02;1.4284799993038177e-01;8.9472003281116486e-02;1.4915199577808380e-01;8.6655996739864349e-02;0.0000000000000000e+00;1.1472060923014744e-06;1.0920178119941380e-15;7.3388893495064862e-08;3.6400593733137932e-16;2.3522649440841616e-07
9000000;1.7974400520324707e-01;1.0454399883747101e-01;1.8073600530624390e-01;1.0915199667215347e-01;1.8739199638366699e-01;1.0681600123643875e-01;0.0000000000000000e+00;4.1979526075174174e-07;2.0213626528769068e-15;6.1228671744435204e-08;2.2459585031965632e-15;6.2520655218375801e-08
11000000;2.1520000696182251e-01;1.2227199971675873e-01;2.1555200219154358e-01;1.2688000500202179e-01;2.2368000447750092e-01;1.2534399330615997e-01;0.0000000000000000e+00;6.0984270023407658e-06;1.0529847727071724e-15;5.9784357336336221e-07;1.7449461947718855e-14;3.1910829696500738e-06
13000000;2.5183999538421631e-01;1.4003199338912964e-01;2.5084799528121948e-01;1.4316800236701965e-01;2.6060798764228821e-01;1.4265599846839905e-01;0.0000000000000000e+00;5.1871832453397248e-06;1.8304159822536236e-15;5.9003403961680493e-07;4.9682719518312643e-15;9.7562425506024397e-07
15000000;2.8649601340293884e-01;1.5638400614261627e-01;2.8700798749923706e-01;1.5913599729537964e-01;2.9542401432991028e-01;1.6172799468040466e-01;0.0000000000000000e+00;1.7661101326182301e-06;1.3433446375215322e-14;3.3779185164789238e-07;1.1976807611637758e-14;4.9307892492259578e-07
17000000;3.2192000746726990e-01;1.7443199455738068e-01;3.2284799218177795e-01;1.7772799730300903e-01;3.3164799213409424e-01;1.8028800189495087e-01;0.0000000000000000e+00;2.1110897376164116e-06;4.5359170800827005e-15;2.0774237616901208e-07;3.7470619357204914e-15;2.1823385672655712e-07
19000000;3.5817599296569824e-01;1.9238400459289551e-01;3.5785600543022156e-01;1.9443200528621674e-01;3.6585599184036255e-01;1.9776000082492828e-01;0.0000000000000000e+00;7.2221062095122378e-08;5.7807468827880154e-16;1.0253999310031469e-07;2.1196071903556057e-15;3.8257254719547826e-07
