Num rows;Error TRSV fp64;Error TRSV fp32;Error TRSV Acc<fp64, fp64>;Error TRSV Acc<fp64, fp32>;Error TRSV Acc<fp32, fp32>;Error CUBLAS TRSV fp64;Error CUBLAS TRSV fp32
+9300;+0.0000000000000000e+00;+3.3830786226448353e-05;+0.0000000000000000e+00;+4.6224453755832694e-06;+3.3830786226448353e-05;+9.1747718632351792e-14;+3.4318753626802354e-05
+9400;+0.0000000000000000e+00;+3.4332185070734870e-05;+0.0000000000000000e+00;+4.6074401020510034e-06;+3.4332185070734870e-05;+9.1001366528326992e-14;+3.3110058090937625e-05
+9500;+0.0000000000000000e+00;+3.4579640990106922e-05;+0.0000000000000000e+00;+4.6756382104176161e-06;+3.4579640990106922e-05;+9.3175439253550871e-14;+3.5964674577008053e-05
+9600;+0.0000000000000000e+00;+3.4508934674526519e-05;+0.0000000000000000e+00;+4.6433696789747153e-06;+3.4508934674526519e-05;+9.0500936164340087e-14;+3.8019163154826783e-05
+9700;+0.0000000000000000e+00;+3.5298817243894492e-05;+0.0000000000000000e+00;+4.7427957416930172e-06;+3.5298817243894492e-05;+9.4005991860139932e-14;+3.6785165123539151e-05
+9800;+0.0000000000000000e+00;+3.7131722886785026e-05;+0.0000000000000000e+00;+4.8317316767318458e-06;+3.7131722886785026e-05;+9.9377915740565659e-14;+3.6567990805777292e-05
+9900;+0.0000000000000000e+00;+3.6619113237812535e-05;+0.0000000000000000e+00;+4.8354651567215119e-06;+3.6619113237812535e-05;+9.2061722159485530e-14;+3.8783304473308346e-05
+10000;+0.0000000000000000e+00;+3.6773891436459807e-05;+0.0000000000000000e+00;+4.9272994986764294e-06;+3.6773891436459807e-05;+9.7956906756545321e-14;+3.8271414616398553e-05
+10100;+0.0000000000000000e+00;+3.9723026447973456e-05;+0.0000000000000000e+00;+5.0789212696056867e-06;+3.9723026447973456e-05;+9.9442517122848840e-14;+4.3036220240179249e-05
+10200;+0.0000000000000000e+00;+3.8702067504474548e-05;+0.0000000000000000e+00;+5.1410692624382831e-06;+3.8702067504474548e-05;+1.0718976810088044e-13;+3.9124731741832194e-05
+10300;+0.0000000000000000e+00;+3.8140138732953901e-05;+0.0000000000000000e+00;+5.2217174582574776e-06;+3.8140138732953901e-05;+1.0221895107441525e-13;+3.9963114905365662e-05
+10400;+0.0000000000000000e+00;+3.9592251726358016e-05;+0.0000000000000000e+00;+5.1821405081641481e-06;+3.9592251726358016e-05;+1.0189842733535305e-13;+3.9673603186955758e-05
+10500;+0.0000000000000000e+00;+3.8428125168424255e-05;+0.0000000000000000e+00;+5.2496882950474892e-06;+3.8428125168424255e-05;+1.1023014258728064e-13;+3.8686240458852478e-05
+10600;+0.0000000000000000e+00;+4.0273792423825517e-05;+0.0000000000000000e+00;+5.2538146493274389e-06;+4.0273792423825517e-05;+1.0287404553942005e-13;+4.2750254506738894e-05
+10700;+0.0000000000000000e+00;+4.1323489364707791e-05;+0.0000000000000000e+00;+5.3048260615332420e-06;+4.1323489364707791e-05;+1.1139746596623449e-13;+4.4677587665753719e-05
+10800;+0.0000000000000000e+00;+4.1540608331373602e-05;+0.0000000000000000e+00;+5.3191902827450230e-06;+4.1540608331373602e-05;+1.0449824435593202e-13;+4.2700419228790762e-05
+10900;+0.0000000000000000e+00;+4.1868937581026847e-05;+0.0000000000000000e+00;+5.4821917422406909e-06;+4.1868937581026847e-05;+1.1450911592561899e-13;+4.2992160969840604e-05
+11000;+0.0000000000000000e+00;+4.4664946570980918e-05;+0.0000000000000000e+00;+5.5677040574917508e-06;+4.4664946570980918e-05;+1.1035038563570571e-13;+4.5521209145742480e-05
+11100;+0.0000000000000000e+00;+4.4329493727939448e-05;+0.0000000000000000e+00;+5.6385886355699008e-06;+4.4329493727939448e-05;+1.1126845957225776e-13;+4.4361331625942423e-05
+11200;+0.0000000000000000e+00;+4.6060770174009965e-05;+0.0000000000000000e+00;+5.6724156029387376e-06;+4.6060770174009965e-05;+1.2151748553980801e-13;+4.5540672268109719e-05
+11300;+0.0000000000000000e+00;+4.6304276879384243e-05;+0.0000000000000000e+00;+5.5948598375372335e-06;+4.6304276879384243e-05;+1.1559962542074036e-13;+4.4530977087691899e-05
+11400;+0.0000000000000000e+00;+4.3793400863382384e-05;+0.0000000000000000e+00;+5.6086699410771964e-06;+4.3793400863382384e-05;+1.2530433309992134e-13;+4.5610075078475011e-05
+11500;+0.0000000000000000e+00;+4.5490314623078953e-05;+0.0000000000000000e+00;+5.5776557203743812e-06;+4.5490314623078953e-05;+1.1852010403003731e-13;+4.6521214863349176e-05
