Num rows;Error TRSV fp64;Error TRSV fp32;Error TRSV Acc<fp64, fp64>;Error TRSV Acc<fp64, fp32>;Error TRSV Acc<fp32, fp32>;Error CUBLAS TRSV fp64;Error CUBLAS TRSV fp32
3450;+0.0000000000000000e+00;+8.3260143793868528e-06;+0.0000000000000000e+00;+1.9031363291214639e-06;+8.3260143793868528e-06;+2.1189381300803149e-14;+9.4045289328595562e-06
3500;+0.0000000000000000e+00;+8.2886588626277039e-06;+0.0000000000000000e+00;+1.9368410015520162e-06;+8.2886588626277039e-06;+2.2855358923362970e-14;+9.5803819873638182e-06
3550;+0.0000000000000000e+00;+8.1342343990946999e-06;+0.0000000000000000e+00;+1.9845636483378699e-06;+8.1342343990946999e-06;+2.3084817325521334e-14;+9.8105481032938061e-06
3600;+0.0000000000000000e+00;+9.0635710246660651e-06;+0.0000000000000000e+00;+2.0099652219944461e-06;+9.0635710246660651e-06;+2.5243387449021051e-14;+8.8654213851158883e-06
3650;+0.0000000000000000e+00;+9.8148563917329272e-06;+0.0000000000000000e+00;+2.0659249153899734e-06;+9.8148563917329272e-06;+2.6704891191133830e-14;+9.7250589684301222e-06
3700;+0.0000000000000000e+00;+9.8388870287377283e-06;+0.0000000000000000e+00;+2.0243936456271230e-06;+9.8388870287377283e-06;+2.4902103116689908e-14;+1.0567118595313180e-05
3750;+0.0000000000000000e+00;+9.7552789700019390e-06;+0.0000000000000000e+00;+2.1218771375755347e-06;+9.7552789700019390e-06;+2.4447706018989850e-14;+9.6632602680620602e-06
3800;+0.0000000000000000e+00;+1.0488243545829900e-05;+0.0000000000000000e+00;+2.0661885289301503e-06;+1.0488243545829900e-05;+2.5262607044629126e-14;+1.1458426600927373e-05
3850;+0.0000000000000000e+00;+1.0182834973051981e-05;+0.0000000000000000e+00;+2.1238988499727306e-06;+1.0182834973051981e-05;+2.6164074965547122e-14;+1.1056578689421801e-05
3900;+0.0000000000000000e+00;+1.0446111572029477e-05;+0.0000000000000000e+00;+2.1649615623616315e-06;+1.0446111572029477e-05;+2.7225403232297747e-14;+1.0367744362443243e-05
3950;+0.0000000000000000e+00;+1.0007525173584661e-05;+0.0000000000000000e+00;+2.1554145338862669e-06;+1.0007525173584661e-05;+2.7944927522355550e-14;+1.1395861879930969e-05
4000;+0.0000000000000000e+00;+1.0717299395816222e-05;+0.0000000000000000e+00;+2.1915353081955264e-06;+1.0717299395816222e-05;+2.9872263617987606e-14;+1.1227729431257811e-05
4050;+0.0000000000000000e+00;+1.0182407419273369e-05;+0.0000000000000000e+00;+2.1641366625922030e-06;+1.0182407419273369e-05;+2.7659853229642907e-14;+1.1215786111226921e-05
4100;+0.0000000000000000e+00;+1.1585615702410070e-05;+0.0000000000000000e+00;+2.2476825949126503e-06;+1.1585615702410070e-05;+2.7678356623335942e-14;+1.1755393129760420e-05
4150;+0.0000000000000000e+00;+1.1899483562349863e-05;+0.0000000000000000e+00;+2.2996513849784391e-06;+1.1899483562349863e-05;+3.0801002625153481e-14;+1.2049930832748787e-05
4200;+0.0000000000000000e+00;+1.2132491754405957e-05;+0.0000000000000000e+00;+2.3060116466413930e-06;+1.2132491754405957e-05;+3.0515021654761972e-14;+1.2444427105352706e-05
4250;+0.0000000000000000e+00;+1.1509777214854005e-05;+0.0000000000000000e+00;+2.3248386598515696e-06;+1.1509777214854005e-05;+2.9784694401324524e-14;+1.2494679074787456e-05
4300;+0.0000000000000000e+00;+1.2458094520750418e-05;+0.0000000000000000e+00;+2.3099452167436532e-06;+1.2458094520750418e-05;+3.2721617077237994e-14;+1.2810810109825406e-05
4350;+0.0000000000000000e+00;+1.2265397832762387e-05;+0.0000000000000000e+00;+2.2688499319013216e-06;+1.2265397832762387e-05;+3.1339296122363865e-14;+1.2306752877366802e-05
4400;+0.0000000000000000e+00;+1.2487702806838763e-05;+0.0000000000000000e+00;+2.2693368701730846e-06;+1.2487702806838763e-05;+3.1965759729949469e-14;+1.2657149058971427e-05
4450;+0.0000000000000000e+00;+1.1561542025033201e-05;+0.0000000000000000e+00;+2.2557084185807162e-06;+1.1561542025033201e-05;+3.1281695208965806e-14;+1.3418529345636920e-05
4500;+0.0000000000000000e+00;+1.2970954229950047e-05;+0.0000000000000000e+00;+2.2831279333573278e-06;+1.2970954229950047e-05;+3.3306486532480051e-14;+1.3610636661511437e-05
4550;+0.0000000000000000e+00;+1.3041648855642616e-05;+0.0000000000000000e+00;+2.2716782362744222e-06;+1.3041648855642616e-05;+3.1434601958860850e-14;+1.1988255700729593e-05
4600;+0.0000000000000000e+00;+1.3049412098885808e-05;+0.0000000000000000e+00;+2.3151418755950924e-06;+1.3049412098885808e-05;+3.1290438808770904e-14;+1.3853237118594136e-05
4650;+0.0000000000000000e+00;+1.2841614509431479e-05;+0.0000000000000000e+00;+2.3338742512695188e-06;+1.2841614509431479e-05;+3.3636487619120174e-14;+1.3481867399850836e-05
4700;+0.0000000000000000e+00;+1.3155924377937920e-05;+0.0000000000000000e+00;+2.3880458611620722e-06;+1.3155924377937920e-05;+3.3422825372559234e-14;+1.4485519463987917e-05
4750;+0.0000000000000000e+00;+1.3743524937823241e-05;+0.0000000000000000e+00;+2.4315575554459671e-06;+1.3743524937823241e-05;+3.6189719398713723e-14;+1.4902393017555983e-05
4800;+0.0000000000000000e+00;+1.3967671426477190e-05;+0.0000000000000000e+00;+2.4698957796280456e-06;+1.3967671426477190e-05;+3.6302528210096713e-14;+1.4511381458383529e-05
4850;+0.0000000000000000e+00;+1.2515963676760972e-05;+0.0000000000000000e+00;+2.4465630272091107e-06;+1.2515963676760972e-05;+3.6380015706250882e-14;+1.4709886811225774e-05
4900;+0.0000000000000000e+00;+1.4789924510821365e-05;+0.0000000000000000e+00;+2.5105966761503216e-06;+1.4789924510821365e-05;+3.6599210094754697e-14;+1.4918161344476218e-05
4950;+0.0000000000000000e+00;+1.4602002708422903e-05;+0.0000000000000000e+00;+2.5091313911532921e-06;+1.4602002708422903e-05;+3.9320217633903836e-14;+1.4165285130045770e-05
5000;+0.0000000000000000e+00;+1.4489516789760780e-05;+0.0000000000000000e+00;+2.5435093195326972e-06;+1.4489516789760780e-05;+3.5770989038455487e-14;+1.6449012573073131e-05
5050;+0.0000000000000000e+00;+1.4726881549436047e-05;+0.0000000000000000e+00;+2.5933010643843859e-06;+1.4726881549436047e-05;+3.6752657106105638e-14;+1.6705735222575021e-05
5100;+0.0000000000000000e+00;+1.4618328603574030e-05;+0.0000000000000000e+00;+2.6475275868118700e-06;+1.4618328603574030e-05;+3.8741232630078130e-14;+1.5027578578291717e-05
5150;+0.0000000000000000e+00;+1.5171187217281104e-05;+0.0000000000000000e+00;+2.6474586284517963e-06;+1.5171187217281104e-05;+4.4252968531062307e-14;+1.5553490909304213e-05
5200;+0.0000000000000000e+00;+1.5390689051259420e-05;+0.0000000000000000e+00;+2.6951423848292116e-06;+1.5390689051259420e-05;+4.0669676485871359e-14;+1.5880641751871883e-05
5250;+0.0000000000000000e+00;+1.4794663959847917e-05;+0.0000000000000000e+00;+2.7490429864688625e-06;+1.4794663959847917e-05;+4.1996087576289702e-14;+1.6448575618040848e-05
5300;+0.0000000000000000e+00;+1.6185134450334246e-05;+0.0000000000000000e+00;+2.7666568986095705e-06;+1.6185134450334246e-05;+4.1902254147381351e-14;+1.6667352738043962e-05
5350;+0.0000000000000000e+00;+1.5677303118194694e-05;+0.0000000000000000e+00;+2.8230916133488862e-06;+1.5677303118194694e-05;+4.1736487310010278e-14;+1.5887296265671594e-05
5400;+0.0000000000000000e+00;+1.7478936181567362e-05;+0.0000000000000000e+00;+2.8049432465462973e-06;+1.7478936181567362e-05;+4.2120127957975345e-14;+1.5735743239553735e-05
5450;+0.0000000000000000e+00;+1.5033143863797341e-05;+0.0000000000000000e+00;+2.7884659024363899e-06;+1.5033143863797341e-05;+4.2945407547503689e-14;+1.6951222565238491e-05
5500;+0.0000000000000000e+00;+1.7350482876310756e-05;+0.0000000000000000e+00;+2.7975733686168793e-06;+1.7350482876310756e-05;+4.5048303136017705e-14;+1.7011589871100414e-05
5550;+0.0000000000000000e+00;+1.6321726096482139e-05;+0.0000000000000000e+00;+2.7821771933057856e-06;+1.6321726096482139e-05;+4.1680934920294448e-14;+1.8378062850577908e-05
5600;+0.0000000000000000e+00;+1.7576126461092777e-05;+0.0000000000000000e+00;+2.7939615378298182e-06;+1.7576126461092777e-05;+4.4494629643043767e-14;+1.6887233327162312e-05
5650;+0.0000000000000000e+00;+1.6953416164371270e-05;+0.0000000000000000e+00;+2.8453104216524624e-06;+1.6953416164371270e-05;+4.4403267903701443e-14;+1.6264305736834984e-05
5700;+0.0000000000000000e+00;+1.6779128295272646e-05;+0.0000000000000000e+00;+2.8213055028256736e-06;+1.6779128295272646e-05;+4.8013300765827941e-14;+1.8840354121033779e-05
5750;+0.0000000000000000e+00;+1.6877019173374712e-05;+0.0000000000000000e+00;+2.8297816989998444e-06;+1.6877019173374712e-05;+4.6030932424617316e-14;+1.8821877484632436e-05
5800;+0.0000000000000000e+00;+1.7592180427243584e-05;+0.0000000000000000e+00;+2.8489823901631657e-06;+1.7592180427243584e-05;+4.2405277846005690e-14;+1.8257839995502004e-05
5850;+0.0000000000000000e+00;+1.8736581012561008e-05;+0.0000000000000000e+00;+2.8818550708964804e-06;+1.8736581012561008e-05;+4.7819300229473344e-14;+1.7626610824742820e-05
5900;+0.0000000000000000e+00;+1.7037052027531212e-05;+0.0000000000000000e+00;+2.8990239314185293e-06;+1.7037052027531212e-05;+4.8279646589731673e-14;+1.9475443015496506e-05
5950;+0.0000000000000000e+00;+1.8226159709853383e-05;+0.0000000000000000e+00;+2.8720188216453118e-06;+1.8226159709853383e-05;+4.6677637114072454e-14;+1.8818735441135259e-05
6000;+0.0000000000000000e+00;+1.8955247606884592e-05;+0.0000000000000000e+00;+2.8847076615124052e-06;+1.8955247606884592e-05;+5.0746678590892623e-14;+1.8825317043482423e-05
6050;+0.0000000000000000e+00;+1.7837945544557777e-05;+0.0000000000000000e+00;+2.9249509998674953e-06;+1.7837945544557777e-05;+5.0139535804756184e-14;+1.9180016767954253e-05
6100;+0.0000000000000000e+00;+1.9127270442932004e-05;+0.0000000000000000e+00;+2.9470289186583237e-06;+1.9127270442932004e-05;+5.0757083878205043e-14;+1.9336989939545752e-05
6150;+0.0000000000000000e+00;+1.8102199681180357e-05;+0.0000000000000000e+00;+2.9647133297672197e-06;+1.8102199681180357e-05;+5.0948358128315931e-14;+1.8867002043274340e-05
6200;+0.0000000000000000e+00;+1.9252796543981732e-05;+0.0000000000000000e+00;+3.0279911213830359e-06;+1.9252796543981732e-05;+4.7844755146383816e-14;+1.9667371240121174e-05
6250;+0.0000000000000000e+00;+1.8864754258328830e-05;+0.0000000000000000e+00;+3.0820094884539859e-06;+1.8864754258328830e-05;+5.1738488939166817e-14;+2.0878606502469096e-05
6300;+0.0000000000000000e+00;+2.0080471128463147e-05;+0.0000000000000000e+00;+3.1212715090440745e-06;+2.0080471128463147e-05;+5.0576054752584027e-14;+2.0692095001064189e-05
6350;+0.0000000000000000e+00;+1.9462755533281304e-05;+0.0000000000000000e+00;+3.1245163369016690e-06;+1.9462755533281304e-05;+5.6177732029878263e-14;+1.9811034586559989e-05
6400;+0.0000000000000000e+00;+1.9974535907877115e-05;+0.0000000000000000e+00;+3.1727887066606449e-06;+1.9974535907877115e-05;+5.5136974857410502e-14;+2.0769197880554987e-05
6450;+0.0000000000000000e+00;+1.9995283331532079e-05;+0.0000000000000000e+00;+3.2112527621322041e-06;+1.9995283331532079e-05;+5.6430872578044511e-14;+2.0325227410725714e-05
6500;+0.0000000000000000e+00;+2.1611196235475522e-05;+0.0000000000000000e+00;+3.1681633623722315e-06;+2.1611196235475522e-05;+5.2728412447730813e-14;+2.2133745777540658e-05
6550;+0.0000000000000000e+00;+2.0956249589101574e-05;+0.0000000000000000e+00;+3.1775109776182265e-06;+2.0956249589101574e-05;+5.2890142823322637e-14;+2.1029678936075954e-05
6600;+0.0000000000000000e+00;+2.0524618783816509e-05;+0.0000000000000000e+00;+3.2323906645039924e-06;+2.0524618783816509e-05;+5.6952174855629663e-14;+2.1973859957545422e-05
6650;+0.0000000000000000e+00;+2.0085374763751860e-05;+0.0000000000000000e+00;+3.2351869039596066e-06;+2.0085374763751860e-05;+5.6071384468854832e-14;+2.2869930756472916e-05
6700;+0.0000000000000000e+00;+1.9298660651554293e-05;+0.0000000000000000e+00;+3.2856880641546077e-06;+1.9298660651554293e-05;+5.3669047555751222e-14;+2.2063341638427575e-05
6750;+0.0000000000000000e+00;+1.9883165010215414e-05;+0.0000000000000000e+00;+3.2885971952728749e-06;+1.9883165010215414e-05;+5.6598475242266299e-14;+2.1983815393249800e-05
6800;+0.0000000000000000e+00;+2.2427766456074813e-05;+0.0000000000000000e+00;+3.3144230297192199e-06;+2.2427766456074813e-05;+5.6728742003049371e-14;+2.2575310397057669e-05
6850;+0.0000000000000000e+00;+2.2363671085631316e-05;+0.0000000000000000e+00;+3.3312577888594136e-06;+2.2363671085631316e-05;+5.7309909509142776e-14;+2.4348113017757402e-05
6900;+0.0000000000000000e+00;+2.2755838442326996e-05;+0.0000000000000000e+00;+3.3884128255110288e-06;+2.2755838442326996e-05;+6.0423583365895639e-14;+2.3007014313757301e-05
6950;+0.0000000000000000e+00;+2.4484297768023053e-05;+0.0000000000000000e+00;+3.3844592046636624e-06;+2.4484297768023053e-05;+6.6984288482648383e-14;+2.4611856609822699e-05
7000;+0.0000000000000000e+00;+2.3324542591101500e-05;+0.0000000000000000e+00;+3.4007477729865863e-06;+2.3324542591101500e-05;+5.9894102747109114e-14;+2.3537846280479889e-05
7050;+0.0000000000000000e+00;+2.3517574606564690e-05;+0.0000000000000000e+00;+3.4879505608923464e-06;+2.3517574606564690e-05;+6.4039552124307051e-14;+2.3934258000152046e-05
7100;+0.0000000000000000e+00;+2.2119510514686639e-05;+0.0000000000000000e+00;+3.5089898659876973e-06;+2.2119510514686639e-05;+6.1819202492184026e-14;+2.3005466613020975e-05
7150;+0.0000000000000000e+00;+2.3785087915994536e-05;+0.0000000000000000e+00;+3.5417531432746514e-06;+2.3785087915994536e-05;+6.1174735696922858e-14;+2.4365746889214634e-05
7200;+0.0000000000000000e+00;+2.6179798683468945e-05;+0.0000000000000000e+00;+3.5527184757662943e-06;+2.6179798683468945e-05;+6.6781838629779434e-14;+2.4874285970884267e-05
