Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
155000000;0.0000000000000000e+00;1.3620855886036887e-06;4.7543333780940855e-15;3.3882217126300929e-08;1.9820612610717522e-06;2.0096562887779620e-15;2.1285108284407027e-06
157000000;0.0000000000000000e+00;2.2677207452644332e-06;2.0933738004893403e-15;2.6464135287685031e-08;1.3822301560741867e-06;2.9709419461629160e-15;1.1954450187475261e-06
159000000;0.0000000000000000e+00;1.5450407000623241e-06;2.3100487363836636e-15;3.0985649244933176e-08;2.3809309148580533e-06;2.3181546484601782e-15;1.3119812701904976e-06
161000000;0.0000000000000000e+00;1.6302896574803532e-06;2.5314077339042748e-15;2.2502306166725462e-08;1.3818458366835464e-06;2.4225405221480336e-15;1.2003677142134703e-06
163000000;0.0000000000000000e+00;1.3513966822564205e-06;1.6093656047202571e-15;1.9634583575689641e-08;1.2427026624410739e-06;3.9601758741650203e-15;1.2395376512323420e-06
165000000;0.0000000000000000e+00;1.2816797218779090e-06;2.3183868679465130e-15;2.2131452348570846e-08;1.4045395590935360e-06;2.9483699608135276e-15;9.7037070277881363e-07
167000000;0.0000000000000000e+00;5.0296044115786413e-07;2.0757703242668245e-15;3.6017863062261585e-08;1.2360985199287508e-06;2.7351674378117562e-15;9.6494177935727840e-07
169000000;0.0000000000000000e+00;9.2048208890345418e-07;2.7294833160389220e-15;3.3427269506022421e-08;2.2582208380587873e-06;2.4460100387544987e-15;9.1327126521598393e-07
171000000;0.0000000000000000e+00;1.5322549841418508e-06;2.9430181610142461e-15;5.6530793637919017e-08;6.0904181681843550e-07;4.8466476302927814e-15;8.4441589080482398e-07
173000000;0.0000000000000000e+00;1.1512326389493599e-06;1.6063322732818197e-15;3.5674147178610605e-08;1.7975520541365721e-06;2.4900628700913307e-15;8.8806039445672686e-07
175000000;0.0000000000000000e+00;9.5609086147597580e-07;1.6015182691260616e-15;3.5414747555568412e-08;5.7364303670761084e-07;2.3075517290450853e-15;6.5977275692877605e-07
177000000;0.0000000000000000e+00;1.0366751388844307e-06;1.3745931903389605e-15;3.4924045380647071e-08;7.7548897819056597e-07;2.4462146244479645e-15;6.1458794454206605e-07
179000000;0.0000000000000000e+00;1.2628197406501686e-06;1.0651364154916239e-15;4.7239308027564672e-08;1.4641583630734856e-06;2.2542351126457726e-15;7.7092707541235296e-07
181000000;0.0000000000000000e+00;1.1818465494636877e-06;2.2284302239639473e-15;1.2229470581816907e-08;7.9065383858497784e-07;3.0917024775105724e-15;9.0281530473050884e-07
183000000;0.0000000000000000e+00;1.7402093054841906e-06;1.6465710940594404e-15;1.4643091691202569e-08;1.1809433809499079e-06;1.7085461871806784e-15;8.5204355433357415e-07
185000000;0.0000000000000000e+00;2.0015014643005447e-06;3.1084614686131847e-15;3.3853411690451278e-08;1.8782371405699002e-06;2.1716368919941146e-15;9.5578252503617344e-07
187000000;0.0000000000000000e+00;1.6899425509315297e-06;1.7854925666438553e-15;3.2954745090916885e-08;1.8420329113478531e-06;4.0878962761775176e-15;1.0329995838963438e-06
189000000;0.0000000000000000e+00;1.8124723818113406e-06;4.1542625770061807e-15;4.8950142871771203e-08;1.4969087368490925e-06;2.9885692395340799e-15;1.6634602402160258e-06
191000000;0.0000000000000000e+00;1.8811167480627466e-06;2.5539356447014022e-15;6.9100067414584586e-08;4.3252336134873069e-06;2.7351383689378335e-15;2.2085002665566286e-06
193000000;0.0000000000000000e+00;7.0087346502059760e-06;1.4960034417675009e-14;8.5593536747432411e-08;5.9059718098171873e-06;5.6941900350471498e-15;7.4121539822889798e-06
195000000;0.0000000000000000e+00;2.6401422475113309e-06;1.0690516236909547e-14;7.8067947525192801e-08;2.5460858408973572e-06;5.2045305026470473e-15;2.9172318474327184e-06
197000000;0.0000000000000000e+00;8.0979528614019834e-06;7.6624429671995132e-15;9.8734547842685063e-08;4.3122122818663004e-06;8.3814922883478011e-15;5.4134257673715380e-06
199000000;0.0000000000000000e+00;2.9031289181833313e-06;6.7664982586648885e-15;1.2291898140024636e-07;4.9814293226294460e-06;1.2306395266684194e-14;3.8379474557514097e-06
201000000;0.0000000000000000e+00;3.5053434713591377e-06;7.7894422321286467e-15;5.4125300616680464e-08;4.0327656050774140e-06;7.2004384948462614e-15;3.1891582824853164e-06
203000000;0.0000000000000000e+00;2.0186251151187618e-06;4.1431369609235292e-15;5.0779839444896677e-08;1.1148397368689500e-06;5.3221339096085188e-15;1.5825417126524549e-06
205000000;0.0000000000000000e+00;2.1578216743195944e-06;4.1459427641852558e-15;4.7125581096538949e-08;1.6942750636172230e-06;4.1146601225510252e-15;3.2301550235328134e-06
207000000;0.0000000000000000e+00;1.4592050477810683e-06;2.9260992157534841e-15;3.5192821803367369e-08;2.1808523976002979e-06;3.0547047664591229e-15;1.5707262494088044e-06
209000000;0.0000000000000000e+00;2.2355556514346994e-06;2.3350572942177744e-15;2.5607273739350843e-08;8.9438030634752342e-07;1.4289946033355494e-15;1.7865695438506914e-06
