Num Rows;Error GEMV fp64;Error GEMV fp32;Error GEMV Acc<fp64, fp64>;Error GEMV Acc<fp64, fp32>;Error CUBLAS GEMV fp64;Error CUBLAS GEMV fp32
7680;0.0000000000000000e+00;1.1371224712119726e-07;0.0000000000000000e+00;4.0431959160035154e-08;3.3377817987851119e-16;1.5321964824649888e-07
8192;0.0000000000000000e+00;1.1382316355431735e-07;0.0000000000000000e+00;3.9648860428136530e-08;3.2954232213992484e-16;1.5016741526122112e-07
8704;0.0000000000000000e+00;1.1639661860631018e-07;0.0000000000000000e+00;4.0104556381714906e-08;3.4459730887618413e-16;1.5232925279819753e-07
9216;0.0000000000000000e+00;1.1666269861014185e-07;0.0000000000000000e+00;3.9681776217132316e-08;3.3910420476567963e-16;1.5666296987910728e-07
9728;0.0000000000000000e+00;1.1886212871710029e-07;0.0000000000000000e+00;3.9971691951458861e-08;3.5218053635730731e-16;1.5765895358069142e-07
10240;0.0000000000000000e+00;1.2051729975646243e-07;0.0000000000000000e+00;4.0371712580657047e-08;3.5182070873858556e-16;1.6066212364460870e-07
10752;0.0000000000000000e+00;1.2055483798995846e-07;0.0000000000000000e+00;4.0165967549661864e-08;3.5357276010564257e-16;1.6142132474767472e-07
11264;0.0000000000000000e+00;1.2382742604435019e-07;0.0000000000000000e+00;4.0655837113612286e-08;3.6835257217963184e-16;1.6643809943475714e-07
11776;0.0000000000000000e+00;1.2323016693796537e-07;0.0000000000000000e+00;3.9792964927290993e-08;3.6851956009793807e-16;1.6736361656361713e-07
12288;0.0000000000000000e+00;1.2362121565381677e-07;0.0000000000000000e+00;3.9702500234768993e-08;3.6649881572787235e-16;1.6611867908050954e-07
12800;0.0000000000000000e+00;1.2556274415752801e-07;0.0000000000000000e+00;4.0024349450761080e-08;3.7537141079946533e-16;1.7044585113347051e-07
13312;0.0000000000000000e+00;1.2554974449527454e-07;0.0000000000000000e+00;3.9835616708149246e-08;3.7633660775804393e-16;1.6969907034566354e-07
13824;0.0000000000000000e+00;1.2911245332381188e-07;0.0000000000000000e+00;3.9909059741001064e-08;3.8068699871944010e-16;1.7335866524130864e-07
14336;0.0000000000000000e+00;1.2915754133955139e-07;0.0000000000000000e+00;3.9845624631952029e-08;3.8192409658792987e-16;1.7708202327166462e-07
14848;0.0000000000000000e+00;1.3085962828460645e-07;0.0000000000000000e+00;3.9832361248567379e-08;3.8750016151192584e-16;1.7578578949876168e-07
15360;0.0000000000000000e+00;1.3227334547823095e-07;0.0000000000000000e+00;4.0070910931217871e-08;3.9788534378359487e-16;1.8070834024888572e-07
15872;0.0000000000000000e+00;1.3559932075713985e-07;0.0000000000000000e+00;4.0290585375162278e-08;4.0117766679453709e-16;1.8282602911571306e-07
16384;0.0000000000000000e+00;1.3495423193321582e-07;0.0000000000000000e+00;3.9735982542797764e-08;4.0308210155671469e-16;1.8085008672285030e-07
16896;0.0000000000000000e+00;1.3694789368654286e-07;0.0000000000000000e+00;3.9903844688471153e-08;4.1185554757345519e-16;1.8511594622058267e-07
17408;0.0000000000000000e+00;1.3644295990789672e-07;0.0000000000000000e+00;3.9912186775941022e-08;4.1192981183268575e-16;1.8106109541018053e-07
17920;0.0000000000000000e+00;1.3824806976344474e-07;0.0000000000000000e+00;4.0110152454448001e-08;4.1803612937779009e-16;1.8913946143138410e-07
18432;0.0000000000000000e+00;1.3934188917208170e-07;0.0000000000000000e+00;3.9778544155248727e-08;4.2038292380984250e-16;1.8899644126844366e-07
18944;0.0000000000000000e+00;1.3997565563760604e-07;0.0000000000000000e+00;3.9733968671430067e-08;4.2521128754140053e-16;1.9182858669807399e-07
19456;0.0000000000000000e+00;1.4119871184917870e-07;0.0000000000000000e+00;3.9428421627634082e-08;4.2001100146405121e-16;1.8995876969384635e-07
19968;0.0000000000000000e+00;1.4234895263260096e-07;0.0000000000000000e+00;3.9818251001897907e-08;4.2938220185994132e-16;1.9272933039739304e-07
20480;0.0000000000000000e+00;1.4344897106420404e-07;0.0000000000000000e+00;3.9948666972778014e-08;4.3455076003921422e-16;1.9571042039843367e-07
20992;0.0000000000000000e+00;1.4432887607390979e-07;0.0000000000000000e+00;4.0030522668366484e-08;4.4102572243787969e-16;1.9801203111873474e-07
