Num rows;Error GEMV fp64;Error GEMV fp32;Error GEMV Acc<fp64, fp64>;Error GEMV Acc<fp64, fp32>;Error GEMV Acc<fp32, fp32>;Error CUBLAS GEMV fp64;Error CUBLAS GEMV fp32
3600;+0.0000000000000000e+00;+1.0471102248396193e-07;+0.0000000000000000e+00;+4.2828367610519755e-08;+1.0471102248396193e-07;+2.9514086704555438e-16;+1.4856403225255065e-07
3700;+0.0000000000000000e+00;+1.0398897925787554e-07;+0.0000000000000000e+00;+4.3385356433893106e-08;+1.0398897925787554e-07;+2.8898196607841073e-16;+1.4663475336750432e-07
3800;+0.0000000000000000e+00;+1.0531713160458942e-07;+0.0000000000000000e+00;+4.3552034196971718e-08;+1.0531713160458942e-07;+2.8438636523336777e-16;+1.4685111268062092e-07
3900;+0.0000000000000000e+00;+1.0469197718658884e-07;+0.0000000000000000e+00;+4.4009490050983943e-08;+1.0469197718658884e-07;+2.9749107308500079e-16;+1.4630755803380673e-07
4000;+0.0000000000000000e+00;+1.0564670486029581e-07;+0.0000000000000000e+00;+4.3534000854861574e-08;+1.0564670486029581e-07;+2.8655688034771064e-16;+1.4837647202569575e-07
4100;+0.0000000000000000e+00;+1.0691093328097591e-07;+0.0000000000000000e+00;+4.3114624547703182e-08;+1.0691093328097591e-07;+2.8843345185142002e-16;+1.4777152988704516e-07
4200;+0.0000000000000000e+00;+1.0421018272559985e-07;+0.0000000000000000e+00;+4.2847373604566573e-08;+1.0421018272559985e-07;+2.9345505733099601e-16;+1.4465737652268803e-07
4300;+0.0000000000000000e+00;+1.0574343982303027e-07;+0.0000000000000000e+00;+4.3390903443300073e-08;+1.0574343982303027e-07;+2.9508140040143647e-16;+1.4798493312036302e-07
4400;+0.0000000000000000e+00;+1.0636818130886308e-07;+0.0000000000000000e+00;+4.2423576672239017e-08;+1.0636818130886308e-07;+2.9820861974909172e-16;+1.4715308798485846e-07
4500;+0.0000000000000000e+00;+1.0430871883343622e-07;+0.0000000000000000e+00;+4.3421239298459373e-08;+1.0430871883343622e-07;+2.9477161577839234e-16;+1.4743789729876808e-07
4600;+0.0000000000000000e+00;+1.0833311455013151e-07;+0.0000000000000000e+00;+4.2879728423113097e-08;+1.0833311455013151e-07;+3.0316571323262142e-16;+1.4895350778095592e-07
4700;+0.0000000000000000e+00;+1.0592330742008406e-07;+0.0000000000000000e+00;+4.3343668168935031e-08;+1.0592330742008406e-07;+2.9716843882679067e-16;+1.4849491971014790e-07
4800;+0.0000000000000000e+00;+1.0924984302015429e-07;+0.0000000000000000e+00;+4.2892462334020699e-08;+1.0924984302015429e-07;+3.0817460065691258e-16;+1.4801906049206947e-07
4900;+0.0000000000000000e+00;+1.0651840266134492e-07;+0.0000000000000000e+00;+4.3822057324998781e-08;+1.0651840266134492e-07;+3.0966262086273246e-16;+1.4795071250984005e-07
5000;+0.0000000000000000e+00;+1.1091258495552856e-07;+0.0000000000000000e+00;+4.3992722125165059e-08;+1.1091258495552856e-07;+3.1330715208491187e-16;+1.4965210506872326e-07
5100;+0.0000000000000000e+00;+1.1091636160844481e-07;+0.0000000000000000e+00;+4.3875569390697567e-08;+1.1091636160844481e-07;+3.1230408426249209e-16;+1.4846996652996521e-07
5200;+0.0000000000000000e+00;+1.1091134390297653e-07;+0.0000000000000000e+00;+4.4122556515761354e-08;+1.1091134390297653e-07;+3.1387055525328505e-16;+1.5427357902892356e-07
5300;+0.0000000000000000e+00;+1.1039752989276688e-07;+0.0000000000000000e+00;+4.3822739800374304e-08;+1.1039752989276688e-07;+3.1652882551705671e-16;+1.5155240337310741e-07
5400;+0.0000000000000000e+00;+1.0918194592005435e-07;+0.0000000000000000e+00;+4.4041104461079464e-08;+1.0918194592005435e-07;+3.1336085559883696e-16;+1.4962100964297193e-07
5500;+0.0000000000000000e+00;+1.0978374173126624e-07;+0.0000000000000000e+00;+4.3598818842072637e-08;+1.0978374173126624e-07;+3.1433283089204249e-16;+1.5251874243274419e-07
5600;+0.0000000000000000e+00;+1.1198226590123944e-07;+0.0000000000000000e+00;+4.3596913895470737e-08;+1.1198226590123944e-07;+3.1695065360455203e-16;+1.5170179934021309e-07
5700;+0.0000000000000000e+00;+1.1162141263167767e-07;+0.0000000000000000e+00;+4.4147551124228961e-08;+1.1162141263167767e-07;+3.1831214595561466e-16;+1.5403040314848476e-07
5800;+0.0000000000000000e+00;+1.1067663197128861e-07;+0.0000000000000000e+00;+4.3897933766031142e-08;+1.1067663197128861e-07;+3.2438110850153318e-16;+1.5281092080394020e-07
5900;+0.0000000000000000e+00;+1.1403441843951327e-07;+0.0000000000000000e+00;+4.3494103962681249e-08;+1.1403441843951327e-07;+3.2628559413746351e-16;+1.4301808415239833e-07
6000;+0.0000000000000000e+00;+1.1399835345814578e-07;+0.0000000000000000e+00;+4.4226374224459762e-08;+1.1399835345814578e-07;+3.2233437205379819e-16;+1.4250961664801690e-07
6100;+0.0000000000000000e+00;+1.1354792801460090e-07;+0.0000000000000000e+00;+4.3945287119362576e-08;+1.1354792801460090e-07;+3.1863178463669301e-16;+1.4269162020222079e-07
6200;+0.0000000000000000e+00;+1.1298489459445874e-07;+0.0000000000000000e+00;+4.4197025410739829e-08;+1.1298489459445874e-07;+3.1987949762776625e-16;+1.4524730241175064e-07
6300;+0.0000000000000000e+00;+1.1290412287079447e-07;+0.0000000000000000e+00;+4.3743319072174628e-08;+1.1290412287079447e-07;+3.2112081786376746e-16;+1.4419346752122810e-07
6400;+0.0000000000000000e+00;+1.1412500215533934e-07;+0.0000000000000000e+00;+4.3664482184734797e-08;+1.1412500215533934e-07;+3.2012621696724676e-16;+1.4573969350321722e-07
6500;+0.0000000000000000e+00;+1.1614937268993080e-07;+0.0000000000000000e+00;+4.3831146506882989e-08;+1.1614937268993080e-07;+3.2083236402205682e-16;+1.5042834542776615e-07
6600;+0.0000000000000000e+00;+1.1525247120434354e-07;+0.0000000000000000e+00;+4.3163214053771567e-08;+1.1525247120434354e-07;+3.2088768026866615e-16;+1.4985376594426350e-07
6700;+0.0000000000000000e+00;+1.1375839864907787e-07;+0.0000000000000000e+00;+4.3408393146121598e-08;+1.1375839864907787e-07;+3.2559547230998558e-16;+1.5315961698108831e-07
6800;+0.0000000000000000e+00;+1.1465165609694449e-07;+0.0000000000000000e+00;+4.4006027401430132e-08;+1.1465165609694449e-07;+3.2557200501052623e-16;+1.4882224189923062e-07
6900;+0.0000000000000000e+00;+1.1556312397755258e-07;+0.0000000000000000e+00;+4.3977524049600369e-08;+1.1556312397755258e-07;+3.2620577517247083e-16;+1.4968516510049180e-07
7000;+0.0000000000000000e+00;+1.1504884723928279e-07;+0.0000000000000000e+00;+4.3727600636898556e-08;+1.1504884723928279e-07;+3.2835939496680827e-16;+1.5152359709832644e-07
7100;+0.0000000000000000e+00;+1.1657651736728458e-07;+0.0000000000000000e+00;+4.3349997705354190e-08;+1.1657651736728458e-07;+2.6296807091808334e-16;+1.5044424827290347e-07
7200;+0.0000000000000000e+00;+1.1703469005168755e-07;+0.0000000000000000e+00;+4.4207584899973394e-08;+1.1703469005168755e-07;+2.6132923436029256e-16;+1.5220374762926701e-07
7300;+0.0000000000000000e+00;+1.1556767228036823e-07;+0.0000000000000000e+00;+4.3774968721098097e-08;+1.1556767228036823e-07;+2.6600985183281131e-16;+1.5438640214157099e-07
7400;+0.0000000000000000e+00;+1.1571653521400249e-07;+0.0000000000000000e+00;+4.3615678429026808e-08;+1.1571653521400249e-07;+2.6261449442588978e-16;+1.5340881217831372e-07
7500;+0.0000000000000000e+00;+1.1619449276140620e-07;+0.0000000000000000e+00;+4.3499433478980033e-08;+1.1619449276140620e-07;+2.6468330190318239e-16;+1.5471486435337471e-07
7600;+0.0000000000000000e+00;+1.1714416077633764e-07;+0.0000000000000000e+00;+4.3675049769762219e-08;+1.1714416077633764e-07;+2.6573698331505834e-16;+1.5503306441047993e-07
7700;+0.0000000000000000e+00;+1.1604320231595530e-07;+0.0000000000000000e+00;+4.3926778325922246e-08;+1.1604320231595530e-07;+2.6604901559154780e-16;+1.5542120722283619e-07
7800;+0.0000000000000000e+00;+1.1683276970182137e-07;+0.0000000000000000e+00;+4.3918103424591510e-08;+1.1683276970182137e-07;+2.7004760826797212e-16;+1.4798912699021971e-07
7900;+0.0000000000000000e+00;+1.1750472536305755e-07;+0.0000000000000000e+00;+4.3622557350782377e-08;+1.1750472536305755e-07;+2.6510344928882521e-16;+1.4665274055201978e-07
8000;+0.0000000000000000e+00;+1.1879232051709821e-07;+0.0000000000000000e+00;+4.3859715640144953e-08;+1.1879232051709821e-07;+2.6588184260758801e-16;+1.4559001127504100e-07
8100;+0.0000000000000000e+00;+1.1846770016442162e-07;+0.0000000000000000e+00;+4.3768152212680246e-08;+1.1846770016442162e-07;+2.6592341953161011e-16;+1.4623259214473153e-07
8200;+0.0000000000000000e+00;+1.1747109967105261e-07;+0.0000000000000000e+00;+4.4004370314528103e-08;+1.1747109967105261e-07;+2.6836592676550355e-16;+1.4557533995747108e-07
8300;+0.0000000000000000e+00;+1.2003743774224825e-07;+0.0000000000000000e+00;+4.4224561619816819e-08;+1.2003743774224825e-07;+2.6814968508241051e-16;+1.4676784799841826e-07
8400;+0.0000000000000000e+00;+1.1909993456253255e-07;+0.0000000000000000e+00;+4.4180133950833852e-08;+1.1909993456253255e-07;+2.6674187996608059e-16;+1.4649069666725599e-07
8500;+0.0000000000000000e+00;+1.1870016364938651e-07;+0.0000000000000000e+00;+4.3646261357242842e-08;+1.1870016364938651e-07;+2.6612586126213821e-16;+1.4577030759456767e-07
8600;+0.0000000000000000e+00;+1.2080028022079211e-07;+0.0000000000000000e+00;+4.3861363280789971e-08;+1.2080028022079211e-07;+2.6631629332823550e-16;+1.4824045238399699e-07
8700;+0.0000000000000000e+00;+1.2037085543284097e-07;+0.0000000000000000e+00;+4.2957363541898035e-08;+1.2037085543284097e-07;+2.7009069877285506e-16;+1.4806734826786429e-07
8800;+0.0000000000000000e+00;+1.1942868261690120e-07;+0.0000000000000000e+00;+4.2992990289221746e-08;+1.1942868261690120e-07;+2.6870060086024251e-16;+1.4711987455457926e-07
8900;+0.0000000000000000e+00;+1.1956870024934159e-07;+0.0000000000000000e+00;+4.3107669401683129e-08;+1.1956870024934159e-07;+2.7072431352722238e-16;+1.4998630325044749e-07
9000;+0.0000000000000000e+00;+1.2084032012274125e-07;+0.0000000000000000e+00;+4.3220964583786247e-08;+1.2084032012274125e-07;+2.7087033600882224e-16;+1.4923155331529244e-07
9100;+0.0000000000000000e+00;+1.2053314181192512e-07;+0.0000000000000000e+00;+4.3299781970007160e-08;+1.2053314181192512e-07;+2.7543364317323032e-16;+1.5102055344620786e-07
9200;+0.0000000000000000e+00;+1.2118138078784576e-07;+0.0000000000000000e+00;+4.2740756657431121e-08;+1.2118138078784576e-07;+2.7012684348761805e-16;+1.4955796111300270e-07
9300;+0.0000000000000000e+00;+1.2088986298604807e-07;+0.0000000000000000e+00;+4.3171185604278505e-08;+1.2088986298604807e-07;+2.7106120238569424e-16;+1.5262608591249173e-07
9400;+0.0000000000000000e+00;+1.2035220836259337e-07;+0.0000000000000000e+00;+4.3063397348362010e-08;+1.2035220836259337e-07;+2.7454537718939306e-16;+1.5144747682575445e-07
9500;+0.0000000000000000e+00;+1.2115832862961656e-07;+0.0000000000000000e+00;+4.3360067758394566e-08;+1.2115832862961656e-07;+2.7093519354009225e-16;+1.5185858083218604e-07
9600;+0.0000000000000000e+00;+1.2082076079780829e-07;+0.0000000000000000e+00;+4.3545290285351983e-08;+1.2082076079780829e-07;+2.7417375949722373e-16;+1.5115224812055714e-07
9700;+0.0000000000000000e+00;+1.2220947799536169e-07;+0.0000000000000000e+00;+4.2818270292493725e-08;+1.2220947799536169e-07;+2.7197242716256748e-16;+1.4807211227055099e-07
9800;+0.0000000000000000e+00;+1.2348058331552484e-07;+0.0000000000000000e+00;+4.3249429144475756e-08;+1.2348058331552484e-07;+2.7319266970726976e-16;+1.4960910582918753e-07
9900;+0.0000000000000000e+00;+1.2114814279164690e-07;+0.0000000000000000e+00;+4.3176907647266199e-08;+1.2114814279164690e-07;+2.7214893196021506e-16;+1.4951606137334873e-07
10000;+0.0000000000000000e+00;+1.2291383235469418e-07;+0.0000000000000000e+00;+4.2885598587692160e-08;+1.2291383235469418e-07;+2.7645217470657326e-16;+1.4950106603803221e-07
10100;+0.0000000000000000e+00;+1.2344605175640482e-07;+0.0000000000000000e+00;+4.3330671139266792e-08;+1.2344605175640482e-07;+2.7728548924079685e-16;+1.5074400761063263e-07
10200;+0.0000000000000000e+00;+1.2328266845093085e-07;+0.0000000000000000e+00;+4.3082103844975740e-08;+1.2328266845093085e-07;+2.7671062325270815e-16;+1.4872152681606084e-07
10300;+0.0000000000000000e+00;+1.2342469970295590e-07;+0.0000000000000000e+00;+4.3192089697444089e-08;+1.2342469970295590e-07;+2.7492267945999493e-16;+1.4803409733618261e-07
10400;+0.0000000000000000e+00;+1.2476650758582033e-07;+0.0000000000000000e+00;+4.3107571314298335e-08;+1.2476650758582033e-07;+2.7515459254534649e-16;+1.4777481546070728e-07
10500;+0.0000000000000000e+00;+1.2423813350213832e-07;+0.0000000000000000e+00;+4.2988883969842303e-08;+1.2423813350213832e-07;+2.7702043599143366e-16;+1.4704347946496682e-07
10600;+0.0000000000000000e+00;+1.2569348323660189e-07;+0.0000000000000000e+00;+4.3206755268343706e-08;+1.2569348323660189e-07;+2.7643915271896207e-16;+1.5043052528268068e-07
10700;+0.0000000000000000e+00;+1.2439189851577490e-07;+0.0000000000000000e+00;+4.2913679963353583e-08;+1.2439189851577490e-07;+2.7161223655933123e-16;+1.4753595914427694e-07
10800;+0.0000000000000000e+00;+1.2458662403676696e-07;+0.0000000000000000e+00;+4.3088444874272479e-08;+1.2458662403676696e-07;+2.7778468963227717e-16;+1.4788785867077666e-07
10900;+0.0000000000000000e+00;+1.2503405829379317e-07;+0.0000000000000000e+00;+4.3157310189089154e-08;+1.2503405829379317e-07;+2.7817231984703624e-16;+1.6455912525297874e-07
11000;+0.0000000000000000e+00;+1.2545990082410013e-07;+0.0000000000000000e+00;+4.3501546742085250e-08;+1.2545990082410013e-07;+2.7966428414071789e-16;+1.6513996451704591e-07
11100;+0.0000000000000000e+00;+1.2599943734639040e-07;+0.0000000000000000e+00;+4.3186379781386238e-08;+1.2599943734639040e-07;+2.7962084676229317e-16;+1.6674392657723535e-07
11200;+0.0000000000000000e+00;+1.2405316229193852e-07;+0.0000000000000000e+00;+4.2916933743419624e-08;+1.2405316229193852e-07;+2.7963489274431227e-16;+1.6501770802770206e-07
11300;+0.0000000000000000e+00;+1.2616773373582137e-07;+0.0000000000000000e+00;+4.2951088610465308e-08;+1.2616773373582137e-07;+2.7882937612640261e-16;+1.6980377102664267e-07
11400;+0.0000000000000000e+00;+1.2605033744203894e-07;+0.0000000000000000e+00;+4.2925599838019469e-08;+1.2605033744203894e-07;+2.7997158603836450e-16;+1.6769126262061354e-07
11500;+0.0000000000000000e+00;+1.2604946679295973e-07;+0.0000000000000000e+00;+4.3288789129079761e-08;+1.2604946679295973e-07;+2.8163460766007848e-16;+1.6692821693908096e-07
11600;+0.0000000000000000e+00;+1.2731832238172898e-07;+0.0000000000000000e+00;+4.3653233851763823e-08;+1.2731832238172898e-07;+2.8179488791151451e-16;+1.6993147842105754e-07
11700;+0.0000000000000000e+00;+1.2648714377194337e-07;+0.0000000000000000e+00;+4.3627303770285679e-08;+1.2648714377194337e-07;+2.8001624558611695e-16;+1.7016189258055727e-07
11800;+0.0000000000000000e+00;+1.2669060004833515e-07;+0.0000000000000000e+00;+4.3335045818083930e-08;+1.2669060004833515e-07;+2.7964941572722861e-16;+1.7006210355459062e-07
11900;+0.0000000000000000e+00;+1.2730511541990447e-07;+0.0000000000000000e+00;+4.3108278336971141e-08;+1.2730511541990447e-07;+2.8065567252233492e-16;+1.6949281891506089e-07
12000;+0.0000000000000000e+00;+1.2754723811820918e-07;+0.0000000000000000e+00;+4.3055098939900762e-08;+1.2754723811820918e-07;+3.3744625658218787e-16;+1.6971224843924850e-07
12100;+0.0000000000000000e+00;+1.2732728579726017e-07;+0.0000000000000000e+00;+4.3340897836236355e-08;+1.2732728579726017e-07;+3.4420721512734994e-16;+1.7128137562264703e-07
12200;+0.0000000000000000e+00;+1.2795946878933986e-07;+0.0000000000000000e+00;+4.3317789204841882e-08;+1.2795946878933986e-07;+3.3799914563480700e-16;+1.7034347543435795e-07
12300;+0.0000000000000000e+00;+1.2707929977097608e-07;+0.0000000000000000e+00;+4.3693040386164510e-08;+1.2707929977097608e-07;+3.3881435490368322e-16;+1.7207032872670501e-07
12400;+0.0000000000000000e+00;+1.2868642580561928e-07;+0.0000000000000000e+00;+4.3732520319848705e-08;+1.2868642580561928e-07;+3.4399238669462317e-16;+1.7274674462719251e-07
12500;+0.0000000000000000e+00;+1.2858425148092937e-07;+0.0000000000000000e+00;+4.3814700839828902e-08;+1.2858425148092937e-07;+3.4485621700258971e-16;+1.7327806264625775e-07
12600;+0.0000000000000000e+00;+1.2961884262637112e-07;+0.0000000000000000e+00;+4.3535031706022230e-08;+1.2961884262637112e-07;+3.5248626904731770e-16;+1.7348090008977718e-07
12700;+0.0000000000000000e+00;+1.2907895569227485e-07;+0.0000000000000000e+00;+4.3442474762257653e-08;+1.2907895569227485e-07;+3.4392871428302571e-16;+1.7336052826254056e-07
12800;+0.0000000000000000e+00;+1.2844634431946752e-07;+0.0000000000000000e+00;+4.3965980749404094e-08;+1.2844634431946752e-07;+3.4528561469649004e-16;+1.7379656603198523e-07
12900;+0.0000000000000000e+00;+1.2952912514277630e-07;+0.0000000000000000e+00;+4.3671843621149068e-08;+1.2952912514277630e-07;+3.4502783918512345e-16;+1.7492692958313080e-07
13000;+0.0000000000000000e+00;+1.3087145322361020e-07;+0.0000000000000000e+00;+4.3629071658560790e-08;+1.3087145322361020e-07;+3.4379275284172262e-16;+1.7397914091325274e-07
13100;+0.0000000000000000e+00;+1.3250586684563746e-07;+0.0000000000000000e+00;+4.3270316291484734e-08;+1.3250586684563746e-07;+3.4794739331071599e-16;+1.7534803225758095e-07
13200;+0.0000000000000000e+00;+1.3161716645777702e-07;+0.0000000000000000e+00;+4.3609484336909233e-08;+1.3161716645777702e-07;+3.4274300003608869e-16;+1.7647232662212477e-07
13300;+0.0000000000000000e+00;+1.3170799108527080e-07;+0.0000000000000000e+00;+4.3594394125821893e-08;+1.3170799108527080e-07;+3.4682470677617897e-16;+1.7572653689579569e-07
13400;+0.0000000000000000e+00;+1.3269006909086082e-07;+0.0000000000000000e+00;+4.3611026273528228e-08;+1.3269006909086082e-07;+3.4805291921739207e-16;+1.7710624891547704e-07
13500;+0.0000000000000000e+00;+1.3152887474299764e-07;+0.0000000000000000e+00;+4.3844296392962811e-08;+1.3152887474299764e-07;+3.4964741217760087e-16;+1.7693509675432428e-07
13600;+0.0000000000000000e+00;+1.3194051111005783e-07;+0.0000000000000000e+00;+4.3654280452223563e-08;+1.3194051111005783e-07;+3.8992336342381806e-16;+1.7774762415131987e-07
13700;+0.0000000000000000e+00;+1.3212319662253911e-07;+0.0000000000000000e+00;+4.3626416043228250e-08;+1.3212319662253911e-07;+3.7039823604766170e-16;+1.7781352216513163e-07
13800;+0.0000000000000000e+00;+1.3257421256409174e-07;+0.0000000000000000e+00;+4.3574317658665534e-08;+1.3257421256409174e-07;+3.6886587336454991e-16;+1.7873875970291841e-07
13900;+0.0000000000000000e+00;+1.3313212800229593e-07;+0.0000000000000000e+00;+4.3598451316015915e-08;+1.3313212800229593e-07;+3.7181084967289623e-16;+1.7988778424671620e-07
14000;+0.0000000000000000e+00;+1.3424458491231057e-07;+0.0000000000000000e+00;+4.3924171906282685e-08;+1.3424458491231057e-07;+3.7089634409577049e-16;+1.7864072921185725e-07
14100;+0.0000000000000000e+00;+1.3319568014847574e-07;+0.0000000000000000e+00;+4.3541629442667298e-08;+1.3319568014847574e-07;+3.7288486040982711e-16;+1.7922661887582861e-07
14200;+0.0000000000000000e+00;+1.3201470444638411e-07;+0.0000000000000000e+00;+4.3310176938415942e-08;+1.3201470444638411e-07;+3.6990690679439537e-16;+1.7847437334395604e-07
14300;+0.0000000000000000e+00;+1.3286522247233641e-07;+0.0000000000000000e+00;+4.3752789261703419e-08;+1.3286522247233641e-07;+3.7372781808626388e-16;+1.7912244622028456e-07
14400;+0.0000000000000000e+00;+1.3359541360313430e-07;+0.0000000000000000e+00;+4.3539521827587659e-08;+1.3359541360313430e-07;+3.7510040913946452e-16;+1.8009325498364154e-07
14500;+0.0000000000000000e+00;+1.3384715675614822e-07;+0.0000000000000000e+00;+4.3688822313724127e-08;+1.3384715675614822e-07;+3.7466199848138063e-16;+1.7968445892756336e-07
