Num rows;Error GEMV fp64;Error GEMV fp32;Error GEMV Acc<fp64, fp64>;Error GEMV Acc<fp64, fp32>;Error GEMV Acc<fp32, fp32>;Error CUBLAS GEMV fp64;Error CUBLAS GEMV fp32
14600;+0.0000000000000000e+00;+1.3490112156864113e-07;+0.0000000000000000e+00;+4.3642661921218505e-08;+1.3490112156864113e-07;+3.7299566643113399e-16;+1.7884065502772371e-07
14700;+0.0000000000000000e+00;+1.3507738087207459e-07;+0.0000000000000000e+00;+4.3564678304493736e-08;+1.3507738087207459e-07;+3.7549831335545610e-16;+1.8079791752548099e-07
14800;+0.0000000000000000e+00;+1.3463656534526741e-07;+0.0000000000000000e+00;+4.3910541442252000e-08;+1.3463656534526741e-07;+3.7684875228660876e-16;+1.8000575269386316e-07
14900;+0.0000000000000000e+00;+1.3636226667836111e-07;+0.0000000000000000e+00;+4.3543417619092965e-08;+1.3636226667836111e-07;+3.7544932902860318e-16;+1.8110850230884354e-07
15000;+0.0000000000000000e+00;+1.3576681399358345e-07;+0.0000000000000000e+00;+4.3433090659323959e-08;+1.3576681399358345e-07;+3.7550974840349645e-16;+1.8066947525875887e-07
15100;+0.0000000000000000e+00;+1.3627624492511761e-07;+0.0000000000000000e+00;+4.3586824129630460e-08;+1.3627624492511761e-07;+3.7539634070127453e-16;+1.7986206204476176e-07
15200;+0.0000000000000000e+00;+1.3534676514902253e-07;+0.0000000000000000e+00;+4.3821238231522582e-08;+1.3534676514902253e-07;+3.7650125167476672e-16;+1.8234258350852272e-07
15300;+0.0000000000000000e+00;+1.3765273973339980e-07;+0.0000000000000000e+00;+4.3749436857955652e-08;+1.3765273973339980e-07;+3.7509755818431264e-16;+1.8120384029853130e-07
15400;+0.0000000000000000e+00;+1.3596976917956371e-07;+0.0000000000000000e+00;+4.3520118782741684e-08;+1.3596976917956371e-07;+3.7779187017728212e-16;+1.8364444892524999e-07
15500;+0.0000000000000000e+00;+1.3645360683595816e-07;+0.0000000000000000e+00;+4.3612259913845265e-08;+1.3645360683595816e-07;+3.8014468306024344e-16;+1.8239891178431126e-07
15600;+0.0000000000000000e+00;+1.3781995726940974e-07;+0.0000000000000000e+00;+4.3800347722959485e-08;+1.3781995726940974e-07;+3.8101473304279669e-16;+1.8309549266563639e-07
15700;+0.0000000000000000e+00;+1.3621789668316731e-07;+0.0000000000000000e+00;+4.3408027071884231e-08;+1.3621789668316731e-07;+3.7693047393466939e-16;+1.8446770344745621e-07
15800;+0.0000000000000000e+00;+1.3619187104194760e-07;+0.0000000000000000e+00;+4.3667324146934462e-08;+1.3619187104194760e-07;+3.7925189403346701e-16;+1.8332224918731936e-07
15900;+0.0000000000000000e+00;+1.3586829950398527e-07;+0.0000000000000000e+00;+4.3480023793652104e-08;+1.3586829950398527e-07;+3.8078592584283878e-16;+1.8578540107319396e-07
16000;+0.0000000000000000e+00;+1.3770306552256739e-07;+0.0000000000000000e+00;+4.3814638416312057e-08;+1.3770306552256739e-07;+3.8101665347508556e-16;+1.8571454148462863e-07
16100;+0.0000000000000000e+00;+1.3735189474120906e-07;+0.0000000000000000e+00;+4.3693758171551981e-08;+1.3735189474120906e-07;+3.8234673370041968e-16;+1.8490251688701122e-07
16200;+0.0000000000000000e+00;+1.3734104362244267e-07;+0.0000000000000000e+00;+4.3570676186364304e-08;+1.3734104362244267e-07;+3.8409137201695344e-16;+1.8604028278659808e-07
16300;+0.0000000000000000e+00;+1.3694913541904295e-07;+0.0000000000000000e+00;+4.3890167493351496e-08;+1.3694913541904295e-07;+3.8325835384652047e-16;+1.8663158320717123e-07
16400;+0.0000000000000000e+00;+1.3727860425755957e-07;+0.0000000000000000e+00;+4.3660996813494871e-08;+1.3727860425755957e-07;+3.8522290942290057e-16;+1.8705799390324444e-07
16500;+0.0000000000000000e+00;+1.3759177357149787e-07;+0.0000000000000000e+00;+4.3160260791993793e-08;+1.3759177357149787e-07;+3.8274422642508488e-16;+1.8623805490953269e-07
16600;+0.0000000000000000e+00;+1.3794182331474058e-07;+0.0000000000000000e+00;+4.3305245258976054e-08;+1.3794182331474058e-07;+3.8643520875784833e-16;+1.8579370530389810e-07
16700;+0.0000000000000000e+00;+1.3764953221625224e-07;+0.0000000000000000e+00;+4.3251649867224313e-08;+1.3764953221625224e-07;+3.8383919988815356e-16;+1.8789258959506981e-07
16800;+0.0000000000000000e+00;+1.3820440789467101e-07;+0.0000000000000000e+00;+4.3255786069951824e-08;+1.3820440789467101e-07;+3.8647720335989170e-16;+1.8822488309925977e-07
16900;+0.0000000000000000e+00;+1.3781211975855784e-07;+0.0000000000000000e+00;+4.3599901634228941e-08;+1.3781211975855784e-07;+3.8357849116709549e-16;+1.8779011204154649e-07
17000;+0.0000000000000000e+00;+1.3820553808923733e-07;+0.0000000000000000e+00;+4.3582170586167255e-08;+1.3820553808923733e-07;+3.8509206169712319e-16;+1.8800242479633836e-07
17100;+0.0000000000000000e+00;+1.3860004979095048e-07;+0.0000000000000000e+00;+4.3282107305025552e-08;+1.3860004979095048e-07;+3.8385642117961378e-16;+1.8820665646344067e-07
17200;+0.0000000000000000e+00;+1.3864374268819341e-07;+0.0000000000000000e+00;+4.3232730812805835e-08;+1.3864374268819341e-07;+3.8871710688653237e-16;+1.8914990759226662e-07
17300;+0.0000000000000000e+00;+1.3995020681899929e-07;+0.0000000000000000e+00;+4.3197268728979066e-08;+1.3995020681899929e-07;+3.8828803761565165e-16;+1.8923798591314852e-07
17400;+0.0000000000000000e+00;+1.3935484901406130e-07;+0.0000000000000000e+00;+4.3153079194032363e-08;+1.3935484901406130e-07;+3.8630005638423915e-16;+1.8791224537754202e-07
17500;+0.0000000000000000e+00;+1.3986766282490398e-07;+0.0000000000000000e+00;+4.3437383805301533e-08;+1.3986766282490398e-07;+3.9311661460144833e-16;+1.8884934795554249e-07
17600;+0.0000000000000000e+00;+1.3953483438975596e-07;+0.0000000000000000e+00;+4.3150907573082448e-08;+1.3953483438975596e-07;+3.9053853962533273e-16;+1.8873307310685720e-07
17700;+0.0000000000000000e+00;+1.4017296596618362e-07;+0.0000000000000000e+00;+4.3110402629446286e-08;+1.4017296596618362e-07;+3.6894208260863236e-16;+1.8999865268937477e-07
17800;+0.0000000000000000e+00;+1.4100172902143835e-07;+0.0000000000000000e+00;+4.3185867522912780e-08;+1.4100172902143835e-07;+3.6608431264976952e-16;+1.8928590733405891e-07
17900;+0.0000000000000000e+00;+1.4212326458995820e-07;+0.0000000000000000e+00;+4.3580675627375854e-08;+1.4212326458995820e-07;+3.6659523854929318e-16;+1.9000850129798368e-07
18000;+0.0000000000000000e+00;+1.4167257085081694e-07;+0.0000000000000000e+00;+4.3460453652893335e-08;+1.4167257085081694e-07;+3.6869843024529821e-16;+1.9023518468445798e-07
18100;+0.0000000000000000e+00;+1.4220912798965417e-07;+0.0000000000000000e+00;+4.3495543968292157e-08;+1.4220912798965417e-07;+3.6722518193876105e-16;+1.9176675961970246e-07
18200;+0.0000000000000000e+00;+1.4209245843382502e-07;+0.0000000000000000e+00;+4.3502309649636376e-08;+1.4209245843382502e-07;+3.6698899950171010e-16;+1.9173568744410956e-07
18300;+0.0000000000000000e+00;+1.4295644865498814e-07;+0.0000000000000000e+00;+4.3347123936628605e-08;+1.4295644865498814e-07;+3.6779822596075962e-16;+1.9057575001530860e-07
18400;+0.0000000000000000e+00;+1.4296443390408188e-07;+0.0000000000000000e+00;+4.3690724942406404e-08;+1.4296443390408188e-07;+3.7154975293503114e-16;+1.9240790312731999e-07
18500;+0.0000000000000000e+00;+1.4292978885325032e-07;+0.0000000000000000e+00;+4.3168436965435984e-08;+1.4292978885325032e-07;+3.7392346549528571e-16;+1.9428765550434543e-07
18600;+0.0000000000000000e+00;+1.4337428355160847e-07;+0.0000000000000000e+00;+4.3183160917624503e-08;+1.4337428355160847e-07;+3.7079540610221787e-16;+1.9176303112862910e-07
18700;+0.0000000000000000e+00;+1.4216994846001235e-07;+0.0000000000000000e+00;+4.3199916924742194e-08;+1.4216994846001235e-07;+3.7229407399397726e-16;+1.9220538332566453e-07
18800;+0.0000000000000000e+00;+1.4424415470998705e-07;+0.0000000000000000e+00;+4.3478499721808792e-08;+1.4424415470998705e-07;+3.6764069182730406e-16;+1.9322948006700482e-07
18900;+0.0000000000000000e+00;+1.4233148904918792e-07;+0.0000000000000000e+00;+4.3467635375877245e-08;+1.4233148904918792e-07;+3.6824328561861298e-16;+1.9356491424593335e-07
19000;+0.0000000000000000e+00;+1.4350248745713852e-07;+0.0000000000000000e+00;+4.3451869655402991e-08;+1.4350248745713852e-07;+3.7480641985653561e-16;+1.9357320332598670e-07
19100;+0.0000000000000000e+00;+1.4485721268575857e-07;+0.0000000000000000e+00;+4.3202647900106824e-08;+1.4485721268575857e-07;+3.7203825244980024e-16;+1.9278262023457038e-07
19200;+0.0000000000000000e+00;+1.4465046682476634e-07;+0.0000000000000000e+00;+4.3510062055136747e-08;+1.4465046682476634e-07;+3.7416730573718018e-16;+1.9224142842753747e-07
19300;+0.0000000000000000e+00;+1.4427236020876849e-07;+0.0000000000000000e+00;+4.3469593210477520e-08;+1.4427236020876849e-07;+3.7449714933309363e-16;+1.9471971558192020e-07
19400;+0.0000000000000000e+00;+1.4524957627793100e-07;+0.0000000000000000e+00;+4.3574539520106281e-08;+1.4524957627793100e-07;+3.7158962136989069e-16;+1.9397666439388733e-07
19500;+0.0000000000000000e+00;+1.4513536177241800e-07;+0.0000000000000000e+00;+4.3844577067376112e-08;+1.4513536177241800e-07;+3.7254351712096160e-16;+1.9604166614010884e-07
19600;+0.0000000000000000e+00;+1.4558331484070809e-07;+0.0000000000000000e+00;+4.3271904345573687e-08;+1.4558331484070809e-07;+3.7469350190551974e-16;+1.9484172189054290e-07
19700;+0.0000000000000000e+00;+1.4593563014716398e-07;+0.0000000000000000e+00;+4.3517350676162226e-08;+1.4593563014716398e-07;+3.7539021155341226e-16;+1.9470098207712712e-07
19800;+0.0000000000000000e+00;+1.4728376285792547e-07;+0.0000000000000000e+00;+4.3163799600942474e-08;+1.4728376285792547e-07;+3.7576979666103482e-16;+1.9525380084508085e-07
19900;+0.0000000000000000e+00;+1.4684543099010646e-07;+0.0000000000000000e+00;+4.3728018585945489e-08;+1.4684543099010646e-07;+3.7484868237586589e-16;+1.9674105174971760e-07
20000;+0.0000000000000000e+00;+1.4636421821805770e-07;+0.0000000000000000e+00;+4.3523420208739147e-08;+1.4636421821805770e-07;+3.7500060569169219e-16;+1.9778747952013735e-07
20100;+0.0000000000000000e+00;+1.4687905297760742e-07;+0.0000000000000000e+00;+4.3001092008192706e-08;+1.4687905297760742e-07;+3.7634877901264238e-16;+1.9653148329267850e-07
20200;+0.0000000000000000e+00;+1.4774451903810132e-07;+0.0000000000000000e+00;+4.3307619249019720e-08;+1.4774451903810132e-07;+3.7934571863862016e-16;+1.9722763564400878e-07
20300;+0.0000000000000000e+00;+1.4657674530071181e-07;+0.0000000000000000e+00;+4.3203113735652091e-08;+1.4657674530071181e-07;+3.7827781019181602e-16;+1.9908169322298884e-07
20400;+0.0000000000000000e+00;+1.4732852218314165e-07;+0.0000000000000000e+00;+4.3408467689446809e-08;+1.4732852218314165e-07;+3.7659163464286218e-16;+1.9825530956066954e-07
20500;+0.0000000000000000e+00;+1.4701728714311694e-07;+0.0000000000000000e+00;+4.3528270595651877e-08;+1.4701728714311694e-07;+3.8315982972231710e-16;+2.0029400285601146e-07
20600;+0.0000000000000000e+00;+1.4877562433887119e-07;+0.0000000000000000e+00;+4.3474886963122876e-08;+1.4877562433887119e-07;+3.8366759813946531e-16;+1.9875422332536324e-07
20700;+0.0000000000000000e+00;+1.4826719151660284e-07;+0.0000000000000000e+00;+4.3773672786074342e-08;+1.4826719151660284e-07;+3.7963459348693459e-16;+1.9970846305828179e-07
20800;+0.0000000000000000e+00;+1.4900010944409913e-07;+0.0000000000000000e+00;+4.3719207359138369e-08;+1.4900010944409913e-07;+3.7870062951561772e-16;+1.9936020048047361e-07
20900;+0.0000000000000000e+00;+1.4778051356461715e-07;+0.0000000000000000e+00;+4.3427054783636025e-08;+1.4778051356461715e-07;+3.7913842792498542e-16;+1.9974499255735439e-07
21000;+0.0000000000000000e+00;+1.4947567122096118e-07;+0.0000000000000000e+00;+4.3822108793346002e-08;+1.4947567122096118e-07;+3.8002133101203845e-16;+2.0170568284210939e-07
21100;+0.0000000000000000e+00;+1.4843371204391504e-07;+0.0000000000000000e+00;+4.3537887829343640e-08;+1.4843371204391504e-07;+3.8116298979053359e-16;+2.0185490886309061e-07
21200;+0.0000000000000000e+00;+1.4918733068752145e-07;+0.0000000000000000e+00;+4.3875502391541974e-08;+1.4918733068752145e-07;+3.8364899718188515e-16;+2.0113530700388654e-07
21300;+0.0000000000000000e+00;+1.4948403879876527e-07;+0.0000000000000000e+00;+4.3877083716554814e-08;+1.4948403879876527e-07;+3.8141718811044779e-16;+2.0281561218992904e-07
21400;+0.0000000000000000e+00;+1.4939713215744466e-07;+0.0000000000000000e+00;+4.3690732133957246e-08;+1.4939713215744466e-07;+3.7818561042343982e-16;+2.0154281872599048e-07
21500;+0.0000000000000000e+00;+1.4917469508520753e-07;+0.0000000000000000e+00;+4.3464481185925005e-08;+1.4917469508520753e-07;+3.8164877246133267e-16;+2.0129907477988069e-07
21600;+0.0000000000000000e+00;+1.4973528971583368e-07;+0.0000000000000000e+00;+4.3549703901158264e-08;+1.4973528971583368e-07;+3.8506487097213321e-16;+2.0217114452087072e-07
21700;+0.0000000000000000e+00;+1.4936287971398797e-07;+0.0000000000000000e+00;+4.3488758882017845e-08;+1.4936287971398797e-07;+3.8570135418910620e-16;+2.0234837966395774e-07
21800;+0.0000000000000000e+00;+1.4973926912263850e-07;+0.0000000000000000e+00;+4.3679363247042662e-08;+1.4973926912263850e-07;+3.8233430951899098e-16;+2.0297787907268331e-07
21900;+0.0000000000000000e+00;+1.4955144830388760e-07;+0.0000000000000000e+00;+4.3794733272274499e-08;+1.4955144830388760e-07;+3.8332902356527746e-16;+2.0307775796572572e-07
22000;+0.0000000000000000e+00;+1.5022678287675119e-07;+0.0000000000000000e+00;+4.3403311327230266e-08;+1.5022678287675119e-07;+3.8232511814691523e-16;+2.0246538062586723e-07
22100;+0.0000000000000000e+00;+1.4994624562174315e-07;+0.0000000000000000e+00;+4.3502888344501594e-08;+1.4994624562174315e-07;+3.8548968953581559e-16;+2.0278923284225809e-07
22200;+0.0000000000000000e+00;+1.5066494655875939e-07;+0.0000000000000000e+00;+4.3756288401264049e-08;+1.5066494655875939e-07;+3.8491258592093605e-16;+2.0264529645690144e-07
22300;+0.0000000000000000e+00;+1.5109304279872963e-07;+0.0000000000000000e+00;+4.3160538817552551e-08;+1.5109304279872963e-07;+3.8595001723682238e-16;+2.0483703887691786e-07
22400;+0.0000000000000000e+00;+1.5069335365391224e-07;+0.0000000000000000e+00;+4.3128769061202496e-08;+1.5069335365391224e-07;+3.8180905423960988e-16;+2.0479157184574390e-07
22500;+0.0000000000000000e+00;+1.5075495641844066e-07;+0.0000000000000000e+00;+4.3502355702256705e-08;+1.5075495641844066e-07;+3.8396829688759763e-16;+2.0400977641534088e-07
22600;+0.0000000000000000e+00;+1.5140514325524093e-07;+0.0000000000000000e+00;+4.3423180812096857e-08;+1.5140514325524093e-07;+3.9009682517943647e-16;+2.0643583147897194e-07
22700;+0.0000000000000000e+00;+1.5097749570605221e-07;+0.0000000000000000e+00;+4.3468698490608206e-08;+1.5097749570605221e-07;+3.8856642905468172e-16;+2.0429355570561960e-07
22800;+0.0000000000000000e+00;+1.5219133923153982e-07;+0.0000000000000000e+00;+4.3446415383929774e-08;+1.5219133923153982e-07;+3.8779472796663659e-16;+2.0674207107797129e-07
22900;+0.0000000000000000e+00;+1.4977755197604612e-07;+0.0000000000000000e+00;+4.3387940423980309e-08;+1.4977755197604612e-07;+3.8708623231628596e-16;+2.0651793522705044e-07
23000;+0.0000000000000000e+00;+1.5183996556115951e-07;+0.0000000000000000e+00;+4.3407209397215442e-08;+1.5183996556115951e-07;+3.8718398901400831e-16;+2.0597898346690358e-07
23100;+0.0000000000000000e+00;+1.5191445582499715e-07;+0.0000000000000000e+00;+4.3447255496195994e-08;+1.5191445582499715e-07;+3.8952083609801738e-16;+2.0690548448119062e-07
23200;+0.0000000000000000e+00;+1.5274524645338876e-07;+0.0000000000000000e+00;+4.3425365803753283e-08;+1.5274524645338876e-07;+3.8609438460796998e-16;+2.0701526654736578e-07
23300;+0.0000000000000000e+00;+1.5309188661662258e-07;+0.0000000000000000e+00;+4.3465727919682483e-08;+1.5309188661662258e-07;+3.9195345345538777e-16;+2.0788503850670831e-07
23400;+0.0000000000000000e+00;+1.5306198933407735e-07;+0.0000000000000000e+00;+4.3288674879137124e-08;+1.5306198933407735e-07;+3.8698707093205764e-16;+2.0850886002439240e-07
23500;+0.0000000000000000e+00;+1.5373604101264912e-07;+0.0000000000000000e+00;+4.3509155751583368e-08;+1.5373604101264912e-07;+3.8867696468859518e-16;+2.0689875114318661e-07
23600;+0.0000000000000000e+00;+1.5412805003731909e-07;+0.0000000000000000e+00;+4.3461247777833959e-08;+1.5412805003731909e-07;+3.8679259985134857e-16;+2.0945470268488151e-07
23700;+0.0000000000000000e+00;+1.5377795455583187e-07;+0.0000000000000000e+00;+4.3486370234833712e-08;+1.5377795455583187e-07;+3.9024609844868111e-16;+2.0774531466770934e-07
23800;+0.0000000000000000e+00;+1.5308832434328065e-07;+0.0000000000000000e+00;+4.3601487410574043e-08;+1.5308832434328065e-07;+3.9212803547660682e-16;+2.0753570119239484e-07
23900;+0.0000000000000000e+00;+1.5360948284773139e-07;+0.0000000000000000e+00;+4.3321345245227263e-08;+1.5360948284773139e-07;+3.9066053676994835e-16;+2.1007827943623286e-07
24000;+0.0000000000000000e+00;+1.5494103906479756e-07;+0.0000000000000000e+00;+4.3613810185077204e-08;+1.5494103906479756e-07;+3.8999189758513910e-16;+2.0973949689869502e-07
24100;+0.0000000000000000e+00;+1.5410684152481176e-07;+0.0000000000000000e+00;+4.3553946278605273e-08;+1.5410684152481176e-07;+3.9132503720880240e-16;+2.1113991465871132e-07
24200;+0.0000000000000000e+00;+1.5515825917118891e-07;+0.0000000000000000e+00;+4.3318661638604602e-08;+1.5515825917118891e-07;+3.9186941084858148e-16;+2.0974843672780361e-07
24300;+0.0000000000000000e+00;+1.5425074625250915e-07;+0.0000000000000000e+00;+4.3514981062312991e-08;+1.5425074625250915e-07;+3.9105785977069991e-16;+2.0876415107852177e-07
24400;+0.0000000000000000e+00;+1.5520901364964591e-07;+0.0000000000000000e+00;+4.3494974243949550e-08;+1.5520901364964591e-07;+3.9062347961449663e-16;+2.1084695372492849e-07
24500;+0.0000000000000000e+00;+1.5488057986830444e-07;+0.0000000000000000e+00;+4.3492437489471846e-08;+1.5488057986830444e-07;+3.9222825435771673e-16;+2.1117072946433139e-07
