Random iter;Vector Size;ResultDOT fp64;ResultDOT fp32;ResultDOT Acc<fp64, fp64>;ResultDOT Acc<fp64, fp32>;ResultDOT Acc<fp32, fp32>;ResultCUBLAS DOT fp64;ResultCUBLAS DOT fp32
9;13000000;4.8309089728418570e+02;4.8309054565429688e+02;4.8309089728418763e+02;4.8309109497070312e+02;4.8309307861328125e+02;4.8309089728417979e+02;4.8309152221679688e+02
0;15000000;4.9894374777576440e+03;4.9894384765625000e+03;4.9894374777576495e+03;4.9894375000000000e+03;4.9894379882812500e+03;4.9894374777576413e+03;4.9894384765625000e+03
1;15000000;-1.8008938658186689e+03;-1.8008959960937500e+03;-1.8008938658186701e+03;-1.8008940429687500e+03;-1.8008948974609375e+03;-1.8008938658186694e+03;-1.8008930664062500e+03
2;15000000;-1.8196605251864858e+03;-1.8196619873046875e+03;-1.8196605251864951e+03;-1.8196606445312500e+03;-1.8196606445312500e+03;-1.8196605251864880e+03;-1.8196611328125000e+03
3;15000000;4.2945157381061190e+03;4.2945146484375000e+03;4.2945157381061226e+03;4.2945156250000000e+03;4.2945136718750000e+03;4.2945157381061272e+03;4.2945156250000000e+03
4;15000000;-2.0041800102495387e+02;-2.0042001342773438e+02;-2.0041800102495927e+02;-2.0041801452636719e+02;-2.0042027282714844e+02;-2.0041800102495938e+02;-2.0041824340820312e+02
5;15000000;1.9188315858570679e+03;1.9188278808593750e+03;1.9188315858570711e+03;1.9188316650390625e+03;1.9188278808593750e+03;1.9188315858570695e+03;1.9188319091796875e+03
6;15000000;-1.4847921049850113e+03;-1.4847940673828125e+03;-1.4847921049850063e+03;-1.4847918701171875e+03;-1.4847941894531250e+03;-1.4847921049850065e+03;-1.4847921142578125e+03
7;15000000;1.3812064708082262e+03;1.3812089843750000e+03;1.3812064708082271e+03;1.3812064208984375e+03;1.3812070312500000e+03;1.3812064708082332e+03;1.3812062988281250e+03
8;15000000;2.4255101236362370e+03;2.4255090332031250e+03;2.4255101236362398e+03;2.4255100097656250e+03;2.4255090332031250e+03;2.4255101236362361e+03;2.4255095214843750e+03
9;15000000;-1.2857147006275075e+03;-1.2857136230468750e+03;-1.2857147006275093e+03;-1.2857144775390625e+03;-1.2857176513671875e+03;-1.2857147006274986e+03;-1.2857150878906250e+03
0;17000000;8.5203899538346177e+03;8.5203964843750000e+03;8.5203899538346195e+03;8.5203896484375000e+03;8.5203955078125000e+03;8.5203899538346141e+03;8.5203906250000000e+03
1;17000000;-2.5245798582230555e+03;-2.5245810546875000e+03;-2.5245798582230505e+03;-2.5245800781250000e+03;-2.5245786132812500e+03;-2.5245798582230536e+03;-2.5245791015625000e+03
2;17000000;-2.8198838024196234e+03;-2.8198813476562500e+03;-2.8198838024196266e+03;-2.8198840332031250e+03;-2.8198833007812500e+03;-2.8198838024196202e+03;-2.8198842773437500e+03
3;17000000;3.5850846707770265e+03;3.5850849609375000e+03;3.5850846707770179e+03;3.5850849609375000e+03;3.5850869140625000e+03;3.5850846707770206e+03;3.5850849609375000e+03
4;17000000;1.1393088521353727e+03;1.1393096923828125e+03;1.1393088521353757e+03;1.1393088378906250e+03;1.1393101806640625e+03;1.1393088521353839e+03;1.1393089599609375e+03
5;17000000;2.1206655005966859e+03;2.1206618652343750e+03;2.1206655005966795e+03;2.1206655273437500e+03;2.1206618652343750e+03;2.1206655005966782e+03;2.1206645507812500e+03
6;17000000;-2.3188373111088340e+03;-2.3188378906250000e+03;-2.3188373111088363e+03;-2.3188371582031250e+03;-2.3188361816406250e+03;-2.3188373111088295e+03;-2.3188383789062500e+03
7;17000000;3.8044047233091219e+03;3.8044121093750000e+03;3.8044047233091219e+03;3.8044045410156250e+03;3.8044111328125000e+03;3.8044047233091310e+03;3.8044060058593750e+03
8;17000000;2.0399898153258500e+03;2.0399901123046875e+03;2.0399898153258521e+03;2.0399897460937500e+03;2.0399899902343750e+03;2.0399898153258523e+03;2.0399898681640625e+03
9;17000000;-7.1684533459763804e+02;-7.1684289550781250e+02;-7.1684533459763770e+02;-7.1684515380859375e+02;-7.1684246826171875e+02;-7.1684533459762986e+02;-7.1684472656250000e+02
0;19000000;8.1098240002947305e+03;8.1098237304687500e+03;8.1098240002947223e+03;8.1098242187500000e+03;8.1098222656250000e+03;8.1098240002947241e+03;8.1098232421875000e+03
1;19000000;-3.7129825053100794e+03;-3.7129819335937500e+03;-3.7129825053100813e+03;-3.7129826660156250e+03;-3.7129799804687500e+03;-3.7129825053100858e+03;-3.7129814453125000e+03
2;19000000;-1.5665188437992088e+03;-1.5665198974609375e+03;-1.5665188437992092e+03;-1.5665190429687500e+03;-1.5665191650390625e+03;-1.5665188437992088e+03;-1.5665177001953125e+03
3;19000000;6.5415230688710617e+03;6.5415268554687500e+03;6.5415230688710608e+03;6.5415234375000000e+03;6.5415263671875000e+03;6.5415230688710626e+03;6.5415239257812500e+03
4;19000000;-1.5047881934309100e+03;-1.5047869873046875e+03;-1.5047881934309119e+03;-1.5047882080078125e+03;-1.5047891845703125e+03;-1.5047881934309084e+03;-1.5047873535156250e+03
5;19000000;1.4596171466747887e+03;1.4596137695312500e+03;1.4596171466747901e+03;1.4596170654296875e+03;1.4596140136718750e+03;1.4596171466747842e+03;1.4596171875000000e+03
6;19000000;-1.4142040829271609e+03;-1.4142061767578125e+03;-1.4142040829271587e+03;-1.4142038574218750e+03;-1.4142045898437500e+03;-1.4142040829271573e+03;-1.4142050781250000e+03
7;19000000;3.4214575203769209e+03;3.4214584960937500e+03;3.4214575203769241e+03;3.4214575195312500e+03;3.4214538574218750e+03;3.4214575203769200e+03;3.4214575195312500e+03
8;19000000;1.8096972363113703e+03;1.8096976318359375e+03;1.8096972363113653e+03;1.8096971435546875e+03;1.8096962890625000e+03;1.8096972363113659e+03;1.8096955566406250e+03
9;19000000;-6.9791190177408157e+02;-6.9791009521484375e+02;-6.9791190177408691e+02;-6.9791174316406250e+02;-6.9790667724609375e+02;-6.9791190177408862e+02;-6.9791101074218750e+02
0;21000000;8.0985522058684282e+03;8.0985478515625000e+03;8.0985522058684383e+03;8.0985522460937500e+03;8.0985493164062500e+03;8.0985522058684310e+03;8.0985527343750000e+03
1;21000000;-2.1075269720636838e+03;-2.1075261230468750e+03;-2.1075269720636875e+03;-2.1075270996093750e+03;-2.1075234375000000e+03;-2.1075269720636875e+03;-2.1075263671875000e+03
2;21000000;1.8242690571887204e+02;1.8243002319335938e+02;1.8242690571887056e+02;1.8242669677734375e+02;1.8242646789550781e+02;1.8242690571886897e+02;1.8242657470703125e+02
3;21000000;7.5058059114971711e+03;7.5058017578125000e+03;7.5058059114971729e+03;7.5058061523437500e+03;7.5058037109375000e+03;7.5058059114971647e+03;7.5058071289062500e+03
4;21000000;-2.2233091689577861e+02;-2.2233218383789062e+02;-2.2233091689578114e+02;-2.2233090209960938e+02;-2.2233134460449219e+02;-2.2233091689578237e+02;-2.2233026123046875e+02
5;21000000;2.8368775709874199e+03;2.8368798828125000e+03;2.8368775709874212e+03;2.8368776855468750e+03;2.8368786621093750e+03;2.8368775709874108e+03;2.8368781738281250e+03
6;21000000;-6.4766271821607154e+02;-6.4766424560546875e+02;-6.4766271821607279e+02;-6.4766247558593750e+02;-6.4766546630859375e+02;-6.4766271821606028e+02;-6.4766345214843750e+02
7;21000000;4.8135978245881745e+02;4.8136019897460938e+02;4.8135978245882052e+02;4.8135971069335938e+02;4.8135931396484375e+02;4.8135978245882075e+02;4.8136010742187500e+02
8;21000000;2.1998628157517778e+03;2.1998649902343750e+03;2.1998628157517746e+03;2.1998627929687500e+03;2.1998632812500000e+03;2.1998628157517801e+03;2.1998618164062500e+03
9;21000000;-2.5079830827708238e+03;-2.5079833984375000e+03;-2.5079830827708197e+03;-2.5079829101562500e+03;-2.5079831542968750e+03;-2.5079830827708192e+03;-2.5079833984375000e+03
0;23000000;9.3536466017410858e+03;9.3536289062500000e+03;9.3536466017410985e+03;9.3536464843750000e+03;9.3536337890625000e+03;9.3536466017410839e+03;9.3536484375000000e+03
1;23000000;-2.5092714089994597e+03;-2.5092695312500000e+03;-2.5092714089994611e+03;-2.5092717285156250e+03;-2.5092692871093750e+03;-2.5092714089994579e+03;-2.5092707519531250e+03
2;23000000;-1.9062811212918371e+03;-1.9062792968750000e+03;-1.9062811212918336e+03;-1.9062812500000000e+03;-1.9062803955078125e+03;-1.9062811212918414e+03;-1.9062812500000000e+03
3;23000000;5.1978570303307206e+03;5.1978588867187500e+03;5.1978570303307215e+03;5.1978574218750000e+03;5.1978588867187500e+03;5.1978570303307188e+03;5.1978579101562500e+03
4;23000000;-1.9076695457864728e+03;-1.9076690673828125e+03;-1.9076695457864726e+03;-1.9076695556640625e+03;-1.9076733398437500e+03;-1.9076695457864680e+03;-1.9076690673828125e+03
5;23000000;2.4307777809320687e+03;2.4307780761718750e+03;2.4307777809320705e+03;2.4307778320312500e+03;2.4307685546875000e+03;2.4307777809320664e+03;2.4307773437500000e+03
6;23000000;-4.6854819059691255e+02;-4.6854702758789062e+02;-4.6854819059691545e+02;-4.6854803466796875e+02;-4.6854425048828125e+02;-4.6854819059690851e+02;-4.6854901123046875e+02
7;23000000;1.1001754139896836e+03;1.1001738281250000e+03;1.1001754139896877e+03;1.1001752929687500e+03;1.1001750488281250e+03;1.1001754139896889e+03;1.1001752929687500e+03
8;23000000;4.5615559318725027e+03;4.5615600585937500e+03;4.5615559318725063e+03;4.5615556640625000e+03;4.5615585937500000e+03;4.5615559318725172e+03;4.5615551757812500e+03
9;23000000;-1.7435775022462601e+03;-1.7435773925781250e+03;-1.7435775022462581e+03;-1.7435773925781250e+03;-1.7435809326171875e+03;-1.7435775022462576e+03;-1.7435778808593750e+03
0;25000000;9.0167976623641189e+03;9.0168046875000000e+03;9.0167976623641407e+03;9.0167978515625000e+03;9.0168085937500000e+03;9.0167976623641243e+03;9.0167998046875000e+03
1;25000000;-4.4890836350249401e+03;-4.4890883789062500e+03;-4.4890836350249483e+03;-4.4890839843750000e+03;-4.4890888671875000e+03;-4.4890836350249519e+03;-4.4890820312500000e+03
2;25000000;-1.5469611202608667e+03;-1.5469575195312500e+03;-1.5469611202608630e+03;-1.5469613037109375e+03;-1.5469575195312500e+03;-1.5469611202608642e+03;-1.5469619140625000e+03
3;25000000;5.1716445657720760e+03;5.1716445312500000e+03;5.1716445657720724e+03;5.1716450195312500e+03;5.1716440429687500e+03;5.1716445657720760e+03;5.1716464843750000e+03
4;25000000;-3.9953850619968199e+02;-3.9953790283203125e+02;-3.9953850619968216e+02;-3.9953851318359375e+02;-3.9953762817382812e+02;-3.9953850619968557e+02;-3.9953787231445312e+02
5;25000000;1.2192074237063539e+03;1.2192011718750000e+03;1.2192074237063553e+03;1.2192075195312500e+03;1.2191983642578125e+03;1.2192074237063480e+03;1.2192087402343750e+03
6;25000000;-2.3670656935771772e+03;-2.3670632324218750e+03;-2.3670656935771831e+03;-2.3670656738281250e+03;-2.3670664062500000e+03;-2.3670656935771799e+03;-2.3670666503906250e+03
7;25000000;2.1580576380088010e+03;2.1580607910156250e+03;2.1580576380088055e+03;2.1580576171875000e+03;2.1580634765625000e+03;2.1580576380088150e+03;2.1580581054687500e+03
8;25000000;6.6906837799598834e+03;6.6906904296875000e+03;6.6906837799598889e+03;6.6906835937500000e+03;6.6906855468750000e+03;6.6906837799598807e+03;6.6906821289062500e+03
9;25000000;-1.6059761078943673e+03;-1.6059757080078125e+03;-1.6059761078943679e+03;-1.6059760742187500e+03;-1.6059736328125000e+03;-1.6059761078943668e+03;-1.6059763183593750e+03
0;27000000;8.4400087184653366e+03;8.4399912109375000e+03;8.4400087184653457e+03;8.4400087890625000e+03;8.4399921875000000e+03;8.4400087184653239e+03;8.4400097656250000e+03
1;27000000;-4.9018402585919857e+03;-4.9018398437500000e+03;-4.9018402585919839e+03;-4.9018403320312500e+03;-4.9018422851562500e+03;-4.9018402585919939e+03;-4.9018388671875000e+03
2;27000000;-1.1107367747316252e+03;-1.1107340087890625e+03;-1.1107367747316273e+03;-1.1107370605468750e+03;-1.1107342529296875e+03;-1.1107367747316212e+03;-1.1107380371093750e+03
3;27000000;4.3928358074403632e+03;4.3928383789062500e+03;4.3928358074403704e+03;4.3928359375000000e+03;4.3928364257812500e+03;4.3928358074403650e+03;4.3928359375000000e+03
4;27000000;6.7328806991340980e+02;6.7328991699218750e+02;6.7328806991341014e+02;6.7328808593750000e+02;6.7328771972656250e+02;6.7328806991340639e+02;6.7328875732421875e+02
5;27000000;3.4989562119793510e+02;3.4989819335937500e+02;3.4989562119793760e+02;3.4989569091796875e+02;3.4989541625976562e+02;3.4989562119793368e+02;3.4989660644531250e+02
6;27000000;-5.8510352436663934e+03;-5.8510366210937500e+03;-5.8510352436663934e+03;-5.8510351562500000e+03;-5.8510322265625000e+03;-5.8510352436663870e+03;-5.8510346679687500e+03
7;27000000;7.2234372400800044e+02;7.2234130859375000e+02;7.2234372400799623e+02;7.2234362792968750e+02;7.2234649658203125e+02;7.2234372400800567e+02;7.2234375000000000e+02
8;27000000;4.6341665900637290e+03;4.6341562500000000e+03;4.6341665900637472e+03;4.6341665039062500e+03;4.6341625976562500e+03;4.6341665900637317e+03;4.6341645507812500e+03
9;27000000;-3.0473769743784883e+03;-3.0473779296875000e+03;-3.0473769743784842e+03;-3.0473767089843750e+03;-3.0473754882812500e+03;-3.0473769743784878e+03;-3.0473779296875000e+03
0;29000000;1.0786915688232979e+04;1.0786915039062500e+04;1.0786915688232950e+04;1.0786915039062500e+04;1.0786901367187500e+04;1.0786915688232904e+04;1.0786916992187500e+04
1;29000000;-3.7338008826070932e+03;-3.7337993164062500e+03;-3.7338008826070991e+03;-3.7338012695312500e+03;-3.7338022460937500e+03;-3.7338008826070986e+03;-3.7337971191406250e+03
2;29000000;-2.2107800926877820e+02;-2.2108340454101562e+02;-2.2107800926878841e+02;-2.2107815551757812e+02;-2.2108049011230469e+02;-2.2107800926877849e+02;-2.2107910156250000e+02
3;29000000;6.6939706457258999e+03;6.6939731445312500e+03;6.6939706457259017e+03;6.6939707031250000e+03;6.6939716796875000e+03;6.6939706457258935e+03;6.6939707031250000e+03
4;29000000;2.4156855037544830e+02;2.4156964111328125e+02;2.4156855037545145e+02;2.4156855773925781e+02;2.4157144165039062e+02;2.4156855037544597e+02;2.4156835937500000e+02
5;29000000;2.3127603911116154e+01;2.3125366210937500e+01;2.3127603911115898e+01;2.3127750396728516e+01;2.3126068115234375e+01;2.3127603911128404e+01;2.3128173828125000e+01
