Num Rows;GEMV fp64;GEMV fp32;GEMV Acc<fp64, fp64>;GEMV Acc<fp64, fp32>;CUBLAS GEMV fp64;CUBLAS GEMV fp32
15872;2.2599999904632568e+00;1.1463680267333984e+00;2.2600319385528564e+00;1.1479359865188599e+00;2.2920000553131104e+00;1.1997439861297607e+00
16384;2.4050559997558594e+00;1.2115199565887451e+00;2.4050240516662598e+00;1.2078080177307129e+00;2.4203839302062988e+00;1.2325439453125000e+00
16896;2.5585598945617676e+00;1.2885760068893433e+00;2.5587520599365234e+00;1.2884479761123657e+00;2.6113920211791992e+00;1.3358399868011475e+00
17408;2.7139520645141602e+00;1.3648320436477661e+00;2.7137920856475830e+00;1.3631039857864380e+00;2.8080000877380371e+00;1.4069759845733643e+00
17920;2.8762879371643066e+00;1.4471999406814575e+00;2.8760960102081299e+00;1.4493119716644287e+00;3.0051519870758057e+00;1.4878400564193726e+00
18432;3.0409278869628906e+00;1.5286719799041748e+00;3.0420160293579102e+00;1.5266560316085815e+00;3.1128320693969727e+00;1.5741759538650513e+00
18944;3.2288959026336670e+00;1.6681280136108398e+00;3.2291839122772217e+00;1.6831040382385254e+00;3.2851200103759766e+00;1.7020800113677979e+00
19456;3.3879039287567139e+00;1.7028160095214844e+00;3.3887040615081787e+00;1.7047040462493896e+00;3.4420480728149414e+00;1.8107839822769165e+00
19968;3.5685119628906250e+00;1.7897280454635620e+00;3.5683200359344482e+00;1.7893760204315186e+00;3.6102080345153809e+00;1.8724160194396973e+00
20480;3.7526080608367920e+00;1.8814079761505127e+00;3.7535359859466553e+00;1.8805439472198486e+00;3.7904961109161377e+00;1.9449280500411987e+00
20992;3.9419519901275635e+00;1.9764159917831421e+00;3.9416639804840088e+00;1.9775040149688721e+00;3.9752318859100342e+00;2.0423679351806641e+00
21504;4.1572160720825195e+00;2.0738561153411865e+00;4.1561279296875000e+00;2.0761919021606445e+00;4.2259202003479004e+00;2.1468799114227295e+00
22016;4.3745598793029785e+00;2.1748800277709961e+00;4.3727359771728516e+00;2.1783680915832520e+00;4.4047999382019043e+00;2.2274880409240723e+00
22528;4.5602560043334961e+00;2.2858240604400635e+00;4.5613441467285156e+00;2.2897920608520508e+00;4.6555199623107910e+00;2.3611519336700439e+00
23040;4.7475199699401855e+00;2.3800640106201172e+00;4.7480640411376953e+00;2.3823039531707764e+00;4.8394560813903809e+00;2.4446399211883545e+00
23552;4.9616641998291016e+00;2.4849600791931152e+00;4.9608960151672363e+00;2.4863679409027100e+00;5.1099200248718262e+00;2.5623679161071777e+00
24064;5.1788158416748047e+00;2.5949759483337402e+00;5.1784000396728516e+00;2.5978560447692871e+00;5.2971200942993164e+00;2.6777598857879639e+00
24576;5.3973441123962402e+00;2.7068479061126709e+00;5.3982400894165039e+00;2.7081921100616455e+00;5.4606719017028809e+00;2.7828159332275391e+00
