Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp64, posit32>;Error DOT Acc<fp64, posit16>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
0;449000000;1.7365618571133859e+03;1.7365621337890625e+03;1.7365618571133814e+03;1.7365620117187500e+03;1.7365618286132812e+03;1.7360000000000000e+03;1.7365589599609375e+03;1.7365618571134032e+03;1.7365734863281250e+03
1;449000000;1.6717183908034467e+03;1.6717291259765625e+03;1.6717183908034290e+03;1.6717185058593750e+03;1.6717183532714844e+03;1.6700000000000000e+03;1.6717233886718750e+03;1.6717183908034433e+03;1.6717238769531250e+03
2;449000000;1.8229051994542538e+03;1.8229042968750000e+03;1.8229051994542531e+03;1.8229052734375000e+03;1.8229051818847656e+03;1.8220000000000000e+03;1.8229013671875000e+03;1.8229051994542831e+03;1.8229113769531250e+03
3;449000000;1.2482008937228588e+03;1.2482061767578125e+03;1.2482008937228513e+03;1.2482009277343750e+03;1.2482008666992188e+03;1.2460000000000000e+03;1.2482009277343750e+03;1.2482008937228584e+03;1.2482089843750000e+03
4;449000000;1.1427479869965061e+03;1.1427525634765625e+03;1.1427479869964936e+03;1.1427480468750000e+03;1.1427479553222656e+03;1.1420000000000000e+03;1.1427475585937500e+03;1.1427479869965209e+03;1.1427536621093750e+03
5;449000000;1.9884440966089951e+03;1.9884472656250000e+03;1.9884440966089965e+03;1.9884442138671875e+03;1.9884440612792969e+03;1.9880000000000000e+03;1.9884448242187500e+03;1.9884440966090069e+03;1.9884460449218750e+03
6;449000000;7.7129376818937533e+02;7.7130456542968750e+02;7.7129376818938761e+02;7.7129388427734375e+02;7.7129376220703125e+02;7.7100000000000000e+02;7.7129870605468750e+02;7.7129376818938499e+02;7.7129638671875000e+02
7;449000000;-6.3230108226937421e+02;-6.3229827880859375e+02;-6.3230108226936818e+02;-6.3230096435546875e+02;-6.3230107116699219e+02;-6.3100000000000000e+02;-6.3228973388671875e+02;-6.3230108226936909e+02;-6.3229248046875000e+02
8;449000000;-1.8625358821905195e+03;-1.8625349121093750e+03;-1.8625358821905065e+03;-1.8625357666015625e+03;-1.8625358581542969e+03;-1.8600000000000000e+03;-1.8625349121093750e+03;-1.8625358821905106e+03;-1.8625308837890625e+03
9;449000000;-2.4670088085601960e+03;-2.4670139160156250e+03;-2.4670088085602006e+03;-2.4670085449218750e+03;-2.4670087280273438e+03;-2.4640000000000000e+03;-2.4670014648437500e+03;-2.4670088085601683e+03;-2.4670026855468750e+03
0;451000000;2.2541298796125584e+03;2.2541328125000000e+03;2.2541298796125611e+03;2.2541301269531250e+03;2.2541298217773438e+03;2.2520000000000000e+03;2.2541357421875000e+03;2.2541298796125770e+03;2.2541403808593750e+03
1;451000000;1.4789935378697242e+03;1.4790114746093750e+03;1.4789935378697323e+03;1.4789936523437500e+03;1.4789934997558594e+03;1.4780000000000000e+03;1.4790074462890625e+03;1.4789935378697264e+03;1.4789982910156250e+03
2;451000000;1.7511646879774869e+03;1.7511628417968750e+03;1.7511646879774853e+03;1.7511647949218750e+03;1.7511646728515625e+03;1.7500000000000000e+03;1.7511700439453125e+03;1.7511646879775035e+03;1.7511690673828125e+03
3;451000000;8.6735055897246787e+02;8.6734924316406250e+02;8.6735055897246730e+02;8.6735058593750000e+02;8.6735054016113281e+02;8.6700000000000000e+02;8.6734948730468750e+02;8.6735055897248662e+02;8.6735876464843750e+02
4;451000000;1.6584629823970015e+03;1.6584562988281250e+03;1.6584629823969979e+03;1.6584630126953125e+03;1.6584629516601562e+03;1.6580000000000000e+03;1.6584593505859375e+03;1.6584629823970211e+03;1.6584685058593750e+03
5;451000000;1.1236523213619278e+03;1.1236545410156250e+03;1.1236523213619300e+03;1.1236524658203125e+03;1.1236523132324219e+03;1.1220000000000000e+03;1.1236542968750000e+03;1.1236523213619466e+03;1.1236533203125000e+03
6;451000000;3.8538182115308200e+02;3.8538696289062500e+02;3.8538182115308894e+02;3.8538189697265625e+02;3.8538181304931641e+02;3.8500000000000000e+02;3.8538900756835938e+02;3.8538182115308518e+02;3.8538330078125000e+02
7;451000000;2.9252779085290442e+01;2.9257614135742188e+01;2.9252779085283578e+01;2.9252889633178711e+01;2.9252783060073853e+01;2.9671875000000000e+01;2.9262176513671875e+01;2.9252779085287784e+01;2.9260986328125000e+01
8;451000000;-1.7869744256687070e+03;-1.7869746093750000e+03;-1.7869744256686972e+03;-1.7869742431640625e+03;-1.7869743957519531e+03;-1.7860000000000000e+03;-1.7869766845703125e+03;-1.7869744256686927e+03;-1.7869686279296875e+03
9;451000000;-2.1125435928255506e+03;-2.1125441894531250e+03;-2.1125435928255720e+03;-2.1125434570312500e+03;-2.1125435180664062e+03;-2.1080000000000000e+03;-2.1125437011718750e+03;-2.1125435928255506e+03;-2.1125378417968750e+03
0;453000000;1.9882825298595722e+03;1.9882890625000000e+03;1.9882825298595640e+03;1.9882827148437500e+03;1.9882825012207031e+03;1.9880000000000000e+03;1.9882882080078125e+03;1.9882825298595876e+03;1.9882919921875000e+03
1;453000000;1.4261595642832374e+03;1.4261700439453125e+03;1.4261595642832149e+03;1.4261596679687500e+03;1.4261595458984375e+03;1.4240000000000000e+03;1.4261643066406250e+03;1.4261595642832403e+03;1.4261640625000000e+03
2;453000000;1.5659577656296442e+03;1.5659659423828125e+03;1.5659577656296410e+03;1.5659578857421875e+03;1.5659577331542969e+03;1.5640000000000000e+03;1.5659671630859375e+03;1.5659577656296585e+03;1.5659626464843750e+03
3;453000000;8.6970293369790193e+02;8.6969799804687500e+02;8.6970293369788919e+02;8.6970300292968750e+02;8.6970291137695312e+02;8.6900000000000000e+02;8.6970239257812500e+02;8.6970293369792012e+02;8.6970898437500000e+02
4;453000000;1.7894063397114537e+03;1.7894136962890625e+03;1.7894063397114514e+03;1.7894063720703125e+03;1.7894063110351562e+03;1.7880000000000000e+03;1.7894085693359375e+03;1.7894063397114821e+03;1.7894130859375000e+03
5;453000000;6.0346912405917294e+02;6.0347015380859375e+02;6.0346912405917692e+02;6.0346923828125000e+02;6.0346911621093750e+02;6.0300000000000000e+02;6.0346887207031250e+02;6.0346912405918533e+02;6.0347363281250000e+02
6;453000000;1.3131761763040251e+03;1.3131856689453125e+03;1.3131761763040338e+03;1.3131762695312500e+03;1.3131761474609375e+03;1.3120000000000000e+03;1.3131931152343750e+03;1.3131761763040170e+03;1.3131790771484375e+03
7;453000000;1.9280110384072003e+01;1.9282073974609375e+01;1.9280110384079393e+01;1.9280212402343750e+01;1.9280112981796265e+01;1.9609375000000000e+01;1.9280868530273438e+01;1.9280110384092040e+01;1.9289550781250000e+01
8;453000000;-2.2037828366744852e+03;-2.2037841796875000e+03;-2.2037828366744875e+03;-2.2037827148437500e+03;-2.2037827758789062e+03;-2.2000000000000000e+03;-2.2037817382812500e+03;-2.2037828366744830e+03;-2.2037778320312500e+03
9;453000000;-1.7012896897587937e+03;-1.7012855224609375e+03;-1.7012896897588037e+03;-1.7012895507812500e+03;-1.7012896728515625e+03;-1.7000000000000000e+03;-1.7012851562500000e+03;-1.7012896897587966e+03;-1.7012832031250000e+03
0;455000000;2.0597455286798777e+03;2.0597465820312500e+03;2.0597455286798836e+03;2.0597456054687500e+03;2.0597454833984375e+03;2.0560000000000000e+03;2.0597512207031250e+03;2.0597455286799186e+03;2.0597558593750000e+03
1;455000000;1.9694519945226027e+03;1.9694606933593750e+03;1.9694519945226077e+03;1.9694521484375000e+03;1.9694519653320312e+03;1.9680000000000000e+03;1.9694537353515625e+03;1.9694519945226280e+03;1.9694565429687500e+03
2;455000000;1.4857023164011730e+03;1.4857091064453125e+03;1.4857023164011630e+03;1.4857023925781250e+03;1.4857023010253906e+03;1.4840000000000000e+03;1.4857049560546875e+03;1.4857023164011875e+03;1.4857077636718750e+03
3;455000000;5.9916179590926208e+02;5.9916357421875000e+02;5.9916179590926549e+02;5.9916186523437500e+02;5.9916178894042969e+02;5.9900000000000000e+02;5.9916333007812500e+02;5.9916179590928505e+02;5.9917236328125000e+02
4;455000000;1.1302767421168601e+03;1.1302747802734375e+03;1.1302767421168555e+03;1.1302767333984375e+03;1.1302767333984375e+03;1.1280000000000000e+03;1.1302740478515625e+03;1.1302767421168835e+03;1.1302833251953125e+03
5;455000000;1.0485442552166971e+03;1.0485416259765625e+03;1.0485442552166967e+03;1.0485443115234375e+03;1.0485442504882812e+03;1.0480000000000000e+03;1.0485443115234375e+03;1.0485442552166978e+03;1.0485488281250000e+03
6;455000000;6.2828720138757433e+02;6.2828747558593750e+02;6.2828720138756739e+02;6.2828729248046875e+02;6.2828718566894531e+02;6.2800000000000000e+02;6.2828485107421875e+02;6.2828720138757535e+02;6.2828930664062500e+02
7;455000000;1.1824244655472991e+02;1.1824049377441406e+02;1.1824244655473755e+02;1.1824254608154297e+02;1.1824244880676270e+02;1.1843750000000000e+02;1.1823919677734375e+02;1.1824244655473785e+02;1.1825073242187500e+02
8;455000000;-2.0654841809242243e+03;-2.0654838867187500e+03;-2.0654841809242225e+03;-2.0654841308593750e+03;-2.0654841308593750e+03;-2.0640000000000000e+03;-2.0654802246093750e+03;-2.0654841809242280e+03;-2.0654792480468750e+03
9;455000000;-1.6886386283811773e+03;-1.6886374511718750e+03;-1.6886386283811762e+03;-1.6886384277343750e+03;-1.6886386108398438e+03;-1.6860000000000000e+03;-1.6886311035156250e+03;-1.6886386283811421e+03;-1.6886335449218750e+03
0;457000000;2.4713273969213010e+03;2.4713278808593750e+03;2.4713273969212978e+03;2.4713276367187500e+03;2.4713273315429688e+03;2.4680000000000000e+03;2.4713273925781250e+03;2.4713273969213260e+03;2.4713393554687500e+03
1;457000000;1.9588986335099844e+03;1.9589056396484375e+03;1.9588986335099810e+03;1.9588988037109375e+03;1.9588986206054688e+03;1.9580000000000000e+03;1.9589073486328125e+03;1.9588986335100049e+03;1.9589030761718750e+03
2;457000000;1.3007165863702294e+03;1.3007248535156250e+03;1.3007165863702298e+03;1.3007166748046875e+03;1.3007165527343750e+03;1.3000000000000000e+03;1.3007219238281250e+03;1.3007165863702476e+03;1.3007214355468750e+03
3;457000000;5.6372218153835877e+02;5.6372448730468750e+02;5.6372218153836559e+02;5.6372222900390625e+02;5.6372216796875000e+02;5.6300000000000000e+02;5.6372558593750000e+02;5.6372218153837980e+02;5.6373059082031250e+02
4;457000000;1.2682938391822197e+03;1.2682976074218750e+03;1.2682938391822222e+03;1.2682938232421875e+03;1.2682938232421875e+03;1.2680000000000000e+03;1.2682951660156250e+03;1.2682938391822481e+03;1.2682990722656250e+03
5;457000000;1.3156608799583091e+03;1.3156574707031250e+03;1.3156608799583080e+03;1.3156610107421875e+03;1.3156608581542969e+03;1.3140000000000000e+03;1.3156596679687500e+03;1.3156608799583180e+03;1.3156677246093750e+03
6;457000000;-4.7418617924499799e+01;-4.7424221038818359e+01;-4.7418617924499749e+01;-4.7418533325195312e+01;-4.7418618202209473e+01;-4.7375000000000000e+01;-4.7418922424316406e+01;-4.7418617924490263e+01;-4.7415039062500000e+01
7;457000000;5.0253145904028383e+02;5.0253262329101562e+02;5.0253145904028753e+02;5.0253155517578125e+02;5.0253145599365234e+02;5.0250000000000000e+02;5.0253201293945312e+02;5.0253145904029770e+02;5.0253881835937500e+02
8;457000000;-2.1125016696205676e+03;-2.1124948730468750e+03;-2.1125016696205685e+03;-2.1125014648437500e+03;-2.1125016479492188e+03;-2.1080000000000000e+03;-2.1124982910156250e+03;-2.1125016696205648e+03;-2.1124958496093750e+03
9;457000000;-2.2398794340803192e+03;-2.2398730468750000e+03;-2.2398794340803165e+03;-2.2398793945312500e+03;-2.2398793945312500e+03;-2.2360000000000000e+03;-2.2398754882812500e+03;-2.2398794340802970e+03;-2.2398740234375000e+03
0;459000000;2.2111276251020704e+03;2.2111245117187500e+03;2.2111276251020754e+03;2.2111276855468750e+03;2.2111275634765625e+03;2.2080000000000000e+03;2.2111259765625000e+03;2.2111276251020859e+03;2.2111357421875000e+03
1;459000000;2.0265790683878258e+03;2.0265820312500000e+03;2.0265790683878390e+03;2.0265792236328125e+03;2.0265790405273438e+03;2.0260000000000000e+03;2.0265712890625000e+03;2.0265790683878467e+03;2.0265837402343750e+03
2;459000000;1.9638486878291767e+03;1.9638435058593750e+03;1.9638486878291881e+03;1.9638487548828125e+03;1.9638486633300781e+03;1.9620000000000000e+03;1.9638427734375000e+03;1.9638486878292047e+03;1.9638522949218750e+03
3;459000000;5.5573439675342433e+02;5.5573480224609375e+02;5.5573439675343116e+02;5.5573443603515625e+02;5.5573437500000000e+02;5.5500000000000000e+02;5.5573327636718750e+02;5.5573439675344662e+02;5.5574145507812500e+02
4;459000000;1.4789117850796338e+03;1.4789099121093750e+03;1.4789117850796345e+03;1.4789118652343750e+03;1.4789117736816406e+03;1.4780000000000000e+03;1.4789106445312500e+03;1.4789117850796604e+03;1.4789190673828125e+03
5;459000000;5.9274646120452667e+02;5.9274395751953125e+02;5.9274646120453076e+02;5.9274652099609375e+02;5.9274644470214844e+02;5.9200000000000000e+02;5.9274517822265625e+02;5.9274646120455304e+02;5.9275097656250000e+02
6;459000000;6.4127831397576074e+02;6.4126934814453125e+02;6.4127831397576085e+02;6.4127838134765625e+02;6.4127830505371094e+02;6.4100000000000000e+02;6.4127496337890625e+02;6.4127831397576915e+02;6.4128247070312500e+02
7;459000000;1.0494781749340905e+02;1.0495081329345703e+02;1.0494781749341490e+02;1.0494792175292969e+02;1.0494781970977783e+02;1.0506250000000000e+02;1.0494705963134766e+02;1.0494781749341882e+02;1.0495727539062500e+02
8;459000000;-1.8317802268600751e+03;-1.8317738037109375e+03;-1.8317802268600838e+03;-1.8317801513671875e+03;-1.8317802124023438e+03;-1.8300000000000000e+03;-1.8317747802734375e+03;-1.8317802268600665e+03;-1.8317741699218750e+03
9;459000000;-1.9965606596080870e+03;-1.9965625000000000e+03;-1.9965606596080870e+03;-1.9965605468750000e+03;-1.9965606384277344e+03;-1.9940000000000000e+03;-1.9965601806640625e+03;-1.9965606596080554e+03;-1.9965540771484375e+03
0;461000000;2.2846608626841826e+03;2.2846604003906250e+03;2.2846608626841739e+03;2.2846611328125000e+03;2.2846608276367188e+03;2.2840000000000000e+03;2.2846542968750000e+03;2.2846608626841899e+03;2.2846706542968750e+03
1;461000000;2.3083669201619532e+03;2.3083676757812500e+03;2.3083669201619450e+03;2.3083671875000000e+03;2.3083668823242188e+03;2.3080000000000000e+03;2.3083615722656250e+03;2.3083669201619759e+03;2.3083715820312500e+03
2;461000000;1.7124804986871422e+03;1.7124772949218750e+03;1.7124804986871475e+03;1.7124805908203125e+03;1.7124804687500000e+03;1.7120000000000000e+03;1.7124794921875000e+03;1.7124804986871727e+03;1.7124832763671875e+03
3;461000000;1.6043631275008153e+02;1.6043876647949219e+02;1.6043631275005276e+02;1.6043635559082031e+02;1.6043630790710449e+02;1.6062500000000000e+02;1.6044300842285156e+02;1.6043631275009011e+02;1.6044213867187500e+02
4;461000000;1.1042446915168168e+03;1.1042441406250000e+03;1.1042446915168259e+03;1.1042447509765625e+03;1.1042446594238281e+03;1.1040000000000000e+03;1.1042399902343750e+03;1.1042446915168437e+03;1.1042518310546875e+03
5;461000000;5.5735408221521959e+02;5.5735296630859375e+02;5.5735408221522584e+02;5.5735412597656250e+02;5.5735406494140625e+02;5.5700000000000000e+02;5.5735644531250000e+02;5.5735408221524676e+02;5.5736010742187500e+02
6;461000000;9.9388044973018020e+02;9.9389062500000000e+02;9.9388044973019146e+02;9.9388055419921875e+02;9.9388043212890625e+02;9.9300000000000000e+02;9.9389654541015625e+02;9.9388044973018486e+02;9.9388574218750000e+02
7;461000000;-4.1162483747881072e+02;-4.1162701416015625e+02;-4.1162483747880890e+02;-4.1162475585937500e+02;-4.1162483215332031e+02;-4.1100000000000000e+02;-4.1161975097656250e+02;-4.1162483747880492e+02;-4.1161547851562500e+02
8;461000000;-1.2865281581675363e+03;-1.2865222167968750e+03;-1.2865281581675376e+03;-1.2865280761718750e+03;-1.2865281372070312e+03;-1.2860000000000000e+03;-1.2865249023437500e+03;-1.2865281581675260e+03;-1.2865239257812500e+03
9;461000000;-1.9747523223351207e+03;-1.9747580566406250e+03;-1.9747523223351193e+03;-1.9747521972656250e+03;-1.9747522888183594e+03;-1.9720000000000000e+03;-1.9747587890625000e+03;-1.9747523223351031e+03;-1.9747471923828125e+03
0;463000000;2.7865118642608918e+03;2.7865129394531250e+03;2.7865118642608973e+03;2.7865119628906250e+03;2.7865118408203125e+03;2.7840000000000000e+03;2.7865080566406250e+03;2.7865118642609323e+03;2.7865205078125000e+03
1;463000000;1.9688302910990424e+03;1.9688309326171875e+03;1.9688302910990576e+03;1.9688304443359375e+03;1.9688302612304688e+03;1.9680000000000000e+03;1.9688337402343750e+03;1.9688302910990710e+03;1.9688342285156250e+03
2;463000000;2.0007422221252982e+03;2.0007418212890625e+03;2.0007422221253019e+03;2.0007423095703125e+03;2.0007421875000000e+03;2.0000000000000000e+03;2.0007418212890625e+03;2.0007422221253289e+03;2.0007479248046875e+03
3;463000000;5.5643163880572456e+02;5.5643267822265625e+02;5.5643163880572229e+02;5.5643170166015625e+02;5.5643162536621094e+02;5.5600000000000000e+02;5.5643383789062500e+02;5.5643163880573866e+02;5.5643798828125000e+02
4;463000000;1.0695897112571765e+03;1.0695902099609375e+03;1.0695897112571777e+03;1.0695897216796875e+03;1.0695896911621094e+03;1.0680000000000000e+03;1.0695930175781250e+03;1.0695897112571993e+03;1.0695976562500000e+03
5;463000000;9.9461537242900454e+02;9.9461798095703125e+02;9.9461537242900988e+02;9.9461547851562500e+02;9.9461535644531250e+02;9.9400000000000000e+02;9.9461724853515625e+02;9.9461537242902477e+02;9.9462060546875000e+02
6;463000000;8.8832661520703162e+00;8.8870544433593750e+00;8.8832661520782281e+00;8.8833332061767578e+00;8.8832616209983826e+00;8.8398437500000000e+00;8.8875541687011719e+00;8.8832661520782494e+00;8.8891601562500000e+00
7;463000000;1.3389584549617382e+02;1.3389656066894531e+02;1.3389584549618104e+02;1.3389595031738281e+02;1.3389584350585938e+02;1.3375000000000000e+02;1.3389328002929688e+02;1.3389584549619303e+02;1.3390454101562500e+02
8;463000000;-1.9539012260488962e+03;-1.9539022216796875e+03;-1.9539012260488894e+03;-1.9539011230468750e+03;-1.9539012145996094e+03;-1.9520000000000000e+03;-1.9539016113281250e+03;-1.9539012260488862e+03;-1.9538958740234375e+03
9;463000000;-1.8185840426938871e+03;-1.8185898437500000e+03;-1.8185840426938826e+03;-1.8185839843750000e+03;-1.8185840148925781e+03;-1.8160000000000000e+03;-1.8185772705078125e+03;-1.8185840426938735e+03;-1.8185776367187500e+03
0;465000000;3.0797238499799109e+03;3.0797297363281250e+03;3.0797238499799096e+03;3.0797241210937500e+03;3.0797238159179688e+03;3.0760000000000000e+03;3.0797272949218750e+03;3.0797238499799469e+03;3.0797312011718750e+03
1;465000000;1.8401956832559636e+03;1.8401992187500000e+03;1.8401956832559702e+03;1.8401959228515625e+03;1.8401956481933594e+03;1.8400000000000000e+03;1.8401989746093750e+03;1.8401956832560054e+03;1.8401987304687500e+03
2;465000000;2.1958394071463626e+03;2.1958417968750000e+03;2.1958394071463695e+03;2.1958395996093750e+03;2.1958393554687500e+03;2.1920000000000000e+03;2.1958388671875000e+03;2.1958394071463963e+03;2.1958422851562500e+03
3;465000000;6.4250894799423725e+02;6.4250671386718750e+02;6.4250894799423577e+02;6.4250903320312500e+02;6.4250894165039062e+02;6.4200000000000000e+02;6.4250640869140625e+02;6.4250894799424532e+02;6.4251391601562500e+02
4;465000000;7.4507241473132285e+02;7.4508068847656250e+02;7.4507241473131819e+02;7.4507244873046875e+02;7.4507240295410156e+02;7.4500000000000000e+02;7.4507373046875000e+02;7.4507241473133467e+02;7.4508032226562500e+02
5;465000000;4.0882356375235878e+02;4.0882446289062500e+02;4.0882356375235429e+02;4.0882363891601562e+02;4.0882355499267578e+02;4.0850000000000000e+02;4.0882287597656250e+02;4.0882356375236895e+02;4.0882946777343750e+02
6;465000000;2.4766748087171470e+02;2.4767514038085938e+02;2.4766748087171953e+02;2.4766755676269531e+02;2.4766747283935547e+02;2.4762500000000000e+02;2.4767666625976562e+02;2.4766748087171663e+02;2.4767382812500000e+02
7;465000000;2.8143693203738030e+02;2.8143481445312500e+02;2.8143693203737871e+02;2.8143704223632812e+02;2.8143692779541016e+02;2.8100000000000000e+02;2.8143176269531250e+02;2.8143693203739531e+02;2.8144531250000000e+02
8;465000000;-2.2058005521746027e+03;-2.2058000488281250e+03;-2.2058005521746013e+03;-2.2058005371093750e+03;-2.2058005371093750e+03;-2.2040000000000000e+03;-2.2057993164062500e+03;-2.2058005521745990e+03;-2.2057949218750000e+03
9;465000000;-1.0084635127022013e+03;-1.0084619140625000e+03;-1.0084635127022016e+03;-1.0084633789062500e+03;-1.0084635009765625e+03;-1.0070000000000000e+03;-1.0084641723632812e+03;-1.0084635127021609e+03;-1.0084575195312500e+03
0;467000000;3.1320574643339710e+03;3.1320593261718750e+03;3.1320574643339687e+03;3.1320576171875000e+03;3.1320574340820312e+03;3.1280000000000000e+03;3.1320605468750000e+03;3.1320574643339728e+03;3.1320651855468750e+03
1;467000000;2.8984603811250254e+03;2.8984489746093750e+03;2.8984603811250167e+03;2.8984604492187500e+03;2.8984603271484375e+03;2.8960000000000000e+03;2.8984541015625000e+03;2.8984603811250668e+03;2.8984655761718750e+03
2;467000000;2.0276349968941934e+03;2.0276291503906250e+03;2.0276349968942000e+03;2.0276351318359375e+03;2.0276349792480469e+03;2.0260000000000000e+03;2.0276326904296875e+03;2.0276349968942141e+03;2.0276396484375000e+03
3;467000000;8.5055469850594045e+02;8.5054833984375000e+02;8.5055469850594773e+02;8.5055474853515625e+02;8.5055468750000000e+02;8.5000000000000000e+02;8.5054968261718750e+02;8.5055469850596319e+02;8.5056005859375000e+02
4;467000000;9.0178686751202974e+02;9.0178784179687500e+02;9.0178686751203236e+02;9.0178692626953125e+02;9.0178684997558594e+02;9.0100000000000000e+02;9.0178771972656250e+02;9.0178686751204248e+02;9.0179321289062500e+02
5;467000000;3.2093194324965054e+02;3.2093203735351562e+02;3.2093194324964873e+02;3.2093203735351562e+02;3.2093193817138672e+02;3.2100000000000000e+02;3.2093472290039062e+02;3.2093194324966544e+02;3.2093920898437500e+02
6;467000000;5.2995995980673592e+02;5.2995916748046875e+02;5.2995995980673456e+02;5.2996008300781250e+02;5.2995994567871094e+02;5.2900000000000000e+02;5.2996252441406250e+02;5.2995995980675252e+02;5.2996386718750000e+02
7;467000000;-2.8454760955328334e+02;-2.8454553222656250e+02;-2.8454760955326935e+02;-2.8454751586914062e+02;-2.8454760742187500e+02;-2.8400000000000000e+02;-2.8454501342773438e+02;-2.8454760955326810e+02;-2.8453747558593750e+02
8;467000000;-1.9135440316097458e+03;-1.9135440673828125e+03;-1.9135440316097522e+03;-1.9135439453125000e+03;-1.9135440063476562e+03;-1.9120000000000000e+03;-1.9135443115234375e+03;-1.9135440316097518e+03;-1.9135369873046875e+03
9;467000000;-2.0029744144662077e+03;-2.0029759521484375e+03;-2.0029744144662168e+03;-2.0029743652343750e+03;-2.0029743957519531e+03;-2.0020000000000000e+03;-2.0029808349609375e+03;-2.0029744144661804e+03;-2.0029672851562500e+03
0;469000000;3.0516095259573731e+03;3.0516086425781250e+03;3.0516095259573858e+03;3.0516096191406250e+03;3.0516094970703125e+03;3.0480000000000000e+03;3.0516093750000000e+03;3.0516095259573785e+03;3.0516179199218750e+03
1;469000000;2.8775320791984168e+03;2.8775195312500000e+03;2.8775320791984154e+03;2.8775322265625000e+03;2.8775320434570312e+03;2.8760000000000000e+03;2.8775161132812500e+03;2.8775320791984614e+03;2.8775354003906250e+03
2;469000000;2.1414582365633669e+03;2.1414599609375000e+03;2.1414582365633642e+03;2.1414584960937500e+03;2.1414581909179688e+03;2.1400000000000000e+03;2.1414648437500000e+03;2.1414582365633814e+03;2.1414609375000000e+03
3;469000000;9.2805067713338485e+02;9.2805249023437500e+02;9.2805067713338667e+02;9.2805072021484375e+02;9.2805065917968750e+02;9.2800000000000000e+02;9.2805297851562500e+02;9.2805067713340213e+02;9.2805908203125000e+02
4;469000000;1.1876050101531264e+03;1.1876102294921875e+03;1.1876050101531173e+03;1.1876051025390625e+03;1.1876049804687500e+03;1.1860000000000000e+03;1.1876086425781250e+03;1.1876050101531453e+03;1.1876118164062500e+03
5;469000000;1.0515167968659730e+02;1.0515700531005859e+02;1.0515167968659748e+02;1.0515175628662109e+02;1.0515167713165283e+02;1.0543750000000000e+02;1.0515404510498047e+02;1.0515167968661171e+02;1.0515637207031250e+02
6;469000000;9.5812634318678946e+01;9.5805633544921875e+01;9.5812634318697107e+01;9.5812713623046875e+01;9.5812627792358398e+01;9.5937500000000000e+01;9.5812942504882812e+01;9.5812634318707751e+01;9.5816528320312500e+01
7;469000000;-4.5224869479192239e+02;-4.5224798583984375e+02;-4.5224869479192864e+02;-4.5224859619140625e+02;-4.5224869537353516e+02;-4.5150000000000000e+02;-4.5224603271484375e+02;-4.5224869479192785e+02;-4.5223852539062500e+02
8;469000000;-1.5232045681852810e+03;-1.5231977539062500e+03;-1.5232045681852835e+03;-1.5232044677734375e+03;-1.5232045593261719e+03;-1.5220000000000000e+03;-1.5231979980468750e+03;-1.5232045681852817e+03;-1.5231976318359375e+03
9;469000000;-1.8182129413590208e+03;-1.8182078857421875e+03;-1.8182129413590264e+03;-1.8182128906250000e+03;-1.8182129211425781e+03;-1.8160000000000000e+03;-1.8182130126953125e+03;-1.8182129413590205e+03;-1.8182045898437500e+03
0;471000000;2.9034127124654433e+03;2.9034238281250000e+03;2.9034127124654556e+03;2.9034128417968750e+03;2.9034126586914062e+03;2.9000000000000000e+03;2.9034201660156250e+03;2.9034127124654606e+03;2.9034223632812500e+03
1;471000000;2.8764374289016264e+03;2.8764291992187500e+03;2.8764374289016137e+03;2.8764377441406250e+03;2.8764373779296875e+03;2.8760000000000000e+03;2.8764375000000000e+03;2.8764374289016328e+03;2.8764409179687500e+03
2;471000000;2.6664818567402644e+03;2.6664782714843750e+03;2.6664818567402672e+03;2.6664819335937500e+03;2.6664818115234375e+03;2.6640000000000000e+03;2.6664787597656250e+03;2.6664818567402785e+03;2.6664821777343750e+03
3;471000000;8.7822990414100559e+02;8.7823553466796875e+02;8.7822990414100468e+02;8.7822998046875000e+02;8.7822988891601562e+02;8.7800000000000000e+02;8.7823632812500000e+02;8.7822990414100695e+02;8.7823779296875000e+02
4;471000000;8.4070971535907722e+02;8.4071228027343750e+02;8.4070971535908836e+02;8.4070977783203125e+02;8.4070970153808594e+02;8.4000000000000000e+02;8.4071734619140625e+02;8.4070971535911190e+02;8.4071801757812500e+02
5;471000000;4.7187577062544250e+02;4.7187542724609375e+02;4.7187577062543608e+02;4.7187585449218750e+02;4.7187576293945312e+02;4.7200000000000000e+02;4.7187765502929688e+02;4.7187577062546120e+02;4.7188000488281250e+02
6;471000000;8.5022120144342949e+01;8.5021591186523438e+01;8.5022120144353181e+01;8.5022193908691406e+01;8.5022113800048828e+01;8.5187500000000000e+01;8.5026992797851562e+01;8.5022120144369865e+01;8.5027343750000000e+01
7;471000000;-2.3983521221497838e+02;-2.3983462524414062e+02;-2.3983521221499106e+02;-2.3983509826660156e+02;-2.3983521270751953e+02;-2.3962500000000000e+02;-2.3983380126953125e+02;-2.3983521221497085e+02;-2.3982592773437500e+02
8;471000000;-2.2595398667659861e+03;-2.2595351562500000e+03;-2.2595398667659856e+03;-2.2595397949218750e+03;-2.2595398559570312e+03;-2.2560000000000000e+03;-2.2595397949218750e+03;-2.2595398667659865e+03;-2.2595351562500000e+03
