Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;2.8672000765800476e-01;4.1983999311923981e-02;2.8672000765800476e-01;2.8672000765800476e-01;4.3007999658584595e-02;2.0479999482631683e-02;1.9455999135971069e-02;0.0000000000000000e+00;2.0510679105017796e-07;2.4224605363527987e-16;2.0169764344217648e-08;1.8505778818054292e-07;2.4224605363527987e-16;1.4007936117839115e-07
3000000;7.3318397998809814e-01;5.1199998706579208e-02;7.3318397998809814e-01;7.2396802902221680e-01;5.6320000439882278e-02;4.9152001738548279e-02;2.4576000869274139e-02;0.0000000000000000e+00;3.7897135408458455e-07;3.8937960246888343e-16;1.8213006622831000e-08;6.5401480647084188e-08;7.7875920493776686e-16;3.9121810498749255e-08
5000000;8.6527997255325317e-01;6.4511999487876892e-02;8.6323201656341553e-01;8.5196799039840698e-01;6.9632001221179962e-02;6.9632001221179962e-02;4.5056000351905823e-02;0.0000000000000000e+00;1.7648782230919043e-07;6.4817623611549882e-16;1.9880041571195894e-08;7.5646610067594906e-07;6.4817623611549882e-16;2.9248347798254217e-07
7000000;8.7244802713394165e-01;7.2704002261161804e-02;8.7040001153945923e-01;8.5504001379013062e-01;7.6800003647804260e-02;9.3184001743793488e-02;5.6320000439882278e-02;0.0000000000000000e+00;4.2638939590384421e-07;3.0170323074176611e-15;6.2234767829894785e-09;2.0551345684701003e-07;2.3313431466409202e-15;6.0436498636138208e-07
9000000;8.8371199369430542e-01;8.3967998623847961e-02;8.8166397809982300e-01;8.5811197757720947e-01;8.8064000010490417e-02;1.1468800157308578e-01;6.7584000527858734e-02;0.0000000000000000e+00;1.0936904185481638e-07;2.3513582768165087e-14;1.2643919996946078e-07;6.7103626291936538e-06;1.0540571585729178e-14;1.3416376966661348e-06
11000000;8.9395201206207275e-01;8.7039999663829803e-02;8.9087998867034912e-01;6.8607997894287109e-01;8.0895997583866119e-02;1.3312000036239624e-01;7.5776003301143646e-02;0.0000000000000000e+00;4.5145693355290155e-06;6.9009328305499901e-15;3.2449147280982089e-08;2.6621142843349584e-06;3.9209845628124943e-15;1.8848208413231823e-06
13000000;7.1270400285720825e-01;7.9871997237205505e-02;7.0246398448944092e-01;6.7379200458526611e-01;8.0895997583866119e-02;1.5667200088500977e-01;8.7039999663829803e-02;0.0000000000000000e+00;2.8601957080843245e-06;1.2509671529351655e-15;7.0710150851311910e-08;1.7376420297094131e-07;4.1698905097838851e-16;5.0956814111011419e-07
15000000;7.2703999280929565e-01;9.0112000703811646e-02;7.1577602624893188e-01;6.8198400735855103e-01;9.2160001397132874e-02;1.7715199291706085e-01;9.7280003130435944e-02;0.0000000000000000e+00;1.2641170381032818e-06;7.8075255453245138e-15;1.2552141642662019e-07;6.8199845045963585e-07;3.4855024755913004e-15;2.3287115561667200e-06
17000000;7.3113602399826050e-01;1.0137599706649780e-01;7.1679997444152832e-01;6.7993599176406860e-01;1.0035199671983719e-01;2.0070399343967438e-01;1.0956799983978271e-01;0.0000000000000000e+00;2.2918667680683130e-06;3.3327838696674607e-14;5.7947191827687729e-07;5.3627844216953605e-06;2.7802902869953146e-14;8.6160111773449215e-06
19000000;7.3215997219085693e-01;1.1264000087976456e-01;7.1782398223876953e-01;6.8198400735855103e-01;1.1161600053310394e-01;2.2323200106620789e-01;1.2083200365304947e-01;0.0000000000000000e+00;2.0558769742617689e-07;4.3875701199815474e-15;4.3487605788537463e-08;2.0002991425907045e-06;3.1339786571296767e-15;2.0378016090294827e-06
21000000;7.4547201395034790e-01;1.2390399724245071e-01;7.2294402122497559e-01;6.8300801515579224e-01;1.2595200538635254e-01;2.4371199309825897e-01;1.3312000036239624e-01;0.0000000000000000e+00;2.3543144331835882e-07;3.5318929966935756e-15;4.0561556109495294e-08;2.2226491183850503e-07;1.2178941367908881e-16;4.1842049262001811e-07
23000000;7.5673598051071167e-01;1.3516800105571747e-01;7.3420798778533936e-01;6.8505597114562988e-01;1.3414399325847626e-01;2.6726400852203369e-01;1.4438399672508240e-01;0.0000000000000000e+00;9.7471379982744458e-08;2.6935838991552546e-15;7.3483488305894865e-08;4.3245529254091985e-06;1.8647888532613299e-15;1.3211002483956654e-06
25000000;7.7209597826004028e-01;1.4643199741840363e-01;7.4547201395034790e-01;6.8607997894287109e-01;1.4643199741840363e-01;2.8774398565292358e-01;1.5769599378108978e-01;0.0000000000000000e+00;3.7711134266948347e-05;8.2337639111708171e-15;1.1025948926069274e-06;3.8132131251727674e-05;2.1564619767352142e-14;1.6029789550812858e-05
27000000;8.4582400321960449e-01;1.5564799308776855e-01;8.0486398935317993e-01;6.9529598951339722e-01;1.5667200088500977e-01;3.1231999397277832e-01;1.6896000504493713e-01;0.0000000000000000e+00;5.9119600663039201e-08;8.1778161755238456e-16;5.1949119297309397e-08;1.4775314692496045e-06;4.9066897053143075e-15;1.4860098798676368e-06
