Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;5.4207999259233475e-02;4.8032000660896301e-02;5.4111998528242111e-02;5.0112001597881317e-02;4.4608000665903091e-02;3.4752000123262405e-02;0.0000000000000000e+00;2.3719777495967372e-07;1.1642700669443541e-16;3.4035689002017777e-11;3.4928102008330622e-16;4.9678955163258791e-08
3000000;7.2991997003555298e-02;5.6320000439882278e-02;7.3792003095149994e-02;6.0607999563217163e-02;7.9935997724533081e-02;5.3279999643564224e-02;0.0000000000000000e+00;2.5501064931916011e-06;1.5520654323857247e-16;8.9281011932556420e-12;9.3123925943143487e-16;5.0330140685806214e-08
5000000;1.0902400314807892e-01;6.9504000246524811e-02;1.0876800119876862e-01;7.4079997837543488e-02;1.1545599997043610e-01;7.0784002542495728e-02;0.0000000000000000e+00;3.5641048391202118e-07;3.7240749709014384e-16;1.6983643904796011e-12;3.7240749709014389e-15;5.6508355014386857e-08
7000000;1.4416000247001648e-01;8.8448002934455872e-02;1.4467200636863708e-01;9.1807998716831207e-02;1.5158399939537048e-01;8.8288001716136932e-02;0.0000000000000000e+00;3.0833992417763436e-07;2.6604788017406437e-16;1.0199477582233105e-11;1.4632633409573539e-15;4.8743495984157256e-08
9000000;1.7939199507236481e-01;1.0454399883747101e-01;1.7948800325393677e-01;1.0924799740314484e-01;1.8768000602722168e-01;1.0662399977445602e-01;0.0000000000000000e+00;6.2519379070662430e-07;0.0000000000000000e+00;1.5288988678627030e-11;0.0000000000000000e+00;4.1291712483255984e-08
11000000;2.1539199352264404e-01;1.2048000097274780e-01;2.1571199595928192e-01;1.2534399330615997e-01;2.2371199727058411e-01;1.2505599856376648e-01;0.0000000000000000e+00;4.1820599942293999e-07;1.6933558595949797e-16;2.4814606102090792e-11;3.7253828911089555e-15;3.6350752917710322e-08
13000000;2.5158399343490601e-01;1.3875199854373932e-01;2.5171199440956116e-01;1.4086399972438812e-01;2.5887998938560486e-01;1.4406399428844452e-01;0.0000000000000000e+00;5.8217202179795179e-07;2.8660529169408471e-16;2.4186190658126270e-11;1.4330264584704235e-16;3.3308155545365335e-08
15000000;2.8751999139785767e-01;1.5555199980735779e-01;2.8780800104141235e-01;1.5827199816703796e-01;2.9500800371170044e-01;1.6179199516773224e-01;0.0000000000000000e+00;2.2859613664726664e-07;2.4836681745624811e-16;1.7265591865697273e-11;1.7385677221937370e-15;3.8085702949280272e-08
17000000;3.2284799218177795e-01;1.7385600507259369e-01;3.2294398546218872e-01;1.7539200186729431e-01;3.3209601044654846e-01;1.7951999604701996e-01;0.0000000000000000e+00;4.5747942504429037e-07;2.1911984620260531e-16;1.1365527302682936e-11;4.3823969240521063e-16;1.3076861628079439e-08
19000000;3.5852798819541931e-01;1.9097599387168884e-01;3.5817599296569824e-01;1.9344000518321991e-01;3.6630401015281677e-01;1.9705599546432495e-01;0.0000000000000000e+00;4.8382716204472841e-07;1.9605285764544860e-16;1.0323359272178742e-11;7.8421143058179440e-16;4.2448220376862456e-08
