Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;2.1811200678348541e-01;4.6080000698566437e-02;2.1913599967956543e-01;2.1708799898624420e-01;4.7104001045227051e-02;4.1983999311923981e-02;3.1743999570608139e-02;0.0000000000000000e+00;4.3743862317995002e-08;2.5962844282342013e-16;1.0210728360117843e-07;3.0472353488137854e-07;3.8944266423513022e-16;4.3743862317995002e-08
3000000;5.1507198810577393e-01;5.5296000093221664e-02;5.1404798030853271e-01;5.0892800092697144e-01;5.6320000439882278e-02;7.6800003647804260e-02;5.0175998359918594e-02;0.0000000000000000e+00;2.4795947039039674e-06;6.0491005359211453e-14;1.9035574881106369e-06;1.2355057949859976e-05;6.4785119937180168e-14;6.4889602860023304e-06
5000000;5.1507198810577393e-01;7.0656001567840576e-02;5.1507198810577393e-01;5.1200002431869507e-01;7.1680001914501190e-02;1.1264000087976456e-01;6.8608000874519348e-02;0.0000000000000000e+00;5.3170222275977888e-06;9.1472515848835462e-15;3.8286404571364245e-07;9.7716303165696890e-07;1.0210885490102564e-14;6.2173246158438574e-07
7000000;5.1916801929473877e-01;8.6015999317169189e-02;5.1916801929473877e-01;5.1404798030853271e-01;8.7039999663829803e-02;1.4950400590896606e-01;8.6015999317169189e-02;0.0000000000000000e+00;9.4199121426027739e-07;2.3561637090026606e-15;2.6283319605702287e-07;5.4253150080546853e-07;1.1160775463696815e-15;1.2323468828587937e-07
9000000;5.2428799867630005e-01;1.0239999741315842e-01;4.5977601408958435e-01;4.5260798931121826e-01;1.0035199671983719e-01;1.8329599499702454e-01;1.0239999741315842e-01;0.0000000000000000e+00;1.1436377873874061e-06;4.4404708777943970e-15;8.4691545037169108e-08;2.4700534170396297e-07;2.2202354388971985e-15;3.4898457076376664e-07
11000000;4.6284800767898560e-01;1.1673600226640701e-01;4.6284800767898560e-01;4.5465600490570068e-01;1.1878400295972824e-01;2.1913599967956543e-01;1.2185599654912949e-01;0.0000000000000000e+00;1.8140402632023355e-07;1.4115403039212887e-15;9.3974819298835114e-08;1.1251175993014452e-07;2.5664369162205253e-16;3.1918855910041163e-07
13000000;4.6387198567390442e-01;1.3414399325847626e-01;4.6387198567390442e-01;4.5465600490570068e-01;1.3516800105571747e-01;2.5497600436210632e-01;1.3926400244235992e-01;0.0000000000000000e+00;1.3778139854802075e-06;6.0828022222575798e-16;1.0424303402029793e-07;2.6748292944332942e-07;1.5815285777869708e-15;5.9405088710123472e-07
15000000;4.6796798706054688e-01;1.5155200660228729e-01;4.6796798706054688e-01;4.5772799849510193e-01;1.5257599949836731e-01;2.9081600904464722e-01;1.5872000157833099e-01;0.0000000000000000e+00;3.6534187069337129e-07;8.3533430366403420e-16;8.2461511344720771e-08;3.5220483239942071e-07;1.5036017465952614e-15;6.5685191469752930e-09
17000000;4.7104001045227051e-01;1.6896000504493713e-01;4.7104001045227051e-01;4.5977601408958435e-01;1.6998399794101715e-01;3.2563200592994690e-01;1.7612800002098083e-01;0.0000000000000000e+00;2.1632931908937076e-07;1.2544225686770583e-15;5.8242516108614683e-08;5.2244885930711388e-07;1.1403841533427802e-16;3.2657594958724866e-08
19000000;4.7308799624443054e-01;1.8739199638366699e-01;4.7308799624443054e-01;4.5977601408958435e-01;1.8841600418090820e-01;3.6147201061248779e-01;1.9456000626087189e-01;0.0000000000000000e+00;1.2410193040968188e-07;5.3049848967740176e-16;5.3072295066169749e-08;2.5564368021395717e-07;1.7683282989246725e-16;2.9165527753772108e-08
21000000;4.7513601183891296e-01;2.0479999482631683e-01;4.7615998983383179e-01;4.6079999208450317e-01;2.0582400262355804e-01;3.9731198549270630e-01;2.1196800470352173e-01;0.0000000000000000e+00;1.9463381789163034e-07;9.4673476190504331e-16;5.8598477930503699e-08;3.1364053715443310e-07;3.7869390476201731e-16;8.6759241267950552e-09
23000000;4.7718399763107300e-01;2.2323200106620789e-01;4.7718399763107300e-01;4.5875200629234314e-01;2.2323200106620789e-01;4.3315199017524719e-01;2.3039999604225159e-01;0.0000000000000000e+00;9.1268518803389372e-07;1.1623282085454458e-15;4.4983231599018482e-08;8.3468266236325371e-07;2.9058205213636146e-15;2.3345120013785848e-08
25000000;4.9254399538040161e-01;2.4063999950885773e-01;4.9254399538040161e-01;4.6182399988174438e-01;2.4063999950885773e-01;4.6899199485778809e-01;2.4883200228214264e-01;0.0000000000000000e+00;3.8031590014705589e-07;1.5213912179263657e-15;5.0674595142894606e-08;2.9863683107936405e-07;2.5863650704748216e-15;5.3599623876288419e-08
27000000;5.1814401149749756e-01;2.5907200574874878e-01;5.1814401149749756e-01;4.6284800767898560e-01;2.5907200574874878e-01;5.0483202934265137e-01;2.6624000072479248e-01;0.0000000000000000e+00;1.4666243966686747e-08;3.3733396030236331e-16;5.0733447894539341e-08;1.0521863942473754e-07;3.3733396030236331e-16;1.0521863942473754e-07
29000000;5.5193597078323364e-01;2.7647998929023743e-01;5.5091202259063721e-01;4.6592000126838684e-01;2.7750399708747864e-01;5.3964799642562866e-01;2.8467199206352234e-01;0.0000000000000000e+00;1.8832536139618195e-07;1.6656982953765207e-15;4.9832585300412553e-08;4.5660485028287339e-07;3.3313965907530414e-16;9.4723688050543619e-09
31000000;5.8675199747085571e-01;2.9388800263404846e-01;5.8777600526809692e-01;4.6592000126838684e-01;2.9491201043128967e-01;5.7651197910308838e-01;3.0208000540733337e-01;0.0000000000000000e+00;2.1661571800408897e-07;9.5913459042174775e-16;5.5354040279042431e-08;2.1661571800408897e-07;1.9182691808434957e-16;1.0643133087900885e-08
33000000;6.2156802415847778e-01;3.1334400177001953e-01;6.2156802415847778e-01;4.6796798706054688e-01;3.1334400177001953e-01;6.1235201358795166e-01;3.2051199674606323e-01;0.0000000000000000e+00;5.8696557056152164e-07;2.0405862366364365e-16;6.4714899488170470e-08;1.4875301301046107e-07;8.1623449465457460e-16;1.4875301301046107e-07
35000000;6.5638399124145508e-01;3.3075198531150818e-01;6.5535998344421387e-01;4.7104001045227051e-01;3.3075198531150818e-01;6.4819198846817017e-01;3.3894398808479309e-01;0.0000000000000000e+00;6.5700631859791237e-07;2.3358724034537200e-16;7.8171950918170477e-08;6.5700631859791237e-07;5.8396810086343000e-16;9.5430849936785906e-08
37000000;6.9017601013183594e-01;3.4815999865531921e-01;6.9120001792907715e-01;4.7308799624443054e-01;3.4918400645256042e-01;6.8300801515579224e-01;3.5635200142860413e-01;0.0000000000000000e+00;1.4340193845478813e-07;8.3887398411211381e-16;9.0418591487034597e-08;1.5684275548077459e-07;5.5924932274140918e-16;2.1846311193867878e-07
39000000;7.2601598501205444e-01;3.6556801199913025e-01;7.2703999280929565e-01;4.7513601183891296e-01;3.6659198999404907e-01;7.1987199783325195e-01;3.7478399276733398e-01;0.0000000000000000e+00;1.0713284330361113e-06;3.0460849652964528e-16;1.0825903865382175e-07;2.5365122636201383e-07;2.2845637239723394e-15;2.3695509764244461e-07
