Num Rows;Error GEMV fp64;Error GEMV fp32;Error GEMV Acc<fp64, fp64>;Error GEMV Acc<fp64, fp32>;Error CUBLAS GEMV fp64;Error CUBLAS GEMV fp32
10800;0.0000000000000000e+00;1.2312626660393931e-07;0.0000000000000000e+00;4.0674752227474985e-08;3.2625638707612646e-16;1.4697843485323373e-07
10900;0.0000000000000000e+00;1.2394307056003706e-07;0.0000000000000000e+00;3.9798366440525181e-08;3.2736018591957548e-16;1.4691996754798001e-07
11000;0.0000000000000000e+00;1.2452458351591981e-07;0.0000000000000000e+00;4.0098559258063400e-08;3.2844033902199609e-16;1.4841775164566023e-07
11100;0.0000000000000000e+00;1.2516680508671773e-07;0.0000000000000000e+00;4.0325278425657027e-08;3.2538622650714448e-16;1.4803194415722252e-07
11200;0.0000000000000000e+00;1.2412675977654420e-07;0.0000000000000000e+00;3.9937345225330838e-08;3.2487208334174497e-16;1.4755287649315015e-07
11300;0.0000000000000000e+00;1.2426318372366838e-07;0.0000000000000000e+00;4.0070964794889530e-08;3.2815269156241966e-16;1.4748555737242298e-07
11400;0.0000000000000000e+00;1.2464457169626322e-07;0.0000000000000000e+00;4.0111849809779178e-08;3.2410340887605431e-16;1.4519907686297121e-07
11500;0.0000000000000000e+00;1.2749422073426842e-07;0.0000000000000000e+00;4.0198945085454872e-08;3.2633463146690852e-16;1.4746409587295925e-07
11600;0.0000000000000000e+00;1.2584626896244703e-07;0.0000000000000000e+00;4.0056273070528737e-08;3.3075560154725332e-16;1.4631962393940540e-07
11700;0.0000000000000000e+00;1.2642903384628050e-07;0.0000000000000000e+00;4.0290440558713454e-08;3.2961922400681609e-16;1.4637162581166641e-07
11800;0.0000000000000000e+00;1.2595458732165531e-07;0.0000000000000000e+00;4.0191982339967560e-08;3.2738875880416507e-16;1.4820689472898478e-07
11900;0.0000000000000000e+00;1.2641191403428216e-07;0.0000000000000000e+00;4.0482323681825866e-08;3.3216902723414994e-16;1.4794252561272896e-07
12000;0.0000000000000000e+00;1.2556790283711397e-07;0.0000000000000000e+00;4.0456718127167616e-08;3.3310755957022039e-16;1.4539025180100120e-07
12100;0.0000000000000000e+00;1.2821758284942956e-07;0.0000000000000000e+00;4.0079292133201124e-08;3.3046464313531239e-16;1.4759623558149428e-07
12200;0.0000000000000000e+00;1.2696491087530020e-07;0.0000000000000000e+00;4.0260622889166647e-08;3.3207027934692113e-16;1.4691671975033607e-07
12300;0.0000000000000000e+00;1.2854204728043974e-07;0.0000000000000000e+00;4.0139842091758937e-08;3.3954568245462882e-16;1.4682711651031863e-07
12400;0.0000000000000000e+00;1.2687642249982856e-07;0.0000000000000000e+00;4.0021386309043083e-08;3.3839410286672745e-16;1.5175608188932221e-07
12500;0.0000000000000000e+00;1.2741090189557732e-07;0.0000000000000000e+00;4.0265603611036632e-08;3.3724419887157808e-16;1.4939259390642859e-07
12600;0.0000000000000000e+00;1.2937988709374095e-07;0.0000000000000000e+00;4.0155409004535854e-08;3.4159578344207129e-16;1.6268420594105602e-07
12700;0.0000000000000000e+00;1.2797899791009415e-07;0.0000000000000000e+00;4.0227724782420618e-08;3.4107074954881929e-16;1.6226292347324836e-07
12800;0.0000000000000000e+00;1.2869731319325044e-07;0.0000000000000000e+00;4.0303205394775504e-08;3.4108265565998773e-16;1.6334979505666122e-07
12900;0.0000000000000000e+00;1.2934142555121550e-07;0.0000000000000000e+00;4.0440661694636069e-08;3.3830354489917445e-16;1.5108961118609417e-07
13000;0.0000000000000000e+00;1.2866647604396046e-07;0.0000000000000000e+00;3.9675499445006030e-08;3.4051155590990722e-16;1.4799188855129712e-07
13100;0.0000000000000000e+00;1.2914278122937727e-07;0.0000000000000000e+00;4.0367533724141167e-08;3.3817384535374069e-16;1.4753640922400838e-07
13200;0.0000000000000000e+00;1.3068360114646263e-07;0.0000000000000000e+00;4.0318835728325603e-08;3.3875497979115472e-16;1.4729993734711356e-07
13300;0.0000000000000000e+00;1.2946139627006656e-07;0.0000000000000000e+00;4.0017913381780550e-08;3.4317410658721355e-16;1.4998371956936426e-07
13400;0.0000000000000000e+00;1.3014508118794418e-07;0.0000000000000000e+00;3.9971866670214819e-08;3.3725949912541089e-16;1.4892194547343607e-07
13500;0.0000000000000000e+00;1.3058905615032500e-07;0.0000000000000000e+00;4.0004991633121414e-08;3.3727831233840745e-16;1.4763359863670597e-07
13600;0.0000000000000000e+00;1.3055710953198743e-07;0.0000000000000000e+00;4.0125586427953608e-08;3.3682139593483051e-16;1.4884675195288862e-07
13700;0.0000000000000000e+00;1.3182799955776183e-07;0.0000000000000000e+00;3.9935581981251892e-08;3.3902503904516524e-16;1.4941548195931917e-07
13800;0.0000000000000000e+00;1.3061532139538199e-07;0.0000000000000000e+00;4.0094295765964496e-08;3.4123549526044127e-16;1.4872515830429248e-07
13900;0.0000000000000000e+00;1.3054532234199883e-07;0.0000000000000000e+00;3.9697965657371485e-08;3.4108242056023237e-16;1.4780258342111806e-07
14000;0.0000000000000000e+00;1.3173831738103838e-07;0.0000000000000000e+00;4.0116695127855547e-08;3.3709087254904586e-16;1.4688464410252155e-07
14100;0.0000000000000000e+00;1.3157837440589961e-07;0.0000000000000000e+00;4.0236882136509405e-08;3.4017654601248282e-16;1.4785241083340257e-07
14200;0.0000000000000000e+00;1.3242898482940463e-07;0.0000000000000000e+00;3.9953082104857345e-08;3.4488118213766512e-16;1.4913821964319854e-07
14300;0.0000000000000000e+00;1.3099080027617065e-07;0.0000000000000000e+00;3.9964006999737782e-08;3.4593575880580440e-16;1.4865507353339094e-07
14400;0.0000000000000000e+00;1.3282193768016595e-07;0.0000000000000000e+00;4.0069845003966881e-08;3.4701592370442007e-16;1.5028236492132067e-07
14500;0.0000000000000000e+00;1.3259344814504562e-07;0.0000000000000000e+00;4.0156828321742631e-08;3.4724395898633334e-16;1.4793353719371317e-07
14600;0.0000000000000000e+00;1.3170575923915427e-07;0.0000000000000000e+00;4.0158248165468344e-08;3.4190381957298811e-16;1.5663110035624320e-07
14700;0.0000000000000000e+00;1.3225775360168969e-07;0.0000000000000000e+00;4.0308518416594784e-08;3.4568616536270311e-16;1.5544500067583679e-07
14800;0.0000000000000000e+00;1.3331538790769022e-07;0.0000000000000000e+00;3.9817387842035174e-08;3.4979969821750266e-16;1.5460703152915211e-07
14900;0.0000000000000000e+00;1.3396627235218897e-07;0.0000000000000000e+00;4.0245082369795838e-08;3.4794836814266719e-16;1.5510329965498827e-07
15000;0.0000000000000000e+00;1.3332069836996861e-07;0.0000000000000000e+00;3.9840130560376987e-08;3.4867335013023126e-16;1.5492302840289192e-07
15100;0.0000000000000000e+00;1.3353431935708810e-07;0.0000000000000000e+00;4.0331181000348078e-08;3.4717855125415648e-16;1.5464358317685139e-07
15200;0.0000000000000000e+00;1.3315008743954323e-07;0.0000000000000000e+00;4.0382572748819485e-08;3.5135869616048928e-16;1.5536230526801976e-07
15300;0.0000000000000000e+00;1.3493595624073194e-07;0.0000000000000000e+00;4.0232686884022419e-08;3.4756786208561140e-16;1.5635991859152922e-07
15400;0.0000000000000000e+00;1.3388116834952985e-07;0.0000000000000000e+00;4.0097586524434718e-08;3.4898412385574010e-16;1.5707222571336904e-07
15500;0.0000000000000000e+00;1.3472101920299893e-07;0.0000000000000000e+00;4.0135557663477722e-08;3.5556008664794531e-16;1.5540691727144148e-07
15600;0.0000000000000000e+00;1.3416093030974745e-07;0.0000000000000000e+00;4.0036315340420867e-08;3.5473507819192900e-16;1.5563446591750630e-07
15700;0.0000000000000000e+00;1.3601931666041862e-07;0.0000000000000000e+00;4.0247766055878018e-08;3.5516300943112286e-16;1.5539422549035157e-07
15800;0.0000000000000000e+00;1.3407325099599297e-07;0.0000000000000000e+00;4.0223295850023371e-08;3.5447355328138321e-16;1.5581781654502506e-07
15900;0.0000000000000000e+00;1.3461771844064825e-07;0.0000000000000000e+00;4.0059386225735636e-08;3.5261275482634846e-16;1.5565470715087988e-07
16000;0.0000000000000000e+00;1.3596763416949250e-07;0.0000000000000000e+00;3.9907976393988317e-08;3.5204711358796925e-16;1.5514369653474983e-07
16100;0.0000000000000000e+00;1.3553350233024665e-07;0.0000000000000000e+00;3.9920025041537788e-08;3.5130948467713770e-16;1.5507350302593271e-07
16200;0.0000000000000000e+00;1.3631450018497828e-07;0.0000000000000000e+00;4.0079883321268650e-08;3.5100326991638951e-16;1.5610828242415310e-07
16300;0.0000000000000000e+00;1.3700111254960295e-07;0.0000000000000000e+00;3.9945290804478427e-08;3.5389196170318571e-16;1.5514025688807635e-07
16400;0.0000000000000000e+00;1.3661230382097606e-07;0.0000000000000000e+00;4.0177613440637031e-08;3.5454190951289721e-16;1.5615708904245286e-07
16500;0.0000000000000000e+00;1.3600990803373631e-07;0.0000000000000000e+00;4.0224396331547281e-08;3.5825382349733619e-16;1.5605566421233602e-07
16600;0.0000000000000000e+00;1.3681134311251718e-07;0.0000000000000000e+00;4.0171077839508513e-08;3.5753565496841838e-16;1.5674951488834987e-07
16700;0.0000000000000000e+00;1.3662583917822367e-07;0.0000000000000000e+00;4.0031814292550381e-08;3.5419865526553399e-16;1.5687263179194017e-07
16800;0.0000000000000000e+00;1.3684158865830680e-07;0.0000000000000000e+00;4.0194285389079367e-08;3.5692134017478791e-16;1.5663322080538945e-07
16900;0.0000000000000000e+00;1.3788218626434520e-07;0.0000000000000000e+00;4.0269377186778877e-08;3.5421099590527351e-16;1.5834327204308032e-07
17000;0.0000000000000000e+00;1.3924994820847533e-07;0.0000000000000000e+00;4.0141763264496762e-08;3.5858235312213705e-16;1.5703038385214128e-07
17100;0.0000000000000000e+00;1.3807720139821011e-07;0.0000000000000000e+00;4.0075103482102046e-08;3.5620754579446958e-16;1.5630936216368826e-07
17200;0.0000000000000000e+00;1.3777874066507800e-07;0.0000000000000000e+00;3.9938154636331966e-08;3.5922908935245957e-16;1.5635952351248267e-07
17300;0.0000000000000000e+00;1.3770435368833792e-07;0.0000000000000000e+00;4.0311523682475371e-08;3.5697448107278145e-16;1.5533812571541270e-07
17400;0.0000000000000000e+00;1.3886851488706259e-07;0.0000000000000000e+00;4.0244448887276214e-08;3.5931036547097954e-16;1.5627176470490087e-07
17500;0.0000000000000000e+00;1.3789007324237059e-07;0.0000000000000000e+00;4.0067546577844440e-08;3.5719303301041819e-16;1.5778631107133044e-07
17600;0.0000000000000000e+00;1.3949563696828465e-07;0.0000000000000000e+00;4.0230458988031928e-08;3.5676951535798968e-16;1.6016810901231049e-07
17700;0.0000000000000000e+00;1.3870758654647345e-07;0.0000000000000000e+00;3.9850708349772988e-08;3.5858310432858242e-16;1.5771074480366687e-07
17800;0.0000000000000000e+00;1.3850120833995399e-07;0.0000000000000000e+00;4.0197569576214371e-08;3.5802346528258902e-16;1.5857713086841108e-07
17900;0.0000000000000000e+00;1.3863040338562938e-07;0.0000000000000000e+00;3.9861902432721351e-08;3.5639983745022230e-16;1.5702496621128334e-07
18000;0.0000000000000000e+00;1.4005093402872637e-07;0.0000000000000000e+00;4.0162187067015529e-08;3.5205515277763031e-16;1.5740385870275643e-07
18100;0.0000000000000000e+00;1.4002586512803641e-07;0.0000000000000000e+00;4.0016976891090644e-08;3.5382565855989854e-16;1.5703076037047268e-07
18200;0.0000000000000000e+00;1.3961843872456675e-07;0.0000000000000000e+00;4.0089966553839037e-08;3.5979226779469300e-16;1.5819757478126615e-07
