Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;2.7750399708747864e-01;4.1983999311923981e-02;2.7647998929023743e-01;2.7443200349807739e-01;4.3007999658584595e-02;2.0479999482631683e-02;1.9455999135971069e-02;0.0000000000000000e+00;8.2082467542497359e-08;2.3282968779086577e-16;2.8588109630245348e-11;2.6958169777993340e-07;3.4924453168629866e-16;1.9582724130018679e-08
3000000;7.5571197271347046e-01;5.1199998706579208e-02;7.5059199333190918e-01;7.3420798778533936e-01;5.5296000093221664e-02;4.9152001738548279e-02;2.4576000869274139e-02;0.0000000000000000e+00;3.5880821750172505e-07;0.0000000000000000e+00;1.2382204406748194e-11;4.4212457299905954e-07;4.9660417733987845e-15;5.7773559984947222e-08
5000000;8.9907199144363403e-01;6.4511999487876892e-02;8.8985598087310791e-01;8.7040001153945923e-01;6.9632001221179962e-02;7.0656001567840576e-02;4.5056000351905823e-02;0.0000000000000000e+00;9.8898677651513015e-07;0.0000000000000000e+00;7.7531892138108692e-12;1.1890041602458047e-06;9.3140352391952016e-16;1.1100142138242992e-08
7000000;9.1852802038192749e-01;7.2704002261161804e-02;9.0931200981140137e-01;7.0348799228668213e-01;6.7584000527858734e-02;9.0112000703811646e-02;5.3247999399900436e-02;0.0000000000000000e+00;6.0087430988087935e-07;7.9820987547403434e-16;6.5082042196775388e-12;3.8660647797430370e-07;3.9910493773701717e-16;2.9493424796677667e-08
9000000;7.5571197271347046e-01;7.4752002954483032e-02;7.4547201395034790e-01;7.0860797166824341e-01;7.8847996890544891e-02;1.1161600053310394e-01;6.3487999141216278e-02;0.0000000000000000e+00;2.4045034128536517e-07;8.2778285702991709e-16;7.8606260103560932e-12;1.2934720693746084e-07;2.4833485710897513e-15;1.8244072589556551e-08
11000000;7.6595199108123779e-01;7.6800003647804260e-02;7.6185601949691772e-01;7.0758402347564697e-01;8.0895997583866119e-02;1.3312000036239624e-01;7.5776003301143646e-02;0.0000000000000000e+00;1.5087914965355981e-06;1.6932002355916442e-16;2.4842633856600604e-12;9.6337352372717752e-07;1.6932002355916442e-15;3.6559426421593484e-08
13000000;8.2227200269699097e-01;8.0895997583866119e-02;7.8438401222229004e-01;7.2089600563049316e-01;8.1919997930526733e-02;1.5769599378108978e-01;8.7039999663829803e-02;0.0000000000000000e+00;2.9611098388558416e-07;2.1494442240094409e-15;4.3807106248128417e-12;4.4997419466386161e-07;1.2896665344056646e-15;1.1615437670970724e-08
15000000;8.4377598762512207e-01;9.0112000703811646e-02;8.3148801326751709e-01;7.3728001117706299e-01;9.1136001050472260e-02;1.7817600071430206e-01;9.8304003477096558e-02;0.0000000000000000e+00;2.0260220463909372e-07;1.3660883119137363e-15;1.0692745786888427e-13;6.0264570166982173e-07;1.2418984653761238e-16;6.4093460048058298e-08
17000000;8.5504001379013062e-01;1.0035199671983719e-01;8.3046400547027588e-01;7.3932802677154541e-01;1.0342399775981903e-01;2.0172800123691559e-01;1.0956799983978271e-01;0.0000000000000000e+00;4.6955882805407042e-07;4.3824603982365256e-16;2.7543763602916562e-13;5.8719960359432671e-07;6.5736905973547881e-16;1.0042741069549265e-09
19000000;8.7040001153945923e-01;1.1264000087976456e-01;8.4275197982788086e-01;7.4342399835586548e-01;1.1264000087976456e-01;2.2220799326896667e-01;1.2185599654912949e-01;0.0000000000000000e+00;2.5400836935361306e-08;3.9208954436391479e-16;2.6771874089168102e-12;1.3065157256952101e-07;1.1762686330917444e-15;7.9849898698798401e-08
21000000;8.6220800876617432e-01;1.2287999689579010e-01;8.3148801326751709e-01;7.2192001342773438e-01;1.2390399724245071e-01;2.4473600089550018e-01;1.3312000036239624e-01;0.0000000000000000e+00;6.3027781839092140e-07;1.0642563136666219e-15;2.4875217571434511e-12;6.3027781839092140e-07;1.4190084182221626e-15;5.8909560670963962e-08
23000000;8.9907199144363403e-01;1.3619199395179749e-01;8.8063997030258179e-01;7.2192001342773438e-01;1.3414399325847626e-01;2.6726400852203369e-01;1.4540800452232361e-01;0.0000000000000000e+00;6.2913390968061926e-07;1.6195221256380159e-16;2.0433510659174846e-12;7.1608134174016522e-07;1.6195221256380159e-16;2.0501885263797159e-08
25000000;9.3184000253677368e-01;1.4745600521564484e-01;9.0828800201416016e-01;7.2294402122497559e-01;1.4438399672508240e-01;2.8876799345016479e-01;1.5564799308776855e-01;0.0000000000000000e+00;1.5406618979667961e-06;8.9398057825541722e-16;2.9285313776017038e-12;1.7006459540862204e-06;5.9598705217027812e-16;5.9178663227447794e-08
27000000;1.0014719963073730e+00;1.5462400019168854e-01;9.5948797464370728e-01;7.4239999055862427e-01;1.5564799308776855e-01;3.1027200818061829e-01;1.6793599724769592e-01;0.0000000000000000e+00;1.1368816881481579e-06;1.3796646230762560e-15;3.8471948014481398e-12;1.4331624099261922e-06;2.2074633969220099e-15;4.8241198963979509e-08
29000000;1.0086400508880615e+00;1.6691200435161591e-01;9.9327999353408813e-01;7.6390397548675537e-01;1.6691200435161591e-01;3.3280000090599060e-01;1.7919999361038208e-01;0.0000000000000000e+00;7.6047453294256811e-07;7.7072951705025875e-16;6.2903089534056866e-12;6.2254711336787084e-07;1.2845491950837645e-15;1.8737252817329057e-09
31000000;1.0096640586853027e+00;1.7715199291706085e-01;9.9942398071289062e-01;7.6800000667572021e-01;1.7817600071430206e-01;3.5532799363136292e-01;1.9148799777030945e-01;0.0000000000000000e+00;7.1843410816139803e-07;1.4420675008080855e-15;6.9425936380570600e-12;8.4746812388213105e-07;1.4420675008080855e-15;8.7470216973669493e-09
33000000;1.0321919918060303e+00;1.8739199638366699e-01;9.9327999353408813e-01;7.6697599887847900e-01;1.8943999707698822e-01;3.7887999415397644e-01;2.0275199413299561e-01;0.0000000000000000e+00;1.0786500152962104e-06;1.1289383020310348e-16;8.5064372119736444e-12;1.3210876696174637e-06;5.6446915101551744e-16;1.2319429149429220e-08
35000000;1.0270719528198242e+00;2.0070399343967438e-01;1.0024960041046143e+00;7.5571197271347046e-01;2.0275199413299561e-01;3.9936000108718872e-01;2.1606400609016418e-01;0.0000000000000000e+00;3.3525561406384947e-07;4.2577543896428437e-16;9.5886757731951661e-12;1.0210149587357166e-06;1.7031017558571375e-15;1.2191728238406190e-07
37000000;1.0465279817581177e+00;2.1196800470352173e-01;1.0158079862594604e+00;7.5366401672363281e-01;2.1401600539684296e-01;4.2291200160980225e-01;2.2630399465560913e-01;0.0000000000000000e+00;6.0883557055991405e-07;2.0137846472419146e-16;7.1638375040983872e-12;1.0412925306144600e-06;8.0551385889676584e-16;6.8264370491731492e-08
39000000;1.0475519895553589e+00;2.2323200106620789e-01;1.0086400508880615e+00;7.5571197271347046e-01;2.2220799326896667e-01;4.4543999433517456e-01;2.3859199881553650e-01;0.0000000000000000e+00;1.4850849043844842e-07;1.3373600364294042e-15;5.5672387802218342e-12;2.6177133952167016e-07;2.4836686390831794e-15;4.5938532948418769e-08
41000000;1.0772479772567749e+00;2.3142400383949280e-01;1.0516480207443237e+00;7.9667198657989502e-01;2.3347200453281403e-01;4.6694400906562805e-01;2.5088000297546387e-01;0.0000000000000000e+00;9.1735165348453837e-07;7.2692808065191338e-16;3.6444539323483678e-12;9.1735165348453837e-07;3.2711763629336099e-15;5.8314700560467282e-08
43000000;1.0926079750061035e+00;2.4473600089550018e-01;1.0670080184936523e+00;8.3968001604080200e-01;2.4166400730609894e-01;4.8947200179100037e-01;2.6316800713539124e-01;0.0000000000000000e+00;8.4691435582393349e-07;3.4656993988334097e-16;3.5987822557486123e-12;6.6085103612697907e-07;5.1985490982501138e-16;9.6294171876385885e-09
45000000;1.0977280139923096e+00;2.5395199656486511e-01;1.0649600028991699e+00;8.1817597150802612e-01;2.5395199656486511e-01;5.1200002431869507e-01;2.7443200349807739e-01;0.0000000000000000e+00;6.3309828499515661e-07;1.1591106853989882e-15;4.4183643455001717e-12;5.4419931202671379e-07;3.3117448154256805e-16;9.9704447184499589e-08
47000000;1.0926079750061035e+00;2.6521599292755127e-01;1.0557440519332886e+00;8.2329601049423218e-01;2.6419198513031006e-01;5.3350400924682617e-01;2.8672000765800476e-01;0.0000000000000000e+00;3.0558587268341703e-07;1.5854421057833174e-16;5.1713950606440243e-12;5.0232547906890008e-08;1.9025305269399806e-15;5.0232547906890008e-08
49000000;1.0936319828033447e+00;2.7750399708747864e-01;1.0516480207443237e+00;8.0486398935317993e-01;2.7750399708747864e-01;5.5705600976943970e-01;2.9900801181793213e-01;0.0000000000000000e+00;3.0419936721991105e-07;1.5207105372491941e-16;3.9398568599052119e-12;3.8584189252200952e-07;1.3686394835242747e-15;5.9271791313615582e-08
51000000;1.0792959928512573e+00;2.8876799345016479e-01;1.0352640151977539e+00;7.9974400997161865e-01;2.8876799345016479e-01;5.7855999469757080e-01;3.1129598617553711e-01;0.0000000000000000e+00;7.8861241809459241e-07;8.7665199537313830e-16;3.5491256032681503e-12;7.1017092538415970e-07;5.8443466358209220e-16;7.4244001720167929e-08
53000000;1.0885119438171387e+00;3.0105599761009216e-01;1.0250240564346313e+00;7.9360002279281616e-01;3.0105599761009216e-01;6.0006397962570190e-01;3.2358399033546448e-01;0.0000000000000000e+00;2.7959351155186061e-07;5.6236873529145781e-16;4.3135087918693045e-12;3.5507336550091352e-07;1.5465140220515091e-15;2.2325904244350960e-08
55000000;1.1212799549102783e+00;3.1027200818061829e-01;1.0321919918060303e+00;8.7756800651550293e-01;3.1129598617553711e-01;6.2156802415847778e-01;3.3689600229263306e-01;0.0000000000000000e+00;1.0307121322376761e-06;5.4191965052271058e-16;3.8844800549467889e-12;1.1034473564893883e-06;2.9805580778749081e-15;1.2418992713704984e-08
57000000;1.1366399526596069e+00;3.2153600454330444e-01;1.0485759973526001e+00;9.1136002540588379e-01;3.2153600454330444e-01;6.4512002468109131e-01;3.4611201286315918e-01;0.0000000000000000e+00;7.2762565760259423e-08;1.1764811857881507e-15;4.2043515976115875e-12;1.4294240211191784e-07;6.5360065877119481e-16;2.5827294086009906e-09
59000000;1.1243519783020020e+00;3.3177599310874939e-01;8.4070402383804321e-01;9.1033601760864258e-01;3.3177599310874939e-01;6.6867202520370483e-01;3.5839998722076416e-01;0.0000000000000000e+00;8.1182487012320371e-07;3.7886879358344420e-16;3.5809415473528536e-12;6.0842123538372035e-07;8.8402718502803651e-16;1.7896688347300084e-09
61000000;1.0967040061950684e+00;3.4303998947143555e-01;8.3455997705459595e-01;9.0112000703811646e-01;3.4201601147651672e-01;6.8812799453735352e-01;3.7068799138069153e-01;0.0000000000000000e+00;4.4154483846332178e-07;1.7101004362732809e-15;2.7123414419605861e-12;5.7270243572526950e-07;1.7101004362732809e-15;4.8072046677478527e-08
63000000;1.1202559471130371e+00;3.5430398583412170e-01;8.4377598762512207e-01;8.7449598312377930e-01;3.5532799363136292e-01;7.1065598726272583e-01;3.8297599554061890e-01;0.0000000000000000e+00;2.5882864117021994e-07;8.2790841208199086e-16;2.8487145733438331e-12;4.8401016005454933e-09;1.1827263029742728e-16;4.8401016005454933e-09
65000000;1.0751999616622925e+00;3.6659198999404907e-01;8.5708802938461304e-01;8.6732798814773560e-01;3.6556801199913025e-01;7.3318397998809814e-01;3.9423999190330505e-01;0.0000000000000000e+00;1.6358177390837199e-07;5.7318262949000201e-16;2.2186753222298999e-12;4.0491741493629801e-08;1.8341844143680062e-15;2.1053274713741290e-08
67000000;1.0393600463867188e+00;3.7478399276733398e-01;8.6835199594497681e-01;8.5401600599288940e-01;3.7580800056457520e-01;7.5468802452087402e-01;4.0755200386047363e-01;0.0000000000000000e+00;1.2062515228962901e-06;1.1121248746753271e-16;4.1108583867498797e-12;1.4450785211862217e-06;3.3363746240259816e-16;4.7590218125849893e-08
69000000;1.1345920562744141e+00;3.8809600472450256e-01;8.7961602210998535e-01;9.3081599473953247e-01;3.8707199692726135e-01;7.7824002504348755e-01;4.1984000802040100e-01;0.0000000000000000e+00;4.0245630047384774e-07;1.9437573957211237e-15;4.3060705506541956e-12;5.1840594555690823e-07;8.6389217587605501e-16;5.4607365224666246e-08
71000000;1.1591680049896240e+00;3.9833599328994751e-01;8.9702397584915161e-01;9.6870398521423340e-01;3.9936000108718872e-01;8.0076801776885986e-01;4.3315199017524719e-01;0.0000000000000000e+00;2.4442738356196201e-07;1.2593215701023504e-15;3.3877849105036730e-12;2.0630136299945185e-07;2.0988692835039174e-16;1.9063010281255083e-08
73000000;1.0076160430908203e+00;4.0857601165771484e-01;9.1136002540588379e-01;9.5334398746490479e-01;4.1062399744987488e-01;8.2227200269699097e-01;4.4441598653793335e-01;0.0000000000000000e+00;2.7713829251956265e-07;3.8784874802000221e-15;3.4434844896575883e-12;4.9632219890646456e-07;2.6537019601368573e-15;5.1637567060790185e-08
75000000;1.0045440196990967e+00;4.2086398601531982e-01;9.2569601535797119e-01;9.4412797689437866e-01;4.1881600022315979e-01;8.4479999542236328e-01;4.5772799849510193e-01;0.0000000000000000e+00;2.8763189535841424e-07;7.9476197246716599e-16;3.0995716926219476e-12;7.4289602867731108e-08;1.5895239449343320e-15;3.2381543377610472e-08
77000000;9.6153599023818970e-01;4.3315199017524719e-01;9.4412797689437866e-01;9.0521597862243652e-01;4.3007999658584595e-01;8.6527997255325317e-01;4.6899199485778809e-01;0.0000000000000000e+00;1.3360689264106961e-06;1.1611895069122518e-15;2.2956716551655218e-12;1.2321674481472278e-06;3.2900369362513802e-15;8.9251187249074379e-08
79000000;9.6665602922439575e-01;4.4339200854301453e-01;9.6051198244094849e-01;8.8985598087310791e-01;4.4441598653793335e-01;8.9087998867034912e-01;4.8230400681495667e-01;0.0000000000000000e+00;1.5807181964440548e-06;1.6976793130317673e-15;2.6859173042510371e-12;1.3781771650949662e-06;2.0749413825943824e-15;3.9610054348653431e-08
81000000;9.8099201917648315e-01;4.5465600490570068e-01;9.7894400358200073e-01;8.7654399871826172e-01;4.5465600490570068e-01;9.1033601760864258e-01;4.9254399538040161e-01;0.0000000000000000e+00;1.2623176999999839e-06;1.4717960528614617e-15;3.1765038310882499e-12;9.6600601655833379e-07;1.8397450660768271e-16;2.1699594913832558e-08
83000000;1.0004479885101318e+00;4.6489599347114563e-01;9.9532800912857056e-01;9.6460801362991333e-01;4.6489599347114563e-01;9.3593597412109375e-01;5.0585597753524780e-01;0.0000000000000000e+00;7.0542887363568666e-07;1.6158638380663671e-15;2.4640128126247582e-12;7.0542887363568666e-07;1.0772425587109114e-15;6.5691386284767408e-08
85000000;1.0127359628677368e+00;4.7718399763107300e-01;1.0106879472732544e+00;1.0117119550704956e+00;4.7513601183891296e-01;9.5641601085662842e-01;5.2019202709197998e-01;0.0000000000000000e+00;6.7881684842483783e-07;2.4544463025297678e-15;1.7782463461828167e-12;3.9644810023322684e-07;1.2272231512648839e-15;7.4166480086124680e-08
87000000;1.0301439762115479e+00;4.8742398619651794e-01;1.0311679840087891e+00;9.6972799301147461e-01;4.8435199260711670e-01;9.7894400358200073e-01;5.3043198585510254e-01;0.0000000000000000e+00;7.4205858854909046e-07;6.8514317496557830e-16;1.8466321423259747e-12;1.1098920297434359e-06;3.4257158748278914e-15;6.3917061603992792e-09
89000000;1.0536960363388062e+00;4.9766400456428528e-01;1.0506240129470825e+00;9.4617599248886108e-01;4.9868801236152649e-01;9.9839997291564941e-01;5.4374402761459351e-01;0.0000000000000000e+00;2.6364648837295337e-09;6.6973997122595504e-16;1.1871140989980053e-12;1.7714548969373660e-07;5.0230497841946628e-16;2.6364648837295337e-09
91000000;1.0721280574798584e+00;5.1097601652145386e-01;1.0721280574798584e+00;8.8063997030258179e-01;5.0892800092697144e-01;1.0219520330429077e+00;5.5500799417495728e-01;0.0000000000000000e+00;4.6022273282310499e-07;1.6375595202600108e-16;5.0551462390426536e-13;2.8439111820385013e-07;6.5502380810400432e-16;6.7272111034659663e-08
93000000;1.0926079750061035e+00;5.2019202709197998e-01;1.0936319828033447e+00;8.6732798814773560e-01;5.2121597528457642e-01;1.0455039739608765e+00;5.6627202033996582e-01;0.0000000000000000e+00;4.3455212591139836e-07;9.6140964498192389e-16;5.5457313021373981e-13;1.7647568945787751e-07;1.4421144674728859e-15;8.1600746995643352e-08
95000000;1.1141120195388794e+00;5.3248000144958496e-01;1.1151360273361206e+00;7.6390397548675537e-01;5.3145599365234375e-01;1.0670080184936523e+00;5.8060801029205322e-01;0.0000000000000000e+00;5.0532762960537563e-07;3.1372316061675287e-16;6.6179900732104016e-13;3.3689879024953703e-07;3.6078163470926581e-15;4.1111537859861765e-11
97000000;1.1335680484771729e+00;5.4374402761459351e-01;1.1345920562744141e+00;8.8985598087310791e-01;5.4272001981735229e-01;1.0915839672088623e+00;5.9289598464965820e-01;0.0000000000000000e+00;1.9574050724541802e-07;3.0725162153517368e-16;3.6317141665457528e-13;3.6069496551248558e-07;2.7652645938165630e-15;3.0786048978350507e-08
99000000;1.1468800306320190e+00;5.5500799417495728e-01;1.1509759426116943e+00;9.7075200080871582e-01;5.5500799417495728e-01;1.1130880117416382e+00;6.0518401861190796e-01;0.0000000000000000e+00;9.8312263814472841e-07;4.5157413727406590e-16;4.2779123271096509e-13;9.8312263814472841e-07;2.5589201112197069e-15;6.7437777149015763e-08
101000000;1.1683839559555054e+00;5.6524801254272461e-01;1.1745280027389526e+00;8.5504001379013062e-01;5.6627202033996582e-01;1.1345920562744141e+00;6.1849600076675415e-01;0.0000000000000000e+00;8.6901831551306756e-07;1.1803425356013285e-15;3.1426620010385374e-13;8.6901831551306756e-07;7.3771408475083036e-16;2.3075981328642687e-09
