Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;2.8416000306606293e-02;2.8000000864267349e-02;2.9823999851942062e-02;3.1840000301599503e-02;2.8991999104619026e-02;1.3024000450968742e-02;1.1424000374972820e-02;0.0000000000000000e+00;2.5008521732559173e-07;1.6957223754469603e-15;1.0024502161555698e-08;4.6521651126406371e-07;1.2112302681764003e-16;1.0024502161555698e-08
3000000;3.9615999907255173e-02;3.2703999429941177e-02;4.2208001017570496e-02;3.8880001753568649e-02;3.6320000886917114e-02;3.4495998173952103e-02;1.4399999752640724e-02;0.0000000000000000e+00;1.4364510086582340e-07;7.7875920493776627e-16;3.9121809719990022e-08;3.7897135486334347e-07;5.8406940370332473e-16;1.6992477257167673e-07
5000000;5.3183998912572861e-02;4.2208001017570496e-02;5.6223999708890915e-02;4.9440000206232071e-02;4.5823998749256134e-02;5.1231998950242996e-02;1.8688000738620758e-02;0.0000000000000000e+00;5.2447479127377328e-07;1.2963524722309951e-15;5.5503487092984217e-08;1.4524400366605854e-06;2.8087636898338229e-15;1.7149914276633573e-07
7000000;6.5471999347209930e-02;4.9952000379562378e-02;6.7039996385574341e-02;5.6384000927209854e-02;5.3056001663208008e-02;6.7103996872901917e-02;3.8656000047922134e-02;0.0000000000000000e+00;3.5276408699903591e-07;4.1141349646604640e-16;1.5362478095689278e-08;2.0551346096114583e-07;1.7827918180195343e-15;2.3623841715252438e-07
9000000;8.0672003328800201e-02;5.8720000088214874e-02;8.2304000854492188e-02;6.4864002168178558e-02;6.1184000223875046e-02;8.3488002419471741e-02;4.6624001115560532e-02;0.0000000000000000e+00;8.6703088029121911e-06;1.3243282248736609e-14;1.0936904563861089e-07;9.6860135198768516e-06;3.3783883287593389e-14;1.8505771318637456e-06
11000000;9.6896000206470490e-02;6.4223997294902802e-02;9.7503997385501862e-02;7.2544001042842865e-02;6.8736001849174500e-02;9.9487997591495514e-02;5.4816000163555145e-02;0.0000000000000000e+00;3.7567468056461813e-06;2.6662695027125202e-15;5.1836703258033305e-08;5.3758081303099019e-07;4.0778239453250310e-15;7.9018832001200029e-07
13000000;1.1161600053310394e-01;6.4319998025894165e-02;1.1190400272607803e-01;6.9151997566223145e-02;6.5600000321865082e-02;1.1593600362539291e-01;6.2912002205848694e-02;0.0000000000000000e+00;2.2887980077562256e-06;8.3397810195677898e-16;6.1829559217990262e-08;5.0956814340355521e-07;1.8764507294027524e-15;6.1829559217990262e-08
15000000;1.2950399518013000e-01;6.7423999309539795e-02;1.2995199859142303e-01;7.1359999477863312e-02;6.8127997219562531e-02;1.3609600067138672e-01;7.1391999721527100e-02;0.0000000000000000e+00;2.0874735941634927e-06;1.3942009902365246e-15;1.5804427725526548e-07;5.9046167988432062e-07;2.2307215843784393e-15;8.3430858273482536e-09
17000000;1.4588800072669983e-01;7.6352000236511230e-02;1.4668799936771393e-01;7.9488001763820648e-02;7.6287999749183655e-02;1.5174399316310883e-01;7.9424001276493073e-02;0.0000000000000000e+00;1.7027070280203554e-05;2.7446455397260665e-14;5.7862745625239848e-07;1.1955863866985263e-05;2.4594875615727089e-14;9.5230278170029307e-07
19000000;1.6172799468040466e-01;8.4384001791477203e-02;1.6214400529861450e-01;8.7967999279499054e-02;8.5440002381801605e-02;1.6857600212097168e-01;8.7488003075122833e-02;0.0000000000000000e+00;1.6637907497563395e-06;3.9697062990309359e-15;1.8751230085410489e-08;1.1029434231424228e-06;1.6714552838024995e-15;1.7012932099271605e-06
21000000;1.7811200022697449e-01;9.1743998229503632e-02;1.7881600558757782e-01;9.6992000937461853e-02;9.3408003449440002e-02;1.8521599471569061e-01;9.5871999859809875e-02;0.0000000000000000e+00;4.8380568195122837e-07;3.6536824103726801e-16;2.6109326794362586e-08;1.7261243602341497e-06;4.1408400650890376e-15;2.6109326794362586e-08
23000000;1.9353599846363068e-01;1.0175999999046326e-01;1.9462400674819946e-01;1.0572800040245056e-01;1.0239999741315842e-01;2.0220799744129181e-01;1.0639999806880951e-01;0.0000000000000000e+00;5.4242732135856778e-07;8.2879504589393341e-16;1.2500660686666903e-07;1.5435782136964231e-06;3.9367764679961835e-15;4.5872357097928740e-07
25000000;2.1055999398231506e-01;1.0876800119876862e-01;2.1046400070190430e-01;1.1228799819946289e-01;1.1068800091743469e-01;2.1843199431896210e-01;1.1430399864912033e-01;0.0000000000000000e+00;1.7573330578782055e-06;1.0390225887906014e-14;1.1258375807092118e-06;3.1904127433943287e-08;4.1756945549509076e-14;4.6628709600065641e-06
