Num Rows;GEMV fp64;GEMV fp32;GEMV Acc<fp64, fp64>;GEMV Acc<fp64, fp32>;CUBLAS GEMV fp64;CUBLAS GEMV fp32
512;1.2191999703645706e-02;1.2160000391304493e-02;1.1904000304639339e-02;1.2095999903976917e-02;1.1199999600648880e-02;1.0335999540984631e-02
1024;2.1183999255299568e-02;1.6224000602960587e-02;2.0991999655961990e-02;1.6543999314308167e-02;2.0287999883294106e-02;1.3759999535977840e-02
1536;3.2223999500274658e-02;2.3935999721288681e-02;3.2191999256610870e-02;2.4736000224947929e-02;3.1968001276254654e-02;2.2143999114632607e-02
2048;4.7903999686241150e-02;2.9535999521613121e-02;4.7968000173568726e-02;2.9632000252604485e-02;4.8096001148223877e-02;2.9216000810265541e-02
2560;6.8832002580165863e-02;4.0095999836921692e-02;6.8768002092838287e-02;4.0640000253915787e-02;6.9856002926826477e-02;4.0224000811576843e-02
3072;9.4783999025821686e-02;5.4336000233888626e-02;9.4847999513149261e-02;5.5199999362230301e-02;9.5871999859809875e-02;5.3727999329566956e-02
3584;1.2531200051307678e-01;7.0720002055168152e-02;1.2524800002574921e-01;7.2287999093532562e-02;1.3436800241470337e-01;7.1967996656894684e-02
4096;1.6073599457740784e-01;8.5344001650810242e-02;1.6064000129699707e-01;8.5727997124195099e-02;1.6137599945068359e-01;8.6112000048160553e-02
4608;2.0127999782562256e-01;1.0611200332641602e-01;2.0124800503253937e-01;1.0588800162076950e-01;2.0351999998092651e-01;1.1177600175142288e-01
5120;2.4569599330425262e-01;1.2835200130939484e-01;2.4544000625610352e-01;1.2889599800109863e-01;2.4547199904918671e-01;1.2998400628566742e-01
5632;2.9440000653266907e-01;1.5283200144767761e-01;2.9449599981307983e-01;1.5343999862670898e-01;2.9811200499534607e-01;1.6300800442695618e-01
6144;3.4774398803710938e-01;1.7839999496936798e-01;3.4739199280738831e-01;1.7856000363826752e-01;3.9964801073074341e-01;1.8457600474357605e-01
6656;4.0716800093650818e-01;2.0825600624084473e-01;4.0745601058006287e-01;2.0832000672817230e-01;4.4639998674392700e-01;2.4124799668788910e-01
7168;4.6995198726654053e-01;2.4259200692176819e-01;4.6944001317024231e-01;2.4297599494457245e-01;5.0038397312164307e-01;2.8019198775291443e-01
7680;5.3747200965881348e-01;2.7360001206398010e-01;5.3728002309799194e-01;2.7375999093055725e-01;5.4716801643371582e-01;3.0272001028060913e-01
8192;6.0972797870635986e-01;3.0940800905227661e-01;6.0918402671813965e-01;3.0940800905227661e-01;6.1615997552871704e-01;3.2444798946380615e-01
8704;6.8735998868942261e-01;3.4806400537490845e-01;6.8681597709655762e-01;3.4806400537490845e-01;6.9718402624130249e-01;3.6559998989105225e-01
9216;7.6886397600173950e-01;3.8934400677680969e-01;7.6876801252365112e-01;3.8979199528694153e-01;7.7878397703170776e-01;4.1295999288558960e-01
9728;8.5465598106384277e-01;4.3251198530197144e-01;8.5507202148437500e-01;4.3279999494552612e-01;8.6604797840118408e-01;4.5369601249694824e-01
10240;9.4598400592803955e-01;4.7849598526954651e-01;9.4585597515106201e-01;4.7875198721885681e-01;9.5318400859832764e-01;4.9433600902557373e-01
10752;1.0424959659576416e+00;5.2662402391433716e-01;1.0421119928359985e+00;5.2671998739242554e-01;1.0575679540634155e+00;5.5599999427795410e-01
11264;1.1438399553298950e+00;5.7763200998306274e-01;1.1437760591506958e+00;5.7846397161483765e-01;1.1574079990386963e+00;6.1110401153564453e-01
11776;1.2479360103607178e+00;6.2956798076629639e-01;1.2475199699401855e+00;6.3011199235916138e-01;1.3490879535675049e+00;6.4723199605941772e-01
