Num Rows;GEMV fp64;GEMV fp32;GEMV Acc<fp64, fp64>;GEMV Acc<fp64, fp32>;CUBLAS GEMV fp64;CUBLAS GEMV fp32
12288;1.3575999736785889e+00;6.8579202890396118e-01;1.3574399948120117e+00;6.8496000766754150e-01;1.4322880506515503e+00;7.0598399639129639e-01
12800;1.4720000028610229e+00;7.4220800399780273e-01;1.4721920490264893e+00;7.4201601743698120e-01;1.5194560289382935e+00;7.8198397159576416e-01
13312;1.5942080020904541e+00;8.0262398719787598e-01;1.5943679809570312e+00;8.0207997560501099e-01;1.6346240043640137e+00;8.7324798107147217e-01
13824;1.7151360511779785e+00;8.6524802446365356e-01;1.7149759531021118e+00;8.6371201276779175e-01;1.7361279726028442e+00;9.2048001289367676e-01
14336;1.8430720567703247e+00;9.2979198694229126e-01;1.8430399894714355e+00;9.2739200592041016e-01;1.8672000169754028e+00;9.8489600419998169e-01
14848;1.9780160188674927e+00;9.9609601497650146e-01;1.9781759977340698e+00;9.9465602636337280e-01;2.0077118873596191e+00;1.0378880500793457e+00
15360;2.1141760349273682e+00;1.0644479990005493e+00;2.1149759292602539e+00;1.0632319450378418e+00;2.1352961063385010e+00;1.1041280031204224e+00
15872;2.2594559192657471e+00;1.1441600322723389e+00;2.2591359615325928e+00;1.1457279920578003e+00;2.3038721084594727e+00;1.1803840398788452e+00
16384;2.4043838977813721e+00;1.2126079797744751e+00;2.4049599170684814e+00;1.2085119485855103e+00;2.4194240570068359e+00;1.2282880544662476e+00
16896;2.5586879253387451e+00;1.2904000282287598e+00;2.5585598945617676e+00;1.2895040512084961e+00;2.6107199192047119e+00;1.3378239870071411e+00
17408;2.7142400741577148e+00;1.3655040264129639e+00;2.7147519588470459e+00;1.3622399568557739e+00;2.8365120887756348e+00;1.4095679521560669e+00
17920;2.8760321140289307e+00;1.4477440118789673e+00;2.8759679794311523e+00;1.4483840465545654e+00;2.9972798824310303e+00;1.4868160486221313e+00
18432;3.0407040119171143e+00;1.5299199819564819e+00;3.0413761138916016e+00;1.5264639854431152e+00;3.1334400177001953e+00;1.5681600570678711e+00
18944;3.2302401065826416e+00;1.6669759750366211e+00;3.2297599315643311e+00;1.6858559846878052e+00;3.3026239871978760e+00;1.7039680480957031e+00
19456;3.3878719806671143e+00;1.7028160095214844e+00;3.3876159191131592e+00;1.7043520212173462e+00;3.4374079704284668e+00;1.8092479705810547e+00
19968;3.5683839321136475e+00;1.7894719839096069e+00;3.5674240589141846e+00;1.7898240089416504e+00;3.6091198921203613e+00;1.8718400001525879e+00
20480;3.7534720897674561e+00;1.8815360069274902e+00;3.7529280185699463e+00;1.8805439472198486e+00;3.7821118831634521e+00;1.9389439821243286e+00
20992;3.9410560131072998e+00;1.9756480455398560e+00;3.9408960342407227e+00;1.9768320322036743e+00;3.9711999893188477e+00;2.0518720149993896e+00
21504;4.1626877784729004e+00;2.0736639499664307e+00;4.1631360054016113e+00;2.0756800174713135e+00;4.2107839584350586e+00;2.1490240097045898e+00
22016;4.3751039505004883e+00;2.1748800277709961e+00;4.3764801025390625e+00;2.1787199974060059e+00;4.3966717720031738e+00;2.2286400794982910e+00
22528;4.5614719390869141e+00;2.2866239547729492e+00;4.5597758293151855e+00;2.2905919551849365e+00;4.6623039245605469e+00;2.3676478862762451e+00
23040;4.7470722198486328e+00;2.3795840740203857e+00;4.7471361160278320e+00;2.3812799453735352e+00;4.8342080116271973e+00;2.4492800235748291e+00
23552;4.9613118171691895e+00;2.4849600791931152e+00;4.9611201286315918e+00;2.4861760139465332e+00;5.1130561828613281e+00;2.5571839809417725e+00
24064;5.1790719032287598e+00;2.5955519676208496e+00;5.1796159744262695e+00;2.5979199409484863e+00;5.2918081283569336e+00;2.6768000125885010e+00
24576;5.3987841606140137e+00;2.7067840099334717e+00;5.3994240760803223e+00;2.7086720466613770e+00;5.4754238128662109e+00;2.7811520099639893e+00
