Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
199014735;0.0000000000000000e+00;5.7700618968538036e-07;3.3380933192730593e-16;7.3457810701852699e-08;7.9877112272966399e-16;8.2188004712083747e-08
203237936;0.0000000000000000e+00;2.8848843468037699e-07;6.0586682554970550e-16;7.4795292148281974e-08;8.4822192854077580e-16;9.2398188582285651e-08
207461137;0.0000000000000000e+00;4.2393911570528774e-07;4.5271080835781018e-16;7.8512637406277503e-08;7.8898148718040196e-16;6.8993586753442195e-08
211684338;0.0000000000000000e+00;3.6390123890519416e-07;3.5358757757356669e-16;7.7888558152213357e-08;9.8220594548363404e-16;8.9339935892108990e-08
215907539;0.0000000000000000e+00;3.5528410185086274e-07;4.9350453087186919e-16;8.3006155217185960e-08;9.5958485044331993e-16;1.9226906485907718e-07
220130740;0.0000000000000000e+00;2.7073783681911192e-07;7.1259260141371165e-16;9.7067932602100967e-08;1.0768227711507728e-15;1.4994012071035062e-07
224353941;0.0000000000000000e+00;4.1208549767354086e-07;6.4607186867503013e-16;1.2408074487918979e-07;9.8812631473848060e-16;1.3724214442717404e-07
228577142;0.0000000000000000e+00;6.0456764530435096e-07;6.4058019711400406e-16;1.3879224962319535e-07;1.1009421154847358e-15;4.2701761702788814e-07
232800343;0.0000000000000000e+00;5.6170121126137172e-07;1.1504863357374181e-15;1.4105916977566155e-07;1.1710005311382837e-15;5.3119834264101549e-07
237023544;0.0000000000000000e+00;2.3144669976718399e-07;4.0084098286983401e-16;1.4186235849328854e-07;1.6034935731902696e-15;7.5943718039100615e-07
241246745;0.0000000000000000e+00;5.3712046503032815e-07;8.3559094572041210e-16;1.7170222827397280e-07;2.0951392330619243e-15;7.2950324981551739e-07
245469946;0.0000000000000000e+00;4.7640350617769864e-07;6.9756467280419530e-16;1.4025221541467799e-07;1.6084683144622515e-15;6.8586582395289648e-07
249693147;0.0000000000000000e+00;5.3039320138221794e-07;1.0059887291948653e-15;1.3846096734266998e-07;1.8032066462471506e-15;5.8754052878510768e-07
253916348;0.0000000000000000e+00;3.7380165965689407e-07;8.8040212198652687e-16;1.3534771282149791e-07;1.2288246530276786e-15;6.3750675844972927e-07
258139549;0.0000000000000000e+00;3.6845939571979212e-07;8.0131376950874704e-16;1.6451956858608207e-07;1.8586951090002069e-15;7.0524914801079610e-07
262362750;0.0000000000000000e+00;6.4315345415992911e-07;8.9050709874923863e-16;1.7065272442114493e-07;2.4055656038432461e-15;9.7058780711331395e-07
266585951;0.0000000000000000e+00;6.0002928255365514e-07;1.0426564930403996e-15;1.6022425674578191e-07;1.8809137372700870e-15;6.0394603860472200e-07
270809152;0.0000000000000000e+00;5.8799383028941706e-07;9.0891939257862152e-16;1.4184205145684405e-07;1.5581899042881284e-15;9.9086766529144162e-07
275032353;0.0000000000000000e+00;4.0544279487372871e-07;4.8403171119202798e-16;1.1131517775128982e-07;1.2100795370561957e-15;7.7640661459565289e-07
279255554;0.0000000000000000e+00;4.0781018092991831e-07;7.9875052920466197e-16;1.2850982809452564e-07;1.0493718993951829e-15;8.8050596858464292e-07
283478755;0.0000000000000000e+00;4.1505656090974036e-07;6.4283477476494061e-16;1.3158346262425937e-07;1.9447847245605650e-15;1.0491023144173447e-06
287701956;0.0000000000000000e+00;4.0610114007875879e-07;6.3475558546662453e-16;1.2131630274436182e-07;1.8895926955921986e-15;8.6995990095495145e-07
291925157;0.0000000000000000e+00;5.8087933810311041e-07;9.1361348784935201e-16;1.3779915076855594e-07;1.9268594381384441e-15;9.5836235427223134e-07
296148358;0.0000000000000000e+00;2.7480146537389333e-07;7.2775598578941542e-16;1.5148868890511203e-07;1.8955118476506270e-15;1.0741896107084546e-06
300371559;0.0000000000000000e+00;5.3004967053275999e-07;5.6366744097720176e-16;1.3568702193363570e-07;1.5609316689001151e-15;9.8560384386482699e-07
304594760;0.0000000000000000e+00;5.7182641669287240e-07;6.1740680975813001e-16;1.1966399224247965e-07;1.6002026608224101e-15;9.6945196125825453e-07
308817961;0.0000000000000000e+00;3.9185143918963420e-07;7.9731977668136901e-16;1.3238313054630507e-07;2.5913094429000136e-15;1.1461865609622462e-06
313041162;0.0000000000000000e+00;3.9722524565511622e-07;9.3142039547487196e-16;1.4275289159343381e-07;1.7888952657327047e-15;1.1484540254353547e-06
317264363;0.0000000000000000e+00;3.9476872145748302e-07;4.0257474305706186e-16;1.5492289233633637e-07;2.5703074143151948e-15;8.8258988283878757e-07
321487564;0.0000000000000000e+00;4.3293002435634288e-07;6.5582052865953420e-16;1.5431129830061171e-07;2.4402410064811331e-15;7.5731694882537326e-07
325710765;0.0000000000000000e+00;2.8958845958231965e-07;7.1648745255491448e-16;1.3619302568081307e-07;2.9073718199660224e-15;6.8841116553124530e-07
329933966;0.0000000000000000e+00;4.2326108849902763e-07;6.0068059884082079e-16;1.6092454525033647e-07;2.0392271853747309e-15;8.5117311418152380e-07
334157167;0.0000000000000000e+00;5.1972415166768189e-07;7.4556782789200520e-16;1.5317999393142048e-07;1.0288946941091299e-15;6.8711571664886271e-07
338380368;0.0000000000000000e+00;3.6359447103653820e-07;7.4110315978141628e-16;1.6476509974791736e-07;1.5427935894507143e-15;7.9434762452178365e-07
342603569;0.0000000000000000e+00;5.5653843580739823e-07;5.8938965525901307e-16;1.3805494941076704e-07;1.2573728404153243e-15;8.3452577261268001e-07
346826770;0.0000000000000000e+00;5.5357630212437714e-07;8.0765611862217071e-16;1.5202419626145642e-07;1.5038331378635016e-15;8.9330866158123037e-07
351049971;0.0000000000000000e+00;2.9055452548219608e-07;8.9798205816359302e-16;1.5908379870263091e-07;1.4966374269359592e-15;8.2451967924840514e-07
355273172;0.0000000000000000e+00;3.6021457664115470e-07;3.3358064155190276e-16;1.4954296930338536e-07;1.9738260672834931e-15;8.4229961405297793e-07
359496373;0.0000000000000000e+00;5.3267153391695358e-07;1.1025486477306682e-15;1.8351152636012057e-07;1.9379003883420953e-15;6.7752237190299717e-07
363719574;0.0000000000000000e+00;4.9810076329946898e-07;6.2603903036851735e-16;1.7135434470427183e-07;1.4200109963952677e-15;7.0124825091426774e-07
367942775;0.0000000000000000e+00;4.9484148465232531e-07;6.3843212390984572e-16;1.7877336676387884e-07;1.4171727189075626e-15;7.3634059387289638e-07
372165976;0.0000000000000000e+00;5.5753463841847825e-07;6.4577538144787911e-16;2.1503136434316260e-07;2.6198289262654165e-15;5.7846424628965271e-07
376389177;0.0000000000000000e+00;5.6915348493380705e-07;7.6121793153974718e-16;1.8825210996715284e-07;1.8712926160281185e-15;6.7037016202719457e-07
380612378;0.0000000000000000e+00;5.2907895939859545e-07;7.9593980220178554e-16;1.6547332781000968e-07;2.4022823069814017e-15;4.1687972909206765e-07
384835579;0.0000000000000000e+00;5.9945108273053092e-07;6.3621641017714283e-16;1.7020663783011488e-07;1.7754868212881406e-15;5.4059028963363654e-07
389058780;0.0000000000000000e+00;5.5544052521759985e-07;6.6410956222778672e-16;1.5206382121925002e-07;1.6146762847950357e-15;6.1109043934211164e-07
393281981;0.0000000000000000e+00;3.9524453437828991e-07;6.7462876261892720e-16;1.5852197512856701e-07;1.6595801924912293e-15;3.7895411713476474e-07
397505182;0.0000000000000000e+00;5.9724815306361837e-07;6.1098806019745667e-16;1.6249487207851160e-07;2.5828540686153146e-15;5.3633339758422200e-07
401728383;0.0000000000000000e+00;5.5652888858490120e-07;5.6070993268208429e-16;1.5458278383282038e-07;8.8467732331321846e-16;4.4056980832717296e-07
405951584;0.0000000000000000e+00;4.4416846372511978e-07;5.4674128641444333e-16;1.5288016901656572e-07;1.1307680366683181e-15;3.5557509610937769e-07
410174785;0.0000000000000000e+00;4.7726914464477911e-07;5.1706558952665599e-16;1.4311030331121767e-07;1.5972017108442960e-15;3.4751330884461345e-07
414397986;0.0000000000000000e+00;4.3016454104359768e-07;5.1017782947310682e-16;1.5459116083199307e-07;2.0906191575983944e-15;6.9383011593850330e-07
418621187;0.0000000000000000e+00;4.4767418533151760e-07;3.3202604841986577e-16;1.4268055634199634e-07;1.5684883024860654e-15;7.3732875603135614e-07
422844388;0.0000000000000000e+00;3.5643292225111650e-07;6.8035071243406816e-16;1.4758022220563373e-07;1.9216816487907494e-15;6.7860479251610646e-07
427067589;0.0000000000000000e+00;4.4527926519604367e-07;8.8697981978223426e-16;1.4836463627449524e-07;1.8099128621015619e-15;6.9625940814226335e-07
431290790;0.0000000000000000e+00;3.5115469307272931e-07;5.3269388897907897e-16;1.3261362734207372e-07;2.3865182226469335e-15;7.8020484039415592e-07
435513991;0.0000000000000000e+00;7.5017090521672201e-07;5.9218137582740577e-16;1.2140439974009796e-07;1.7370590631991424e-15;7.3420711750911146e-07
439737192;0.0000000000000000e+00;4.1358735410638207e-07;4.3767418683453647e-16;1.2228129882151900e-07;1.2135006080329221e-15;6.1185381645671973e-07
443960393;0.0000000000000000e+00;4.6560267408382635e-07;5.6384917625689694e-16;1.2277869878595232e-07;1.6915157817191102e-15;6.4967621100005749e-07
448183594;0.0000000000000000e+00;4.8444960305646641e-07;5.7570668485739874e-16;1.1700141060026600e-07;1.5413619630971931e-15;6.2383411563869232e-07
452406795;0.0000000000000000e+00;4.6556833445670200e-07;4.1920123508369875e-16;1.0919404421154271e-07;2.4278972176268630e-15;5.3288910116716912e-07
456629996;0.0000000000000000e+00;5.1351422284934382e-07;7.9359193506378866e-16;9.8019530800586176e-08;1.7116166067989523e-15;4.3605503929424003e-07
460853197;0.0000000000000000e+00;4.2613165319799420e-07;5.5301284533846744e-16;1.0483551775698102e-07;1.9193335773952157e-15;5.6829218326158076e-07
465076398;0.0000000000000000e+00;5.5097628767127367e-07;7.3454465982090880e-16;1.0511851290374387e-07;2.5627779116214056e-15;5.5296240908778051e-07
469299599;0.0000000000000000e+00;6.3308259189808540e-07;6.2821492743215550e-16;1.0703848766759860e-07;1.3556726425434912e-15;5.0904389456954284e-07
473522800;0.0000000000000000e+00;3.0408845875407652e-07;7.8414856506938238e-16;1.0093764915277363e-07;2.2755283391870856e-15;6.0517224949461374e-07
477746001;0.0000000000000000e+00;4.2021678694362115e-07;5.2696482896135053e-16;9.0392920974041126e-08;1.6619710761649597e-15;5.9029069543452463e-07
481969202;0.0000000000000000e+00;4.5738008690104478e-07;8.4509453453727122e-16;8.8748265745304386e-08;2.0412366105422936e-15;5.8897907368604226e-07
486192403;0.0000000000000000e+00;7.1123418798177396e-07;4.6828227016989941e-16;8.9827412290129709e-08;1.8470715063074604e-15;6.6218286883412585e-07
490415604;0.0000000000000000e+00;5.0081798375031549e-07;5.6867407383262449e-16;9.9168565279698501e-08;1.2621893114507989e-15;7.3338528555629220e-07
494638805;0.0000000000000000e+00;4.1960698775257322e-07;5.8314630548358277e-16;9.6033825033369642e-08;1.2458027786355772e-15;7.1742600530050537e-07
498862006;0.0000000000000000e+00;5.1217892576365043e-07;3.9171555312894800e-16;9.5850656945287193e-08;1.5015543768203876e-15;7.0175081298148892e-07
503085207;0.0000000000000000e+00;4.1420839402344608e-07;8.1079359105460266e-16;1.0272033521178929e-07;1.8139356198092326e-15;8.2826580259497385e-07
507308408;0.0000000000000000e+00;5.2605818120253040e-07;6.0090555179296966e-16;9.6394353914850315e-08;1.1123294820924766e-15;6.5938347984855855e-07
511531609;0.0000000000000000e+00;4.3286466390896133e-07;4.0618296919892879e-16;1.0012267876445888e-07;1.2054845273863985e-15;5.7531476613752598e-07
515754810;0.0000000000000000e+00;3.1941388150374015e-07;4.7500480890071321e-16;9.7111322861247012e-08;1.2709735769053298e-15;7.0229513672923382e-07
519978011;0.0000000000000000e+00;5.7812545368192592e-07;5.2616137431869940e-16;8.9903909416921564e-08;1.3632099844492190e-15;6.0763840527256206e-07
524201212;0.0000000000000000e+00;5.5138787599649751e-07;3.8052861086049800e-16;8.9085723580240752e-08;1.2842613456843077e-15;6.0261736497837361e-07
528424413;0.0000000000000000e+00;3.8951394653064467e-07;7.0079166365177843e-16;8.9993470753078162e-08;1.4966147289299348e-15;5.4857264648857920e-07
532647614;0.0000000000000000e+00;4.1794771480916599e-07;4.7215625647353374e-16;8.6941308833921449e-08;9.6788388033621168e-16;4.7155130548616317e-07
536870815;0.0000000000000000e+00;4.3329435364172365e-07;6.1581361917402435e-16;8.5413727108004101e-08;1.5787584045470719e-15;5.2943093017450026e-07
