Num Rows;GEMV fp64;GEMV fp32;GEMV Acc<fp64, fp64>;GEMV Acc<fp64, fp32>;CUBLAS GEMV fp64;CUBLAS GEMV fp32
1600;3.4623999148607254e-02;2.5631999596953392e-02;3.4687999635934830e-02;2.6048000901937485e-02;3.4015998244285583e-02;2.3935999721288681e-02
1700;4.1951999068260193e-02;3.0303999781608582e-02;4.1664000600576401e-02;3.0912000685930252e-02;3.8656000047922134e-02;2.7008000761270523e-02
1800;4.5696001499891281e-02;3.1424000859260559e-02;4.5823998749256134e-02;3.2255999743938446e-02;4.1375998407602310e-02;2.8575999662280083e-02
1900;4.9024000763893127e-02;3.3440001308917999e-02;4.9279998987913132e-02;3.4368000924587250e-02;4.4447999447584152e-02;2.9888000339269638e-02
2000;5.1295999437570572e-02;3.5039998590946198e-02;5.0815999507904053e-02;3.5519998520612717e-02;4.7584000974893570e-02;3.1808000057935715e-02
2100;5.0239998847246170e-02;3.3856000751256943e-02;5.0207998603582382e-02;3.3408001065254211e-02;5.2287999540567398e-02;3.3376000821590424e-02
2200;5.4239999502897263e-02;3.5264000296592712e-02;5.3952001035213470e-02;3.5424001514911652e-02;5.6063998490571976e-02;3.5519998520612717e-02
2300;5.8111999183893204e-02;3.6575999110937119e-02;5.7920001447200775e-02;3.7055999040603638e-02;5.8944001793861389e-02;3.7119999527931213e-02
2400;6.2240000814199448e-02;3.8591999560594559e-02;6.2368001788854599e-02;3.8848001509904861e-02;6.3040003180503845e-02;3.8784001022577286e-02
2500;6.7071996629238129e-02;4.0672000497579575e-02;6.6624000668525696e-02;4.1407998651266098e-02;6.7199997603893280e-02;4.2144000530242920e-02
2600;7.2959996759891510e-02;4.5311998575925827e-02;7.2864003479480743e-02;4.5855998992919922e-02;7.2255998849868774e-02;4.4511999934911728e-02
2700;7.7376000583171844e-02;4.7359999269247055e-02;7.7247999608516693e-02;4.8223998397588730e-02;7.8047998249530792e-02;4.6656001359224319e-02
2800;8.1727996468544006e-02;4.9887999892234802e-02;8.1600002944469452e-02;5.1008000969886780e-02;8.2687996327877045e-02;4.8992000520229340e-02
2900;8.6623996496200562e-02;5.2032001316547394e-02;8.6751997470855713e-02;5.2831999957561493e-02;8.7775997817516327e-02;5.1904000341892242e-02
3000;9.1456003487110138e-02;5.4239999502897263e-02;9.1711997985839844e-02;5.5392000824213028e-02;9.3120001256465912e-02;5.4848000407218933e-02
3100;9.6671998500823975e-02;5.7055998593568802e-02;9.6767999231815338e-02;5.7856000959873199e-02;9.8144002258777618e-02;5.7663999497890472e-02
3200;1.0252799838781357e-01;5.9232000261545181e-02;1.0271999984979630e-01;6.0288000851869583e-02;1.0396800190210342e-01;6.0224000364542007e-02
3300;1.0857599973678589e-01;6.3104003667831421e-02;1.0819199681282043e-01;6.4191997051239014e-02;1.0998400300741196e-01;6.3519999384880066e-02
3400;1.1407999694347382e-01;6.5471999347209930e-02;1.1411199718713760e-01;6.6335998475551605e-02;1.1523199826478958e-01;6.8351998925209045e-02
3500;1.2006399780511856e-01;6.8095996975898743e-02;1.2031999975442886e-01;6.8896003067493439e-02;1.2191999703645706e-01;6.9600000977516174e-02
3600;1.3401600718498230e-01;7.6416000723838806e-02;1.3318400084972382e-01;7.7823996543884277e-02;1.2793600559234619e-01;7.3375999927520752e-02
3700;1.3993600010871887e-01;7.9071998596191406e-02;1.3952000439167023e-01;8.1568002700805664e-02;1.3488000631332397e-01;7.7472001314163208e-02
3800;1.4838400483131409e-01;8.4224000573158264e-02;1.4739200472831726e-01;8.7488003075122833e-02;1.4121599495410919e-01;8.0095998942852020e-02
