Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;5.4079998284578323e-02;4.7584000974893570e-02;5.3695999085903168e-02;5.3376000374555588e-02;4.8672001808881760e-02;4.5248001813888550e-02;3.5487998276948929e-02;0.0000000000000000e+00;5.5002929163707401e-08;1.2112302681763986e-16;1.0024500708079361e-08;2.7013422019522644e-07;1.0901072413587587e-15;1.4007936045165290e-07
3000000;7.2991997003555298e-02;5.6223999708890915e-02;7.2640001773834229e-02;6.3327997922897339e-02;5.7727999985218048e-02;8.0544002354145050e-02;5.4111998528242111e-02;0.0000000000000000e+00;5.8801793734969986e-07;1.7522082111099737e-15;3.9121809525300214e-08;1.0061111019330332e-06;1.9468980123444152e-16;3.9121809525300214e-08
5000000;1.0838399827480316e-01;6.9760002195835114e-02;1.0851199924945831e-01;7.6576001942157745e-02;7.1327999234199524e-02;1.1692799627780914e-01;7.0848003029823303e-02;0.0000000000000000e+00;8.7246175418871521e-07;2.1605874537183342e-16;5.5503491198100603e-08;8.7246175418871521e-07;1.0802937268591670e-15;1.7149914687145258e-07
7000000;1.4355200529098511e-01;8.7711997330188751e-02;1.4377599954605103e-01;9.4272002577781677e-02;8.8288001716136932e-02;1.5196800231933594e-01;8.9951999485492706e-02;0.0000000000000000e+00;1.0890172152685545e-06;4.7998241254371986e-15;1.5362480015618900e-08;7.2089065017383003e-07;8.2282699293209121e-16;3.5276408507910556e-07
9000000;1.8009600043296814e-01;1.0371199995279312e-01;1.8012799322605133e-01;1.1052799969911575e-01;1.0515200346708298e-01;1.8732799589633942e-01;1.0665600001811981e-01;0.0000000000000000e+00;7.0731143408511894e-06;6.4865055912181304e-15;1.0936901482771271e-07;3.7368858611301886e-06;8.1081319890226630e-16;1.8083233287648537e-07
11000000;2.1452799439430237e-01;1.2012799829244614e-01;2.1414400637149811e-01;1.2451200187206268e-01;1.2095999717712402e-01;2.2316800057888031e-01;1.2598399817943573e-01;0.0000000000000000e+00;1.6516842526467883e-06;1.0978756775875026e-15;5.1836708433732660e-08;3.8864671774174435e-07;3.2936270327625076e-15;1.2112008264713111e-06
13000000;2.4995200335979462e-01;1.3843199610710144e-01;2.5135999917984009e-01;1.4364799857139587e-01;1.3900800049304962e-01;2.5571200251579285e-01;1.4076800644397736e-01;0.0000000000000000e+00;9.4558226604123583e-07;3.3359124078270796e-15;6.1829548376274263e-08;3.1959996376751944e-06;9.3822536470136612e-15;7.3343742465461433e-07
15000000;2.8377598524093628e-01;1.5292799472808838e-01;2.8380799293518066e-01;1.5916800498962402e-01;1.5363200008869171e-01;2.9158401489257812e-01;1.5919999778270721e-01;0.0000000000000000e+00;1.2808032190991211e-06;5.1585436638751093e-15;1.5804428338974885e-07;1.7299067933828700e-06;3.0672421785203353e-15;3.8259607053162332e-07
17000000;3.2016000151634216e-01;1.7084799706935883e-01;3.1904000043869019e-01;1.7523199319839478e-01;1.7113600671291351e-01;3.2636800408363342e-01;1.7529599368572235e-01;0.0000000000000000e+00;2.1961836208890777e-06;3.0298035178794873e-15;5.7862743540023339e-07;1.7027070301056085e-05;2.3347309461306639e-14;2.1005004810170326e-06
19000000;3.5436800122261047e-01;1.8825599551200867e-01;3.5411199927330017e-01;1.9299200177192688e-01;1.8905599415302277e-01;3.6191999912261963e-01;1.9523200392723083e-01;0.0000000000000000e+00;2.4309015655233999e-07;1.8803871942778198e-15;1.8751225906772360e-08;1.3647848097801780e-06;1.6714552838025064e-15;4.6742908719790757e-07
