Num rows;Error GEMV fp64;Error GEMV fp32;Error GEMV Acc<fp64, fp64>;Error GEMV Acc<fp64, fp32>;Error GEMV Acc<fp32, fp32>;Error CUBLAS GEMV fp64;Error CUBLAS GEMV fp32
+13400;+0.0000000000000000e+00;+1.2907162887803084e-07;+0.0000000000000000e+00;+4.0044233142207636e-08;+1.2907162887803084e-07;+9.7744177455318843e-16;+1.6264123532294591e-07
+13500;+0.0000000000000000e+00;+1.2955779595568761e-07;+0.0000000000000000e+00;+3.9704374500068277e-08;+1.2955779595568761e-07;+9.8138704839128315e-16;+1.6375066796559843e-07
+13600;+0.0000000000000000e+00;+1.2875924963941747e-07;+0.0000000000000000e+00;+3.9884565344123612e-08;+1.2875924963941747e-07;+9.8437866516530470e-16;+1.6286045864316171e-07
+13700;+0.0000000000000000e+00;+1.2901400021252916e-07;+0.0000000000000000e+00;+3.9938157376736780e-08;+1.2901400021252916e-07;+9.9203885347282155e-16;+1.6238436551508871e-07
+13800;+0.0000000000000000e+00;+1.2997084717715905e-07;+0.0000000000000000e+00;+3.9775189197635228e-08;+1.2997084717715905e-07;+9.9003504441344988e-16;+1.6452347178443955e-07
+13900;+0.0000000000000000e+00;+1.3144470203915995e-07;+0.0000000000000000e+00;+3.9897414119390402e-08;+1.3144470203915995e-07;+9.9524490346409855e-16;+1.6446916377702369e-07
+14000;+0.0000000000000000e+00;+1.2916616337524498e-07;+0.0000000000000000e+00;+3.9742781766244110e-08;+1.2916616337524498e-07;+1.0021921576662347e-15;+1.6484362051505113e-07
+14100;+0.0000000000000000e+00;+1.3097281868220210e-07;+0.0000000000000000e+00;+3.9870200736785868e-08;+1.3097281868220210e-07;+1.0061366055469964e-15;+1.6509827720178994e-07
+14200;+0.0000000000000000e+00;+1.3141938523117955e-07;+0.0000000000000000e+00;+3.9753830664889112e-08;+1.3141938523117955e-07;+1.0078411345040432e-15;+1.6434801967483385e-07
+14300;+0.0000000000000000e+00;+1.3167009058642621e-07;+0.0000000000000000e+00;+3.9679066598336241e-08;+1.3167009058642621e-07;+1.0136399951654401e-15;+1.6387401994232375e-07
+14400;+0.0000000000000000e+00;+1.3047745655759006e-07;+0.0000000000000000e+00;+4.0043594313045637e-08;+1.3047745655759006e-07;+1.0136399169564335e-15;+1.6798629945836691e-07
+14500;+0.0000000000000000e+00;+1.3091564841187326e-07;+0.0000000000000000e+00;+3.9923774486939510e-08;+1.3091564841187326e-07;+1.0239610202738722e-15;+1.6654299788666700e-07
+14600;+0.0000000000000000e+00;+1.3245471699444009e-07;+0.0000000000000000e+00;+3.9936445054568007e-08;+1.3245471699444009e-07;+1.0269327511927587e-15;+1.6604075965019141e-07
+14700;+0.0000000000000000e+00;+1.3333433064609815e-07;+0.0000000000000000e+00;+4.0200325050939089e-08;+1.3333433064609815e-07;+1.0277886151816442e-15;+1.6568503027682317e-07
+14800;+0.0000000000000000e+00;+1.3285770175065281e-07;+0.0000000000000000e+00;+4.0140474577369242e-08;+1.3285770175065281e-07;+1.0285979140716996e-15;+1.6555316692381481e-07
+14900;+0.0000000000000000e+00;+1.3266233432565947e-07;+0.0000000000000000e+00;+4.0145532107505075e-08;+1.3266233432565947e-07;+1.0344837967556168e-15;+1.6717068364437552e-07
+15000;+0.0000000000000000e+00;+1.3229531711602911e-07;+0.0000000000000000e+00;+4.0340692792089068e-08;+1.3229531711602911e-07;+1.0360655191852137e-15;+1.6627884281458440e-07
+15100;+0.0000000000000000e+00;+1.3340445523841257e-07;+0.0000000000000000e+00;+3.9872533270596079e-08;+1.3340445523841257e-07;+1.0427861922409515e-15;+1.6610452483685758e-07
+15200;+0.0000000000000000e+00;+1.3375216898401672e-07;+0.0000000000000000e+00;+3.9845124937114144e-08;+1.3375216898401672e-07;+1.0441570027407384e-15;+1.6595487252956240e-07
+15300;+0.0000000000000000e+00;+1.3378994158630398e-07;+0.0000000000000000e+00;+4.0201845255593190e-08;+1.3378994158630398e-07;+1.0480689977625527e-15;+1.6586554791914571e-07
+15400;+0.0000000000000000e+00;+1.3486833974177073e-07;+0.0000000000000000e+00;+4.0045279820345300e-08;+1.3486833974177073e-07;+1.0480527728952002e-15;+1.6792449658969623e-07
+15500;+0.0000000000000000e+00;+1.3404954039495649e-07;+0.0000000000000000e+00;+3.9887635937286246e-08;+1.3404954039495649e-07;+1.0515493039952671e-15;+1.6773800978362122e-07
+15600;+0.0000000000000000e+00;+1.3370916910418249e-07;+0.0000000000000000e+00;+4.0134652731106453e-08;+1.3370916910418249e-07;+1.0561388925351927e-15;+1.6768980540834796e-07
+15700;+0.0000000000000000e+00;+1.3363858746890686e-07;+0.0000000000000000e+00;+4.0128957257852993e-08;+1.3363858746890686e-07;+1.0579297439665491e-15;+1.6769365432854310e-07
+15800;+0.0000000000000000e+00;+1.3493962332302395e-07;+0.0000000000000000e+00;+3.9829714381923981e-08;+1.3493962332302395e-07;+1.0599757141074379e-15;+1.6880054583302106e-07
+15900;+0.0000000000000000e+00;+1.3523661054683687e-07;+0.0000000000000000e+00;+4.0072673133711605e-08;+1.3523661054683687e-07;+1.0678661717028303e-15;+1.7029026483188977e-07
+16000;+0.0000000000000000e+00;+1.3484694067276599e-07;+0.0000000000000000e+00;+3.9902909620349299e-08;+1.3484694067276599e-07;+1.0690163038701215e-15;+1.7043238444635012e-07
+16100;+0.0000000000000000e+00;+1.3641032432097054e-07;+0.0000000000000000e+00;+4.0215541268611456e-08;+1.3641032432097054e-07;+1.0739171509267828e-15;+1.6801982445272128e-07
+16200;+0.0000000000000000e+00;+1.3481040134343448e-07;+0.0000000000000000e+00;+3.9866253768301188e-08;+1.3481040134343448e-07;+1.0780870152265765e-15;+1.6911782241454360e-07
+16300;+0.0000000000000000e+00;+1.3759193885880905e-07;+0.0000000000000000e+00;+3.9999642400658435e-08;+1.3759193885880905e-07;+1.0818124739070429e-15;+1.6844511197993025e-07
+16400;+0.0000000000000000e+00;+1.3672201641226830e-07;+0.0000000000000000e+00;+4.0412091993032381e-08;+1.3672201641226830e-07;+1.0886102020260785e-15;+1.7171395482880759e-07
+16500;+0.0000000000000000e+00;+1.3696552821611449e-07;+0.0000000000000000e+00;+4.0075082528156104e-08;+1.3696552821611449e-07;+1.0883600426976426e-15;+1.7027877922273873e-07
+16600;+0.0000000000000000e+00;+1.3724335455326646e-07;+0.0000000000000000e+00;+4.0218533162002805e-08;+1.3724335455326646e-07;+1.0876256364081870e-15;+4.0857702311127019e-07
+16700;+0.0000000000000000e+00;+1.3728342045984274e-07;+0.0000000000000000e+00;+4.0470695322366523e-08;+1.3728342045984274e-07;+1.0953957586639027e-15;+4.0858022902577750e-07
+16800;+0.0000000000000000e+00;+1.3816859971335712e-07;+0.0000000000000000e+00;+3.9988062648069455e-08;+1.3816859971335712e-07;+1.0983210084449614e-15;+4.0983534079763881e-07
+16900;+0.0000000000000000e+00;+1.3754253771521304e-07;+0.0000000000000000e+00;+4.0141752312393609e-08;+1.3754253771521304e-07;+1.1005201786113320e-15;+4.1084749712295798e-07
+17000;+0.0000000000000000e+00;+1.3874271850334440e-07;+0.0000000000000000e+00;+4.0232254589849995e-08;+1.3874271850334440e-07;+1.1064121134015106e-15;+4.1248871458400820e-07
+17100;+0.0000000000000000e+00;+1.3902007039951569e-07;+0.0000000000000000e+00;+4.0363996223323422e-08;+1.3902007039951569e-07;+1.1100806459556322e-15;+4.1403868387598708e-07
+17200;+0.0000000000000000e+00;+1.3870596350076794e-07;+0.0000000000000000e+00;+4.0279338917328696e-08;+1.3870596350076794e-07;+1.1124303079503319e-15;+4.1536775446846327e-07
+17300;+0.0000000000000000e+00;+1.3958901765952828e-07;+0.0000000000000000e+00;+4.0010293716296452e-08;+1.3958901765952828e-07;+1.1117348561444951e-15;+4.1614667158316829e-07
+17400;+0.0000000000000000e+00;+1.3897223704065326e-07;+0.0000000000000000e+00;+3.9967606061722713e-08;+1.3897223704065326e-07;+1.1141001369336078e-15;+4.1838456543320453e-07
+17500;+0.0000000000000000e+00;+1.3850564231092563e-07;+0.0000000000000000e+00;+4.0193950142263418e-08;+1.3850564231092563e-07;+1.1169692475273540e-15;+4.1879982894594054e-07
+17600;+0.0000000000000000e+00;+1.3872506017604177e-07;+0.0000000000000000e+00;+3.9865922726526466e-08;+1.3872506017604177e-07;+1.1205631705470968e-15;+4.2023825191236769e-07
+17700;+0.0000000000000000e+00;+1.4080034729869590e-07;+0.0000000000000000e+00;+4.0062222712576164e-08;+1.4080034729869590e-07;+1.1180517926466839e-15;+4.2135325387014778e-07
+17800;+0.0000000000000000e+00;+1.4042855401149534e-07;+0.0000000000000000e+00;+4.0248265083557828e-08;+1.4042855401149534e-07;+1.1252874531446345e-15;+4.2401122883067505e-07
+17900;+0.0000000000000000e+00;+1.3956012507152655e-07;+0.0000000000000000e+00;+3.9786112788002340e-08;+1.3956012507152655e-07;+1.1255834827194875e-15;+4.2382887878098562e-07
+18000;+0.0000000000000000e+00;+1.4078607758208675e-07;+0.0000000000000000e+00;+3.9973495084054030e-08;+1.4078607758208675e-07;+1.1325439761051239e-15;+4.2373438381329871e-07
+18100;+0.0000000000000000e+00;+1.4052199687859883e-07;+0.0000000000000000e+00;+4.0048255686281778e-08;+1.4052199687859883e-07;+1.1337787116656363e-15;+4.2616518224919906e-07
+18200;+0.0000000000000000e+00;+1.4063847802312938e-07;+0.0000000000000000e+00;+3.9870916769414977e-08;+1.4063847802312938e-07;+1.1429063897101310e-15;+4.2832511311308931e-07
+18300;+0.0000000000000000e+00;+1.4226665552175319e-07;+0.0000000000000000e+00;+4.0037061914840290e-08;+1.4226665552175319e-07;+1.1430247067064124e-15;+4.2888357446666243e-07
+18400;+0.0000000000000000e+00;+1.4119812610869037e-07;+0.0000000000000000e+00;+4.0164278619311624e-08;+1.4119812610869037e-07;+1.1479401446048079e-15;+4.3000809023589272e-07
+18500;+0.0000000000000000e+00;+1.4335071057748047e-07;+0.0000000000000000e+00;+3.9715800262930567e-08;+1.4335071057748047e-07;+1.1522107520600628e-15;+4.3202306797875465e-07
+18600;+0.0000000000000000e+00;+1.4272756672149175e-07;+0.0000000000000000e+00;+4.0070342376600467e-08;+1.4272756672149175e-07;+1.1563872029904521e-15;+4.3360026290418831e-07
+18700;+0.0000000000000000e+00;+1.4321481411558057e-07;+0.0000000000000000e+00;+4.0259635543075734e-08;+1.4321481411558057e-07;+1.1584041395530303e-15;+4.3503412271478635e-07
+18800;+0.0000000000000000e+00;+1.4352314516409776e-07;+0.0000000000000000e+00;+4.0304803156362371e-08;+1.4352314516409776e-07;+1.1671793776365239e-15;+4.3713179364705894e-07
+18900;+0.0000000000000000e+00;+1.4268272233800633e-07;+0.0000000000000000e+00;+4.0070261244424156e-08;+1.4268272233800633e-07;+1.1697244683048103e-15;+4.3861471786756184e-07
+19000;+0.0000000000000000e+00;+1.4225561491394371e-07;+0.0000000000000000e+00;+4.0157435903551217e-08;+1.4225561491394371e-07;+1.1756015201552198e-15;+4.3927908167397570e-07
+19100;+0.0000000000000000e+00;+1.4306813501141587e-07;+0.0000000000000000e+00;+3.9771037986134486e-08;+1.4306813501141587e-07;+1.1725332875449540e-15;+4.4000405182587232e-07
+19200;+0.0000000000000000e+00;+1.4429606021259764e-07;+0.0000000000000000e+00;+3.9906088889839063e-08;+1.4429606021259764e-07;+1.1755182978548187e-15;+4.4171974236942064e-07
+19300;+0.0000000000000000e+00;+1.4324243597259001e-07;+0.0000000000000000e+00;+4.0290623805418538e-08;+1.4324243597259001e-07;+1.1818422180754570e-15;+4.4310580543410203e-07
+19400;+0.0000000000000000e+00;+1.4389121589018254e-07;+0.0000000000000000e+00;+4.0174716768497663e-08;+1.4389121589018254e-07;+1.1845421891628988e-15;+4.4357576579009835e-07
+19500;+0.0000000000000000e+00;+1.4596258545688009e-07;+0.0000000000000000e+00;+4.0147696596873544e-08;+1.4596258545688009e-07;+1.1898803875239936e-15;+4.4476072626406295e-07
+19600;+0.0000000000000000e+00;+1.4461843880685522e-07;+0.0000000000000000e+00;+4.0349584086540774e-08;+1.4461843880685522e-07;+1.1896827234412451e-15;+4.4534426695173597e-07
+19700;+0.0000000000000000e+00;+1.4516166185081829e-07;+0.0000000000000000e+00;+4.0215505566625422e-08;+1.4516166185081829e-07;+1.1944382892399592e-15;+4.4521312895037554e-07
+19800;+0.0000000000000000e+00;+1.4610444518854222e-07;+0.0000000000000000e+00;+3.9823411103499102e-08;+1.4610444518854222e-07;+1.1962259510677063e-15;+4.4622073810560210e-07
+19900;+0.0000000000000000e+00;+1.4568985469075852e-07;+0.0000000000000000e+00;+4.0243539325227235e-08;+1.4568985469075852e-07;+1.2032581185959661e-15;+4.4753981715083822e-07
+20000;+0.0000000000000000e+00;+1.4586927140242495e-07;+0.0000000000000000e+00;+3.9944425860017456e-08;+1.4586927140242495e-07;+1.2039947734203135e-15;+4.4933682145330724e-07
+20100;+0.0000000000000000e+00;+1.4569947081060500e-07;+0.0000000000000000e+00;+3.9588917128417436e-08;+1.4569947081060500e-07;+1.2083287394495525e-15;+4.4924762056123336e-07
+20200;+0.0000000000000000e+00;+1.4556818264971511e-07;+0.0000000000000000e+00;+4.0387346978849307e-08;+1.4556818264971511e-07;+1.2076632988582065e-15;+4.4926594792792201e-07
+20300;+0.0000000000000000e+00;+1.4505490451774703e-07;+0.0000000000000000e+00;+3.9946001390563480e-08;+1.4505490451774703e-07;+1.2086388652993410e-15;+4.4986355381562518e-07
+20400;+0.0000000000000000e+00;+1.4591548522535630e-07;+0.0000000000000000e+00;+4.0176624832621875e-08;+1.4591548522535630e-07;+1.2122104308702887e-15;+4.5069747725572919e-07
+20500;+0.0000000000000000e+00;+1.4624770766276193e-07;+0.0000000000000000e+00;+4.0106154352905291e-08;+1.4624770766276193e-07;+1.2133951496087982e-15;+4.5212569363601968e-07
+20600;+0.0000000000000000e+00;+1.4710556695006461e-07;+0.0000000000000000e+00;+3.9605536680248833e-08;+1.4710556695006461e-07;+1.2199650068499793e-15;+4.5298892330358978e-07
+20700;+0.0000000000000000e+00;+1.4746209524086507e-07;+0.0000000000000000e+00;+4.0291440088598397e-08;+1.4746209524086507e-07;+1.2185946578448820e-15;+4.5484173824156413e-07
+20800;+0.0000000000000000e+00;+1.4739513158867133e-07;+0.0000000000000000e+00;+4.0103177976645014e-08;+1.4739513158867133e-07;+1.2237924061922894e-15;+4.5556212745096915e-07
+20900;+0.0000000000000000e+00;+1.4710675017759498e-07;+0.0000000000000000e+00;+3.9976091266646051e-08;+1.4710675017759498e-07;+1.2288501368432765e-15;+4.5655962051359684e-07
+21000;+0.0000000000000000e+00;+1.4675363148069443e-07;+0.0000000000000000e+00;+4.0034802028578982e-08;+1.4675363148069443e-07;+1.2300651669352446e-15;+4.5852258695632240e-07
+21100;+0.0000000000000000e+00;+1.4857235343094024e-07;+0.0000000000000000e+00;+4.0142044342802628e-08;+1.4857235343094024e-07;+1.2339939235670415e-15;+4.6041483399075134e-07
+21200;+0.0000000000000000e+00;+1.4799284890875460e-07;+0.0000000000000000e+00;+4.0272384615207469e-08;+1.4799284890875460e-07;+1.2352335172453787e-15;+4.6021291451653445e-07
+21300;+0.0000000000000000e+00;+1.4745873117482967e-07;+0.0000000000000000e+00;+4.0144670407281301e-08;+1.4745873117482967e-07;+1.2378876120596966e-15;+4.6073036234201005e-07
+21400;+0.0000000000000000e+00;+1.4793243050383638e-07;+0.0000000000000000e+00;+4.0059667334770594e-08;+1.4793243050383638e-07;+1.2409830034496242e-15;+4.6363849152758492e-07
+21500;+0.0000000000000000e+00;+1.4796289527137930e-07;+0.0000000000000000e+00;+4.0147756158217335e-08;+1.4796289527137930e-07;+1.2447556904158600e-15;+4.6535558530768779e-07
+21600;+0.0000000000000000e+00;+1.4887402759361417e-07;+0.0000000000000000e+00;+4.0175481437486898e-08;+1.4887402759361417e-07;+1.2489093316790172e-15;+4.6675272248202379e-07
+21700;+0.0000000000000000e+00;+1.4999488413710125e-07;+0.0000000000000000e+00;+4.0252239959480325e-08;+1.4999488413710125e-07;+1.2491481034124803e-15;+4.6812118445109634e-07
+21800;+0.0000000000000000e+00;+1.4991476226265802e-07;+0.0000000000000000e+00;+3.9928252718615354e-08;+1.4991476226265802e-07;+1.2512082008148075e-15;+4.6829394462969264e-07
+21900;+0.0000000000000000e+00;+1.4970495071617904e-07;+0.0000000000000000e+00;+4.0160312128680482e-08;+1.4970495071617904e-07;+1.2548184589374545e-15;+4.6887077524634640e-07
+22000;+0.0000000000000000e+00;+1.4943511898185666e-07;+0.0000000000000000e+00;+3.9759033385525490e-08;+1.4943511898185666e-07;+1.2541761333285502e-15;+4.7025906853107440e-07
+22100;+0.0000000000000000e+00;+1.4856166106384735e-07;+0.0000000000000000e+00;+3.9944647675752517e-08;+1.4856166106384735e-07;+1.2598794513720261e-15;+4.7095332101326289e-07
+22200;+0.0000000000000000e+00;+1.5067992527542180e-07;+0.0000000000000000e+00;+4.0140668291222972e-08;+1.5067992527542180e-07;+1.2599341501925820e-15;+4.7126202796851674e-07
+22300;+0.0000000000000000e+00;+1.5029540167189500e-07;+0.0000000000000000e+00;+3.9808716319523213e-08;+1.5029540167189500e-07;+1.2652551600434405e-15;+4.7299951142069976e-07
+22400;+0.0000000000000000e+00;+1.5082862546733026e-07;+0.0000000000000000e+00;+4.0076500974033833e-08;+1.5082862546733026e-07;+1.2607542320327790e-15;+4.7461391168488033e-07
+22500;+0.0000000000000000e+00;+1.5138940171929165e-07;+0.0000000000000000e+00;+3.9954230173363301e-08;+1.5138940171929165e-07;+1.2682086851793657e-15;+4.7560945747418884e-07
+22600;+0.0000000000000000e+00;+1.5084472795841380e-07;+0.0000000000000000e+00;+3.9929627897865020e-08;+1.5084472795841380e-07;+5.7971516202245779e-16;+4.7598095226160762e-07
+22700;+0.0000000000000000e+00;+1.5093249573657923e-07;+0.0000000000000000e+00;+4.0206531868192257e-08;+1.5093249573657923e-07;+9.2877297548075290e-16;+4.7760215999942517e-07
+22800;+0.0000000000000000e+00;+1.5060469311627360e-07;+0.0000000000000000e+00;+4.0258825505557878e-08;+1.5060469311627360e-07;+9.3174602916868569e-16;+4.7918375698519233e-07
+22900;+0.0000000000000000e+00;+1.5107024428002600e-07;+0.0000000000000000e+00;+4.0109042028624776e-08;+1.5107024428002600e-07;+9.3112839707319183e-16;+4.8060074494396788e-07
+23000;+0.0000000000000000e+00;+1.5113479853633323e-07;+0.0000000000000000e+00;+3.9998072169921806e-08;+1.5113479853633323e-07;+5.8218672369685513e-16;+4.8202024632319290e-07
+23100;+0.0000000000000000e+00;+1.5137259626883077e-07;+0.0000000000000000e+00;+3.9840933825312999e-08;+1.5137259626883077e-07;+9.3608949716435712e-16;+4.8254239656500336e-07
+23200;+0.0000000000000000e+00;+1.5178557740139140e-07;+0.0000000000000000e+00;+4.0173537663320872e-08;+1.5178557740139140e-07;+9.3993592717816683e-16;+4.8493092434676264e-07
+23300;+0.0000000000000000e+00;+1.5064105571669215e-07;+0.0000000000000000e+00;+4.0060839563360404e-08;+1.5064105571669215e-07;+5.8789484849960370e-16;+4.8629993597048872e-07
+23400;+0.0000000000000000e+00;+1.5144266975696275e-07;+0.0000000000000000e+00;+4.0116245751309114e-08;+1.5144266975696275e-07;+9.4503536950639939e-16;+4.8730318980361987e-07
+23500;+0.0000000000000000e+00;+1.5202622747283919e-07;+0.0000000000000000e+00;+3.9719367018325168e-08;+1.5202622747283919e-07;+9.4923193888094784e-16;+4.8745627213314731e-07
+23600;+0.0000000000000000e+00;+1.5138940540145438e-07;+0.0000000000000000e+00;+3.9944931024132259e-08;+1.5138940540145438e-07;+5.9024003003324191e-16;+4.9060926327742018e-07
+23700;+0.0000000000000000e+00;+1.5277639617575666e-07;+0.0000000000000000e+00;+4.0032188403910491e-08;+1.5277639617575666e-07;+5.8975404489247789e-16;+4.9091623145464392e-07
+23800;+0.0000000000000000e+00;+1.5310400883199475e-07;+0.0000000000000000e+00;+4.0116427520846979e-08;+1.5310400883199475e-07;+5.9181789938169162e-16;+4.9134895272288478e-07
+23900;+0.0000000000000000e+00;+1.5258234228662190e-07;+0.0000000000000000e+00;+3.9816002462791371e-08;+1.5258234228662190e-07;+9.4931098811795129e-16;+4.9401345405377785e-07
+24000;+0.0000000000000000e+00;+1.5375722933695818e-07;+0.0000000000000000e+00;+3.9975842721064235e-08;+1.5375722933695818e-07;+5.9665141759382010e-16;+4.9467240279691798e-07
+24100;+0.0000000000000000e+00;+1.5232716945019403e-07;+0.0000000000000000e+00;+4.0249018928786725e-08;+1.5232716945019403e-07;+5.9861202694545909e-16;+4.9518172942500581e-07
+24200;+0.0000000000000000e+00;+1.5325116682564282e-07;+0.0000000000000000e+00;+4.0253287665035265e-08;+1.5325116682564282e-07;+9.5569447340682296e-16;+4.9640557205257249e-07
+24300;+0.0000000000000000e+00;+1.5399636358391346e-07;+0.0000000000000000e+00;+4.0026079816905222e-08;+1.5399636358391346e-07;+6.0174835325334340e-16;+4.9651935315011577e-07
+24400;+0.0000000000000000e+00;+1.5451606254779748e-07;+0.0000000000000000e+00;+3.9826252814720999e-08;+1.5451606254779748e-07;+9.6203642349301180e-16;+4.9823075196296445e-07
+24500;+0.0000000000000000e+00;+1.5456146659731779e-07;+0.0000000000000000e+00;+3.9941246012248168e-08;+1.5456146659731779e-07;+6.0586419392354889e-16;+4.9914827620798207e-07
