Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;4.3007999658584595e-02;4.1983999311923981e-02;4.5056000351905823e-02;4.7104001045227051e-02;4.3007999658584595e-02;2.0479999482631683e-02;1.8432000651955605e-02;0.0000000000000000e+00;2.7013422055859558e-07;0.0000000000000000e+00;1.0024501071448445e-08;2.0510679068680882e-07;6.0561513408819952e-16;1.4007936081502201e-07
3000000;5.9392001479864120e-02;5.0175998359918594e-02;6.2463998794555664e-02;6.0416001826524734e-02;5.5296000093221664e-02;4.9152001738548279e-02;2.3552000522613525e-02;0.0000000000000000e+00;3.9121809135920598e-08;9.7344900617220732e-16;3.9121809135920598e-08;2.7444806430157935e-07;5.8406940370332433e-16;3.9121809135920598e-08
5000000;7.5776003301143646e-02;6.4511999487876892e-02;8.0895997583866119e-02;7.5776003301143646e-02;6.9632001221179962e-02;7.0656001567840576e-02;4.4032000005245209e-02;0.0000000000000000e+00;7.5646609916353901e-07;6.4817623611549981e-16;5.5503490549924330e-08;1.7648782079677948e-07;8.6423498148733308e-16;2.9248347647013139e-07
7000000;9.0112000703811646e-02;7.3728002607822418e-02;9.6256002783775330e-02;8.1919997930526733e-02;7.6800003647804260e-02;9.4208002090454102e-02;5.5296000093221664e-02;0.0000000000000000e+00;1.6261310550495746e-07;0.0000000000000000e+00;1.5362479467067579e-08;7.9451596374132669e-07;4.1141349646604585e-16;6.0436498361862704e-07
9000000;1.1264000087976456e-01;8.3967998623847961e-02;1.1468800157308578e-01;9.3184001743793488e-02;8.8064000010490417e-02;1.1673600226640701e-01;6.6560000181198120e-02;0.0000000000000000e+00;9.3958121717672603e-06;1.6756806110646328e-14;1.0936904523320434e-07;6.2035973470211784e-06;1.3918959914488481e-14;1.3416376932877420e-06
11000000;1.3209599256515503e-01;8.4991998970508575e-02;1.3312000036239624e-01;9.7280003130435944e-02;9.0112000703811646e-02;1.3721600174903870e-01;7.7823996543884277e-02;0.0000000000000000e+00;1.5480108379750777e-06;4.5483420928625203e-15;5.1836706237981419e-08;6.2178331237804345e-07;2.0389119726625092e-15;1.8848208472830901e-06
13000000;1.5052799880504608e-01;8.7039999663829803e-02;1.5360000729560852e-01;9.4208002090454102e-02;8.8064000010490417e-02;1.6076800227165222e-01;9.0112000703811646e-02;0.0000000000000000e+00;5.0956813777420007e-07;4.1698905097838712e-16;6.1829553588637723e-08;3.9795421652123081e-06;3.7529014588054844e-15;5.0956813777420007e-07
15000000;1.7203199863433838e-01;9.4208002090454102e-02;1.7510400712490082e-01;1.0035199671983719e-01;9.5232002437114716e-02;1.8329599499702454e-01;1.0137599706649780e-01;0.0000000000000000e+00;2.4784127464792785e-06;3.2066622775439998e-15;1.5804427934656662e-07;1.5635194220744778e-06;4.6008632677805215e-15;2.3287115550513619e-06
17000000;1.9251200556755066e-01;1.0649599879980087e-01;1.9660800695419312e-01;1.1264000087976456e-01;1.0956799983978271e-01;2.0479999482631683e-01;1.1264000087976456e-01;0.0000000000000000e+00;2.6700124609953658e-05;2.8515797815336652e-15;5.7862742488503912e-07;4.8994296200140430e-05;3.1010930124178610e-14;8.6160111741369214e-06
19000000;2.1401600539684296e-01;1.1776000261306763e-01;2.1708799898624420e-01;1.2595200538635254e-01;1.1980800330638885e-01;2.2630399465560913e-01;1.2492799758911133e-01;0.0000000000000000e+00;2.5611464633545113e-06;7.7304806875864903e-15;1.8751239069482474e-08;3.5525963503782946e-07;8.9840721504383531e-15;2.0378016148795644e-06
