Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
12582912;2.4063999950885773e-01;1.2800000607967377e-01;2.4063999950885773e-01;1.2902399897575378e-01;2.4678400158882141e-01;1.3414399325847626e-01;0.0000000000000000e+00;1.3705323011623373e-06;4.3463192268162372e-15;3.2606189955999069e-07;5.4328990335202965e-16;5.9272817878101445e-07
13107200;2.4985599517822266e-01;1.3312000036239624e-01;2.4985599517822266e-01;1.3312000036239624e-01;2.5497600436210632e-01;1.3823999464511871e-01;0.0000000000000000e+00;8.7086900307017268e-06;7.8694906745968446e-15;1.4997384246662954e-06;1.3115817790994742e-14;1.9312452613399491e-06
13631488;2.5907200574874878e-01;1.3721600174903870e-01;2.6009601354598999e-01;1.3823999464511871e-01;2.6419198513031006e-01;1.4233599603176117e-01;0.0000000000000000e+00;1.2281336703507791e-06;0.0000000000000000e+00;3.0394298657194660e-07;1.3179641796275122e-15;1.2281336703507791e-06
14155776;2.6931199431419373e-01;1.4131200313568115e-01;2.6726400852203369e-01;1.4336000382900238e-01;2.7340799570083618e-01;1.4745600521564484e-01;0.0000000000000000e+00;1.6669275004591915e-07;7.5329525879868844e-15;3.8564476614480561e-07;2.5770627274691974e-15;1.0181081449859778e-06
14680064;2.7750399708747864e-01;1.4643199741840363e-01;2.7750399708747864e-01;1.4745600521564484e-01;2.8364801406860352e-01;1.5257599949836731e-01;0.0000000000000000e+00;5.9741663288503399e-07;7.6388156607429121e-16;2.1537967639483803e-07;1.9097039151857280e-16;2.8983728810631419e-07
15204352;2.8672000765800476e-01;1.5155200660228729e-01;2.8774398565292358e-01;1.5257599949836731e-01;2.9286399483680725e-01;1.5769599378108978e-01;0.0000000000000000e+00;8.0904492373934659e-07;3.8177486115335373e-15;6.2147651458943015e-07;2.4962202460026975e-15;1.7550317755212284e-06
15728640;2.9593598842620850e-01;1.5564799308776855e-01;2.9593598842620850e-01;1.5667200088500977e-01;3.0208000540733337e-01;1.6281600296497345e-01;0.0000000000000000e+00;4.5464331798329294e-06;9.3970995027558506e-16;4.2530933433682319e-07;5.6382597016535103e-16;9.1401202608944759e-07
16252928;3.0720001459121704e-01;1.6076800227165222e-01;3.0720001459121704e-01;1.6179199516773224e-01;3.1231999397277832e-01;1.6691200435161591e-01;0.0000000000000000e+00;1.7806254702849552e-06;9.1652800157863501e-16;6.9323056085351644e-07;1.3747920023679524e-15;6.3249194742915040e-07
16777216;3.1436800956726074e-01;1.6486400365829468e-01;3.1539198756217957e-01;1.6588799655437469e-01;3.2051199674606323e-01;1.7100800573825836e-01;0.0000000000000000e+00;8.3910942469280119e-07;5.9516971535524173e-16;2.3544835535762858e-07;1.3887293358288973e-15;6.5202734540242763e-07
17301504;3.2460799813270569e-01;1.6998399794101715e-01;3.2563200592994690e-01;1.7203199863433838e-01;3.3075198531150818e-01;1.7612800002098083e-01;0.0000000000000000e+00;5.0811708842518364e-07;3.5851385287271067e-16;8.3434026809426954e-08;1.7925692643635534e-16;3.5802337777864339e-07
17825792;3.3382400870323181e-01;1.7510400712490082e-01;3.3484798669815063e-01;1.7510400712490082e-01;3.3996799588203430e-01;1.8124799430370331e-01;0.0000000000000000e+00;2.8861566771711123e-07;1.6312074329664185e-16;7.1683503620532941e-08;4.8936222988992553e-16;2.3683302560160473e-07
18350080;3.4406399726867676e-01;1.8022400140762329e-01;3.4303998947143555e-01;1.8022400140762329e-01;3.4815999865531921e-01;1.8534399569034576e-01;0.0000000000000000e+00;9.2569847553129788e-08;7.3822447329989350e-16;7.9097696802988604e-08;5.9057957863991476e-16;7.2669984153910335e-07
18874368;3.5225600004196167e-01;1.8534399569034576e-01;3.5328000783920288e-01;1.8534399569034576e-01;3.5839998722076416e-01;1.9046400487422943e-01;0.0000000000000000e+00;8.5594520945783369e-08;7.4646949822788656e-16;1.2969011419959223e-07;7.4646949822788656e-16;1.8801560896818725e-08
19398656;3.6147201061248779e-01;1.8943999707698822e-01;3.6147201061248779e-01;1.8943999707698822e-01;3.6761599779129028e-01;1.9456000626087189e-01;0.0000000000000000e+00;7.4191796362145631e-07;6.6085745972023178e-16;8.5972293101650400e-08;1.8173580142306373e-15;5.6371117358052854e-08
19922944;3.7068799138069153e-01;1.9456000626087189e-01;3.7068799138069153e-01;1.9456000626087189e-01;3.7580800056457520e-01;1.9865599274635315e-01;0.0000000000000000e+00;2.0000886498317969e-07;5.4396165220522503e-16;1.3845487986519949e-07;5.4396165220522503e-16;7.1107394452996013e-07
20447232;3.8092800974845886e-01;1.9865599274635315e-01;3.8092800974845886e-01;1.9865599274635315e-01;3.8604798913002014e-01;2.0377600193023682e-01;0.0000000000000000e+00;6.1386463426017305e-07;0.0000000000000000e+00;9.0384073495620495e-08;3.8280937459778686e-16;2.0282619813524612e-07
20971520;3.9014399051666260e-01;2.0377600193023682e-01;3.9014399051666260e-01;2.0275199413299561e-01;3.9526399970054626e-01;2.0787200331687927e-01;0.0000000000000000e+00;1.4504853687696391e-06;1.7307009241388725e-15;1.0063601775221089e-07;1.9230010268209695e-16;3.1484172221869769e-07
21495808;3.9936000108718872e-01;2.0787200331687927e-01;3.9936000108718872e-01;2.0992000401020050e-01;4.0448001027107239e-01;2.1299199759960175e-01;0.0000000000000000e+00;5.3044873010971341e-07;3.7026132718685977e-16;6.8692990304805437e-08;6.1710221197809969e-16;6.5898879105706044e-08
22020096;4.0755200386047363e-01;2.1299199759960175e-01;4.0959998965263367e-01;2.1299199759960175e-01;4.1369599103927612e-01;2.1811200678348541e-01;0.0000000000000000e+00;2.8624696370649965e-07;1.1639293496137028e-15;6.7715757246420520e-08;4.6557173984548115e-16;2.8624696370649965e-07
22544384;4.1676801443099976e-01;2.1913599967956543e-01;4.1881600022315979e-01;2.1811200678348541e-01;4.2291200160980225e-01;2.2220799326896667e-01;0.0000000000000000e+00;1.6538103841377177e-06;1.4253602849520691e-15;1.4666554644120286e-07;3.5634007123801728e-16;1.2711931460823192e-06
23068672;4.2598399519920349e-01;2.2220799326896667e-01;4.2803201079368591e-01;2.2220799326896667e-01;4.3212801218032837e-01;2.2732800245285034e-01;0.0000000000000000e+00;1.4118261531617422e-07;6.0029156552474437e-15;2.4299453352823406e-07;4.5021867414355830e-15;3.4260704047190999e-07
23592960;4.3622401356697083e-01;2.2732800245285034e-01;4.3724799156188965e-01;2.2732800245285034e-01;4.4134399294853210e-01;2.3142400383949280e-01;0.0000000000000000e+00;5.9174783698467881e-08;1.3525763312921006e-15;2.5545677173140890e-07;1.1835042898805880e-15;6.6698410483193624e-07
24117248;4.4543999433517456e-01;2.3142400383949280e-01;4.4646400213241577e-01;2.3244799673557281e-01;4.5056000351905823e-01;2.3654399812221527e-01;0.0000000000000000e+00;9.7367852575635703e-07;7.5264104151989569e-16;1.6819886144178635e-07;9.4080130189986971e-16;8.4464134490601627e-07
24641536;4.5568001270294189e-01;2.3654399812221527e-01;4.5568001270294189e-01;2.3756800591945648e-01;4.6079999208450317e-01;2.4166400730609894e-01;0.0000000000000000e+00;9.3920313744047015e-07;4.8844755906487829e-16;1.7008375715867203e-07;0.0000000000000000e+00;6.5092182442686507e-08
25165824;4.6489599347114563e-01;2.4063999950885773e-01;4.6489599347114563e-01;2.4268800020217896e-01;4.7001600265502930e-01;2.4575999379158020e-01;0.0000000000000000e+00;2.1812914475380570e-07;4.6617033034018648e-16;1.6662802574504916e-07;6.2156044045358201e-16;3.8497800501852383e-07
25690112;4.7411200404167175e-01;2.4575999379158020e-01;4.7411200404167175e-01;2.4678400158882141e-01;4.8025599122047424e-01;2.5088000297546387e-01;0.0000000000000000e+00;9.8858268321361260e-08;0.0000000000000000e+00;1.1624812883917301e-07;1.5341067911315210e-15;9.8858268321361260e-08
26214400;4.8435199260711670e-01;2.5088000297546387e-01;4.8435199260711670e-01;2.5292798876762390e-01;4.8844799399375916e-01;2.5702399015426636e-01;0.0000000000000000e+00;2.9388160978936911e-07;8.4211072122162177e-16;1.3927627533803703e-07;8.4211072122162177e-16;4.8115510605159631e-07
26738688;4.9254399538040161e-01;2.5600001215934753e-01;4.9356800317764282e-01;2.5702399015426636e-01;4.9663999676704407e-01;2.6009601354598999e-01;0.0000000000000000e+00;1.7797812830035396e-07;0.0000000000000000e+00;1.9632091922319959e-07;0.0000000000000000e+00;2.7745907859248694e-07
27262976;5.0176000595092773e-01;2.6009601354598999e-01;5.0073599815368652e-01;2.6111999154090881e-01;5.0687998533248901e-01;2.6521599292755127e-01;0.0000000000000000e+00;2.7829747231932973e-06;1.3054792819114078e-15;3.4605229711451422e-07;3.9164378457342234e-15;5.9274393357803908e-07
27787264;5.1097601652145386e-01;2.6521599292755127e-01;5.1200002431869507e-01;2.6521599292755127e-01;5.1712000370025635e-01;2.6931199431419373e-01;0.0000000000000000e+00;1.8901193411536220e-06;9.2210649732577252e-16;5.2049008681657985e-07;9.2210649732577252e-16;7.1437047022514085e-07
28311552;5.2019202709197998e-01;2.6931199431419373e-01;5.2121597528457642e-01;2.7136000990867615e-01;5.2633601427078247e-01;2.7443200349807739e-01;0.0000000000000000e+00;7.8064754395811748e-07;5.1157542574701130e-16;2.8585316908086644e-07;2.8136648416085623e-15;5.2393979158541729e-07
28835840;5.3145599365234375e-01;2.7443200349807739e-01;5.3043198585510254e-01;2.7647998929023743e-01;5.3555202484130859e-01;2.7955201268196106e-01;0.0000000000000000e+00;7.8137274535155771e-07;3.9821898517012626e-16;6.3577461914497123e-07;1.5928759406805050e-15;7.1010868210355765e-07
29360128;5.4067200422286987e-01;2.7955201268196106e-01;5.3964799642562866e-01;2.8159999847412109e-01;5.4579198360443115e-01;2.8364801406860352e-01;0.0000000000000000e+00;2.0467732605602086e-06;4.7062125501174517e-16;4.1297296245043637e-07;1.4118637650352356e-15;1.2045637192777411e-06
29884416;5.4886400699615479e-01;2.8569599986076355e-01;5.4988801479339600e-01;2.8569599986076355e-01;5.5603200197219849e-01;2.8979200124740601e-01;0.0000000000000000e+00;5.5430807344250811e-06;6.7714992810459095e-15;1.1738180920678673e-06;1.7215676138252312e-15;3.1400058396746403e-06
30408704;5.5910402536392212e-01;2.8979200124740601e-01;5.5910402536392212e-01;2.8979200124740601e-01;5.6422400474548340e-01;2.9286399483680725e-01;0.0000000000000000e+00;2.0804763696210136e-06;3.4826963250820706e-15;1.3510728546285616e-06;1.4511234687841961e-15;4.9044136474454356e-07
30932992;5.6729602813720703e-01;2.9388800263404846e-01;5.6831997632980347e-01;2.9286399483680725e-01;5.7241600751876831e-01;2.9798400402069092e-01;0.0000000000000000e+00;8.2595126947609790e-07;2.4988218241654151e-15;8.0149871600583656e-07;2.4988218241654151e-15;6.8411898300695430e-08
31457280;5.7753598690032959e-01;2.9798400402069092e-01;5.7753598690032959e-01;2.9900801181793213e-01;5.8265602588653564e-01;3.0310401320457458e-01;0.0000000000000000e+00;6.0120672676112401e-07;1.9449859158017237e-15;3.1923354504943128e-07;1.2966572772011493e-15;9.3029593815619499e-07
31981568;5.8675199747085571e-01;3.0310401320457458e-01;5.8777600526809692e-01;3.0310401320457458e-01;5.9187197685241699e-01;3.0822399258613586e-01;0.0000000000000000e+00;7.5754158297992407e-07;1.7157356645441227e-15;2.1627352923955315e-07;1.5441620980897105e-15;2.5569984509227806e-07
32505856;5.9596800804138184e-01;3.0822399258613586e-01;5.9596800804138184e-01;3.0822399258613586e-01;6.0108798742294312e-01;3.1231999397277832e-01;0.0000000000000000e+00;2.6271861826930759e-07;6.1280047176523467e-16;1.5572809306475357e-07;1.3481610378835162e-15;4.7718025119783267e-10
33030144;6.0518401861190796e-01;3.1334400177001953e-01;6.0620802640914917e-01;3.1436800956726074e-01;6.1030399799346924e-01;3.1641599535942078e-01;0.0000000000000000e+00;2.0746989559014554e-07;1.4563939186318644e-16;9.0935846297017660e-08;7.2819695931593210e-16;2.8565944872285981e-07
33554432;6.1542397737503052e-01;3.1641599535942078e-01;6.1542397737503052e-01;3.1846401095390320e-01;6.2054401636123657e-01;3.2153600454330444e-01;0.0000000000000000e+00;3.3143129472732028e-07;3.2986442288512361e-16;1.0155004674738360e-07;3.2986442288512361e-16;3.3143129472732028e-07
34078720;6.2463998794555664e-01;3.2256001234054565e-01;6.2566399574279785e-01;3.2256001234054565e-01;6.2873601913452148e-01;3.2563200592994690e-01;0.0000000000000000e+00;4.4948754720557620e-07;1.6826199536913847e-16;9.9289824665026062e-08;5.0478598610741536e-16;3.5915257629680708e-07
34603008;6.3488000631332397e-01;3.2767999172210693e-01;6.3385599851608276e-01;3.2870399951934814e-01;6.3795202970504761e-01;3.3075198531150818e-01;0.0000000000000000e+00;3.6712328296168200e-07;5.5453629749141740e-16;8.6383858021223921e-08;0.0000000000000000e+00;1.4383747713319154e-07
35127296;6.4307200908660889e-01;3.3280000090599060e-01;6.4409601688385010e-01;3.3382400870323181e-01;6.4819198846817017e-01;3.3587199449539185e-01;0.0000000000000000e+00;2.6168492421368886e-07;1.3415593142939561e-16;9.3101436164477613e-08;5.3662372571758244e-16;1.7046157932656568e-07
35651584;6.5331202745437622e-01;3.3689600229263306e-01;6.5228801965713501e-01;3.3689600229263306e-01;6.5740799903869629e-01;3.3996799588203430e-01;0.0000000000000000e+00;4.0976517430823345e-07;5.5982460678312152e-16;9.7531066807575032e-08;2.7991230339156076e-16;3.4073240303613673e-08
36175872;6.6252797842025757e-01;3.4201601147651672e-01;6.6252797842025757e-01;3.4201601147651672e-01;6.6764801740646362e-01;3.4611201286315918e-01;0.0000000000000000e+00;1.5646231637378547e-07;2.8332153227491359e-16;1.0447491631382217e-07;8.4996459682474076e-16;2.9985895189122540e-07
36700160;6.7071998119354248e-01;3.4815999865531921e-01;6.7071998119354248e-01;3.4815999865531921e-01;6.7686402797698975e-01;3.4918400645256042e-01;0.0000000000000000e+00;1.5329449471641296e-07;1.3460041682024840e-15;1.1670291436063533e-07;1.4955601868916488e-15;1.5329449471641296e-07
37224448;6.7993599176406860e-01;3.4918400645256042e-01;6.8095999956130981e-01;3.5328000783920288e-01;6.8607997894287109e-01;3.5328000783920288e-01;0.0000000000000000e+00;1.7353356316044996e-07;1.0750638212153523e-15;1.2743616772564288e-07;6.1432218355162997e-16;5.8579820184194366e-07
37748736;6.9120001792907715e-01;3.5430398583412170e-01;6.9222402572631836e-01;3.5737600922584534e-01;6.9631999731063843e-01;3.5942399501800537e-01;0.0000000000000000e+00;6.4286787015690104e-07;1.2965110783360041e-15;1.4690165817916650e-07;3.7043173666742976e-16;3.4455683370932075e-07
38273024;6.9939202070236206e-01;3.6147201061248779e-01;6.9836801290512085e-01;3.6249598860740662e-01;7.0553600788116455e-01;3.6351999640464783e-01;0.0000000000000000e+00;3.0569381798713729e-07;0.0000000000000000e+00;1.6127195346448505e-07;1.1655679179642449e-15;2.0140056613456974e-07
38797312;7.0860797166824341e-01;3.6454400420188904e-01;7.0860797166824341e-01;3.6659198999404907e-01;7.1372801065444946e-01;3.6864000558853149e-01;0.0000000000000000e+00;5.3099029419528824e-07;3.6704968965845535e-16;1.5759135698213957e-07;1.8352484482922767e-16;3.8344540104658527e-08
39321600;7.1884799003601074e-01;3.7068799138069153e-01;7.1782398223876953e-01;3.7068799138069153e-01;7.2294402122497559e-01;3.7273600697517395e-01;0.0000000000000000e+00;2.3374348707648572e-07;6.2309457421952567e-16;1.3435972942395337e-07;6.2309457421952567e-16;6.6482810914741492e-08
39845888;7.2601598501205444e-01;3.7376001477241516e-01;7.2703999280929565e-01;3.7478399276733398e-01;7.3215997219085693e-01;3.7887999415397644e-01;0.0000000000000000e+00;1.7774343295485754e-08;1.8372536032347393e-15;1.3936982831550044e-07;2.5053458225928264e-15;1.7774343295485754e-08
40370176;7.3728001117706299e-01;3.8092800974845886e-01;7.3728001117706299e-01;3.8092800974845886e-01;7.4239999055862427e-01;3.8297599554061890e-01;0.0000000000000000e+00;1.7075823938222920e-07;2.9237934524777970e-15;1.5261223429276356e-07;2.3755821801382102e-15;1.2356044636740523e-07
40894464;7.4547201395034790e-01;3.8400000333786011e-01;7.4649602174758911e-01;3.8297599554061890e-01;7.5161600112915039e-01;3.8707199692726135e-01;0.0000000000000000e+00;3.4866965476737201e-07;1.3615500929372865e-15;1.4730699398748325e-07;1.7019376161716082e-15;3.4866965476737201e-07
41418752;7.5571197271347046e-01;3.9014399051666260e-01;7.5468802452087402e-01;3.9116799831390381e-01;7.6185601949691772e-01;3.9219200611114502e-01;0.0000000000000000e+00;9.8521745825360486e-08;1.0094009667231259e-15;1.0206961673260112e-07;7.5705072504234439e-16;9.8521745825360486e-08
41943040;7.6390397548675537e-01;3.9423999190330505e-01;7.6492798328399658e-01;3.9526399970054626e-01;7.7004802227020264e-01;3.9731198549270630e-01;0.0000000000000000e+00;1.6196434722225506e-07;1.4869380981337847e-15;1.0524313003477137e-07;1.8924666703520895e-15;1.6196434722225506e-07
42467328;7.7414399385452271e-01;3.9936000108718872e-01;7.7311998605728149e-01;4.0140798687934875e-01;7.8028798103332520e-01;4.0243199467658997e-01;0.0000000000000000e+00;1.8480164341288019e-07;2.2013120726843552e-16;9.0874880432575570e-08;6.6039362180530661e-16;5.1562440598851834e-08
42991616;7.8438401222229004e-01;4.0243199467658997e-01;7.8438401222229004e-01;4.0448001027107239e-01;7.8950399160385132e-01;4.0652799606323242e-01;0.0000000000000000e+00;1.0118592467263517e-06;1.1925371531411668e-15;9.7204676224346038e-08;1.0732834378270500e-15;3.0759688682549153e-07
43515904;7.9360002279281616e-01;4.0857601165771484e-01;7.9257601499557495e-01;4.1164800524711609e-01;7.9872000217437744e-01;4.1164800524711609e-01;0.0000000000000000e+00;9.9321712756014104e-07;8.8840784801293606e-16;8.5394889740562533e-08;4.4420392400646803e-16;1.5853654727648189e-07
44040192;8.0281597375869751e-01;4.1267201304435730e-01;8.0281597375869751e-01;4.1471999883651733e-01;8.0896002054214478e-01;4.1676801443099976e-01;0.0000000000000000e+00;2.1302168165820545e-07;2.9681664184015344e-15;9.0931671347104713e-08;1.2557627154775723e-15;9.3424897575449423e-08
44564480;8.1203198432922363e-01;4.1676801443099976e-01;8.1203198432922363e-01;4.1984000802040100e-01;8.1715202331542969e-01;4.2086398601531982e-01;0.0000000000000000e+00;5.3798136034487954e-07;4.9798818907879068e-16;1.0093532684192399e-07;2.4899409453939534e-16;2.6408475936299684e-07
45088768;8.2124799489974976e-01;4.2291200160980225e-01;8.2124799489974976e-01;4.2495998740196228e-01;8.2636797428131104e-01;4.2598399519920349e-01;0.0000000000000000e+00;5.1694950017619785e-07;5.9942001112581533e-16;1.2196272413827116e-07;7.4927501390726911e-16;1.2667283591213539e-07
45613056;8.3046400547027588e-01;4.2803201079368591e-01;8.3148801326751709e-01;4.2905598878860474e-01;8.3660799264907837e-01;4.3110400438308716e-01;0.0000000000000000e+00;2.4072062401340100e-07;7.4026595465702885e-16;9.7689634203494007e-08;2.4675531821900963e-16;1.5670663418586873e-07
46137344;8.4070402383804321e-01;4.3212801218032837e-01;8.3968001604080200e-01;4.3212801218032837e-01;8.4582400321960449e-01;4.3622401356697083e-01;0.0000000000000000e+00;2.9456043231535956e-08;1.0791974086136073e-15;9.0927609068122085e-08;8.3937576225502784e-16;2.2258594222834394e-07
46661632;8.4889602661132812e-01;4.3622401356697083e-01;8.4889602661132812e-01;4.3724799156188965e-01;8.5504001379013062e-01;4.3929600715637207e-01;0.0000000000000000e+00;1.6791663421149386e-07;3.4977354821826492e-16;8.7038332846372713e-08;3.4977354821826492e-16;1.0532221960302190e-07
47185920;8.5913598537445068e-01;4.4236800074577332e-01;8.5913598537445068e-01;4.4236800074577332e-01;8.6527997255325317e-01;4.4441598653793335e-01;0.0000000000000000e+00;4.4188862965581044e-07;1.2710516302391831e-15;8.6095022931638123e-08;4.6220059281424835e-16;6.9675548969121149e-08
47710208;8.6835199594497681e-01;4.4646400213241577e-01;8.6835199594497681e-01;4.4851198792457581e-01;8.7142401933670044e-01;4.5056000351905823e-01;0.0000000000000000e+00;8.7800202331109821e-08;2.3482232748745875e-16;9.2796082102109980e-08;8.2187814620610570e-16;2.9040762901735411e-07
