Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
175000000;0.0000000000000000e+00;5.9277920435755676e-07;3.4060476607746821e-16;2.2438442852346634e-08;6.1560484618223552e-07;1.1069627724772511e-15;2.9149668461030186e-08
177000000;0.0000000000000000e+00;4.5528705243554386e-07;1.6837781535126431e-16;2.9340933913605614e-08;5.7521355907925769e-07;1.0944581114722140e-15;2.9340933913605614e-08
179000000;0.0000000000000000e+00;2.7019023175427834e-07;1.6649566496923702e-16;1.2015027524585385e-08;2.8834653577354806e-07;9.1574328516381482e-16;1.4653023523041610e-08
181000000;0.0000000000000000e+00;3.2442051636453377e-07;1.6465768969608578e-16;2.1089355777955080e-08;3.2359638443085027e-07;7.4096092973767244e-16;4.5730358952053070e-08
183000000;0.0000000000000000e+00;4.8264662967780614e-07;2.4428649912368539e-16;3.0843018078971780e-08;6.0712792858669574e-07;5.7000405749090212e-16;3.5266460349651085e-08
185000000;0.0000000000000000e+00;4.9409991512957706e-07;1.6109976131225260e-16;1.2906505354788896e-08;3.9125950964887440e-07;8.8602804454391048e-16;1.6754531852505342e-08
187000000;0.0000000000000000e+00;4.3312514594087242e-07;3.9843478333340312e-16;1.4398523415215785e-08;5.1231966099079541e-07;9.5623655925761854e-16;1.5431987170063028e-08
189000000;0.0000000000000000e+00;5.0531960327528816e-07;3.1537719544816995e-16;1.7232499906336022e-08;4.0158481473257727e-07;8.6730162059525848e-16;3.3877885999639254e-08
191000000;0.0000000000000000e+00;6.0106923189961478e-07;2.3405639581735304e-16;2.8262960403334690e-08;5.5918326953950531e-07;9.3622541227712813e-16;3.7877812429465024e-08
193000000;0.0000000000000000e+00;7.4653879208304361e-07;1.5441950678089549e-16;1.6680456949430089e-08;7.3269430529372549e-07;1.3897932705027910e-15;3.2818787766023040e-08
195000000;0.0000000000000000e+00;9.3389849771094992e-07;3.0567534207660950e-16;2.1783689143907210e-08;8.5184511082313496e-07;1.7576110286056292e-15;2.7146538801715503e-08
197000000;0.0000000000000000e+00;7.4352337780698623e-07;2.2692702680358739e-16;1.9558127700421744e-08;7.5533797124893122e-07;6.8078285813743478e-16;3.1772969302073273e-08
199000000;0.0000000000000000e+00;5.9979764337904850e-07;1.4976906563566908e-16;1.0138091533425999e-08;4.3898847777276592e-07;8.2369973655377791e-16;1.9599089248009322e-08
201000000;0.0000000000000000e+00;4.0946284280894024e-07;2.2241312931157107e-16;2.3992761529723154e-08;4.1385286373099301e-07;1.3344471583407979e-15;5.5613320852040837e-08
203000000;0.0000000000000000e+00;3.6114573547349006e-07;2.9363246795513483e-16;2.2025355541864179e-08;3.7585145699132338e-07;8.8089239001214349e-16;3.4389906293689373e-08
205000000;0.0000000000000000e+00;5.7160533855893062e-07;2.9077115281011540e-16;1.9690326661212591e-08;5.2642872108661055e-07;6.5423098144884778e-16;3.4026514209553312e-08
207000000;0.0000000000000000e+00;5.9867733684237515e-07;1.4398093680900464e-16;2.2352103891533296e-08;5.2478137269454681e-07;9.3585986100239945e-16;3.9430669212711276e-08
209000000;0.0000000000000000e+00;4.1558507824600073e-07;2.8521017757757917e-16;2.4391485133840059e-08;4.5386580358302834e-07;1.0695123376373275e-15;4.3454988441757762e-08
211000000;0.0000000000000000e+00;5.5523224298461572e-07;2.8249873569376972e-16;2.1528542492435832e-08;4.4148363918195933e-07;1.9069093717780816e-15;2.3108983598273423e-08
213000000;0.0000000000000000e+00;4.9617758873413312e-07;1.3992398652317569e-16;1.6469490787353802e-08;4.6849360201478816e-07;1.2592878159844306e-15;1.6489439894588647e-08
215000000;0.0000000000000000e+00;2.7591480820416010e-07;1.3862247515595965e-16;1.0663519362341778e-08;2.2036309470353431e-07;6.2380246621002837e-16;1.0663519362341778e-08
217000000;0.0000000000000000e+00;3.6443631102597825e-07;2.0601731715800299e-16;1.4104656162256534e-08;4.3451359523633295e-07;1.0987714099139111e-15;1.8454760080576122e-08
219000000;0.0000000000000000e+00;3.3008414994730843e-07;1.3609078516763532e-16;2.0024071242811848e-08;4.7006464120883535e-07;6.1241781349147825e-16;2.7317906871170633e-08
221000000;0.0000000000000000e+00;6.9634167304030657e-07;2.0228809885178256e-16;1.3638274904621724e-08;6.6013898753675251e-07;1.4834622610415710e-15;2.3468090271573604e-08
223000000;0.0000000000000000e+00;2.7910572742894725e-07;2.0047440542308058e-16;1.2114835398100668e-08;3.0707247074866248e-07;1.2028369198347689e-15;5.1557056413082571e-08
225000000;0.0000000000000000e+00;7.4673095381338576e-07;1.9869121806807953e-16;2.6928203886902169e-08;7.1974501758669737e-07;1.0597013821326711e-15;3.6082447542891181e-08
227000000;0.0000000000000000e+00;8.0042311855696058e-07;2.6259409090382441e-16;2.4569001917981509e-08;7.3652264552234271e-07;6.5647075145062454e-16;3.6731347018526213e-08
229000000;0.0000000000000000e+00;6.9319323991672187e-07;2.6029079311066762e-16;2.3384522506320390e-08;7.6306570660578839e-07;9.1103369208542368e-16;4.0334802182979664e-08
231000000;0.0000000000000000e+00;3.4386550721622933e-07;3.2254498762605465e-16;2.1953429197849757e-08;5.3108895093470639e-07;7.0961535032629282e-16;3.5894557105466626e-08
233000000;0.0000000000000000e+00;3.5202871343901755e-07;2.5582718723000986e-16;8.6615570668321944e-09;3.3680951385130685e-07;4.4769160371732971e-16;2.0238786540636525e-08
235000000;0.0000000000000000e+00;3.9448351708733330e-07;1.9023402579566074e-16;1.7599359612800434e-08;2.5830851830258284e-07;1.3316470810305478e-15;2.1985475807181004e-08
237000000;0.0000000000000000e+00;4.7342227279716346e-07;1.2575299712593005e-16;1.2481383862774450e-08;3.7615260851240308e-07;1.0689025070387584e-15;2.8779967735001084e-08
239000000;0.0000000000000000e+00;5.7728501527172841e-07;1.2469973912809096e-16;1.7496128978770970e-08;6.1075857369895794e-07;1.0599584592476462e-15;3.0245841079256705e-08
241000000;0.0000000000000000e+00;1.0185396875505724e-06;1.2366544095942587e-16;1.8664815124399013e-08;9.5712601952600148e-07;5.5649685632411037e-16;4.3357520930839455e-08
243000000;0.0000000000000000e+00;5.5551722026878856e-07;1.2264766397209561e-16;1.4283062813915605e-08;6.2136373538856381e-07;4.9058833305798869e-16;1.4283062813915605e-08
245000000;0.0000000000000000e+00;6.2921993567522888e-07;1.2164657456088535e-16;1.7036789091306781e-08;5.6302266948147673e-07;6.6906215858289744e-16;2.1827093911440136e-08
247000000;0.0000000000000000e+00;4.2038801546795078e-07;1.8099150158761953e-16;1.4960728286101677e-08;5.1755673200669483e-07;9.0496359208893322e-16;3.8754745645513969e-08
249000000;0.0000000000000000e+00;3.9929973167602220e-07;1.1969202327108403e-16;1.3781507917732305e-08;4.2031063155909495e-07;1.0772225592715226e-15;2.6500686322927922e-08
251000000;0.0000000000000000e+00;3.5499487636952573e-07;1.1873892469192613e-16;1.9528701462067858e-08;3.2312096368603109e-07;8.9053940911111052e-16;2.6788487434296693e-08
253000000;0.0000000000000000e+00;5.6895808761075329e-07;1.1779977448283359e-16;1.5632743829477315e-08;6.6382299892809908e-07;5.3009925767285659e-16;4.2908769833459998e-08
255000000;0.0000000000000000e+00;5.3358267121305218e-07;1.1687667325532517e-16;2.0201283998559238e-08;4.0906608516839506e-07;7.5969358072830683e-16;3.4634078985139362e-08
257000000;0.0000000000000000e+00;4.7909626453302883e-07;1.7395089311275822e-16;1.5012166218375757e-08;5.7248546672736946e-07;6.3781671523150640e-16;2.3203213871100996e-08
259000000;0.0000000000000000e+00;6.0349627369363015e-07;2.3014132892641384e-16;1.7720721828500301e-08;5.8059411359284898e-07;6.9041929163600642e-16;2.3910777052421585e-08
261000000;0.0000000000000000e+00;4.8267340627256307e-07;1.1418825317924075e-16;1.6066469155915175e-08;5.3625016753505327e-07;1.3702747926471234e-15;1.6702991427050733e-08
263000000;0.0000000000000000e+00;5.4663069488550068e-07;2.2664321371718653e-16;1.7339485207314215e-08;6.3788834065386996e-07;1.1332181878648338e-15;2.9626892941577464e-08
265000000;0.0000000000000000e+00;2.9934109881918901e-07;5.6232590625553367e-17;1.6386198811249540e-08;3.8991114243441534e-07;7.3103448152387500e-16;1.9524238489227503e-08
267000000;0.0000000000000000e+00;5.3991110747727942e-07;1.1162295171146079e-16;1.8506693657516220e-08;5.0322070228623237e-07;1.0604415041239219e-15;4.1421872791203177e-08
269000000;0.0000000000000000e+00;3.3709156644979188e-07;2.2158900446350884e-16;2.2080445921313154e-08;3.9657335927259613e-07;7.7555528436980977e-16;2.2080445921313154e-08
271000000;0.0000000000000000e+00;3.0922037540812572e-07;2.1995402247543908e-16;1.8854566591905756e-08;2.5611399756983864e-07;8.7981626245704805e-16;5.3129219088301245e-08
273000000;0.0000000000000000e+00;4.7172360717574298e-07;2.1834273474156797e-16;1.2183596251019511e-08;5.6278149638533259e-07;5.4585844611986334e-16;2.3234608580655839e-08
275000000;0.0000000000000000e+00;5.1118268643365837e-07;2.1675631876058032e-16;3.6638629175591451e-08;5.6936762965557512e-07;8.6701489330168184e-16;4.1068377362320737e-08
277000000;0.0000000000000000e+00;3.7029897815280255e-07;4.3038286012382980e-16;1.6454548540093372e-08;3.2595268214632882e-07;1.0759376131297882e-15;1.6454548540093372e-08
279000000;0.0000000000000000e+00;5.7405066502521279e-07;2.1364795515178513e-16;1.6863543776534512e-08;4.8137386310120086e-07;1.0682423871740758e-15;1.9102305488902126e-08
281000000;0.0000000000000000e+00;3.7356077720291238e-07;2.1212610645187736e-16;1.2909082481892151e-08;3.5889060671939269e-07;6.3638077078072574e-16;1.7133157376050066e-08
283000000;0.0000000000000000e+00;4.3600089437686163e-07;2.1062712551505291e-16;2.8153285679447229e-08;5.5437923463999712e-07;9.4783152330771486e-16;2.8153285679447229e-08
285000000;0.0000000000000000e+00;4.2281733185014053e-07;2.0914795057920656e-16;3.4561676139024713e-08;5.3510411383839920e-07;4.1829924951666591e-16;4.1372929231370050e-08
287000000;0.0000000000000000e+00;6.9330150654795351e-07;2.0769300835541831e-16;4.0159405469721217e-08;8.1957016068277327e-07;7.2692817849950658e-16;4.8082568844558647e-08
289000000;0.0000000000000000e+00;3.5296338900629930e-07;2.0625582996003355e-16;3.8049265495974445e-08;3.1995374003231162e-07;1.1344052643273068e-15;4.1314774362252497e-08
291000000;0.0000000000000000e+00;7.9349294098301786e-07;4.0967455551959002e-16;2.1780303775958103e-08;6.5130251974118003e-07;1.5362799994583281e-15;3.6455492413035403e-08
