Num Rows;Error GEMV fp64;Error GEMV fp32;Error GEMV Acc<fp64, fp64>;Error GEMV Acc<fp64, fp32>;Error CUBLAS GEMV fp64;Error CUBLAS GEMV fp32
512;0.0000000000000000e+00;9.4450226036414676e-08;0.0000000000000000e+00;3.9307822474730891e-08;2.4822779421460702e-16;1.1359160015256752e-07
1024;0.0000000000000000e+00;9.1885511536786702e-08;0.0000000000000000e+00;3.9569713059858112e-08;2.3714655091843865e-16;1.1517184814794042e-07
1536;0.0000000000000000e+00;9.6039551915790070e-08;0.0000000000000000e+00;3.9394849372204698e-08;2.4892180134617297e-16;1.2149659038287849e-07
2048;0.0000000000000000e+00;9.8513452536048747e-08;0.0000000000000000e+00;3.8714810000989856e-08;2.7198595230789876e-16;1.2237837807084208e-07
2560;0.0000000000000000e+00;9.9423288491894057e-08;0.0000000000000000e+00;4.0100825051184861e-08;2.7308593265116356e-16;1.2555648101071165e-07
3072;0.0000000000000000e+00;1.0272702087173810e-07;0.0000000000000000e+00;4.0069385071889175e-08;2.9094296655869568e-16;1.3349213314923431e-07
3584;0.0000000000000000e+00;1.0360259441139268e-07;0.0000000000000000e+00;3.9720994708140250e-08;2.8532060539800159e-16;1.3301952526964098e-07
4096;0.0000000000000000e+00;1.0482178915569956e-07;0.0000000000000000e+00;3.9819085664844119e-08;2.9453796566771270e-16;1.3695803095586737e-07
4608;0.0000000000000000e+00;1.0995933310880093e-07;0.0000000000000000e+00;4.0613665642066450e-08;3.0057836174828374e-16;1.3857802813318922e-07
5120;0.0000000000000000e+00;1.0752826269086100e-07;0.0000000000000000e+00;4.0174753343968306e-08;3.0329968322128740e-16;1.4034547054982948e-07
5632;0.0000000000000000e+00;1.0890241247387357e-07;0.0000000000000000e+00;4.0564428699858381e-08;3.1489801122615743e-16;1.4355760501723274e-07
6144;0.0000000000000000e+00;1.1060700286525174e-07;0.0000000000000000e+00;4.0281000003180683e-08;3.1526598244005794e-16;1.4468682960343818e-07
6656;0.0000000000000000e+00;1.1505471348040717e-07;0.0000000000000000e+00;4.0191881829817345e-08;3.1971812588584488e-16;1.4533780906550971e-07
7168;0.0000000000000000e+00;1.1359676024411544e-07;0.0000000000000000e+00;4.0392926961141149e-08;3.2565633629725402e-16;1.4961380416345151e-07
7680;0.0000000000000000e+00;1.1532648310492715e-07;0.0000000000000000e+00;4.0098406712159312e-08;3.3434812393791484e-16;1.5495780687945566e-07
8192;0.0000000000000000e+00;1.1724862564223370e-07;0.0000000000000000e+00;3.9740488403055513e-08;3.2945022347374246e-16;1.5214750366770982e-07
8704;0.0000000000000000e+00;1.1715926774146529e-07;0.0000000000000000e+00;4.0420938138981757e-08;3.4705323328485778e-16;1.5393105367470995e-07
9216;0.0000000000000000e+00;1.1746080525416310e-07;0.0000000000000000e+00;3.9862481412063080e-08;3.4155336137617799e-16;1.5807379959058091e-07
9728;0.0000000000000000e+00;1.2091506756629309e-07;0.0000000000000000e+00;3.9954778050679759e-08;3.5096031234012041e-16;1.5953856072222177e-07
10240;0.0000000000000000e+00;1.2368569672764548e-07;0.0000000000000000e+00;4.0076216230921898e-08;3.5383712619444740e-16;1.6276665749408334e-07
10752;0.0000000000000000e+00;1.2207408934394733e-07;0.0000000000000000e+00;3.9979174306168416e-08;3.5530657936963991e-16;1.6312423201675666e-07
11264;0.0000000000000000e+00;1.2690120804702223e-07;0.0000000000000000e+00;4.0661012956827806e-08;3.6992602206175503e-16;1.6826656766369751e-07
11776;0.0000000000000000e+00;1.2550254300064747e-07;0.0000000000000000e+00;3.9560679813757562e-08;3.6590153177090577e-16;1.6882623796671475e-07
12288;0.0000000000000000e+00;1.2683256504399292e-07;0.0000000000000000e+00;4.0176144887840296e-08;3.6891339457240893e-16;1.6780228684954502e-07
12800;0.0000000000000000e+00;1.2790843285566873e-07;0.0000000000000000e+00;4.0597254712856699e-08;3.7890315877046973e-16;1.7201722211096694e-07
13312;0.0000000000000000e+00;1.2902606598621960e-07;0.0000000000000000e+00;3.9635091077924235e-08;3.7721357289002005e-16;1.7086209148036403e-07
13824;0.0000000000000000e+00;1.3128817743742050e-07;0.0000000000000000e+00;3.9708680327649575e-08;3.7803534457957666e-16;1.7484027909636392e-07
14336;0.0000000000000000e+00;1.3169053237364387e-07;0.0000000000000000e+00;4.0111889274148708e-08;3.8345201196094086e-16;1.7837687952300377e-07
14848;0.0000000000000000e+00;1.3165129157286637e-07;0.0000000000000000e+00;3.9826895232901145e-08;3.8688200767866025e-16;1.7741474010930075e-07
15360;0.0000000000000000e+00;1.3395067948936432e-07;0.0000000000000000e+00;3.9981327201260819e-08;3.9715950821254006e-16;1.8196178412330649e-07
15872;0.0000000000000000e+00;1.3690790157206261e-07;0.0000000000000000e+00;4.0297457833598770e-08;3.9972965377338988e-16;1.8422530698365359e-07
16384;0.0000000000000000e+00;1.3716343309300819e-07;0.0000000000000000e+00;4.0026153761832540e-08;4.0338105960350521e-16;1.8249742324121224e-07
16896;0.0000000000000000e+00;1.3985590768376641e-07;0.0000000000000000e+00;3.9798538265932356e-08;4.1179081127110739e-16;1.8633043159004620e-07
17408;0.0000000000000000e+00;1.3695704366543313e-07;0.0000000000000000e+00;3.9574897953178404e-08;4.1159730823505020e-16;1.8269011026543438e-07
17920;0.0000000000000000e+00;1.4034313748752500e-07;0.0000000000000000e+00;4.0411604954818920e-08;4.1909540136062185e-16;1.9098480449140933e-07
18432;0.0000000000000000e+00;1.4215959185327640e-07;0.0000000000000000e+00;4.0064062897105618e-08;4.2089605214624412e-16;1.9079995840598844e-07
18944;0.0000000000000000e+00;1.4174483980183090e-07;0.0000000000000000e+00;3.9776887717705753e-08;4.2556397983730427e-16;1.9340242828551614e-07
19456;0.0000000000000000e+00;1.4311417934164093e-07;0.0000000000000000e+00;3.9686500693633841e-08;4.2080972685190075e-16;1.9165605710931071e-07
19968;0.0000000000000000e+00;1.4437822517939937e-07;0.0000000000000000e+00;3.9850933778256194e-08;4.2853893175127353e-16;1.9448560033401489e-07
20480;0.0000000000000000e+00;1.4553667143891721e-07;0.0000000000000000e+00;4.0081067774753824e-08;4.3487563063394122e-16;1.9734135187316682e-07
20992;0.0000000000000000e+00;1.4675457868153337e-07;0.0000000000000000e+00;4.0095918641682248e-08;4.4446660834174143e-16;1.9968015274515711e-07
21504;0.0000000000000000e+00;1.4868840803623516e-07;0.0000000000000000e+00;4.0533238116284534e-08;4.4893514679546827e-16;2.0380952012260569e-07
22016;0.0000000000000000e+00;1.4977490142979030e-07;0.0000000000000000e+00;3.9341282034452184e-08;4.4819564687714734e-16;2.0112305005798424e-07
22528;0.0000000000000000e+00;1.5022262489350064e-07;0.0000000000000000e+00;4.0282163490226782e-08;4.4981284744979313e-16;2.0380846904872676e-07
23040;0.0000000000000000e+00;1.5217506673909358e-07;0.0000000000000000e+00;4.0144435854207900e-08;4.5227754711037812e-16;2.0493562773981247e-07
23552;0.0000000000000000e+00;1.5037146236105057e-07;0.0000000000000000e+00;3.9760343330479520e-08;4.5679327652040118e-16;2.0639570690211929e-07
