Num rows;TRSV fp64;TRSV fp32;TRSV Acc<fp64, fp64>;TRSV Acc<fp64, fp32>;TRSV Acc<fp32, fp32>;CUBLAS TRSV fp64;CUBLAS TRSV fp32
1600;+1.7203199863433838e-01;+1.4336000382900238e-01;+1.7203199863433838e-01;+1.9251200556755066e-01;+1.4131200313568115e-01;+1.6179199516773224e-01;+1.5769599378108978e-01
1650;+1.7612800002098083e-01;+1.4540800452232361e-01;+1.7612800002098083e-01;+1.9763199985027313e-01;+1.4643199741840363e-01;+1.6793599724769592e-01;+1.6281600296497345e-01
1700;+1.8227200210094452e-01;+1.4847999811172485e-01;+1.8124799430370331e-01;+2.0377600193023682e-01;+1.4847999811172485e-01;+1.7407999932765961e-01;+1.6793599724769592e-01
1750;+1.8329599499702454e-01;+1.5155200660228729e-01;+1.8329599499702454e-01;+2.0582400262355804e-01;+1.5052799880504608e-01;+1.7715199291706085e-01;+1.6998399794101715e-01
1800;+1.8841600418090820e-01;+1.5360000729560852e-01;+1.8841600418090820e-01;+2.1196800470352173e-01;+1.5360000729560852e-01;+1.8329599499702454e-01;+1.7715199291706085e-01
1850;+1.9046400487422943e-01;+1.5667200088500977e-01;+1.9046400487422943e-01;+2.1401600539684296e-01;+1.5564799308776855e-01;+1.8739199638366699e-01;+1.7919999361038208e-01
1900;+1.9558399915695190e-01;+1.5974399447441101e-01;+1.9558399915695190e-01;+2.2015999257564545e-01;+1.5872000157833099e-01;+1.9456000626087189e-01;+1.8432000279426575e-01
1950;+1.9865599274635315e-01;+1.6076800227165222e-01;+1.9968000054359436e-01;+2.2323200106620789e-01;+1.6179199516773224e-01;+1.9660800695419312e-01;+1.8841600418090820e-01
2000;+2.0377600193023682e-01;+1.6486400365829468e-01;+2.0377600193023682e-01;+2.2835199534893036e-01;+1.6486400365829468e-01;+2.0479999482631683e-01;+1.9456000626087189e-01
2050;+2.1094399690628052e-01;+1.6896000504493713e-01;+2.1094399690628052e-01;+2.3347200453281403e-01;+1.6896000504493713e-01;+2.1196800470352173e-01;+2.0070399343967438e-01
2100;+2.1401600539684296e-01;+1.6998399794101715e-01;+2.1503999829292297e-01;+2.3552000522613525e-01;+1.6998399794101715e-01;+2.1708799898624420e-01;+2.0377600193023682e-01
2150;+2.2323200106620789e-01;+1.7407999932765961e-01;+2.2323200106620789e-01;+2.4166400730609894e-01;+1.7407999932765961e-01;+2.2425599396228790e-01;+2.0992000401020050e-01
2200;+2.2732800245285034e-01;+1.7407999932765961e-01;+2.2630399465560913e-01;+2.4371199309825897e-01;+1.7407999932765961e-01;+2.2732800245285034e-01;+2.1401600539684296e-01
2250;+2.3552000522613525e-01;+1.7919999361038208e-01;+2.3654399812221527e-01;+2.5088000297546387e-01;+1.7919999361038208e-01;+2.3654399812221527e-01;+2.1811200678348541e-01
2300;+2.4063999950885773e-01;+1.8124799430370331e-01;+2.4268800020217896e-01;+2.5292798876762390e-01;+1.8124799430370331e-01;+2.4268800020217896e-01;+2.2220799326896667e-01
2350;+2.5497600436210632e-01;+1.8432000279426575e-01;+2.5497600436210632e-01;+2.5907200574874878e-01;+1.8534399569034576e-01;+2.5190401077270508e-01;+2.2835199534893036e-01
2400;+2.6419198513031006e-01;+1.8636800348758698e-01;+2.6214399933815002e-01;+2.6111999154090881e-01;+1.8636800348758698e-01;+2.5907200574874878e-01;+2.3142400383949280e-01
2450;+2.7750399708747864e-01;+1.8841600418090820e-01;+2.8159999847412109e-01;+2.6624000072479248e-01;+1.9046400487422943e-01;+2.6828798651695251e-01;+2.3756800591945648e-01
2500;+2.9286399483680725e-01;+1.9456000626087189e-01;+2.9491201043128967e-01;+2.7136000990867615e-01;+1.9353599846363068e-01;+2.7647998929023743e-01;+2.4268800020217896e-01
2550;+3.0105599761009216e-01;+1.9558399915695190e-01;+3.0310401320457458e-01;+2.7443200349807739e-01;+1.9456000626087189e-01;+2.8262400627136230e-01;+2.4575999379158020e-01
2600;+3.1641599535942078e-01;+2.0070399343967438e-01;+3.1641599535942078e-01;+2.8159999847412109e-01;+1.9865599274635315e-01;+2.9183998703956604e-01;+2.5190401077270508e-01
2650;+3.2870399951934814e-01;+2.0172800123691559e-01;+3.2665601372718811e-01;+2.8364801406860352e-01;+2.0070399343967438e-01;+2.9695999622344971e-01;+2.5497600436210632e-01
2700;+3.4099200367927551e-01;+2.0479999482631683e-01;+3.4201601147651672e-01;+2.9081600904464722e-01;+2.0479999482631683e-01;+3.0412799119949341e-01;+2.6111999154090881e-01
2750;+3.4918400645256042e-01;+2.0684799551963806e-01;+3.4815999865531921e-01;+2.9183998703956604e-01;+2.0582400262355804e-01;+3.0822399258613586e-01;+2.6521599292755127e-01
2800;+3.6249598860740662e-01;+2.1503999829292297e-01;+3.6249598860740662e-01;+3.0208000540733337e-01;+2.1196800470352173e-01;+3.1641599535942078e-01;+2.7340799570083618e-01
2850;+3.7785598635673523e-01;+2.2220799326896667e-01;+3.7785598635673523e-01;+3.1334400177001953e-01;+2.1811200678348541e-01;+3.2358399033546448e-01;+2.8467199206352234e-01
2900;+3.8297599554061890e-01;+2.2835199534893036e-01;+3.8297599554061890e-01;+3.1539198756217957e-01;+2.2425599396228790e-01;+3.2870399951934814e-01;+2.8569599986076355e-01
2950;+3.9731198549270630e-01;+2.3449599742889404e-01;+3.9731198549270630e-01;+3.2256001234054565e-01;+2.2630399465560913e-01;+3.3792001008987427e-01;+2.9593598842620850e-01
3000;+4.0140798687934875e-01;+2.3859199881553650e-01;+4.0140798687934875e-01;+3.3587199449539185e-01;+2.3756800591945648e-01;+3.4099200367927551e-01;+3.0105599761009216e-01
3050;+4.1369599103927612e-01;+2.5088000297546387e-01;+4.1369599103927612e-01;+3.5020801424980164e-01;+2.4166400730609894e-01;+3.4815999865531921e-01;+3.0617600679397583e-01
3100;+4.2188799381256104e-01;+2.5497600436210632e-01;+4.2291200160980225e-01;+3.6147201061248779e-01;+2.5395199656486511e-01;+3.5430398583412170e-01;+3.1744000315666199e-01
3150;+4.3622401356697083e-01;+2.6828798651695251e-01;+4.3417599797248840e-01;+3.6864000558853149e-01;+2.5702399015426636e-01;+3.6147201061248779e-01;+3.2767999172210693e-01
3200;+4.4134399294853210e-01;+2.7238398790359497e-01;+4.4031998515129089e-01;+3.8707199692726135e-01;+2.6624000072479248e-01;+3.6556801199913025e-01;+3.3280000090599060e-01
3250;+4.5056000351905823e-01;+2.8057599067687988e-01;+4.4953599572181702e-01;+3.9936000108718872e-01;+2.7647998929023743e-01;+3.7273600697517395e-01;+3.4201601147651672e-01
3300;+4.5772799849510193e-01;+2.9183998703956604e-01;+4.5977601408958435e-01;+4.1881600022315979e-01;+2.8672000765800476e-01;+3.7887999415397644e-01;+3.5225600004196167e-01
3350;+4.6284800767898560e-01;+2.9593598842620850e-01;+4.6182399988174438e-01;+4.2803201079368591e-01;+2.9593598842620850e-01;+3.8400000333786011e-01;+3.5942399501800537e-01
3400;+4.7411200404167175e-01;+3.0617600679397583e-01;+4.7308799624443054e-01;+4.4953599572181702e-01;+3.0208000540733337e-01;+3.9219200611114502e-01;+3.7273600697517395e-01
3450;+4.7820800542831421e-01;+3.0924800038337708e-01;+4.7615998983383179e-01;+4.5670399069786072e-01;+3.0822399258613586e-01;+3.9628800749778748e-01;+3.7887999415397644e-01
3500;+4.8742398619651794e-01;+3.2051199674606323e-01;+4.8537600040435791e-01;+4.6796798706054688e-01;+3.1846401095390320e-01;+4.0448001027107239e-01;+3.9423999190330505e-01
3550;+4.9049600958824158e-01;+3.2358399033546448e-01;+4.9049600958824158e-01;+4.9151998758316040e-01;+3.2153600454330444e-01;+4.0652799606323242e-01;+4.0140798687934875e-01
3600;+4.9868801236152649e-01;+3.3280000090599060e-01;+4.9663999676704407e-01;+5.1200002431869507e-01;+3.3382400870323181e-01;+4.1676801443099976e-01;+4.1471999883651733e-01
3650;+5.0687998533248901e-01;+3.4201601147651672e-01;+5.0483202934265137e-01;+5.3043198585510254e-01;+3.3894398808479309e-01;+4.2291200160980225e-01;+4.3007999658584595e-01
3700;+5.1097601652145386e-01;+3.4508800506591797e-01;+5.0892800092697144e-01;+5.3862398862838745e-01;+3.4406399726867676e-01;+4.2700800299644470e-01;+4.3929600715637207e-01
3750;+5.1916801929473877e-01;+3.5123199224472046e-01;+5.1814401149749756e-01;+5.5705600976943970e-01;+3.5328000783920288e-01;+4.3724799156188965e-01;+4.5363199710845947e-01
3800;+5.2326399087905884e-01;+3.5532799363136292e-01;+5.2326399087905884e-01;+5.6729602813720703e-01;+3.5635200142860413e-01;+4.4236800074577332e-01;+4.5875200629234314e-01
3850;+5.3145599365234375e-01;+3.6351999640464783e-01;+5.2940797805786133e-01;+5.8572798967361450e-01;+3.6351999640464783e-01;+4.5260798931121826e-01;+4.7206398844718933e-01
3900;+5.3555202484130859e-01;+3.6761599779129028e-01;+5.3555202484130859e-01;+5.9391999244689941e-01;+3.6864000558853149e-01;+4.5977601408958435e-01;+4.7820800542831421e-01
3950;+5.4272001981735229e-01;+3.7683200836181641e-01;+5.4272001981735229e-01;+6.1440002918243408e-01;+3.7478399276733398e-01;+4.6694400906562805e-01;+4.9561598896980286e-01
4000;+5.4886400699615479e-01;+3.8092800974845886e-01;+5.4783999919891357e-01;+6.2054401636123657e-01;+3.7887999415397644e-01;+4.7308799624443054e-01;+5.0278401374816895e-01
4050;+5.5705600976943970e-01;+3.8912001252174377e-01;+5.5500799417495728e-01;+6.3795202970504761e-01;+3.8912001252174377e-01;+4.8127999901771545e-01;+5.1507198810577393e-01
4100;+5.6524801254272461e-01;+3.9731198549270630e-01;+5.6524801254272461e-01;+6.5331202745437622e-01;+3.9526399970054626e-01;+4.8947200179100037e-01;+5.2326399087905884e-01
4150;+5.7139199972152710e-01;+4.0038400888442993e-01;+5.6934398412704468e-01;+6.6048002243041992e-01;+3.9731198549270630e-01;+4.9561598896980286e-01;+5.3145599365234375e-01
4200;+5.7855999469757080e-01;+4.1062399744987488e-01;+5.7344001531600952e-01;+6.8095999956130981e-01;+4.1164800524711609e-01;+5.0278401374816895e-01;+5.4169601202011108e-01
4250;+5.8060801029205322e-01;+4.1471999883651733e-01;+5.8060801029205322e-01;+6.8710398674011230e-01;+4.1369599103927612e-01;+5.0585597753524780e-01;+5.4374402761459351e-01
4300;+5.8982402086257935e-01;+4.2086398601531982e-01;+5.8777600526809692e-01;+6.9939202070236206e-01;+4.1881600022315979e-01;+5.1609599590301514e-01;+5.5500799417495728e-01
4350;+5.9391999244689941e-01;+4.2495998740196228e-01;+5.9391999244689941e-01;+7.0451200008392334e-01;+4.2495998740196228e-01;+5.1916801929473877e-01;+5.6217598915100098e-01
4400;+6.0006397962570190e-01;+4.3520000576972961e-01;+6.0006397962570190e-01;+7.2089600563049316e-01;+4.3315199017524719e-01;+5.2736002206802368e-01;+5.7446402311325073e-01
4450;+6.0927999019622803e-01;+4.4236800074577332e-01;+6.0927999019622803e-01;+7.3318397998809814e-01;+4.4134399294853210e-01;+5.3248000144958496e-01;+5.8060801029205322e-01
4500;+6.1337602138519287e-01;+4.4748800992965698e-01;+6.1337602138519287e-01;+7.4239999055862427e-01;+4.4543999433517456e-01;+5.4272001981735229e-01;+5.8675199747085571e-01
4550;+6.2156802415847778e-01;+4.5363199710845947e-01;+6.2259197235107422e-01;+7.5571197271347046e-01;+4.5363199710845947e-01;+5.4886400699615479e-01;+5.9494400024414062e-01
4600;+6.2361598014831543e-01;+4.5875200629234314e-01;+6.2463998794555664e-01;+7.5980800390243530e-01;+4.5875200629234314e-01;+5.5295997858047485e-01;+6.0211199522018433e-01
4650;+6.3488000631332397e-01;+4.6489599347114563e-01;+6.3385599851608276e-01;+7.7004802227020264e-01;+4.6489599347114563e-01;+5.6422400474548340e-01;+6.1235201358795166e-01
4700;+6.3897597789764404e-01;+4.6899199485778809e-01;+6.3795202970504761e-01;+7.7824002504348755e-01;+4.6899199485778809e-01;+5.6729602813720703e-01;+6.1747199296951294e-01
4750;+6.4512002468109131e-01;+4.7513601183891296e-01;+6.4512002468109131e-01;+7.8745597600936890e-01;+4.7308799624443054e-01;+5.7446402311325073e-01;+6.2771201133728027e-01
4800;+6.5024000406265259e-01;+4.7718399763107300e-01;+6.5024000406265259e-01;+7.9564797878265381e-01;+4.7718399763107300e-01;+5.7855999469757080e-01;+6.3078397512435913e-01
4850;+6.5945601463317871e-01;+4.8127999901771545e-01;+6.5843200683593750e-01;+8.0383998155593872e-01;+4.8332801461219788e-01;+5.9084802865982056e-01;+6.3795202970504761e-01
4900;+6.6764801740646362e-01;+4.8947200179100037e-01;+6.6662400960922241e-01;+8.1407999992370605e-01;+4.8640000820159912e-01;+5.9801602363586426e-01;+6.4716798067092896e-01
4950;+6.7071998119354248e-01;+4.9254399538040161e-01;+6.6969597339630127e-01;+8.1817597150802612e-01;+4.9151998758316040e-01;+5.9699201583862305e-01;+6.5331202745437622e-01
5000;+6.7891198396682739e-01;+4.9766400456428528e-01;+6.7686402797698975e-01;+8.3046400547027588e-01;+4.9971199035644531e-01;+6.1440002918243408e-01;+6.6560000181198120e-01
5050;+6.8198400735855103e-01;+5.0073599815368652e-01;+6.7993599176406860e-01;+8.3455997705459595e-01;+5.0176000595092773e-01;+6.1644798517227173e-01;+6.6560000181198120e-01
5100;+6.9120001792907715e-01;+5.0892800092697144e-01;+6.8812799453735352e-01;+8.4377598762512207e-01;+5.0687998533248901e-01;+6.2668800354003906e-01;+6.7788797616958618e-01
5150;+6.9222402572631836e-01;+5.0585597753524780e-01;+6.9427198171615601e-01;+8.4889602661132812e-01;+5.0995200872421265e-01;+6.2976002693176270e-01;+6.7993599176406860e-01
5200;+7.0246398448944092e-01;+5.1507198810577393e-01;+7.0246398448944092e-01;+8.5811197757720947e-01;+5.1609599590301514e-01;+6.3692802190780640e-01;+6.8505597114562988e-01
5250;+7.1065598726272583e-01;+5.2019202709197998e-01;+7.0963197946548462e-01;+8.6835199594497681e-01;+5.2019202709197998e-01;+6.4614397287368774e-01;+6.9734400510787964e-01
5300;+7.1577602624893188e-01;+5.2736002206802368e-01;+7.1577602624893188e-01;+8.7449598312377930e-01;+5.2428799867630005e-01;+6.5535998344421387e-01;+7.0143997669219971e-01
5350;+7.2499197721481323e-01;+5.2940797805786133e-01;+7.2396802902221680e-01;+8.8371199369430542e-01;+5.2838397026062012e-01;+6.6150397062301636e-01;+7.1167999505996704e-01
5400;+7.2806400060653687e-01;+5.3145599365234375e-01;+7.2703999280929565e-01;+8.8883197307586670e-01;+5.3248000144958496e-01;+6.6662400960922241e-01;+7.1475201845169067e-01
5450;+7.3830401897430420e-01;+5.3862398862838745e-01;+7.3420798778533936e-01;+8.9702397584915161e-01;+5.3862398862838745e-01;+6.7686402797698975e-01;+7.2499197721481323e-01
5500;+7.3932802677154541e-01;+5.4272001981735229e-01;+7.3830401897430420e-01;+9.0214401483535767e-01;+5.4169601202011108e-01;+6.8095999956130981e-01;+7.3011201620101929e-01
5550;+7.4752002954483032e-01;+5.4783999919891357e-01;+7.4649602174758911e-01;+9.1136002540588379e-01;+5.4783999919891357e-01;+6.9120001792907715e-01;+7.3625600337982178e-01
5600;+7.5161600112915039e-01;+5.4886400699615479e-01;+7.5059199333190918e-01;+9.1545599699020386e-01;+5.4988801479339600e-01;+6.9427198171615601e-01;+7.4444800615310669e-01
5650;+7.5980800390243530e-01;+5.5603200197219849e-01;+7.5878399610519409e-01;+9.2774397134780884e-01;+5.5705600976943970e-01;+7.0246398448944092e-01;+7.5264000892639160e-01
5700;+7.6902401447296143e-01;+5.6217598915100098e-01;+7.6902401447296143e-01;+9.3900799751281738e-01;+5.6012797355651855e-01;+7.0963197946548462e-01;+7.5673598051071167e-01
5750;+7.7414399385452271e-01;+5.6319999694824219e-01;+7.7209597826004028e-01;+9.4105601310729980e-01;+5.6319999694824219e-01;+7.1065598726272583e-01;+7.6595199108123779e-01
5800;+7.8131198883056641e-01;+5.7036799192428589e-01;+7.8028798103332520e-01;+9.5334398746490479e-01;+5.7139199972152710e-01;+7.2601598501205444e-01;+7.7516800165176392e-01
5850;+7.8643202781677246e-01;+5.7139199972152710e-01;+7.8233599662780762e-01;+9.5641601085662842e-01;+5.7241600751876831e-01;+7.3318397998809814e-01;+7.7721601724624634e-01
5900;+7.9257601499557495e-01;+5.7855999469757080e-01;+7.9257601499557495e-01;+9.6767997741699219e-01;+5.7855999469757080e-01;+7.4035197496414185e-01;+7.8950399160385132e-01
5950;+7.9462397098541260e-01;+5.8163201808929443e-01;+7.9872000217437744e-01;+9.7382402420043945e-01;+5.8163201808929443e-01;+7.3728001117706299e-01;+7.9360002279281616e-01
6000;+8.0588799715042114e-01;+5.8777600526809692e-01;+8.0486398935317993e-01;+9.8201602697372437e-01;+5.8470398187637329e-01;+7.5264000892639160e-01;+8.0383998155593872e-01
6050;+8.1407999992370605e-01;+5.9187197685241699e-01;+8.1407999992370605e-01;+9.9225598573684692e-01;+5.9289598464965820e-01;+7.6390397548675537e-01;+8.1203198432922363e-01
6100;+8.1817597150802612e-01;+5.9494400024414062e-01;+8.1612801551818848e-01;+9.9839997291564941e-01;+5.9494400024414062e-01;+7.6902401447296143e-01;+8.1612801551818848e-01
6150;+8.2534402608871460e-01;+6.0108798742294312e-01;+8.2739198207855225e-01;+1.0086400508880615e+00;+5.9903997182846069e-01;+7.7311998605728149e-01;+8.2739198207855225e-01
6200;+8.3353602886199951e-01;+6.0620802640914917e-01;+8.3046400547027588e-01;+1.0106879472732544e+00;+6.0211199522018433e-01;+7.7824002504348755e-01;+8.3046400547027588e-01
6250;+8.3865600824356079e-01;+6.1030399799346924e-01;+8.4070402383804321e-01;+1.0188800096511841e+00;+6.0927999019622803e-01;+7.9564797878265381e-01;+8.4070402383804321e-01
6300;+8.4582400321960449e-01;+6.1235201358795166e-01;+8.4070402383804321e-01;+1.0260479450225830e+00;+6.1235201358795166e-01;+7.9257601499557495e-01;+8.4275197982788086e-01
6350;+8.5196799039840698e-01;+6.1952000856399536e-01;+8.4889602661132812e-01;+1.0342400074005127e+00;+6.1747199296951294e-01;+8.0179202556610107e-01;+8.4889602661132812e-01
6400;+8.5606402158737183e-01;+6.2156802415847778e-01;+8.5401600599288940e-01;+1.0383360385894775e+00;+6.2156802415847778e-01;+8.0486398935317993e-01;+8.5708802938461304e-01
6450;+8.6118400096893311e-01;+6.2668800354003906e-01;+8.6220800876617432e-01;+1.0485759973526001e+00;+6.2668800354003906e-01;+8.1305599212646484e-01;+8.6425602436065674e-01
6500;+8.7142401933670044e-01;+6.3283199071884155e-01;+8.7040001153945923e-01;+1.0588159561157227e+00;+6.3180798292160034e-01;+8.2739198207855225e-01;+8.7756800651550293e-01
6550;+8.7654399871826172e-01;+6.3590401411056519e-01;+8.7347197532653809e-01;+1.0659840106964111e+00;+6.3590401411056519e-01;+8.2739198207855225e-01;+8.7756800651550293e-01
6600;+8.8371199369430542e-01;+6.4102399349212646e-01;+8.8063997030258179e-01;+1.0751999616622925e+00;+6.4204800128936768e-01;+8.4377598762512207e-01;+8.9087998867034912e-01
6650;+8.8576000928878784e-01;+6.4512002468109131e-01;+8.8371199369430542e-01;+1.0803200006484985e+00;+6.4409601688385010e-01;+8.4479999542236328e-01;+8.9190399646759033e-01
6700;+8.9497601985931396e-01;+6.5228801965713501e-01;+8.9497601985931396e-01;+1.0905599594116211e+00;+6.5228801965713501e-01;+8.5708802938461304e-01;+9.0112000703811646e-01
6750;+8.9907199144363403e-01;+6.5535998344421387e-01;+8.9907199144363403e-01;+1.0956799983978271e+00;+6.5638399124145508e-01;+8.6527997255325317e-01;+9.0521597862243652e-01
6800;+9.0726399421691895e-01;+6.6048002243041992e-01;+9.0726399421691895e-01;+1.1059199571609497e+00;+6.6150397062301636e-01;+8.7551999092102051e-01;+9.1238397359848022e-01
6850;+9.1545599699020386e-01;+6.6662400960922241e-01;+9.1545599699020386e-01;+1.1161600351333618e+00;+6.6662400960922241e-01;+8.8371199369430542e-01;+9.2876797914505005e-01
6900;+9.2057597637176514e-01;+6.7071998119354248e-01;+9.1955202817916870e-01;+1.1192320585250854e+00;+6.6969597339630127e-01;+8.8371199369430542e-01;+9.2774397134780884e-01
6950;+9.2672002315521240e-01;+6.7686402797698975e-01;+9.2569601535797119e-01;+1.1304960250854492e+00;+6.7481601238250732e-01;+9.0112000703811646e-01;+9.3491202592849731e-01
7000;+9.3184000253677368e-01;+6.7891198396682739e-01;+9.3081599473953247e-01;+1.1356159448623657e+00;+6.7993599176406860e-01;+9.0828800201416016e-01;+9.4003200531005859e-01
7050;+9.4003200531005859e-01;+6.8300801515579224e-01;+9.3798398971557617e-01;+1.1468800306320190e+00;+6.8505597114562988e-01;+9.1648000478744507e-01;+9.5334398746490479e-01
7100;+9.4412797689437866e-01;+6.8710398674011230e-01;+9.4310402870178223e-01;+1.1519999504089355e+00;+6.8607997894287109e-01;+9.1750401258468628e-01;+9.5436799526214600e-01
7150;+9.5231997966766357e-01;+6.9324797391891479e-01;+9.5027202367782593e-01;+1.1601920127868652e+00;+6.9427198171615601e-01;+9.2876797914505005e-01;+9.6563202142715454e-01
7200;+9.5744001865386963e-01;+6.9324797391891479e-01;+9.5334398746490479e-01;+1.1663360595703125e+00;+6.9836801290512085e-01;+9.3491202592849731e-01;+9.7177600860595703e-01
7250;+9.6665602922439575e-01;+7.0246398448944092e-01;+9.6460801362991333e-01;+1.1735039949417114e+00;+7.0451200008392334e-01;+9.4822400808334351e-01;+9.7894400358200073e-01
7300;+9.7587198019027710e-01;+7.0553600788116455e-01;+9.7280001640319824e-01;+1.1847679615020752e+00;+7.0860797166824341e-01;+9.4720000028610229e-01;+9.9020802974700928e-01
7350;+9.7791999578475952e-01;+7.1372801065444946e-01;+9.7587198019027710e-01;+1.1909120082855225e+00;+7.1270400285720825e-01;+9.6255999803543091e-01;+9.9635201692581177e-01
