Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;0.0000000000000000e+00;4.1295140783831044e-07;2.0564840191690458e-15;2.9871460791700882e-08;1.0938637109471816e-06;9.9071737096696769e-16;5.9847254489186556e-07
3000000;0.0000000000000000e+00;5.6129016118646342e-07;6.5852557948837961e-16;4.0205562309562156e-08;8.0975525139879354e-07;1.8225748181514692e-15;1.7900188164699304e-07
5000000;0.0000000000000000e+00;6.1060982031510480e-07;2.0482367025053478e-15;5.0993378076815400e-08;7.5767229331208224e-07;1.9317732243946065e-15;1.8399106979411309e-07
7000000;0.0000000000000000e+00;7.8395777518077829e-07;1.7309965256348951e-15;2.4379104358737700e-08;4.5093285786361088e-07;1.2859562383892545e-15;2.5232492463260284e-07
9000000;0.0000000000000000e+00;9.0181797887179128e-07;2.1531019980258242e-15;5.5576291598695716e-08;7.2435172014620148e-07;1.2065639615396462e-15;2.3201736049674913e-07
11000000;0.0000000000000000e+00;9.6814697942266176e-07;1.1364433944506341e-15;2.9672624335372911e-08;3.3569187778982253e-07;1.8644175909926320e-15;1.2573427901410390e-07
13000000;0.0000000000000000e+00;4.0019277092899760e-07;8.7404270419701021e-16;6.9415913540215399e-08;5.9028936161253350e-07;2.2467451488488513e-15;2.2779843743247534e-07
15000000;0.0000000000000000e+00;6.6578602341749762e-07;9.2203273400547420e-16;6.0151753761450881e-08;9.2287298990942925e-07;8.7376249855267223e-16;1.5908110847263678e-07
17000000;0.0000000000000000e+00;6.9475937623574147e-07;1.5350401119930152e-15;5.7385333240623721e-08;6.4440861911025569e-07;1.9538466486539554e-15;3.0720760237092408e-07
19000000;0.0000000000000000e+00;5.4299696531546517e-07;1.6050530180022285e-15;6.0099724689443652e-08;5.9532549066092358e-07;1.0703517818576055e-15;2.2419054645705090e-07
21000000;0.0000000000000000e+00;4.1516802817750594e-07;1.1751641968484299e-15;4.6955438236336486e-08;9.4493805925150879e-07;1.8875696332508107e-15;3.1976137985990861e-07
23000000;0.0000000000000000e+00;7.3010849023016023e-07;1.0057207026704775e-15;5.8385474513434568e-08;1.1959050584539533e-06;1.3057337773602822e-15;4.3028503713392668e-07
25000000;0.0000000000000000e+00;9.4863858038697377e-07;1.6604994183019812e-15;5.7989893906446433e-08;1.0222764981067812e-06;1.6165960564040918e-15;4.4563224655477767e-07
27000000;0.0000000000000000e+00;4.9245083263422152e-07;9.0428980039171754e-16;5.2667292419830648e-08;5.7726446738000728e-07;8.8916360924946115e-16;4.2578919136483232e-07
29000000;0.0000000000000000e+00;5.7483911261923189e-07;2.0734287360903518e-15;4.8848694210656490e-08;7.4584454677282231e-07;1.0019065530217469e-15;3.0824139413167528e-07
31000000;0.0000000000000000e+00;9.2347563248918402e-07;2.0659089676501102e-15;4.4335224573334008e-08;6.6184339848454164e-07;2.2497594775807906e-15;4.4734884492128722e-07
33000000;0.0000000000000000e+00;5.8684625351123775e-07;2.0481778801212527e-15;2.7882725545940403e-08;5.4275041021136502e-07;7.1099905817918625e-16;4.1950162834310673e-07
35000000;0.0000000000000000e+00;6.1402366137245546e-07;1.9128786986367327e-15;3.0777254289319171e-08;8.3473748955371684e-07;8.0040367809672306e-16;3.4346343804922861e-07
37000000;0.0000000000000000e+00;6.2306157055774679e-07;1.4983196178258366e-15;4.3439762180271985e-08;5.5963597753538525e-07;1.2108023394868064e-15;4.3962378435687957e-07
39000000;0.0000000000000000e+00;1.1947166709098678e-06;1.6104378520510610e-15;5.1539640548898368e-08;7.8837837878680654e-07;1.3376239946729007e-15;3.8811021553905302e-07
41000000;0.0000000000000000e+00;8.4251685869543749e-07;1.1703921259195275e-15;5.1104500605325352e-08;9.1342435829697638e-07;7.8551924886869737e-16;4.1858889241574071e-07
43000000;0.0000000000000000e+00;5.6815165171273457e-07;1.0991061410264310e-15;3.5185446171834170e-08;9.5667436899053755e-07;1.3253670719015400e-15;4.3251006468715142e-07
45000000;0.0000000000000000e+00;6.4836745632017179e-07;1.2662017130820756e-15;3.8474707213670891e-08;7.6329594464215830e-07;1.5033388395591604e-15;4.6642374090369249e-07
47000000;0.0000000000000000e+00;4.8842369577119664e-07;1.5425834415380895e-15;3.1016955710466885e-08;9.6552068371903576e-07;1.3415743672236693e-15;4.5724310384391853e-07
49000000;0.0000000000000000e+00;5.0901851354682249e-07;1.2506811051969516e-15;2.9808449119457347e-08;6.0690346008996900e-07;1.5366133770495783e-15;2.7110787819584072e-07
51000000;0.0000000000000000e+00;8.8605086825243969e-07;2.5486182989557153e-15;2.5111335847351051e-08;5.5884859658922242e-07;2.7056355848280247e-15;6.1419597298807535e-07
53000000;0.0000000000000000e+00;9.2094533709869964e-07;1.3087460359271766e-15;2.6622986364423731e-08;1.3051895292981027e-06;2.4156200365779502e-15;5.1175690539846767e-07
55000000;0.0000000000000000e+00;1.0446637563628928e-06;2.5463816451887995e-15;1.8658141833342198e-08;7.5494268365212209e-07;1.7274794688423966e-15;8.1471836590284027e-07
57000000;0.0000000000000000e+00;1.4000733187972799e-06;3.4977640129673708e-15;2.3089403371432850e-08;1.5554386723608609e-06;1.9006862966445663e-15;4.3858261777323538e-07
59000000;0.0000000000000000e+00;3.7539987175558640e-06;3.0900525713976991e-15;3.4203301765601448e-08;1.9012933635418898e-06;3.4665861327556285e-15;4.1977233082124438e-07
61000000;0.0000000000000000e+00;1.7454731810765663e-06;1.4902828012027408e-15;1.1269682986724045e-08;1.6577804252346600e-06;1.2246320398154763e-15;6.9529883243677956e-07
63000000;0.0000000000000000e+00;6.3718590837971231e-07;2.1804312479926349e-15;2.2394724959488619e-08;2.2113026693130648e-06;3.8714973991329105e-15;7.7439567285489174e-07
65000000;0.0000000000000000e+00;1.3480656615410471e-06;2.9675942144590716e-15;1.8620032900060169e-08;7.3773231531597787e-07;2.6475169685947072e-15;5.8174346496187557e-07
67000000;0.0000000000000000e+00;1.3203789644514639e-06;3.6473752963031735e-15;1.7824042620510802e-08;1.6022194046897768e-06;3.3039445407058544e-15;4.9725826469698159e-07
69000000;0.0000000000000000e+00;1.1607237216525929e-06;1.9370784752203294e-15;2.2314992379812077e-08;1.9354582451202617e-06;3.9595185469337958e-15;5.5592179081200708e-07
71000000;0.0000000000000000e+00;2.0652172491021983e-06;2.5880661354022135e-15;1.9460303884074235e-08;2.1284703533520866e-06;2.7620931769327693e-15;5.7029244482905158e-07
73000000;0.0000000000000000e+00;1.6070282335830071e-06;3.3474547433681816e-15;1.4508105123350341e-08;1.2679144232015639e-06;1.9141269627442561e-15;5.5574122237192397e-07
75000000;0.0000000000000000e+00;1.2173197539698419e-06;4.1987673748924174e-15;1.7991288929539142e-08;9.7152822192275083e-07;4.4110988281223900e-15;4.0659340201517269e-07
