Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
262362750;0.0000000000000000e+00;5.1160731290452801e-07;1.5904434423404005e-16;2.3232629814978059e-12;8.2930265288148722e-16;2.3813541357333697e-08
266585951;0.0000000000000000e+00;3.9204812866045536e-07;1.2298421337099531e-16;2.8123470906543452e-12;9.5033255675633110e-16;3.9685853684406233e-08
270809152;0.0000000000000000e+00;6.1250449685928874e-07;2.6414428120678078e-16;2.7973979915198961e-12;9.2450498432793412e-16;3.0798255665303961e-08
275032353;0.0000000000000000e+00;4.2589841890324587e-07;4.1180862460302609e-16;2.7218599413109938e-12;1.1270551831237356e-15;3.3059398242788825e-08
279255554;0.0000000000000000e+00;5.6188551809915522e-07;3.8423234428811551e-16;2.2835355145409268e-12;7.6846468805960078e-16;5.7416097752585482e-08
283478755;0.0000000000000000e+00;4.9634823640007111e-07;4.4159453796052025e-16;2.4903198259913527e-12;1.2196420581906570e-15;3.9741329797636488e-08
287701956;0.0000000000000000e+00;6.0383941196533134e-07;2.0719765279660445e-16;1.9210330441182871e-12;1.3882242809632381e-15;9.1243329984876555e-09
291925157;0.0000000000000000e+00;9.6452972749009812e-07;3.2671584063934186e-16;1.1775859878473124e-12;1.2660238819655616e-15;5.7949072860424129e-08
296148358;0.0000000000000000e+00;8.1885322474451078e-07;3.6231296488403801e-16;5.9817870449099865e-13;1.2077098813322029e-15;6.4585742161324251e-08
300371559;0.0000000000000000e+00;4.7395112480172672e-07;1.7861027336630368e-16;1.1393549306479694e-12;1.3494998401278019e-15;1.0539312249113556e-08
304594760;0.0000000000000000e+00;5.7677162022579558e-07;2.7398629572629114e-16;1.2508844346364667e-12;1.2525087832417879e-15;2.3686553966505560e-08
308817961;0.0000000000000000e+00;5.5525863843837967e-07;2.3163234719197245e-16;1.1941805666383765e-12;1.2932806051339798e-15;5.1585341600335754e-08
313041162;0.0000000000000000e+00;6.1314533962936850e-07;2.0946635106879061e-16;1.0798180819196274e-12;1.1615861282098694e-15;5.1640981654536878e-08
317264363;0.0000000000000000e+00;4.6241416110288838e-07;3.1940942962910231e-16;1.3455591941681197e-12;1.0897498186592980e-15;2.2491521597510994e-08
321487564;0.0000000000000000e+00;6.1293834102548251e-07;2.4104630483314785e-16;9.8986592256254004e-13;1.0568953377079665e-15;4.9546377468932200e-08
325710765;0.0000000000000000e+00;4.0076842785224667e-07;2.3792160424893119e-16;1.3922257157581901e-12;9.1508309267499963e-16;4.5214715599652518e-08
329933966;0.0000000000000000e+00;5.9963658579787728e-07;1.0840403549264400e-16;1.5335376937131646e-12;1.0117709994351445e-15;1.5834852684347877e-08
334157167;0.0000000000000000e+00;6.8866246410858366e-07;2.1406794345612052e-16;1.4005395215781074e-12;1.4627976144634161e-15;6.3632820442358053e-09
