Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
21000000;2.3654399812221527e-01;1.3004800677299500e-01;2.3961600661277771e-01;1.3721600174903870e-01;1.3209599256515503e-01;2.4883200228214264e-01;1.3619199395179749e-01;0.0000000000000000e+00;4.3982173195214048e-07;5.3212815683331074e-16;3.6318482814490407e-08;4.3982173195214048e-07;8.8688026138885113e-16;5.8909560138835776e-08
23000000;2.5804799795150757e-01;1.4131200313568115e-01;2.6214399933815002e-01;1.4847999811172485e-01;1.4233599603176117e-01;2.7238398790359497e-01;1.4847999811172485e-01;0.0000000000000000e+00;8.0302877396166335e-07;0.0000000000000000e+00;2.0501885425749365e-08;4.5523904572347934e-07;0.0000000000000000e+00;2.0501885425749365e-08
25000000;2.7852800488471985e-01;1.5052799880504608e-01;2.8262400627136230e-01;1.5872000157833099e-01;1.5360000729560852e-01;2.9593598842620850e-01;1.6179199516773224e-01;0.0000000000000000e+00;1.5406618991587720e-06;5.9598705217027881e-16;2.0813366024238529e-08;1.7006459552781966e-06;1.7879611565108364e-15;5.9178662035473761e-08
27000000;2.9798400402069092e-01;1.5974399447441101e-01;3.0310401320457458e-01;1.6486400365829468e-01;1.5974399447441101e-01;3.1641599535942078e-01;1.7305600643157959e-01;0.0000000000000000e+00;1.4331624100641588e-06;1.3796646230762562e-16;2.5828981618495540e-08;1.4331624100641588e-06;2.3454298592296355e-15;4.8241198826013056e-08
29000000;3.1948798894882202e-01;1.6998399794101715e-01;3.2256001234054565e-01;1.7510400712490082e-01;1.7100800573825836e-01;3.3996799588203430e-01;1.8534399569034576e-01;0.0000000000000000e+00;8.2943824247300720e-07;3.8536475852512948e-16;1.8737250248230673e-09;6.9151082289830983e-07;1.0276393560670119e-15;1.8737250248230673e-09
31000000;3.4099200367927551e-01;1.8227200210094452e-01;3.4406399726867676e-01;1.8534399569034576e-01;1.8329599499702454e-01;3.6147201061248779e-01;1.9660800695419312e-01;0.0000000000000000e+00;5.8940009220032047e-07;0.0000000000000000e+00;8.7470214570223646e-09;7.1843410792105328e-07;1.6824120842760993e-15;8.7470214570223646e-09
33000000;3.6147201061248779e-01;1.9251200556755066e-01;3.6556801199913025e-01;1.9968000054359436e-01;1.9456000626087189e-01;3.8400000333786011e-01;2.0889599621295929e-01;0.0000000000000000e+00;1.0180406020545789e-06;1.1289383020310353e-16;1.2319428810747733e-08;1.0786500156348923e-06;9.0315064162482822e-16;1.2319428810747733e-08
35000000;3.8400000333786011e-01;2.0582400262355804e-01;3.8809600472450256e-01;2.1196800470352173e-01;2.0582400262355804e-01;4.0550398826599121e-01;2.2015999257564545e-01;0.0000000000000000e+00;9.0672173590106613e-07;2.1288771948214246e-16;7.6240569947577488e-09;5.6384206356513214e-07;4.2577543896428492e-16;1.2191728110673574e-07
37000000;4.0652799606323242e-01;2.1606400609016418e-01;4.0857601165771484e-01;2.2220799326896667e-01;2.1811200678348541e-01;4.2905598878860474e-01;2.3347200453281403e-01;0.0000000000000000e+00;1.1494067674060374e-06;1.0068923236209540e-15;3.9849872743960315e-08;8.2506404736512887e-07;4.0275692944838162e-15;6.8264367269675838e-08
39000000;4.2803201079368591e-01;2.2835199534893036e-01;4.2803201079368591e-01;2.2835199534893036e-01;2.2528000175952911e-01;4.4441598653793335e-01;2.3756800591945648e-01;0.0000000000000000e+00;4.5938532566315920e-08;3.8210286755125852e-16;4.5938532566315920e-08;4.6691125488383249e-07;2.1015657715319217e-15;4.5938532566315920e-08
41000000;4.4543999433517456e-01;2.3449599742889404e-01;4.4646400213241577e-01;2.3859199881553650e-01;2.3449599742889404e-01;4.6796798706054688e-01;2.4985599517822266e-01;0.0000000000000000e+00;9.1735165112202436e-07;1.8173202016297876e-16;3.9251932481517112e-08;8.1978501571752355e-07;9.0866010081489375e-16;5.8314702922983686e-08
43000000;4.6592000126838684e-01;2.4473600089550018e-01;4.6899199485778809e-01;2.4780799448490143e-01;2.4371199309825897e-01;4.8844799399375916e-01;2.6111999154090881e-01;0.0000000000000000e+00;1.9569274000372309e-07;5.1985490982501306e-16;9.6294203067680775e-09;1.9569274000372309e-07;3.6389843687750913e-15;9.6294203067680775e-09
45000000;4.8640000820159912e-01;2.5497600436210632e-01;4.8947200179100037e-01;2.6009601354598999e-01;2.5497600436210632e-01;5.1200002431869507e-01;2.7545601129531860e-01;0.0000000000000000e+00;4.5530034104531872e-07;3.3117448154256874e-16;1.0805476203103657e-08;1.8860342213998970e-07;2.3182213707979811e-15;9.9704449171546676e-08
47000000;5.0892800092697144e-01;2.6624000072479248e-01;5.1200002431869507e-01;2.7033600211143494e-01;2.6726400852203369e-01;5.3452801704406738e-01;2.8569599986076355e-01;0.0000000000000000e+00;1.2000300194412801e-07;1.5854421057833174e-16;3.4885227018618996e-08;3.4885227018618996e-08;1.9025305269399806e-15;5.0232547906890008e-08
49000000;5.2940797805786133e-01;2.7852800488471985e-01;5.3350400924682617e-01;2.8262400627136230e-01;2.7852800488471985e-01;5.5603200197219849e-01;2.9798400402069092e-01;0.0000000000000000e+00;3.0419936615541399e-07;0.0000000000000000e+00;2.2370735052980297e-08;3.8584189145751256e-07;3.0414210744983916e-16;5.9271790249118268e-08
51000000;5.5091202259063721e-01;2.8876799345016479e-01;5.5500799417495728e-01;2.9183998703956604e-01;2.8979200124740601e-01;5.7855999469757080e-01;3.1027200818061829e-01;0.0000000000000000e+00;8.6705391007448249e-07;1.4610866589552315e-16;4.1974902597214975e-09;8.6705391007448249e-07;1.3149779930597085e-15;7.4244002450711320e-08
53000000;5.7241600751876831e-01;3.0105599761009216e-01;5.7651197910308838e-01;3.0412799119949341e-01;3.0310401320457458e-01;5.9903997182846069e-01;3.2256001234054565e-01;0.0000000000000000e+00;2.7959351169245283e-07;0.0000000000000000e+00;2.2325904103758777e-08;3.5507336564150574e-07;1.4059218382286448e-15;2.2325904103758777e-08
55000000;5.9391999244689941e-01;3.1129598617553711e-01;5.9596800804138184e-01;3.1539198756217957e-01;3.1231999397277832e-01;6.2566399574279785e-01;3.3382400870323181e-01;0.0000000000000000e+00;1.2489178060766533e-06;2.7095982526135558e-16;1.2418993797544299e-08;1.1761825818249411e-06;1.8967187768294887e-15;1.2418993797544299e-08
57000000;6.1440002918243408e-01;3.2153600454330444e-01;6.1747199296951294e-01;3.2460799813270569e-01;3.2256001234054565e-01;6.4409601688385010e-01;3.4611201286315918e-01;0.0000000000000000e+00;2.5827296700412534e-09;1.3072013175423891e-16;2.5827296700412534e-09;6.7597106681617161e-08;9.1504092227967254e-16;2.5827296700412534e-09
59000000;6.3590401411056519e-01;3.3280000090599060e-01;6.3692802190780640e-01;3.3689600229263306e-01;3.3280000090599060e-01;6.6764801740646362e-01;3.5737600922584534e-01;0.0000000000000000e+00;8.7962608170303160e-07;1.2628959786114807e-16;1.7896688347300084e-09;9.4742729328285938e-07;8.8402718502803651e-16;1.7896688347300084e-09
61000000;6.5740799903869629e-01;3.4406399726867676e-01;6.5945601463317871e-01;3.4713599085807800e-01;3.4406399726867676e-01;6.8915200233459473e-01;3.7068799138069153e-01;0.0000000000000000e+00;4.4154483931837163e-07;3.6645009348713133e-16;1.7506751098445113e-08;5.0712363794934538e-07;8.5505021813663976e-16;4.8072047532528708e-08
63000000;6.7788797616958618e-01;3.5532799363136292e-01;6.8095999956130981e-01;3.5942399501800537e-01;3.5430398583412170e-01;7.1065598726272583e-01;3.8195198774337769e-01;0.0000000000000000e+00;6.8337236019873611e-08;2.3654526059485465e-16;4.8401011274549747e-09;1.9533150580471089e-07;5.9136315148713665e-16;4.8401011274549747e-09
65000000;6.9939202070236206e-01;3.6659198999404907e-01;7.0246398448944092e-01;3.6966401338577271e-01;3.6659198999404907e-01;7.3625600337982178e-01;3.9423999190330505e-01;0.0000000000000000e+00;4.0491740117991437e-08;3.4390957769400070e-16;2.1053276089379574e-08;4.0491740117991437e-08;4.5854610359200096e-16;2.1053276089379574e-08
67000000;7.2089600563049316e-01;3.7785598635673523e-01;7.2601598501205444e-01;3.8092800974845886e-01;3.7785598635673523e-01;7.5571197271347046e-01;4.0652799606323242e-01;0.0000000000000000e+00;1.3853717721698005e-06;1.1121248746753266e-16;1.2116532002695403e-08;1.3853717721698005e-06;2.2242497493506532e-16;4.7590217569787428e-08
69000000;7.4239999055862427e-01;3.8707199692726135e-01;7.4444800615310669e-01;3.9219200611114502e-01;3.8912001252174377e-01;7.8028798103332520e-01;4.1881600022315979e-01;0.0000000000000000e+00;2.8650665582273324e-07;4.3194608793802731e-16;5.4607365656612312e-08;7.5030523615497503e-07;1.2958382638140818e-15;5.4607365656612312e-08
71000000;7.6390397548675537e-01;3.9936000108718872e-01;7.6492798328399658e-01;4.0243199467658997e-01;3.9833599328994751e-01;8.0281597375869751e-01;4.3110400438308716e-01;0.0000000000000000e+00;3.5710956999242861e-07;6.2966078505117530e-16;1.9063010071368160e-08;9.3619176568985332e-08;0.0000000000000000e+00;1.9063010071368160e-08
